,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Zeta,RLU_B16
442,1,0,2,8,100,80,100,2.933333333,0.10756798077973134
443,1,0,2,12,100,80,100,3.573333333,0.404499290160533
444,1,0,2,4,50,20,100,-28.56666667,0.40264278693895383
445,1,0,2,8,50,20,100,1.826666667,0.1968985475592443
446,1,0,2,12,50,20,100,1.6,0.24385715845801026
447,1,0,2,4,50,40,100,-3.646666667,0.38440537293873545
448,1,0,2,8,50,40,100,-2.73,0.3348258163153872
449,1,0,2,12,50,40,100,-2.316666667,0.3758872993338429
450,1,0,2,4,50,60,100,-5.89,0.2907065632849186
451,1,0,2,8,50,60,100,-0.982333333,0.26766408212296605
452,1,0,2,12,50,60,100,3.386666667,0.4637981871792072
453,1,0,2,4,50,80,100,2.24,0.21458993120017472
454,1,0,2,8,50,80,100,1.28,0.22245276837392153
455,1,0,2,12,50,80,100,2.923333333,0.5416621164136726
456,1,0,2,4,10,20,100,-30.76666667,0.5727858468930872
457,1,0,2,8,10,20,100,3.026666667,0.46947690291580213
458,1,0,2,12,10,20,100,1.253333333,0.5825051872884133
459,1,0,2,4,10,40,100,-2.246666667,0.6284809435404608
460,1,0,2,8,10,40,100,-2.403333333,0.6474828000436824
461,1,0,2,12,10,40,100,-2.746666667,0.712897237086382
462,1,0,2,4,10,60,100,-1.385333333,0.6368898110734957
463,1,0,2,8,10,60,100,-0.514,0.6599322922354482
464,1,0,2,12,10,60,100,2.373333333,0.7465327072185215
465,1,0,2,4,10,80,100,-0.684,0.5662334825816315
466,1,0,2,8,10,80,100,2.273333333,0.6294637981871792
467,1,0,2,12,10,80,100,4.91,0.661133559025882
468,1,0,2,4,1,20,100,-28.23333333,0.7986240034945943
469,1,0,2,8,1,20,100,4.226666667,0.7155181828109644
470,1,0,2,12,1,20,100,6.786666667,0.6312110953369008
471,1,0,2,4,1,40,100,-3.153333333,0.6213825488697172
472,1,0,2,8,1,40,100,-1.426666667,0.8190455389319647
473,1,0,2,12,1,40,100,-1.543333333,0.8153325324888064
474,1,0,2,4,1,60,100,-2.55,0.5398056131920935
475,1,0,2,8,1,60,100,0.63,0.760947908703724
476,1,0,2,12,1,60,100,6.336666667,0.8129299989079394
477,1,0,2,4,1,80,100,6.34,0.5558589057551601
478,1,0,2,8,1,80,100,12.86666667,0.7980779731353064
479,1,0,2,12,1,80,100,6.843333333,1.0
480,1,0,2,4,200,20,10,-2.183333333,0.10756798077973134
481,1,0,2,8,200,20,10,-2.966666667,0.013650758982199418
482,1,0,2,12,200,20,10,-2.463333333,0.10756798077973134
483,1,0,2,4,200,40,10,-1.186666667,0.19067380146336138
484,1,0,2,8,200,40,10,-3.813333333,0.16664846565469038
485,1,0,2,12,200,40,10,-5.33,0.18685158894834553
486,1,0,2,4,200,60,10,-20.13333333,0.09861308288740855
487,1,0,2,8,200,60,10,-9.57,0.26318663317680463
488,1,0,2,12,200,60,10,-1.092,0.3820028393578683
489,1,0,2,4,200,80,10,-1.492333333,0.036693240144151984
490,1,0,2,8,200,80,10,-1.123,0.07196680135415529
491,1,0,2,12,200,80,10,-0.810666667,0.25707109315277926
492,1,0,2,4,100,20,10,-1.883333333,0.10756798077973134
493,1,0,2,8,100,20,10,-1.316666667,0.10756798077973134
494,1,0,2,12,100,20,10,-2.92,0.10756798077973134
495,1,0,2,4,100,40,10,-1.833333333,0.1894725346729278
496,1,0,2,8,100,40,10,-6.416666667,0.09861308288740855
497,1,0,2,12,100,40,10,-4.216666667,0.17724145462487711
498,1,0,2,4,100,60,10,-20.63333333,0.21950420443376656
499,1,0,2,8,100,60,10,-9.726666667,0.23664955771540902
500,1,0,2,12,100,60,10,-1.077,0.4161843398492956
501,1,0,2,4,100,80,10,-2.533333333,0.10756798077973134
502,1,0,2,8,100,80,10,-0.168,0.019875505078082334
503,1,0,2,12,100,80,10,-0.043,0.3863710822321721
504,1,0,2,4,50,20,10,-1.640333333,0.10756798077973134
505,1,0,2,8,50,20,10,-1.149,0.10756798077973134
506,1,0,2,12,50,20,10,-2.276666667,0.10756798077973134
507,1,0,2,4,50,40,10,-0.863666667,0.26318663317680463
508,1,0,2,8,50,40,10,-7.106666667,0.16348148957082015
509,1,0,2,12,50,40,10,-2.183333333,0.18685158894834553
510,1,0,2,4,50,60,10,-22.2,0.2104401004695861
511,1,0,2,8,50,60,10,-14.66666667,0.2971497215245167
512,1,0,2,12,50,60,10,-1.203333333,0.40264278693895383
513,1,0,2,4,50,80,10,-2.56,0.07196680135415529
514,1,0,2,8,50,80,10,-0.0463,0.09555531287539587
515,1,0,2,12,50,80,10,-0.131666667,0.3750136507589822
516,1,0,2,4,10,20,10,-1.79,0.15321611881620617
517,1,0,2,8,10,20,10,-3.726666667,0.046630992683193206
518,1,0,2,12,10,20,10,-1.776666667,0.06006333952167736
519,1,0,2,4,10,40,10,-0.88,0.42229987987332096
520,1,0,2,8,10,40,10,-13.16666667,0.45091187070001093
521,1,0,2,12,10,40,10,-6.36,0.4912089112154636
522,1,0,2,4,10,60,10,-19.56666667,0.45549852571802996
523,1,0,2,8,10,60,10,-9.383333333,0.5502893960904227
524,1,0,2,12,10,60,10,-1.427,0.6007426012886317
525,1,0,2,4,10,80,10,-2.843333333,0.32226711805176367
526,1,0,2,8,10,80,10,0.044333333,0.35175275745331436
527,1,0,2,12,10,80,10,-0.3501,0.554766845036584
528,1,0,2,4,1,20,10,-2.13,0.08277820246805723
529,1,0,2,8,1,20,10,-0.929,0.006989188598886115
530,1,0,2,12,1,20,10,-0.883333333,0.07196680135415529
531,1,0,2,4,1,40,10,-1.0292,0.2578355356557825
532,1,0,2,8,1,40,10,-6.423333333,0.09861308288740855
533,1,0,2,12,1,40,10,-11.56666667,0.24232827345200392
534,1,0,2,4,1,60,10,-20.7,0.24385715845801026
535,1,0,2,8,1,60,10,-4.423333333,0.2114229551163045
536,1,0,2,12,1,60,10,-1.237,0.2866659386261876
537,1,0,2,4,1,80,10,-0.065666667,0.24385715845801026
538,1,0,2,8,1,80,10,2.526666667,0.5286665938626187
539,1,0,2,12,1,80,10,1.341666667,0.4871682865567326
540,1,1,0,4,200,20,500,-20.0,0.27498088893742495
541,1,1,0,8,200,20,500,-2.833333333,0.25707109315277926
542,1,1,0,12,200,20,500,-0.537666667,0.2134978704815988
543,1,1,0,4,200,40,500,-0.144176667,0.18281096428961452
544,1,1,0,8,200,40,500,-1.186333333,0.2415638309490008
545,1,1,0,12,200,40,500,-1.356666667,0.25914600851807357
546,1,1,0,4,200,60,500,-2.03,0.013650758982199418
547,1,1,0,8,200,60,500,0.105433333,0.10756798077973134
548,1,1,0,12,200,60,500,0.3688,0.08605438462378506
549,1,1,0,4,200,80,500,-2.123333333,0.0
550,1,1,0,8,200,80,500,1.007666667,0.10756798077973134
551,1,1,0,12,200,80,500,-0.358366667,0.019875505078082334
552,1,1,0,4,100,20,500,-7.156666667,0.27902151359615596
553,1,1,0,8,100,20,500,-7.346666667,0.20159440864912093
554,1,1,0,12,100,20,500,-1.173666667,0.2270394233919406
555,1,1,0,4,100,40,500,-0.223666667,0.2114229551163045
556,1,1,0,8,100,40,500,-1.3988,0.20388773615813038
557,1,1,0,12,100,40,500,-1.876666667,0.35120672709402645
558,1,1,0,4,100,60,500,1.45,0.10756798077973134
559,1,1,0,8,100,60,500,2.546666667,0.05580430271923115
560,1,1,0,12,100,60,500,2.25,0.06814458883913943
561,1,1,0,4,100,80,500,-5.656666667,0.06006333952167736
562,1,1,0,8,100,80,500,-0.2858,0.10756798077973134
563,1,1,0,12,100,80,500,3.186666667,0.05580430271923115
564,1,1,0,4,50,20,500,3.713333333,0.2695205853445451
565,1,1,0,8,50,20,500,-4.73,0.2049797968767063
566,1,1,0,12,50,20,500,-2.64,0.21251501583488042
567,1,1,0,4,50,40,500,1.836666667,0.04182592552145897
568,1,1,0,8,50,40,500,5.443333333,0.2492082559790324
569,1,1,0,12,50,40,500,-1.491333333,0.3646390739325107
570,1,1,0,4,50,60,500,-1.055666667,0.04182592552145897
571,1,1,0,8,50,60,500,4.203333333,0.10756798077973134
572,1,1,0,12,50,60,500,0.894,0.17276400567871575
573,1,1,0,4,50,80,500,-0.884,0.0
574,1,1,0,8,50,80,500,-0.851,0.10756798077973134
575,1,1,0,12,50,80,500,2.053333333,0.1042917986240035
576,1,1,0,4,10,20,500,-15.63333333,0.37752539041170696
577,1,1,0,8,10,20,500,-3.236666667,0.2638418696079502
578,1,1,0,12,10,20,500,-2.386666667,0.28819482363219395
579,1,1,0,4,10,40,500,-1.123333333,0.16348148957082015
580,1,1,0,8,10,40,500,0.326666667,0.3009719340395326
581,1,1,0,12,10,40,500,6.206666667,0.31025445014742814
582,1,1,0,4,10,60,500,-2.076666667,0.2104401004695861
583,1,1,0,8,10,60,500,1.556666667,0.1855411160860544
584,1,1,0,12,10,60,500,-0.4172,0.2306432237632412
585,1,1,0,4,10,80,500,-2.526666667,0.31800808124931745
586,1,1,0,8,10,80,500,-0.499666667,0.2695205853445451
587,1,1,0,12,10,80,500,-0.839666667,0.2492082559790324
588,1,1,0,4,1,20,500,-2.03,0.10756798077973134
589,1,1,0,8,1,20,500,-1.383333333,0.09555531287539587
590,1,1,0,12,1,20,500,0.513666667,0.1042917986240035
591,1,1,0,4,1,40,500,0.588,0.10756798077973134
592,1,1,0,8,1,40,500,1.082333333,0.20268646936769685
593,1,1,0,12,1,40,500,1.406666667,0.23326416948782353
594,1,1,0,4,1,60,500,0.446333333,0.10756798077973134
595,1,1,0,8,1,60,500,5.146666667,0.019875505078082334
596,1,1,0,12,1,60,500,2.226666667,0.0
597,1,1,0,4,1,80,500,-8.26,0.10756798077973134
598,1,1,0,8,1,80,500,-1.306,0.11248225401332312
599,1,1,0,12,1,80,500,1.663666667,0.15321611881620617
600,1,1,0,4,200,20,100,-4.956666667,0.20388773615813038
601,1,1,0,8,200,20,100,-3.503333333,0.20039314185868734
602,1,1,0,12,200,20,100,-2.953333333,0.12001747297149717
603,1,1,0,4,200,40,100,-3.166666667,0.2783662771650104
604,1,1,0,8,200,40,100,2.283333333,0.2767281860871465
605,1,1,0,12,200,40,100,2.306666667,0.31112809872228897
606,1,1,0,4,200,60,100,-1.85,0.07196680135415529
607,1,1,0,8,200,60,100,0.132760333,0.09555531287539587
608,1,1,0,12,200,60,100,-0.077333333,0.2060718575952823
609,1,1,0,4,200,80,100,-4.35,0.10756798077973134
610,1,1,0,8,200,80,100,-1.425333333,0.10756798077973134
611,1,1,0,12,200,80,100,-0.192333333,0.14764660915146882
612,1,1,0,4,100,20,100,-4.316666667,0.22245276837392153
613,1,1,0,8,100,20,100,-3.67,0.16009610134323465
614,1,1,0,12,100,20,100,2.13,0.07928360816861418
615,1,1,0,4,100,40,100,-2.493333333,0.3230315605547668
616,1,1,0,8,100,40,100,-0.763333333,0.34825816315387137
617,1,1,0,12,100,40,100,3.32,0.3835317243638746
618,1,1,0,4,100,60,100,0.096,0.13148411051654468
619,1,1,0,8,100,60,100,-1.543333333,0.15845801026537076
620,1,1,0,12,100,60,100,-0.458,0.2907065632849186
621,1,1,0,4,100,80,100,-3.533333333,0.019875505078082334
622,1,1,0,8,100,80,100,-2.693333333,0.10756798077973134
623,1,1,0,12,100,80,100,-1.073,0.07928360816861418
624,1,1,0,4,50,20,100,-4.583333333,0.25499617778748496
625,1,1,0,8,50,20,100,-2.473333333,0.16348148957082015
626,1,1,0,12,50,20,100,-0.988333333,0.08933056677951295
627,1,1,0,4,50,40,100,-0.591633333,0.38069236649557725
628,1,1,0,8,50,40,100,-1.048,0.2707218521349787
629,1,1,0,12,50,40,100,1.671666667,0.35830512176477014
630,1,1,0,4,50,60,100,0.497666667,0.28502784754832367
631,1,1,0,8,50,60,100,1.216666667,0.2134978704815988
632,1,1,0,12,50,60,100,-0.367833333,0.3452003931418587
633,1,1,0,4,50,80,100,-2.813333333,0.17571256961887083
634,1,1,0,8,50,80,100,0.119166667,0.12231080048050669
635,1,1,0,12,50,80,100,-1.521333333,0.15671071311564921
636,1,1,0,4,10,20,100,-3.486666667,0.33318772523752316
637,1,1,0,8,10,20,100,1.181,0.2233264169487823
638,1,1,0,12,10,20,100,-1.583333333,0.23916129736813369
639,1,1,0,4,10,40,100,-1.696666667,0.4877143169160205
640,1,1,0,8,10,40,100,1.110333333,0.45123948891558374
641,1,1,0,12,10,40,100,-0.2816,0.43245604455607733
642,1,1,0,4,10,60,100,-0.997666667,0.5787921808452551
643,1,1,0,8,10,60,100,1.956666667,0.49306541443704277
644,1,1,0,12,10,60,100,0.975666667,0.5462487714316917
645,1,1,0,4,10,80,100,-4.646666667,0.4642350114666376
646,1,1,0,8,10,80,100,-1.383,0.46991372720323243
647,1,1,0,12,10,80,100,0.969,0.33209566451894723
648,1,1,0,4,1,20,100,-7.95,0.12001747297149717
649,1,1,0,8,1,20,100,-4.996666667,0.09249754286338319
650,1,1,0,12,1,20,100,1.496666667,0.013650758982199418
651,1,1,0,4,1,40,100,-12.68333333,0.09249754286338319
652,1,1,0,8,1,40,100,-0.225866667,0.2976957518838047
653,1,1,0,12,1,40,100,1.199666667,0.43704269957409636
654,1,1,0,4,1,60,100,1.106666667,0.10756798077973134
655,1,1,0,8,1,60,100,1.159666667,0.07567980779731354
656,1,1,0,12,1,60,100,0.740633333,0.07196680135415529
657,1,1,0,4,1,80,100,-5.563333333,0.036693240144151984
658,1,1,0,8,1,80,100,-1.49,0.19067380146336138
659,1,1,0,12,1,80,100,-0.068,0.22245276837392153
660,1,1,0,4,200,20,10,-4.106666667,0.10756798077973134
661,1,1,0,8,200,20,10,-4.78,0.10756798077973134
662,1,1,0,12,200,20,10,-3.8,0.10756798077973134
663,1,1,0,4,200,40,10,-8.67,0.06006333952167736
664,1,1,0,8,200,40,10,-3.373333333,0.10756798077973134
665,1,1,0,12,200,40,10,-1.295666667,0.10756798077973134
666,1,1,0,4,200,60,10,-0.760666667,0.0
667,1,1,0,8,200,60,10,0.013,0.14185868734301627
668,1,1,0,12,200,60,10,-1.82,0.20716391831385822
669,1,1,0,4,200,80,10,-4.656666667,0.10756798077973134
670,1,1,0,8,200,80,10,-2.406666667,0.10756798077973134
671,1,1,0,12,200,80,10,-2.843333333,0.09555531287539587
672,1,1,0,4,100,20,10,-9.143333333,0.10756798077973134
673,1,1,0,8,100,20,10,-2.086666667,0.10756798077973134
674,1,1,0,12,100,20,10,-2.69,0.10756798077973134
675,1,1,0,4,100,40,10,-9.543333333,0.10713115649230098
676,1,1,0,8,100,40,10,-1.101,0.05132685377306978
677,1,1,0,12,100,40,10,-0.806,0.019875505078082334
678,1,1,0,4,100,60,10,-0.956333333,0.006989188598886115
679,1,1,0,8,100,60,10,-1.070666667,0.1247133340613738
680,1,1,0,12,100,60,10,-1.873333333,0.1991918750682538
681,1,1,0,4,100,80,10,-7.5,0.10756798077973134
682,1,1,0,8,100,80,10,-3.133333333,0.10756798077973134
683,1,1,0,12,100,80,10,-1.543333333,0.13574314731899095
684,1,1,0,4,50,20,10,-8.303333333,0.10756798077973134
685,1,1,0,8,50,20,10,-1.67,0.10756798077973134
686,1,1,0,12,50,20,10,-4.006666667,0.10756798077973134
687,1,1,0,4,50,40,10,-5.433333333,0.046630992683193206
688,1,1,0,8,50,40,10,-0.782666667,0.10756798077973134
689,1,1,0,12,50,40,10,-0.808,0.0
690,1,1,0,4,50,60,10,-2.59,0.036693240144151984
691,1,1,0,8,50,60,10,-0.939333333,0.19318554111608605
692,1,1,0,12,50,60,10,-1.427333333,0.23916129736813369
693,1,1,0,4,50,80,10,-4.286666667,0.0
694,1,1,0,8,50,80,10,-3.123333333,0.10756798077973134
695,1,1,0,12,50,80,10,-2.5,0.1618433984929562
696,1,1,0,4,10,20,10,-5.833333333,0.10756798077973134
697,1,1,0,8,10,20,10,-1.171666667,0.10756798077973134
698,1,1,0,12,10,20,10,-3.613333333,0.10756798077973134
699,1,1,0,4,10,40,10,-8.426666667,0.10713115649230098
700,1,1,0,8,10,40,10,-0.833,0.08277820246805723
701,1,1,0,12,10,40,10,-0.889,0.036693240144151984
702,1,1,0,4,10,60,10,-3.496666667,0.2306432237632412
703,1,1,0,8,10,60,10,-1.372,0.28764879327290593
704,1,1,0,12,10,60,10,-2.23,0.29125259364420664
705,1,1,0,4,10,80,10,-7.86,0.30271923118925415
706,1,1,0,8,10,80,10,-1.491,0.27192311892541227
707,1,1,0,12,10,80,10,-2.646666667,0.28448181718903576
708,1,1,0,4,1,20,10,-16.8,0.10756798077973134
709,1,1,0,8,1,20,10,-9.796666667,0.10756798077973134
710,1,1,0,12,1,20,10,-6.03,0.10756798077973134
711,1,1,0,4,1,40,10,-7.93,0.10756798077973134
712,1,1,0,8,1,40,10,-1.069666667,0.10756798077973134
713,1,1,0,12,1,40,10,-1.002,0.10756798077973134
714,1,1,0,4,1,60,10,-6.88,0.10756798077973134
715,1,1,0,8,1,60,10,-0.741333333,0.10756798077973134
716,1,1,0,12,1,60,10,-1.561,0.10756798077973134
717,1,1,0,4,1,80,10,-13.63333333,0.10756798077973134
718,1,1,0,8,1,80,10,-3.446666667,0.10756798077973134
719,1,1,0,12,1,80,10,-1.356666667,0.11750573331877251
720,0,1,0,4,200,20,500,-5.068333333,0.3935786829747734
721,0,1,0,8,200,20,500,-4.021666667,0.3646390739325107
722,0,1,0,12,200,20,500,-2.968333333,0.2855738779076117
723,0,1,0,4,200,40,500,-3.041666667,0.06421317025226603
724,0,1,0,8,200,40,500,-1.898333333,0.11248225401332312
725,0,1,0,12,200,40,500,-3.103333333,0.05132685377306978
726,0,1,0,4,200,60,500,-1.049666667,0.10756798077973134
727,0,1,0,8,200,60,500,-1.217666667,0.006989188598886115
728,0,1,0,12,200,60,500,2.996666667,0.019875505078082334
729,0,1,0,4,200,80,500,-6.603333333,0.10756798077973134
730,0,1,0,8,200,80,500,0.623,0.10756798077973134
731,0,1,0,12,200,80,500,0.325333333,0.10756798077973134
732,0,1,0,4,100,20,500,-4.816666667,0.3168068144588839
733,0,1,0,8,100,20,500,-3.873333333,0.38047395435186193
734,0,1,0,12,100,20,500,-3.5,0.26766408212296605
735,0,1,0,4,100,40,500,-2.638333333,0.03145134869498745
736,0,1,0,8,100,40,500,0.246333333,0.10756798077973134
737,0,1,0,12,100,40,500,-3.133333333,0.10756798077973134
738,0,1,0,4,100,60,500,-9.153333333,0.10756798077973134
739,0,1,0,8,100,60,500,-0.320666667,0.10756798077973134
740,0,1,0,12,100,60,500,2.133333333,0.10756798077973134
741,0,1,0,4,100,80,500,-9.556666667,0.10756798077973134
742,0,1,0,8,100,80,500,0.087033333,0.10756798077973134
743,0,1,0,12,100,80,500,3.74,0.10756798077973134
744,0,1,0,4,50,20,500,-4.85,0.2375232062902698
745,0,1,0,8,50,20,500,-2.693333333,0.34083215026755487
746,0,1,0,12,50,20,500,-2.901666667,0.3132030140875832
747,0,1,0,4,50,40,500,-1.799333333,0.013650758982199418
748,0,1,0,8,50,40,500,-0.851333333,0.10756798077973134
749,0,1,0,12,50,40,500,-1.121333333,0.036693240144151984
750,0,1,0,4,50,60,500,-2.73,0.10756798077973134
751,0,1,0,8,50,60,500,1.443333333,0.10756798077973134
752,0,1,0,12,50,60,500,0.187266667,0.10756798077973134
753,0,1,0,4,50,80,500,-5.206666667,0.10756798077973134
754,0,1,0,8,50,80,500,0.386,0.10756798077973134
755,0,1,0,12,50,80,500,0.998,0.10756798077973134
756,0,1,0,4,10,20,500,-3.636666667,0.13781806268428526
757,0,1,0,8,10,20,500,-2.656666667,0.17276400567871575
758,0,1,0,12,10,20,500,-1.633,0.2605656874522223
759,0,1,0,4,10,40,500,-1.138333333,0.10756798077973134
760,0,1,0,8,10,40,500,-0.238,0.10756798077973134
761,0,1,0,12,10,40,500,-0.738666667,0.05580430271923115
762,0,1,0,4,10,60,500,-3.896666667,0.10756798077973134
763,0,1,0,8,10,60,500,-0.527,0.10756798077973134
764,0,1,0,12,10,60,500,-0.284666667,0.10756798077973134
765,0,1,0,4,10,80,500,-1.926666667,0.10756798077973134
766,0,1,0,8,10,80,500,-0.139,0.10756798077973134
767,0,1,0,12,10,80,500,-0.031,0.10756798077973134
768,0,1,0,4,1,20,500,-11.87166667,0.11750573331877251
769,0,1,0,8,1,20,500,-8.006666667,0.025772632958392466
770,0,1,0,12,1,20,500,-8.283333333,0.04182592552145897
771,0,1,0,4,1,40,500,-15.03333333,0.09861308288740855
772,0,1,0,8,1,40,500,-7.436666667,0.019875505078082334
773,0,1,0,12,1,40,500,-8.44,0.08605438462378506
774,0,1,0,4,1,60,500,-15.4,0.036693240144151984
775,0,1,0,8,1,60,500,-3.776666667,0.046630992683193206
776,0,1,0,12,1,60,500,-5.566666667,0.10756798077973134
777,0,1,0,4,1,80,500,-6.826666667,0.013650758982199418
778,0,1,0,8,1,80,500,-13.4,0.10756798077973134
779,0,1,0,12,1,80,500,-4.993333333,0.10756798077973134
780,0,1,0,4,200,20,100,-4.593333333,0.25139237741618436
781,0,1,0,8,200,20,100,-3.04,0.30719668013541557
782,0,1,0,12,200,20,100,-1.816666667,0.1894725346729278
783,0,1,0,4,200,40,100,-13.76666667,0.12700666157038332
784,0,1,0,8,200,40,100,-3.333333333,0.08933056677951295
785,0,1,0,12,200,40,100,-2.323333333,0.046630992683193206
786,0,1,0,4,200,60,100,-4.963333333,0.10756798077973134
787,0,1,0,8,200,60,100,-2.55,0.10756798077973134
788,0,1,0,12,200,60,100,-1.646666667,0.10756798077973134
789,0,1,0,4,200,80,100,-6.486666667,0.10756798077973134
790,0,1,0,8,200,80,100,-3.843333333,0.10756798077973134
791,0,1,0,12,200,80,100,-4.066666667,0.10756798077973134
792,0,1,0,4,100,20,100,-2.46,0.14764660915146882
793,0,1,0,8,100,20,100,-3.883333333,0.2288959266135197
794,0,1,0,12,100,20,100,-2.693333333,0.17276400567871575
795,0,1,0,4,100,40,100,-5.593333333,0.13574314731899095
796,0,1,0,8,100,40,100,-1.499,0.1042917986240035
797,0,1,0,12,100,40,100,-1.446,0.10756798077973134
798,0,1,0,4,100,60,100,-2.78,0.10756798077973134
799,0,1,0,8,100,60,100,-1.616666667,0.019875505078082334
800,0,1,0,12,100,60,100,-0.117666667,0.10756798077973134
801,0,1,0,4,100,80,100,-4.66,0.10756798077973134
802,0,1,0,8,100,80,100,-5.24,0.10756798077973134
803,0,1,0,12,100,80,100,-2.843333333,0.10756798077973134
804,0,1,0,4,50,20,100,-5.36,0.28120563503330787
805,0,1,0,8,50,20,100,-4.023333333,0.21458993120017472
806,0,1,0,12,50,20,100,-2.783333333,0.1398929780495795
807,0,1,0,4,50,40,100,-1.955666667,0.06006333952167736
808,0,1,0,8,50,40,100,-2.006,0.04182592552145897
809,0,1,0,12,50,40,100,-2.606666667,0.05580430271923115
810,0,1,0,4,50,60,100,-4.78,0.10756798077973134
811,0,1,0,8,50,60,100,-2.276666667,0.10756798077973134
812,0,1,0,12,50,60,100,-0.321666667,0.10756798077973134
813,0,1,0,4,50,80,100,-5.69,0.10756798077973134
814,0,1,0,8,50,80,100,-3.793333333,0.10756798077973134
815,0,1,0,12,50,80,100,-2.906666667,0.10756798077973134
816,0,1,0,4,10,20,100,-5.61,0.25073714098503874
817,0,1,0,8,10,20,100,-2.116666667,0.22616577481707983
818,0,1,0,12,10,20,100,-2.88,0.1956972807688107
819,0,1,0,4,10,40,100,-3.836666667,0.16009610134323465
820,0,1,0,8,10,40,100,-2.166666667,0.15845801026537076
821,0,1,0,12,10,40,100,-2.34,0.22048705908048483
822,0,1,0,4,10,60,100,-3.42,0.09861308288740855
823,0,1,0,8,10,60,100,-2.623333333,0.013650758982199418
824,0,1,0,12,10,60,100,-1.114333333,0.036693240144151984
825,0,1,0,4,10,80,100,-5.173333333,0.10756798077973134
826,0,1,0,8,10,80,100,-3.976666667,0.10756798077973134
827,0,1,0,12,10,80,100,-1.926666667,0.10756798077973134
828,0,1,0,4,1,20,100,-12.6,0.1336682319536966
829,0,1,0,8,1,20,100,-5.433333333,0.06421317025226603
830,0,1,0,12,1,20,100,-2.986666667,0.06814458883913943
831,0,1,0,4,1,40,100,-17.43333333,0.2114229551163045
832,0,1,0,8,1,40,100,-6.126666667,0.18139128535546578
833,0,1,0,12,1,40,100,-6.946666667,0.15671071311564921
834,0,1,0,4,1,60,100,-13.76666667,0.16501037457682644
835,0,1,0,8,1,60,100,-5.553333333,0.07928360816861418
836,0,1,0,12,1,60,100,-5.703333333,0.036693240144151984
837,0,1,0,4,1,80,100,-24.16666667,0.08605438462378506
838,0,1,0,8,1,80,100,-5.65,0.013650758982199418
839,0,1,0,12,1,80,100,-6.5,0.07196680135415529
840,0,1,0,4,200,20,10,-5.783333333,0.10756798077973134
841,0,1,0,8,200,20,10,-4.143333333,0.013650758982199418
842,0,1,0,12,200,20,10,-2.656666667,0.10756798077973134
843,0,1,0,4,200,40,10,-2.87,0.18412143715190565
844,0,1,0,8,200,40,10,-1.001333333,0.24778857704488366
845,0,1,0,12,200,40,10,-1.304,0.08605438462378506
846,0,1,0,4,200,60,10,-2.766666667,0.10756798077973134
847,0,1,0,8,200,60,10,-2.24,0.10756798077973134
848,0,1,0,12,200,60,10,-0.799666667,0.05132685377306978
849,0,1,0,4,200,80,10,-4.306666667,0.10756798077973134
850,0,1,0,8,200,80,10,-1.380333333,0.10756798077973134
851,0,1,0,12,200,80,10,-2.326666667,0.10756798077973134
852,0,1,0,4,100,20,10,-4.35,0.10756798077973134
853,0,1,0,8,100,20,10,-1.746666667,0.10756798077973134
854,0,1,0,12,100,20,10,-3.026666667,0.10756798077973134
855,0,1,0,4,100,40,10,-10.29333333,0.13781806268428526
856,0,1,0,8,100,40,10,-2.353333333,0.19438680790651958
857,0,1,0,12,100,40,10,-1.74,0.06421317025226603
858,0,1,0,4,100,60,10,-2.136666667,0.10756798077973134
859,0,1,0,8,100,60,10,-1.166666667,0.10756798077973134
860,0,1,0,12,100,60,10,-2.483333333,0.10756798077973134
861,0,1,0,4,100,80,10,-4.096666667,0.10756798077973134
862,0,1,0,8,100,80,10,-2.266666667,0.10756798077973134
863,0,1,0,12,100,80,10,-0.218,0.10756798077973134
864,0,1,0,4,50,20,10,-8.39,0.10756798077973134
865,0,1,0,8,50,20,10,-2.456666667,0.10756798077973134
866,0,1,0,12,50,20,10,-1.91,0.10756798077973134
867,0,1,0,4,50,40,10,-1.44,0.14950311237304792
868,0,1,0,8,50,40,10,-2.203333333,0.15496341596592772
869,0,1,0,12,50,40,10,-2.22,0.10756798077973134
870,0,1,0,4,50,60,10,-3.596666667,0.10756798077973134
871,0,1,0,8,50,60,10,-2.566666667,0.10756798077973134
872,0,1,0,12,50,60,10,-2.226666667,0.10756798077973134
873,0,1,0,4,50,80,10,-1.386666667,0.10756798077973134
874,0,1,0,8,50,80,10,-2.66,0.10756798077973134
875,0,1,0,12,50,80,10,-1.334666667,0.10756798077973134
876,0,1,0,4,10,20,10,-5.396666667,0.10756798077973134
877,0,1,0,8,10,20,10,-4.446666667,0.10756798077973134
878,0,1,0,12,10,20,10,-3.206666667,0.10756798077973134
879,0,1,0,4,10,40,10,-2.336666667,0.10756798077973134
880,0,1,0,8,10,40,10,-2.018333333,0.10756798077973134
881,0,1,0,12,10,40,10,-1.347333333,0.10756798077973134
882,0,1,0,4,10,60,10,-2.683333333,0.10756798077973134
883,0,1,0,8,10,60,10,-2.823333333,0.10756798077973134
884,0,1,0,12,10,60,10,-2.566666667,0.10756798077973134
885,0,1,0,4,10,80,10,-4.26,0.10756798077973134
886,0,1,0,8,10,80,10,-0.256,0.10756798077973134
887,0,1,0,12,10,80,10,-1.372,0.10756798077973134
