Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
18PG,1.0,1.0,-0.10064007110562852
18PG,0.0,0.0,0.030589953805550147
DSPC,0.0,0.0,0.017071510856116093
DSPC,1.0,1.0,-0.044789164952405564
DOTAP,0.0,0.0,0.0014866854299112398
DOTAP,1.0,1.0,-0.002015214216698408
NP_ratio,4.0,4.0,0.014011209153642274
NP_ratio,8.0,8.0,-0.0034210899007148846
NP_ratio,12.0,12.0,-0.010590119252927367
PEG_(Chol+PEG),0.199600798,0.199600798,0.08122613963574284
PEG_(Chol+PEG),0.99009901,0.99009901,0.04466481148148646
PEG_(Chol+PEG),9.090909091,9.090909091,-0.12589095111722912
(IL+HL),20.0,20.0,-0.027125807831166655
(IL+HL),40.0,40.0,0.010337795733637701
(IL+HL),60.0,60.0,0.024966720243082413
(IL+HL),80.0,80.0,-0.00817870814555341
HL_(IL+HL),0.497512438,0.497512438,-0.05633205949114734
HL_(IL+HL),0.99009901,0.99009901,-0.058807011604673526
HL_(IL+HL),1.960784314,1.960784314,-0.037653498923207566
HL_(IL+HL),9.090909091,9.090909091,0.03610655965288149
HL_(IL+HL),50.0,50.0,0.11668601036614722
