,RLU_HEK293
0,0.6925362049758634
1,0.6146490902339399
2,0.6112142591904939
3,0.6593018937987375
4,0.8445971036019311
5,0.6970850352766432
6,0.7302265131823246
7,0.7479576680282214
8,0.8157259561826959
9,0.21258819160787226
10,0.7413665057556629
11,0.06256962495358337
12,0.3047716301522466
13,0.5129966580022279
14,0.5780727812848125
15,0.7204790196806534
16,0.7118455254363163
17,0.7186223542517638
18,0.6484404010397326
19,0.694764203490531
20,0.7396955068696621
21,0.616784255477163
22,0.7385815076123282
23,0.07176011882658748
24,0.2441515038989974
25,0.5277571481619012
26,0.535555142963238
27,0.7002413665057556
28,0.7552914964723356
29,0.6325659116227256
30,0.6317304121797251
31,0.6808392127738581
32,0.6909580393613071
33,0.704326030449313
34,0.7836984775343483
35,0.10536576308949128
36,0.47716301522465643
37,0.7422948384701077
38,0.7153731897512068
39,0.7288340141106573
40,0.6625510582992945
41,0.6166914222057186
42,0.6455625696249536
43,0.8231526178982549
44,0.83484961010026
45,0.9068882287411808
46,0.9242480505012995
47,0.17749721500185664
48,0.23607500928332717
49,0.1943928704047531
50,0.12690308206461196
51,0.37402525064983283
52,0.2413665057556628
53,0.05932046045302636
54,0.12690308206461196
55,0.17174155217229856
56,0.17276271815818792
57,0.18288154474563686
58,0.1912365391756405
59,0.20738952840698108
60,0.6607872261418493
61,0.46695135536576315
62,0.5729669513553658
63,0.6424062383958411
64,0.7202933531377647
65,0.7343111771258819
66,0.7229855180096547
67,0.7476791682138879
68,0.8548087634608244
69,0.5956182695878203
70,0.7908466394355738
71,0.9579465280356481
72,0.6243037504641663
73,0.47790568139621237
74,0.6281099145933903
75,0.656331229112514
76,0.7239138507240995
77,0.7456368362421092
78,0.775807649461567
79,0.7551058299294467
80,0.876717415521723
81,0.6107500928332715
82,0.3831229112513924
83,0.9827330115113257
84,0.5991459339027108
85,0.5524507983661344
86,0.6303379131080579
87,0.6511325659116226
88,0.7382101745265504
89,0.7906609728926847
90,0.7938173041217973
91,0.8423691050872633
92,0.896769402153732
93,0.8201819532120314
94,0.8945414036390642
95,0.9897883401411067
96,0.347660601559599
97,0.5878202747864836
98,0.5739881173412551
99,0.6057370961752693
100,0.5987746008169327
101,0.6715558856294096
102,0.8377274415150389
103,0.6374860750092834
104,0.7461938358707761
105,0.3287226141849239
106,0.779613813590791
107,0.8026364649090235
108,0.1645933902710732
109,0.2625324916450056
110,0.012996658002228018
111,0.10935759376160417
112,0.05245079836613442
113,0.06256962495358337
114,0.6441700705532863
115,0.19290753806164132
116,0.06878945414036394
117,0.0
118,0.07454511696992203
119,0.06256962495358337
120,0.18288154474563686
121,0.23607500928332717
122,0.15558856294095805
123,0.23997400668399557
124,0.48941700705532865
125,0.5182881544745637
126,0.20534719643520236
127,0.526178982547345
128,0.45664686223542517
129,0.25603416264389156
130,0.4292610471593018
131,0.16134422577051613
132,0.15447456368362425
133,0.18380987746008168
134,0.17656888228741183
135,0.2234496843668771
136,0.4687151875232083
137,0.34487560341626433
138,0.25278499814333455
139,0.6225399183067211
140,0.6500185666542889
141,0.3819160787226141
142,0.5200519866320089
143,0.6347010768659487
144,0.2080393613070924
145,0.2278128481247679
146,0.25194949870033423
147,0.4369662086891942
