LGBM,XGB,RF,DT,kNN,MLP,PLS,MLR,lasso
0.10116730748981817,0.13651084047375306,0.052098484848485116,0.13856060606060605,0.03342834972853381,0.0316869533257752,0.04792990794901386,0.04503231716243816,0.09258018044565408
0.04929914171365091,0.05121733015233809,0.047230303030302734,0.05313131313131314,0.07080313705319108,0.13230329087251946,0.23390513961669201,0.22908725779432249,0.2770609209652326
0.10121750869623569,0.22668096405087101,0.12474090909090929,0.00121212121212122,0.038999022163364094,0.11159662451929897,0.10738377938989319,0.11194293145843781,0.04881082085227506
0.09230826041572748,0.239510004159176,0.19602424242424232,0.17590909090909101,0.004240015839834577,0.10423009777783954,0.06396569276472758,0.06505730206767352,0.021937956589869967
0.10207723248510764,0.03934128678206239,0.008465151515151481,0.07293939393939394,0.008494200060676693,0.01284555868456172,0.029129381262700094,0.031068844609890844,0.036436083981056966
0.07287357417495877,0.22190458131558977,0.09909545454545421,0.020000000000000018,0.015476839874896453,0.1416302022822028,0.1331466201012078,0.12812467389897808,0.18158436681740714
0.05783430617391601,0.0008866468560881913,0.030207575757575773,0.004128787878787878,0.06782047389066315,0.4638839598499588,0.42011023355165156,0.41185259858277107,0.45472128419594504
0.16629589986655796,0.2997906159270894,0.2223181818181817,0.0967803030303031,0.08620624294639484,0.24400815622393252,0.25939095438668597,0.2630632114285548,0.25993169840542324
0.1386209568106151,0.12665570172396579,0.122039393939394,0.07954545454545459,0.19740948841195977,0.018062143582883272,0.05560874745691269,0.05986195504313785,0.05477653166188945
0.040051403248464595,0.04880187489769672,0.013459090909090934,0.017848484848484877,0.05537716814478037,0.11807044275349146,0.09497087184466352,0.10069819670950414,0.12731452167859875
0.07091716527935653,0.07551597058773041,0.12471060606060606,0.03208333333333333,0.08879109460978295,0.08690033081761764,0.07596740503200794,0.07990685134766706,0.08230714214655915
0.2090395935137226,0.19730463853388125,0.1885121212121214,0.23727272727272733,0.14294511480592498,0.08911871452566089,0.2596077198415849,0.25915212503969354,0.24815569223142347
0.14292450025580927,0.09474261594541145,0.21896818181818156,0.7625757575757576,0.33142521474860764,0.325404023639287,0.4160208823319505,0.42052372807162824,0.4165760369643538
0.21503265676375194,0.1548105963071188,0.2561287878787878,0.223939393939394,0.23346333806503727,0.2571600560197491,0.3368465680108955,0.3374691552211542,0.33261559913784483
0.12920594657221346,0.13842917398972943,0.13932727272727286,0.0956565656565656,0.14657039636637226,0.11848579950107396,0.10354807847464403,0.10998354054211973,0.06103574860687194
0.13809978771916687,0.024196883873506048,0.0750621212121213,0.2053409090909091,0.09327675610777036,0.019840301506688585,0.02659256591285053,0.029271105259541297,0.02470746317035727
0.03372377338340804,0.005983750639539709,0.06333333333333357,0.1426060606060604,0.16812313507800308,0.001973055635697496,0.03849739490191184,0.03322381532686536,0.03783982066495506
0.08267547335642574,0.013128014281392097,0.054784848484848485,0.055719696969696975,0.336933828896744,0.1603621589999266,0.15666022100177035,0.15236963402221343,0.16447479591416783
0.0410219222304081,0.03517809016234946,0.03573787878787875,0.0010303030303030342,0.001565324684904855,0.004656736922881655,0.024963172278721246,0.027171600631683668,0.02231005784893353
0.09249098549305967,0.07382701873779307,0.055184848484848725,0.05390909090909102,0.2984199496343247,0.15249336704077188,0.18872767124332757,0.18807917885517977,0.236039292649581
0.2941788172301173,0.23660506898706601,0.3909272727272727,0.7636363636363636,0.4307923047175488,0.3279776265636706,0.4068055428398283,0.41274943081812604,0.40755697584278094
0.047175072917898686,0.009839370467445985,0.008103030303030168,0.09669696969696973,0.13833248622722383,0.10947766482026833,0.07676088344110366,0.08136508824971239,0.07261280961041106
0.0961555847499509,0.2406655329646486,0.3301333333333338,0.25381818181818183,0.3289626912338928,0.19295883761655036,0.18704097234434441,0.18699260602015344,0.1843457496361008
0.02670457993007813,0.022153681516647317,0.008681818181818013,0.0081313131313131,0.08674579444269592,0.09574956772675247,0.031897782425605814,0.024587772908059635,0.07811287395616001
0.025206243732104838,0.008864285765272206,0.05780606060606058,0.1859469696969697,0.08462879390217543,0.017541576277634308,0.032897384689025255,0.03513512083218334,0.035496251062894724
0.13955790653436373,0.0438674635598153,0.07958484848484848,0.10015151515151507,0.03063291693742931,0.018053707437430733,0.09292221043850785,0.10061328193759073,0.05179574166783252
0.0041277066184209205,0.09566756206254162,0.005795454545454493,0.17568181818181822,0.014163689051984812,0.03184030699735327,0.05711352600837233,0.05339123855055733,0.04652056224906148
0.09061512199636079,0.21774939363653,0.11942121212121204,0.10449494949494931,0.35533235840636485,0.30789094140167494,0.34294167732091374,0.3399696751295565,0.38650021140573076
0.3817012532405859,0.436273603367083,0.3193742424242427,0.5089090909090909,0.2671061324048192,0.14629682828554902,0.14466539514664112,0.15139121298207747,0.09331952436009672
0.1310749886578716,0.04293234158645981,0.019025757575757585,0.009204545454545493,0.037208859959557125,0.043022882125929446,0.12321866560028033,0.12694258904079248,0.12983953380195595
0.06113493056194666,0.052297286689281464,0.06469090909090904,0.01474747474747475,0.2137945459088352,0.1677182246921888,0.010136279093546252,0.020186064128788594,0.01782469564473338
0.022444991130747716,0.03426656282309326,0.01828636363636349,0.12276515151515147,0.009823185688907221,0.08834498160415583,0.08653996779862194,0.08792014145972599,0.094648181894609
0.026581862957813285,0.025067135420712483,0.03498939393939404,0.11563636363636343,0.005269565364524276,0.03945949741514543,0.05036698116703725,0.05287326437039325,0.056870874925635806
0.07644583679572414,0.09023823526321034,0.07217424242424239,0.09284848484848483,0.03552293985183942,0.09518372528822078,0.1286086170295883,0.1319313146852621,0.0777045696666584
0.057007506319782575,0.15311630906480722,0.09884393939393965,0.03276515151515158,0.26272972922475857,0.14743182586540993,0.0960404704811294,0.10485599532480167,0.09045340326577689
0.0989404097211466,0.043489447073502996,0.13351363636363636,0.19488636363636366,0.19685209020027114,0.14677937753733963,0.06780911173190202,0.06633801397411204,0.06481673642755892
0.021968869991672912,0.0674638954075899,0.12866969696969688,0.1504040404040402,0.4953695159612846,0.42965074329953046,0.37449306044067493,0.3686306003426541,0.4218619373176067
0.02669343484644643,0.03457166627049446,0.08542878787878791,0.003303030303030302,0.18606000751975146,0.09636061978204255,0.232849885033723,0.23848673964753225,0.18729429259518904
0.07651810291039182,0.010153417557929506,0.04917575757575757,0.11371212121212121,0.29971284260570075,0.07788911984857055,0.050333292168661586,0.052604828857383656,0.002296023026748334
0.1586983642412545,0.1673409605026246,0.2755757575757577,0.19250000000000012,0.7595301678753021,0.47348064610943397,0.33815664759621766,0.33790653912532287,0.39432973012164185
0.016183998253113074,0.062357138842344284,0.035996969696969694,0.005505050505050503,0.011035027978518864,0.2681245206998293,0.2503579052697603,0.24850859167583111,0.2818674659450138
0.04295674528127952,0.05875786625977719,0.019616666666666616,0.009696969696969676,0.03593674431723448,0.00599716351888005,0.09712202018205202,0.10111527145438287,0.09698757750040465
0.05348171434660758,0.07842164486646652,0.05524848484848485,0.0386969696969697,0.05153541814899263,0.06712902311637545,0.1727862616252913,0.17050119546820547,0.18298352793588768
0.06887894464920274,0.07791555004589484,0.03268939393939391,0.003674242424242413,0.02187203686886588,0.025290334437104572,0.0052003009986170134,0.005803491390328264,0.005886016625551466
0.06539796584630336,0.1192307824573734,0.044592424242424274,0.0835984848484849,0.0682625685564095,0.3635397737477212,0.32230677696918136,0.326186698418171,0.33061068144139344
0.1366288223210311,0.09553932227871631,0.10832121212121187,0.06803030303030297,0.11482181586357565,0.23994673197073835,0.14843593023409068,0.1540533181382075,0.10774757738667351
0.18698272774474367,0.13045949538548784,0.16821969696969707,0.03909090909090912,0.12059237929865962,0.11086613092621234,0.029039019800995214,0.026831833397328086,0.015920534526622565
0.10262861639166199,0.10453750408057016,0.11651515151515157,0.09333333333333338,0.11138055632923782,0.09370180017028396,0.031895829993638714,0.027530299121123147,0.03867566630558594
0.19508782180970086,0.2513034188024926,0.28462272727272764,0.34181818181818185,0.24961277720635217,0.31668537210781816,0.2560329930575999,0.2609331670078284,0.2548293343818825
0.028663372802391174,0.01979916095733636,0.03613030303030307,0.0004545454545453742,0.048637583582231914,0.006658194263736594,0.10656868285529186,0.1218192761872875,0.10106348175610413
0.017713133823499205,0.005176523093021301,0.002019696969696838,0.07719696969696971,0.018597875655480656,0.0780850362880493,0.08343514373669764,0.08630347696440283,0.08988385382995828
0.2509492680877161,0.2868498747095918,0.32591212121212126,0.20966666666666672,0.17997035763848776,0.07542626506927119,0.17432671477023481,0.17524431213743014,0.13481710108422534
0.1007775302735196,0.07522650000272374,0.09320151515151512,0.10568181818181817,0.12574249397949022,0.03318460272162613,0.07278139761995084,0.0751979121563271,0.036978325653995586
0.03541068657840574,0.03759957219615129,0.005545454545454298,0.14257575757575763,0.041351251547898316,0.13831845035507095,0.10025579298760495,0.09460785601805949,0.1429865416866346
0.07145879973756686,0.13226546374234288,0.13398333333333345,0.16929292929292927,0.07528375324632908,0.2871517194529674,0.12069324814568838,0.1253199034170176,0.13424865403830138
0.09179628432968534,0.08217592788465095,0.11040151515151503,0.05749999999999998,0.4059784399625612,0.35440400897058494,0.2258649758613107,0.22379715984483595,0.27091113328991845
0.037862337790929956,0.16502563519911329,0.06599393939393894,0.19247474747474752,0.03194957098497575,0.027145099066082645,0.03430601041928605,0.033310238963857375,0.034931805462887766
0.08584639241415548,0.04907396374326756,0.14251515151515115,0.6474242424242423,0.23396424205367583,0.21198535768134086,0.3023609569925154,0.30704940814911114,0.3027062862202562
0.0683273423419759,0.03605765270464345,0.06251666666666644,0.05421212121212138,0.001544758739369545,0.12182592258315406,0.21764860690299315,0.21748218172942907,0.22797690343344368
0.0684455295443997,0.059292483943881424,0.009718181818181792,0.03906060606060607,0.12019661329054052,0.0011717929766128232,0.14333215889398487,0.14314295459866502,0.09457378532307503
0.35298736996531316,0.3696920443664897,0.3057545454545455,0.07296969696969696,0.07067382699308905,0.1447437222406749,0.4229552415890264,0.4220125693287979,0.40466223843911575
0.20787101684942033,0.24336537866881391,0.2666121212121211,0.2594545454545454,0.5606885328903296,0.4712946485166809,0.31059010576328494,0.3075145454919861,0.36743861954782053
0.016129810854023284,0.09503041505587823,0.017959090909090855,0.08818181818181817,0.5387409607839726,0.13627460073263534,0.018941915126958087,0.018339335793743194,0.01875528910818075
0.0017807741910656344,0.033550503479711946,0.057998484848484716,0.08113636363636362,0.07309083156504728,0.22996720985533053,0.21168878282240466,0.21174128155143646,0.2471929374066309
0.07878884041929463,0.10353362632520269,0.0013636363636363447,0.0019090909090909158,0.12708882887023237,0.059476973242773123,0.04674002647719211,0.0451359745110102,0.039241395849834326
0.00244074887291873,0.07737996083317378,0.08665606060606068,0.1429292929292929,0.0691820538550263,0.01480690922942729,0.12505545865649254,0.13097125659428638,0.07368256231658266
0.022208337297856408,0.07595425844192505,0.19771363636363623,0.005505050505050503,0.08550626395779211,0.28264161368702234,0.27753165014201364,0.2784663978607757,0.3030973622339672
0.009651132777646676,0.036184616883595755,0.06299393939393927,0.03909090909090912,0.06972073142662316,0.11414253935889751,0.055318832893039405,0.05098063046501533,0.053711747627878004
0.2411058381862759,0.2494589165485267,0.30626060606060634,0.30769696969696975,0.34483287835864646,0.18456301921772578,0.2643799498335474,0.26611563827627877,0.22460421994827756
0.004975583857428578,0.0752989038192865,0.14803333333333335,0.076919191919192,0.1124803708180735,0.33821529333872413,0.16175767043922418,0.16262687073412868,0.1679411217741434
0.1623366813658802,0.1580885155995687,0.21295151515151522,0.1655050505050505,0.0538658206717022,0.1617209712289316,0.2997259231320768,0.30090426536858955,0.29010285748229114
0.016936861831542027,0.09389256629076881,0.10041969696969733,0.16287878787878807,0.0354578499961995,0.07766608359458582,0.07794077837106672,0.08229656259979756,0.030251893006675357
0.04447486084486103,0.009930148720741272,0.024937878787878797,0.012151515151515153,0.05808619666277665,0.4307895469347306,0.33002860538566464,0.3257566390339243,0.34504552719251436
0.05666229127428645,0.039117248573086516,0.011904545454545515,0.05393939393939398,0.014219450374159795,0.12840619726601635,0.22196783189614788,0.22492084362201875,0.2291480086074869
0.06608278696505679,0.0191486943513155,0.11420454545454532,0.019318181818181818,0.5585352882077358,0.37184164615297455,0.3164306508123897,0.30687298760753917,0.35208729467671257
0.0405329259591071,0.028878235094475013,0.01583636363636365,0.003674242424242413,0.08780517025098893,0.04272462571561378,0.009043182547749329,0.017513874970794097,0.00768822829744259
0.20612386367250551,0.19772411098985954,0.16606363636363608,0.1943333333333333,0.33030307796936176,0.28992612709349064,0.5032295573280412,0.5007799502275294,0.4520266846658426
0.09163391529642984,0.15169484622550733,0.10056363636363685,0.1248989898989899,0.1995805246862119,0.17708951792546235,0.010132358665477625,0.006666985394618907,0.03305925858628611
0.034967032864910604,0.017940888181328773,0.023648484848484856,0.005505050505050503,0.001990288082033691,0.2884732699409044,0.269836790180394,0.26999241659361123,0.30158522667125637
0.11590999111582773,0.08439881244392106,0.06471515151515153,0.1275151515151515,0.060644288727322054,0.029455104966177842,0.18271746249347365,0.17918768158803589,0.13355680967322453
0.13480889969748078,0.16546614903392215,0.19996666666666651,0.05886363636363634,0.25306142571802137,0.20838708002998624,0.23228186089541486,0.2347373629761499,0.23750144698715453
0.10628123418873615,0.07477236507516921,0.0478075757575758,0.04003787878787882,0.08642539193565316,0.030469353248550407,0.07563992207097447,0.07791022158317917,0.07814118883249566
0.06287505487160616,0.1608111495682688,0.24053181818181824,0.27356060606060606,0.11476078050724187,0.02896987277337071,0.04450442245243186,0.036836126162067495,0.05154537318487262
0.3876945278399043,0.4407443022547347,0.35093787878787897,0.4404924242424243,0.44393198062531214,0.35815003805826606,0.2296736248112829,0.22335602809961225,0.2695668949225213
0.04595757553203887,0.0045053232461214066,0.09371363636363635,0.019318181818181818,0.0813867874030792,0.37207007680175186,0.2807610799098095,0.28054928426921727,0.3063896547971833
0.2530108324727718,0.31532551859364366,0.30667575757575727,0.35037878787878796,0.23552577764068983,0.3494585512964242,0.40484150391112583,0.40753682768857385,0.40133220480728693
0.28001238761031294,0.2132731624805566,0.2781893939393939,0.2336666666666667,0.012373317790468463,0.19751774988254112,0.20311384644104336,0.20357770436654904,0.20219402661745628
0.1260046698349929,0.17090706527233124,0.19066363636363637,0.3593030303030303,0.17247593134839365,0.21547428782119168,0.26955937987489204,0.27304893474836206,0.279115464559509
