LGBM,XGB,RF,DT,kNN,MLP,PLS,MLR,lasso
0.02375371717210395,0.023323767835443654,0.10058484848484861,0.03793939393939372,0.29118678421244804,0.3745187772784129,0.3876719964638927,0.3848677302004007,0.430613835666622
0.035210578396632296,0.0010824125492945313,0.08674545454545451,0.022121212121212125,0.20690552570607082,0.13991972855531318,0.18240413735921002,0.18926318921382357,0.13790691134127658
0.15129773478703226,0.10945634036353147,0.09936818181818197,0.10924242424242431,0.1957908996459892,0.0369177627778261,0.07848084125715693,0.07957663230959316,0.104537754887158
0.002177890888907741,0.03205118302142984,0.00789393939393912,0.06128787878787878,0.48190163395332475,0.2282432950793679,0.09875149372086045,0.09818262015768364,0.14535782929100582
3.4430793917628044e-05,0.010300854552875771,0.01248181818181826,0.19189393939393917,0.07318022930355894,0.01977165858984742,0.15025377759617997,0.1519980076903123,0.14337590094522423
0.0511100687583631,0.017408336546751807,0.04102424242424241,0.039204545454545464,0.16817503754830304,0.06474927244044218,0.1346855740053674,0.13064675510111415,0.14905980772709765
0.015827739928418967,0.04388973760559703,0.03686060606060608,0.026696969696969705,0.04690029133323159,0.029301902031043825,0.010831719544406898,0.014895079399925043,0.040103932985534524
0.04124754446165793,0.03476103426832139,0.03599090909090916,0.011136363636363611,0.033905353219045836,0.007634245462215944,0.0619867830828712,0.05647061552180033,0.06614933862879652
0.1373250317784212,0.19746210921273538,0.1613772727272727,0.1763030303030303,0.05076973641753271,0.016432412636381705,0.02228279206609224,0.03592248298404521,0.023214786953997035
0.014773926771718293,0.014294016939221055,0.03215303030302974,0.07310606060606062,0.3115133204260287,0.12449514683233087,0.12146993568521591,0.11819247717060477,0.17573451715376398
0.2175460462855972,0.21066044673775186,0.23050606060606033,0.11499999999999999,0.15039100196465288,0.23763615037046126,0.4835386408890264,0.4846406181656188,0.46796633288916
0.19606603658071353,0.05674343629316847,0.10959393939393924,0.10378787878787887,0.29756436028544714,0.15655950423724552,0.14597062619626466,0.15163300725398665,0.1460296450352011
0.05642733593777166,0.0016801790757612345,0.008345454545454267,0.039606060606060645,0.05572609601469375,0.06414496665898639,0.018407331016461193,0.02493352994424719,0.02474326340728361
0.09458107724380432,0.0846894879774614,0.12998181818181825,0.002310606060606013,0.12777080473875344,0.15055757732926184,0.15797573798922154,0.1610928619006684,0.15789578539399157
0.35301334078554614,0.23340808644439237,0.2846924242424247,0.1632575757575757,0.312039993009136,0.14895295940837616,0.10569245255411769,0.10256215427703069,0.10873378035350068
0.03481138902155819,0.00047897265176288784,0.035331818181818214,0.05202020202020202,0.02501633599024521,0.10744060536680358,0.16360203876392299,0.17042631357560567,0.12494143444110306
0.05058617678549543,0.07127846293377155,0.049304545454545365,0.05931818181818181,0.030621181444069043,0.06098122462641278,0.13884483604157294,0.1311318752382596,0.09491946684052494
0.05118036322062078,0.011647663928116808,0.051837878787878794,0.13924242424242422,0.06276596362907699,0.12839137392001532,0.02431678863906181,0.01706366522353711,4.8321781808385866e-05
0.18837671878626755,0.12839016246073176,0.1417378787878787,0.15070707070707073,0.04559588053894015,0.23285026204334103,0.3285362404774223,0.33411496885363107,0.28812454578267277
0.0692279130910261,0.23397665291121506,0.08336515151515145,0.229040404040404,0.08822196116291015,0.10576055021706654,0.001123953371388764,0.006100204052920277,0.002953150409692351
