group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.0202,0.9986,-5.4754,3.435,False
DT,MLP,2.3567,0.7799,-2.0985,6.8119,False
DT,MLR,6.4187,0.0003,1.9634,10.8739,True
DT,PLS,6.4284,0.0003,1.9731,10.8836,True
DT,RF,-0.1555,1.0,-4.6107,4.2998,False
DT,XGB,-0.3067,1.0,-4.7619,4.1486,False
DT,kNN,6.3205,0.0004,1.8653,10.7757,True
DT,lasso,6.8974,0.0001,2.4421,11.3526,True
LGBM,MLP,3.3769,0.3096,-1.0783,7.8321,False
LGBM,MLR,7.4389,0.0,2.9837,11.8941,True
LGBM,PLS,7.4486,0.0,2.9934,11.9038,True
LGBM,RF,0.8648,0.9996,-3.5904,5.32,False
LGBM,XGB,0.7136,0.9999,-3.7417,5.1688,False
LGBM,kNN,7.3407,0.0,2.8855,11.7959,True
LGBM,lasso,7.9176,0.0,3.4624,12.3728,True
MLP,MLR,4.062,0.1068,-0.3932,8.5172,False
MLP,PLS,4.0717,0.1049,-0.3835,8.5269,False
MLP,RF,-2.5121,0.7132,-6.9674,1.9431,False
MLP,XGB,-2.6633,0.6427,-7.1186,1.7919,False
MLP,kNN,3.9638,0.127,-0.4914,8.419,False
MLP,lasso,4.5407,0.0418,0.0855,8.9959,True
MLR,PLS,0.0097,1.0,-4.4455,4.4649,False
MLR,RF,-6.5741,0.0002,-11.0293,-2.1189,True
MLR,XGB,-6.7253,0.0001,-11.1805,-2.2701,True
MLR,kNN,-0.0982,1.0,-4.5534,4.357,False
MLR,lasso,0.4787,1.0,-3.9765,4.9339,False
PLS,RF,-6.5838,0.0002,-11.039,-2.1286,True
PLS,XGB,-6.735,0.0001,-11.1902,-2.2798,True
PLS,kNN,-0.1079,1.0,-4.5631,4.3473,False
PLS,lasso,0.469,1.0,-3.9862,4.9242,False
RF,XGB,-0.1512,1.0,-4.6064,4.304,False
RF,kNN,6.4759,0.0002,2.0207,10.9312,True
RF,lasso,7.0528,0.0,2.5976,11.508,True
XGB,kNN,6.6272,0.0001,2.1719,11.0824,True
XGB,lasso,7.204,0.0,2.7488,11.6592,True
kNN,lasso,0.5769,1.0,-3.8783,5.0321,False
