LGBM,XGB,RF,DT,MLP,kNN,MLR,PLS,lasso
0.0364192073773007,0.03803706806654045,0.029564810671043495,0.031578652942492735,0.06982695090670898,0.05078017753102032,0.04804010944865378,0.047580316681550605,0.010685005090246169
0.1869338204238376,0.12417599425456699,0.13032921235175615,0.1969680017901096,0.19502870222468882,0.20545728636302263,0.11651818586295515,0.11560636010345099,0.07601517461356805
0.1970877353280217,0.30267005263892144,0.28502825016782324,0.22684045647795947,0.09900567772919944,0.4594597086056359,0.34759246353768986,0.34153653700697745,0.4213179475355043
0.07666491398472064,0.0801230149398211,0.07304458491832522,0.11014768404564779,0.110530388943189,0.45657541118945705,0.14507948206794996,0.14558893742313528,0.18111467227226896
0.15110257894536755,0.09223417732693745,0.09278306108749029,0.05023495189080335,0.0945428058333348,0.02474451226019836,0.02533231755761778,0.026627827122176595,0.004101064378509878
0.014513869999214654,0.046500951598543616,0.028250167822779067,0.01494741552920116,0.005907020620572273,0.10883608801485348,0.06161717537323047,0.061106903073991276,0.10781317160716497
0.09710364496974522,0.10777674466338194,0.12860504307451362,0.1022600134258223,0.15034164942928663,0.16905375117386348,0.08094990443179437,0.08030147688339165,0.13591660167751163
0.0032920944666894048,0.019057080406394644,0.026299507719847154,0.007533378086074433,0.003887188506115552,0.026767919139999957,0.09787914512242979,0.09864770290407882,0.07141753368200557
0.12388029234642367,0.12758397307804586,0.08608301633474974,0.1310695905124189,0.06135597918682273,0.035809838946753436,0.10450886018126837,0.10488056709175764,0.06375387359640577
0.030708822471224195,0.0902411047311722,0.06981483553367807,0.09134034459610652,0.05865097955459775,0.3509574461049697,0.33047558448095693,0.33098298355974753,0.3769597778896021
0.13460807626918847,0.061577782304955475,0.10345155515775384,0.027970463190870487,0.12592965785496224,0.06553546249247999,0.1321043427188321,0.13143357569454506,0.15305751062261175
0.09211012606228974,0.08451683378827801,0.09964309688968465,0.14936227343924807,0.026691698729558455,0.16710293100951062,0.014815932427556744,0.012993541470970982,0.04801637567752126
0.022448778785949197,0.035089478666922636,0.051498657417766325,0.07066457820541511,0.0327913052206229,0.014553418408003227,0.004953933751105977,0.004898863074028759,0.022916774562688313
0.05263870630070444,0.07493135271042517,0.0006136719624076914,0.14388006265383751,0.03146608145687341,0.018272445068010068,0.21339576034990398,0.21381807116901297,0.17468838804326592
0.33415838583513335,0.32702985405921936,0.33623029830498924,0.3545256209442828,0.36939418609560826,0.3909351095717407,0.4216447579855962,0.4231798316889058,0.3874640449904088
0.02441246190731855,0.024935395385787484,0.01635209219064654,0.00509062430073845,0.10232118535410628,0.05199329812349701,0.0467523315515499,0.045600719921615074,0.012111268820041543
0.017483742244085637,0.04075275270510481,0.03638313940478968,0.028222197359588252,0.012803072137114846,0.06427207071249436,0.012887277703497929,0.015018550425481031,0.03148663281855496
0.01838224676912777,0.05796760320663452,0.06800878272544188,0.003048780487804874,0.18373157325502748,0.21639316296605923,0.22984948379668257,0.2309488693820395,0.25469303354076617
0.055689904699533,0.07385988041014974,0.0825080415081671,0.0496084135153278,0.05904423742993542,0.09158903071293839,0.15777807626433454,0.15968192870104814,0.11349807576822679
0.03486074047227128,0.03509456647485387,0.004007328261356191,0.05273364660252111,0.1338851827629186,0.023447552116154458,0.005333565307642063,0.005582951976802808,0.02720528043642806
0.004102560177026704,0.062131951614950776,0.04005286417543186,0.009006489147460273,0.04557254893023477,0.17860610972058555,0.2375803085188839,0.23851599068662033,0.2740438085517045
0.0755525424733483,0.08113885307290669,0.056446632356230486,0.08420974117998037,0.0019477134579173327,0.04362397369312332,0.17730019284269638,0.17813752531042226,0.2150724755829645
0.02714107763154433,0.046393598805180236,0.05862294417095559,0.09207876482434557,0.06067002123163684,0.19529380591200873,0.07720473362688923,0.07701716437825301,0.12809840937588657
0.019265379670818594,0.04785240639453764,0.0009958883419109443,0.07249944059073621,0.0677743651413632,0.07810025903353585,0.018382014014736325,0.017169705086749254,0.018307527619805475
0.1149769300096598,0.10745818756602443,0.09774021966137159,0.17075967778026407,0.13054112603415524,0.09788560894879933,0.12237129651199263,0.12258097722368305,0.15564352805945003
0.007137011699434925,0.015726793576577858,0.007420463990026549,0.002349518908033088,0.06510688812585957,0.020675720776331785,0.054130634637889974,0.05367794364605444,0.01164888580351553
0.05072088216890708,0.04235699772834778,0.02583799507719848,0.0,0.24918209952364584,0.3472667229058345,0.45951105876001014,0.4599866309068854,0.501582856608102
0.05128851454621708,0.012917661465476016,0.024716938912508507,0.06967442380845829,0.004365209889099164,0.09732012178118668,0.21360204129097238,0.21390479576723004,0.1757831831988837
0.04627804862617074,0.027333127442663196,0.01852469791899697,0.02008279257104495,0.08818309330778712,0.19001956313244617,0.01993119482768002,0.02085517277718546,0.009947355355402143
0.003211166212646721,0.020091908847386708,0.026675151040500222,0.05929738196464529,0.01008374202780904,0.05456946459391149,0.05887485969417672,0.05862930725193444,0.028959615094613145
0.06024924209372451,0.08513431225374635,0.08044165361378439,0.060444170955471,0.08350205407029165,0.060171341617005825,0.04743181142525282,0.0471039208411429,0.0808230171778532
0.03882080924689052,0.07185314964143769,0.039779872454688336,0.06835981203848734,0.013265002520549796,0.008971553407768729,0.15426068007495747,0.15501896606679316,0.11376680220359342
0.1126512601626114,0.061308005487499984,0.11554172726933759,0.07079324233609308,0.019871233202875538,0.13116368034138637,0.0482557143032481,0.04644128082513316,0.08357853551016037
0.042848377225212064,0.03868011355026629,0.04099411423556942,0.04050123070038031,0.005049465478870696,0.06080434837868237,0.09177468958135643,0.0915357662624881,0.05936828065344574
0.019708243418994797,0.01999840809877984,0.019924200044751927,0.05412844036697251,0.005175766896323819,0.11874165767634265,0.038085674459177155,0.03905117875485126,0.07683757596830837
0.017230303067435865,0.01653273411980405,0.008097169389125747,0.15518012978294918,0.07992130015168997,0.023011338152427674,0.2930837843870949,0.29447716209572405,0.2519890458716508
0.06396246632066793,0.06973233108793653,0.012968505258448504,0.045491161333631736,0.018475054296644755,0.31596011402408447,0.14153737515699755,0.1424033067532383,0.10934114278745222
0.03206715410369104,0.0002545249438120345,0.01968309465204761,0.0232714253748042,0.08737466250927745,0.26546704925650466,0.08497407038511037,0.08305368016740183,0.12461548050215976
0.009415062323974599,0.0019315927387164589,0.015344805884985852,0.012698590288655165,0.01653290152760567,0.030515629351032886,0.034208796206150666,0.035330145773550564,0.017645767144732816
0.004246155603424451,0.0007835914822438839,0.0023580498993067134,0.004810919668829683,0.001394481240892309,0.12171681400656853,0.05003963694399288,0.05049406279296681,0.08974385239501576
0.11892806511084941,0.07999389220014935,0.12826786913019989,0.21036025956589835,0.017645570156945012,0.06673087116698062,0.005090994239444313,0.0038815388387667404,0.04026768482726384
0.14632272346631248,0.14839537612115228,0.13149250391586442,0.14410382635936453,0.2617455712430019,0.010269206148190713,0.03026441411789138,0.031125087134782237,0.0002124634014806226
0.017128318343411275,0.0025194852203830886,0.011648248540449102,0.0038039829939584546,0.0932495204288597,0.019101354082630806,0.007107490779181103,0.007101624725463496,0.018639514102047172
0.025460378829288366,0.003709627000723803,0.021177713834191647,0.0016222868650704325,0.03574706394293092,0.04814129119294924,0.10834779333274625,0.10753406977019919,0.06564660589561394
0.007603402468126602,0.08113491449160815,0.08064863504139544,0.030991273215484394,0.02939189446714971,0.02565955834950434,0.22763739720081794,0.22898347512681133,0.19097034276649816
0.12163339072620569,0.061828222410021005,0.10815422913403502,0.17713134929514432,0.05681137370969347,0.0837113336595437,0.09059764885280963,0.08992938085674024,0.04984302611418778
0.03032267161730373,0.02981718499726116,0.025149082568807324,0.06616692772432309,0.010621736460614595,0.042306636871701386,0.06197533771158287,0.06230998795312426,0.024335223165835085
0.08290610963345157,0.2228414773887688,0.22590484448422654,0.06026702468859535,0.33050124802634717,0.5324991935371435,0.3910668212103472,0.392023466909032,0.43273795783609026
0.010853113415077331,0.014651345870563715,0.024591910942048267,0.057693742075035304,0.015435623516480756,0.10963975620641653,0.29597995115269893,0.2975898754675692,0.34140644377496754
0.11872869463042698,0.12423699928172932,0.09997314835533588,0.08230774968300139,0.053361442310434326,0.06583918744960965,0.06375253659096042,0.06340162328495264,0.09402237147229797
0.0680519117375383,0.03354045748710632,0.05132775788767052,0.024763183411650614,0.062162000902127035,0.15094899000122192,0.02256425321747352,0.025095588389141443,0.03232853311471551
0.15538505650535947,0.13368704877702098,0.12816262027299224,0.09185500111881856,0.15968428167564314,0.13665352065959657,0.3368020407973574,0.33807620022551377,0.3057575877631164
0.08054990879145235,0.03891136135983514,0.02627908928171835,0.026180353546654767,0.033471172510496194,0.11548184670343381,0.1268885773400032,0.12518429927580904,0.1036167420658996
0.157684898606715,0.1491411030292511,0.15703289326471276,0.13492951443275897,0.19229948707867164,0.20855449128870204,0.1151612195109569,0.11448129245809605,0.17027625624138193
0.02179621988912883,0.03531800310839528,0.022859420452002177,0.02031774446184831,0.15485110611693864,0.3062107857837663,0.1774450285351828,0.1783447829936572,0.13876513172510896
0.11959583540090263,0.16008432053111232,0.12176409711344888,0.10143954650555675,0.23518931390433845,0.010353329230883584,0.17683261452945293,0.17653420990041935,0.20320159948697925
0.039257632924842745,0.24755388498306274,0.26362860818975387,0.11646900872678467,0.32810357580947636,0.6312441300565766,0.3913790213196615,0.39323615260574174,0.4359999003941335
0.02245633343120762,0.06261131521518612,0.07617447974938482,0.016759901543969558,0.22982075225133555,0.12965642826703572,0.22335677109712385,0.2226530494705681,0.1844425970513881
0.04491466947911124,0.03628419722772391,0.038753636160215515,0.030431863951667054,0.10471579543661966,0.22198283728591806,0.015633517181769807,0.01372588314664272,0.06552613778414984
0.03317602787073082,0.011527483723099197,0.014904620720520345,0.0011859476392928059,0.13179087186048433,0.5750383415044111,0.25338568887144397,0.2537329597256661,0.29953548804439234
0.03682028930064398,0.03774347901344299,0.08624104945177886,0.033266204221675234,0.17761071197081957,0.07119230570299608,0.4712354664300558,0.47140550893809197,0.5013585536392381
0.04196979807099871,0.042149104242971414,0.0522411333631681,0.06486350413962855,0.03761196724520316,0.05826010821242805,0.006105931695728262,0.00614725782778458,0.029042582476909384
0.031004446560443787,0.030329019378084632,0.023075632132468236,0.044439471917654946,0.05545269378001991,0.009569728106369371,0.0949259698613697,0.0943925022997156,0.13754036087941157
0.12675366211498762,0.1727018755643686,0.14976001342582318,0.09738196464533455,0.16203073518558964,0.1991300826843469,0.26248985561070065,0.26080806941875057,0.28787537591485135
0.07709538528136976,0.13759647160735167,0.1002067017229809,0.03714477511747594,0.3097861689066199,0.18306120906014955,0.3832213936441572,0.38614793959608573,0.39601617407658574
0.05338531632489407,0.04926813959835297,0.06128440366972432,0.015999104945177978,0.10751600686314355,0.0874701257204521,0.14466215761857842,0.14571241147628278,0.17937516453412194
0.09836741526483511,0.07462435216545177,0.07486546207205277,0.20969456254195573,0.09684813983628171,0.17106954004328218,0.06692391089462013,0.06970860756629238,0.020443971545013984
0.0014806087219602637,0.016151125871460226,0.012149250391586597,0.006545088386663678,0.05561833167052915,0.18567188261106038,0.050414795535581536,0.050810294347002294,0.014907951003131581
0.0104458145236479,0.06836301821220853,0.06256908704408065,0.01722980532557622,0.0441012408202493,0.10254610392046909,0.033495598485540734,0.03292949473886475,0.0054601179933008726
0.007788697265503852,0.09834781228415684,0.011267621391811034,0.003319161631983203,0.15084900487128744,0.15054495757723946,0.12049136225166884,0.11855799233099312,0.09034795730305806
0.01419007572451575,0.006295491215846161,0.022441130832507428,0.015579547997314813,0.05023617637097849,0.03167018218715856,0.036352145697221394,0.03630351075221072,0.06897844155335253
0.3038735183274447,0.27044699032132224,0.29008866636831554,0.01555157753412395,0.19776467412779064,0.17750171543482673,0.13314232291818007,0.13350256579877373,0.17296562800165732
0.01284206136264987,0.009113953087681426,0.026031830387111793,0.044920563884537856,0.08639378555048571,0.1337641560395722,0.10570036566866572,0.10353121903386808,0.07671855131248947
