,14PA,18PG,DDAB,DOPE,DOTAP,DSPC,aggregate
0,0.1882027092634908,0.15657755559691444,0.30863298801493644,0.21362962415120143,0.3631292956519679,0.1743739586858536,0.1882027092634908
1,0.15429622078459954,0.09665799020521243,0.18904756570673886,0.17739934355757,0.2501759134062343,0.17834363203395293,0.15429622078459954
2,0.11543486893051041,0.08629544649412799,0.06574884197164504,0.049807156269164404,0.25049415498124183,0.12576623988374627,0.11543486893051041
3,0.0680067128871586,0.18296233490179042,0.22598311227058968,0.20745896763502805,0.15093612629004516,0.12309496796894191,0.0680067128871586
4,0.023358852055291812,0.2809847390169923,0.22802723044097536,0.2016000335006067,0.18099860054810168,0.18252146179236772,0.023358852055291812
5,0.14878240285106378,0.11106425057572464,0.14738012033767312,0.19621248861716897,0.16625721478639738,0.13809589284647272,0.14878240285106378
6,0.015279295857014558,0.0293716949795715,0.10368842806246226,0.05450492044765208,0.09384104593285761,0.014899715019470502,0.015279295857014558
7,0.007353384486535823,0.05611464955697394,0.1292471198179175,0.08590682737780242,0.07540191045568026,0.02639610042340386,0.007353384486535823
8,0.04564547198914707,0.016700086528005753,0.04045795896699622,0.008952734193070272,0.023083573245396505,0.016509524974018197,0.04564547198914707
9,0.017142131250783697,0.009903755220530346,0.23006932020062232,0.015705813244938575,0.20366454531101844,0.024458910156177797,0.017142131250783697
10,0.024845917335917303,0.009276090947867225,0.1463659771128229,0.029048702525433893,0.24996541872778213,0.02020190152220056,0.024845917335917303
11,0.0072778989025924674,0.10010503750671651,0.0934862510098457,0.10135684551559898,0.06987439546614838,0.017221563634006627,0.0072778989025924674
12,0.26167910465398836,0.1528735097531992,0.20329560336440863,0.2991950318545129,0.24957200329388646,0.2514300112930061,0.26167910465398836
13,0.34504260731293734,0.007158094049110983,0.11392711633679392,0.20949746556442622,0.19260851924019123,0.18488038719721328,0.34504260731293734
14,0.22153683671770208,0.04406252801707866,0.07419072585849512,0.2129202381148277,0.1951856404032446,0.19100446879756267,0.22153683671770208
15,0.04019040977908377,0.037469645739307035,0.1192152362686214,0.2470121166647689,0.2002522771804483,0.20424650836077524,0.04019040977908377
16,0.03491866368890954,0.015890315806994043,0.13860514066044094,0.23926190518654303,0.11374751864207322,0.19369887879182027,0.03491866368890954
17,0.064600219869344,0.08192528857230415,0.10858849724762304,0.1581234978521017,0.11534766783392747,0.3097992468934273,0.064600219869344
18,0.016216979189554014,0.004173742212009694,0.042491725098075916,0.07610245968348964,0.12367447015184221,0.022254477954267226,0.016216979189554014
19,0.027148908503553875,0.008374350168989571,0.1430324320163016,0.08583975155038981,0.04987617149760687,0.0868526883578074,0.027148908503553875
20,0.027001568571585394,0.16358101730984437,0.08189248163413937,0.012796937815872211,0.008490487593664053,0.0582846301344059,0.027001568571585394
21,0.02181041212617276,0.0070288020102756196,0.20603819927638992,0.0658319162879995,0.22014579457245712,0.09109109040622616,0.02181041212617276
22,0.006510222873501612,0.016523685303148825,0.22502603135187155,0.031243269837722073,0.21814199075727175,0.024970771308504933,0.006510222873501612
23,0.012173317186633172,0.17136886875884924,0.031518414193984545,0.08017968443516656,0.17527503992330495,0.04947735318685866,0.012173317186633172
24,0.19481869702290838,0.004684307017207873,0.15783534337466576,0.23944531626666446,0.24252072404823122,0.21786465941618294,0.19481869702290838
25,0.30512517875826917,0.0026012313418557614,0.21707023588436883,0.1665354995927449,0.19412293576648043,0.19660219570693754,0.30512517875826917
26,0.26670477086501587,0.0819932157858444,0.16675849283893046,0.15967237991300773,0.2638172058983077,0.15944564180368262,0.26670477086501587
27,0.021410669250036332,0.0866941136845695,0.23547556887647228,0.11081754101018318,0.27460163095026746,0.034846528015271785,0.021410669250036332
28,0.06581536192116783,0.027669202544362358,0.16061515426819933,0.19627078166539424,0.20092594975662775,0.24615442915941416,0.06581536192116783
29,0.01883100575020047,0.012376657528622784,0.23814062215958007,0.31126846506262557,0.20572508177389187,0.34346716901795604,0.01883100575020047
30,0.044402996942744716,0.02174400913257892,0.08936258105716063,0.08909374520833645,0.00026493772130864457,0.06930833481041668,0.044402996942744716
31,0.028969222654508388,0.04676639268219352,0.0395472771193183,0.09507115559148728,0.014035635342871167,0.004849428376322018,0.028969222654508388
32,0.014271312314943966,0.09130261012757286,0.21746453550960307,0.09680110511314602,0.08814338349540507,0.11848448705345314,0.014271312314943966
33,0.016295555548302715,0.0007490846019584229,0.02335864099526208,0.030113103494528462,0.063357144834322,0.02531856673994283,0.016295555548302715
34,0.0038874715911276806,0.04061834758119374,0.0912772569004518,0.05643209802607099,0.1057310432336481,0.024108501554983654,0.0038874715911276806
35,0.02483017274792452,0.20504151425274936,0.03460139326769146,0.19964244470058726,0.24293288925988107,0.03576293070248951,0.02483017274792452
36,0.10551096226313682,0.09195279151437558,0.13274043381927808,0.2447508811550537,0.3035958178582639,0.2694037033782163,0.10551096226313682
37,0.17004916568023812,0.17002509358724813,0.26532517044347215,0.07013964362468803,0.3053261896387679,0.1876605823287116,0.17004916568023812
38,0.24265770805906914,0.1927660853517176,0.205090949737893,0.0479540390633823,0.2339162153746304,0.18060230360001372,0.24265770805906914
39,0.028756704256890853,0.014518913397306384,0.2509277673506015,0.3011120332485626,0.18253194850411225,0.14595375318655174,0.028756704256890853
40,0.052353825398047234,0.10675420984473595,0.30820716904560586,0.18522712578025227,0.24038962433690816,0.22774276669223475,0.052353825398047234
41,0.03947163194328972,0.2248403535391333,0.42180748400135537,0.1584662357117814,0.11639476453747327,0.23216345164112806,0.03947163194328972
