group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.007,1.0,-0.0726,0.0585,False
DT,MLR,0.0659,0.0475,0.0004,0.1314,True
DT,PLS,0.0633,0.0669,-0.0022,0.1289,False
DT,RF,-0.0053,1.0,-0.0709,0.0602,False
DT,XGB,-0.0088,0.9999,-0.0743,0.0568,False
DT,kNN,0.019,0.9881,-0.0466,0.0845,False
DT,lasso,0.0618,0.081,-0.0037,0.1274,False
LGBM,MLR,0.0729,0.017,0.0074,0.1385,True
LGBM,PLS,0.0704,0.0252,0.0048,0.1359,True
LGBM,RF,0.0017,1.0,-0.0639,0.0672,False
LGBM,XGB,-0.0018,1.0,-0.0673,0.0638,False
LGBM,kNN,0.026,0.9318,-0.0396,0.0915,False
LGBM,lasso,0.0688,0.0314,0.0033,0.1344,True
MLR,PLS,-0.0026,1.0,-0.0681,0.063,False
MLR,RF,-0.0713,0.022,-0.1368,-0.0057,True
MLR,XGB,-0.0747,0.0129,-0.1402,-0.0092,True
MLR,kNN,-0.047,0.3685,-0.1125,0.0186,False
MLR,lasso,-0.0041,1.0,-0.0696,0.0614,False
PLS,RF,-0.0687,0.0322,-0.1342,-0.0032,True
PLS,XGB,-0.0721,0.0193,-0.1376,-0.0066,True
PLS,kNN,-0.0444,0.4457,-0.1099,0.0211,False
PLS,lasso,-0.0015,1.0,-0.067,0.064,False
RF,XGB,-0.0034,1.0,-0.069,0.0621,False
RF,kNN,0.0243,0.9517,-0.0412,0.0898,False
RF,lasso,0.0672,0.0399,0.0016,0.1327,True
XGB,kNN,0.0277,0.9056,-0.0378,0.0933,False
XGB,lasso,0.0706,0.0243,0.0051,0.1361,True
kNN,lasso,0.0429,0.4931,-0.0227,0.1084,False
