XGB,LGBM,RF,DT,kNN,lasso,PLS,MLR
0.02560005709528923,0.02994762682109823,0.03481790800102703,0.03829669570026267,0.0,0.030519342542191907,0.007955276458081001,0.009633719451552038
0.08220224896285949,0.07294202599100258,0.06891623599068643,0.08834508502695976,0.08834508502695976,0.057332584405864584,0.0700209219515127,0.07047103553602099
0.06818082183599472,0.06839980952085556,0.08137266968633616,0.12436056961150282,0.0,0.03070030515221156,0.010457170404364197,0.01060249027926937
0.014969541058902247,0.014062738064768252,0.01887718492623094,0.04852758191621731,0.009276460639774275,0.01582029598488327,0.0351500012791235,0.03490300100150864
0.006031784228980541,0.010544710780391606,0.05315972757138247,0.009677865339416558,0.06478059204739788,0.033560315053134615,0.016515938833498084,0.016015563159755
0.11433365436977211,0.10370080939445117,0.1180194917913707,0.07272224526475873,0.15083644407576385,0.11529411509366039,0.12485398344697694,0.12519375389572668
0.02588883620121185,0.018138856769043674,0.00431070611110012,0.0802571547075902,0.0347020600027651,0.0028986629328622837,0.018571261928458996,0.016789221572128046
0.22213652184559862,0.2590904139712453,0.2183415112392715,0.0432738835891055,0.15011917723372536,0.1840264141416777,0.20353143800880358,0.20378248223446072
0.1260095348883743,0.10968822560990374,0.15238897264668025,0.007604037052398704,0.1254657508431608,0.07430491906817566,0.06744213280159343,0.06460951498264224
0.0008041510591283441,0.04141885970975925,0.028292050434626136,0.05958799944697912,0.008213741337868997,0.18685533881087552,0.17923254367803979,0.1783764840865397
0.224825101491122,0.2026197273246073,0.23735279238967197,0.30886215954652285,0.24522482576769494,0.28331633305187853,0.2978528486936903,0.29755431744071487
0.04843119904398918,0.04379168275955497,0.030603520241222443,0.0,0.04044794727630975,0.02464883320367034,0.012589654599701877,0.012137649632244936
0.00801466141278756,0.080293181308486,0.03288607532202856,0.10652564634314943,0.04160357333942481,0.10604239718835312,0.11629408437997,0.1172203733320887
0.09392612427473068,0.09953656473339226,0.09872057175482449,0.15691967371768278,0.06823824589611449,0.030809809647523334,0.01644405381501926,0.015836296385232387
0.09379575464791579,0.09703849605581163,0.08133188823711425,0.15691967371768278,0.10543183226711807,0.09061271006157329,0.11464127046251316,0.11314368461547814
0.004237111192196608,0.005584646306492138,0.005272516398605158,0.0,0.16271771711115132,0.11450710752335025,0.0959878791768413,0.09602009493751673
0.0010704642627388239,0.010880335003815958,0.012326390946258217,0.0,0.0,0.03901260756063854,0.06621802008214683,0.06703728457525265
0.00015059459838084877,0.0015084584316948572,0.011227415571048916,0.0,0.0,0.04046113574815277,0.06628456516274325,0.06498190233758928
0.08919665136306415,0.09915174070461383,0.0880476289229918,0.09318401769666801,0.09318401769666801,0.11384833522101112,0.13710006038455164,0.13665110730286623
0.018149977376631488,0.009239357563491889,0.013602134397240152,0.019355730678833116,0.019355730678833116,0.040282033311942356,0.06611862822884693,0.06581683236471665
0.06688673049211502,0.05313740145355842,0.026271873950741636,0.07521083920918015,0.11043852819685337,0.014184299101361542,0.012410964737315983,0.010580780318224134
0.0018294318579137325,0.005995507961444868,0.003379525938215279,0.0,0.0,0.040214519541833166,0.05936203144019772,0.06119317104313072
0.02074170671403408,0.021306113437477278,0.022975474511662805,0.0,0.03303307440666387,0.0006899401100580183,0.024585472316697124,0.024472280933809536
0.014358128421008587,0.010162829356094954,0.02235205045657141,0.005461081155813646,0.00042924357618114294,0.017013203550754197,0.006879320843288267,0.006027495051246328
0.02615439001103581,0.012603877341981519,0.005499011365456847,0.019355730678833116,0.02743776957889913,0.002911910468045842,0.03426830759836416,0.03179005347855182
0.04356595002679775,0.04113395482802802,0.030021424621279495,0.05502557721553991,0.033520300517415676,0.05169508399577449,0.07575062904316926,0.07589312771135186
0.025516055524349213,0.01040303051230323,0.029333386550620056,0.005461081155813646,0.0003840000971339972,0.022582923059003057,0.008426770870081424,0.007787381169636321
0.09427354000143107,6.296058924638859e-06,0.013582690336837927,0.0347020600027651,0.011799530268046275,0.012962639869214532,0.04260244907112619,0.041415158633099615
0.016924915835261345,0.002744598750106397,0.0027496121173018724,0.0,0.0,0.11301248320463603,0.08758225354373742,0.08805009470097165
0.007731250021606684,0.0015818205813019684,0.004667603729818578,0.0,0.21997637050599408,0.11130937968695959,0.09309550390834417,0.09345005643758841
0.00836111605167389,0.010119280095909846,0.007104666881730341,0.21256739941932806,0.23886121147112932,0.2541111200979471,0.2430161644426082,0.24124680010160957
0.01308238785713911,0.02699953510651986,0.0011871492871078104,0.0,0.0,0.25950307448593335,0.24477376624404074,0.24377036707855348
0.01387344766408205,0.007876849875994511,0.007274528780128118,0.0,0.0015681463221734351,0.04703292456936353,0.07082265191412696,0.07687204587016563
0.11070497334003448,0.10359124188901567,0.12273444957963825,0.22079358495783213,0.24658479188805987,0.047011393597657936,0.0690802148089269,0.07463484794052307
0.0032492750324308872,0.006218270782693487,0.0051955312840837545,0.0,0.019417400491775837,0.04883111446213112,0.07620640386816331,0.0809353678126113
0.03021569550037384,0.011952628314051243,0.03419644128139911,0.0,0.0,0.05359043819269349,0.080181795283964,0.08532016231600968
0.06409477442502975,0.029151173571390566,0.052661128228423934,0.0,0.05033061792405819,0.061095148332933724,0.09057081156074363,0.09606004813217722
0.0563264936208725,0.06478200515095446,0.06890275830134808,0.0,0.04733295971151307,0.08253958959550134,0.11728037622999476,0.12063560413207584
0.007884090766310692,0.003371190129918521,0.06383572207628616,0.0,0.1171658931949048,0.08404891961403493,0.11117311425595944,0.11583701599565534
0.18430566787719727,0.16920517732341142,0.17930745674769596,0.10569611502834231,0.06888570636472612,0.0893577447396578,0.12766068030381292,0.1304374255092952
0.02971255138761586,0.06280025604270925,0.01980050101057984,0.08779206415042162,0.18691852228912034,0.09734008375960723,0.06273809552633891,0.058672417001196436
0.18924162257398358,0.1614635388499418,0.29157786146241826,0.29227153325038013,0.00945356121034635,0.10687457830327196,0.13428131993557305,0.13983899335271818
0.127039475319347,0.10076576700060269,0.14578875114572587,0.08419742845292405,0.2995746367470664,0.0090594452467479,0.04229940419180675,0.045660033815644624
0.027516642585396767,0.018756595971984816,0.003355177657956588,0.0,0.0839877491099397,0.0420410567555109,0.06821043451778985,0.07363049901010484
0.0006311826291494071,0.023089267544379295,0.00687753001564698,0.0,0.045820512633363356,0.04528036777261418,0.08303823515804767,0.08622736037263411
0.002996527124196291,0.011734240567281675,0.001879840852881085,0.08475044932946219,0.02769731205055304,0.039526311260424773,0.07009409263916912,0.0740615413436334
0.004026301670819521,0.01468339253710515,0.005758145536660675,0.0,0.09028451491349315,0.047543536414270504,0.08426228546286099,0.08710498769903366
0.009249182417988777,0.030312817391189715,0.002906958077945221,0.0,0.007902958792992977,0.04217841800348776,0.07128912504992259,0.07701638119292782
0.010023585520684719,0.023271396806095284,0.01938859957704144,0.0,0.041816124629440024,0.05027901243380628,0.07534143041345515,0.07966915031781167
0.0014421776868402958,0.044011354311629704,0.01991928748088018,0.0,0.006402709071370594,0.05267789133583295,0.08810487695319674,0.0917010820196059
0.041252944618463516,0.05874647398923417,0.02554149302469502,0.0,0.07115935387924482,0.053155651688140126,0.0795533995249354,0.08400564915100148
0.051805724389207275,0.05853477677432106,0.04447625521474542,0.05751417115996127,0.017659773841325457,0.02719756982312882,0.07500374087082869,0.07516886303680544
0.024707098973439312,0.05019588570628088,0.02590094781633559,0.010922162311627293,0.12175993446258923,0.04306537543257588,0.07557066057170392,0.07904424892691948
0.17526176720589803,0.19359535414178142,0.22873274882099032,0.3266970828148763,0.23863032124235822,0.24599779343588762,0.22132690880439326,0.21594578303468234
0.14237802404924227,0.22465620079678383,0.2621804397028028,0.16632102861883036,0.5910949761109758,0.5700496124549531,0.5328843637185656,0.5294450292211591
0.11957811554421305,0.22984232925023407,0.24358801517442463,0.22881238766763445,0.2712433428174075,0.565866754648657,0.5321766250776407,0.5287815156023837
7.854110299376771e-05,0.0038788480024925178,0.0016961611134153646,0.0,0.0,0.024130296425131592,0.008099167435015209,0.010777443258876982
0.00320769427344203,0.0027101082565986843,0.0005159070310459779,0.0,0.0,0.004806452790091231,0.01622742828272425,0.02177977920744927
0.0022601045202463865,0.0021670725154403266,0.0026819285066900164,0.0,0.0026041146320627765,0.013673490847167569,0.03889135298263373,0.042017882828378934
0.003317156108096242,0.012280113680568746,0.00164181913144999,0.0,0.0,0.016938609309054442,0.04576637053238053,0.04902996802983071
0.0007226397283375263,0.003447946773679677,0.00216201207428914,0.0,0.0,0.024977744658287115,0.006481287439213987,0.0016698144259379632
0.0027175857685506344,0.003790525092194649,9.217014608968239e-06,0.0,0.0,0.001579935494354423,0.02568469397592564,0.030350144361200277
0.03171270713210106,0.030364886968251466,0.036738605465689654,0.0,0.00627730376617349,0.03782612346674541,0.06231365914843682,0.06708424861349513
