,# of Features,Feature names,Removed Feature Names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
0,14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Total_Carbon_Tails', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",Hbond_A,0.07008,0.0060920932363186945,0.7322650082928552,0.04200892025566585,0.8470786581635866,0.024641029502952872,0.0
1,13,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size', 'PDI', 'Zeta']",Total_Carbon_Tails,0.07029999999999999,0.005893216439263027,0.7296022296854346,0.042442410540607566,0.84657747652898,0.024422822870431043,0.005
2,12,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size', 'Zeta']",PDI,0.07026,0.005785533683248244,0.7290202281669709,0.04260454883123322,0.8466853920945985,0.024305278358364456,0.01
3,11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA', 'Size']",Zeta,0.06916,0.006011189566134143,0.7318800960497899,0.0461105013427882,0.851211551987105,0.025363189676191722,0.015
4,10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Dlin', 'wt_Chol', 'wt_DMG', 'wt_pDNA']",Size,0.06870000000000001,0.005953990258641678,0.7363559229827767,0.042058787648771016,0.853443413204008,0.02602636823217327,0.02
5,9,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Chol', 'wt_DMG', 'wt_pDNA']",wt_Dlin,0.06824,0.005805376818088554,0.7397457012877119,0.03922310865102489,0.8528157992548269,0.025829468913761817,0.025
6,8,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Double_bonds', 'wt_Helper', 'wt_Chol', 'wt_DMG', 'wt_pDNA']",N_charged_centers,0.06848,0.005990792935830781,0.738445670187342,0.04126943070732288,0.85124949988542,0.026099647479884316,0.03
