# of Features,Feature names,Removed Feature Names,p_value,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
20,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,,0.061988820878254414,0.00028002352492504593,0.6801389256038414,0.0029115570637779854,0.8915508750948318,0.0022640142046796673,"[array([0.02, 0.01, 0.02, ..., 0.54, 0.64, 0.55]), array([ 0.04,  0.02, -0.  , ...,  0.24,  0.01,  0.69]), array([ 0.01,  0.02, -0.01, ...,  0.28,  0.57,  0.62]), array([0.01, 0.02, 0.02, ..., 0.33, 0.57, 0.65]), array([0.02, 0.02, 0.02, ..., 0.54, 0.62, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.0
19,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', '18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",14PA,,0.061988820878254414,0.00028002352492504593,0.6801389256038414,0.0029115570637779854,0.8915508750948318,0.0022640142046796673,"[array([0.02, 0.01, 0.02, ..., 0.54, 0.64, 0.55]), array([ 0.04,  0.02, -0.  , ...,  0.24,  0.01,  0.69]), array([ 0.01,  0.02, -0.01, ...,  0.28,  0.57,  0.62]), array([0.01, 0.02, 0.02, ..., 0.33, 0.57, 0.65]), array([0.02, 0.02, 0.02, ..., 0.54, 0.62, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.002
18,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",18PG,,0.061988820878254414,0.00028002352492504593,0.6801389256038414,0.0029115570637779854,0.8915508750948318,0.0022640142046796673,"[array([0.02, 0.01, 0.02, ..., 0.54, 0.64, 0.55]), array([ 0.04,  0.02, -0.  , ...,  0.24,  0.01,  0.69]), array([ 0.01,  0.02, -0.01, ...,  0.28,  0.57,  0.62]), array([0.01, 0.02, 0.02, ..., 0.33, 0.57, 0.65]), array([0.02, 0.02, 0.02, ..., 0.54, 0.62, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.004
17,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOPE', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DDAB,,0.061988820878254414,0.00028002352492504593,0.6801389256038414,0.0029115570637779854,0.8915508750948318,0.0022640142046796673,"[array([0.02, 0.01, 0.02, ..., 0.54, 0.64, 0.55]), array([ 0.04,  0.02, -0.  , ...,  0.24,  0.01,  0.69]), array([ 0.01,  0.02, -0.01, ...,  0.28,  0.57,  0.62]), array([0.01, 0.02, 0.02, ..., 0.33, 0.57, 0.65]), array([0.02, 0.02, 0.02, ..., 0.54, 0.62, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.006
16,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DSPC', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DOPE,,0.061593640305582675,0.00040519844339017885,0.6857362519163993,0.004937931205703796,0.8912988568978119,0.0016035786417825386,"[array([0.02, 0.02, 0.02, ..., 0.54, 0.64, 0.55]), array([0.03, 0.03, 0.01, ..., 0.22, 0.  , 0.69]), array([0.02, 0.02, 0.  , ..., 0.29, 0.58, 0.62]), array([0.03, 0.04, 0.03, ..., 0.31, 0.57, 0.65]), array([0.02, 0.01, 0.03, ..., 0.54, 0.63, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.008
15,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",DSPC,,0.061593640305582675,0.00040519844339017885,0.6857362519163993,0.004937931205703796,0.8912988568978119,0.0016035786417825386,"[array([0.02, 0.02, 0.02, ..., 0.54, 0.64, 0.55]), array([0.03, 0.03, 0.01, ..., 0.22, 0.  , 0.69]), array([0.02, 0.02, 0.  , ..., 0.29, 0.58, 0.62]), array([0.03, 0.04, 0.03, ..., 0.31, 0.57, 0.65]), array([0.02, 0.01, 0.03, ..., 0.54, 0.63, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.01
14,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,,0.061593640305582675,0.00040519844339017885,0.6857362519163993,0.004937931205703796,0.8912988568978119,0.0016035786417825386,"[array([0.02, 0.02, 0.02, ..., 0.54, 0.64, 0.55]), array([0.03, 0.03, 0.01, ..., 0.22, 0.  , 0.69]), array([0.02, 0.02, 0.  , ..., 0.29, 0.58, 0.62]), array([0.03, 0.04, 0.03, ..., 0.31, 0.57, 0.65]), array([0.02, 0.01, 0.03, ..., 0.54, 0.63, 0.58])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.012
13,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,,0.05991549885591082,0.0004601024689634311,0.6854873958837867,0.005827286013849236,0.8999548380664528,0.002611262359997267,"[array([0.03, 0.01, 0.02, ..., 0.55, 0.6 , 0.62]), array([ 0.04,  0.04,  0.01, ...,  0.23, -0.04,  0.7 ]), array([ 0.02,  0.04, -0.01, ...,  0.28,  0.48,  0.63]), array([0.02, 0.03, 0.02, ..., 0.31, 0.52, 0.64]), array([0.02, 0.01, 0.03, ..., 0.49, 0.59, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.014
12,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'DOTAP', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Zeta,,0.05922767087565841,0.0003278042214363068,0.6889645017399317,0.007172971495770631,0.9029530764400228,0.0025104456524099737,"[array([0.03, 0.  , 0.04, ..., 0.44, 0.65, 0.59]), array([ 0.04,  0.05,  0.  , ...,  0.16, -0.02,  0.72]), array([ 0.01,  0.03, -0.  , ...,  0.27,  0.45,  0.66]), array([0.02, 0.03, 0.01, ..., 0.4 , 0.59, 0.54]), array([0.02, 0.01, 0.02, ..., 0.44, 0.58, 0.52])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.016
11,"['P_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'DOTAP', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Total_Carbon_Tails,,0.05922767087565841,0.0003278042214363068,0.6889645017399317,0.007172971495770631,0.9029530764400228,0.0025104456524099737,"[array([0.03, 0.  , 0.04, ..., 0.44, 0.65, 0.59]), array([ 0.04,  0.05,  0.  , ...,  0.16, -0.02,  0.72]), array([ 0.01,  0.03, -0.  , ...,  0.27,  0.45,  0.66]), array([0.02, 0.03, 0.01, ..., 0.4 , 0.59, 0.54]), array([0.02, 0.01, 0.02, ..., 0.44, 0.58, 0.52])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.018
