group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0168,0.9925,-0.0796,0.0459,False
DT,MLR,0.0594,0.0786,-0.0033,0.1222,False
DT,PLS,0.0591,0.0819,-0.0036,0.1219,False
DT,RF,-0.0147,0.9968,-0.0774,0.0481,False
DT,XGB,-0.0185,0.9866,-0.0813,0.0442,False
DT,kNN,0.0315,0.7951,-0.0312,0.0943,False
DT,lasso,0.077,0.005,0.0142,0.1397,True
LGBM,MLR,0.0762,0.0057,0.0135,0.139,True
LGBM,PLS,0.0759,0.006,0.0132,0.1387,True
LGBM,RF,0.0021,1.0,-0.0606,0.0649,False
LGBM,XGB,-0.0017,1.0,-0.0644,0.061,False
LGBM,kNN,0.0483,0.2741,-0.0144,0.1111,False
LGBM,lasso,0.0938,0.0002,0.031,0.1565,True
MLR,PLS,-0.0003,1.0,-0.0631,0.0624,False
MLR,RF,-0.0741,0.0083,-0.1369,-0.0114,True
MLR,XGB,-0.0779,0.0042,-0.1407,-0.0152,True
MLR,kNN,-0.0279,0.8802,-0.0906,0.0348,False
MLR,lasso,0.0175,0.9904,-0.0452,0.0803,False
PLS,RF,-0.0738,0.0087,-0.1365,-0.011,True
PLS,XGB,-0.0776,0.0044,-0.1404,-0.0149,True
PLS,kNN,-0.0276,0.8865,-0.0903,0.0352,False
PLS,lasso,0.0178,0.9893,-0.0449,0.0806,False
RF,XGB,-0.0038,1.0,-0.0666,0.0589,False
RF,kNN,0.0462,0.3321,-0.0165,0.109,False
RF,lasso,0.0916,0.0003,0.0289,0.1544,True
XGB,kNN,0.05,0.2326,-0.0127,0.1128,False
XGB,lasso,0.0955,0.0001,0.0327,0.1582,True
kNN,lasso,0.0454,0.3548,-0.0173,0.1082,False
