XGB,LGBM,RF,DT,kNN,lasso,MLR,PLS
0.0921034976802505,0.12186725788844188,0.13864115808663924,0.13478600572966404,0.14061509797986183,0.12795711686771072,0.15518259736294887,0.15675255296471408
0.13042851375699382,0.16781087566663488,0.13099379286396284,0.052869172671238696,0.23096892796138746,0.19766894111301792,0.25862867035345966,0.2597037385685238
0.43678647860831626,0.5265192937600518,0.5623235523917003,0.07287959024220854,0.3743265417620503,0.4443011318430989,0.46090969075533933,0.4781613694832065
0.01402872291659818,0.023602583581720182,0.033428248979944786,0.015582949908846233,0.14191015340804858,0.19296201912820166,0.21951471814305312,0.2120344301732422
0.027885480321978018,0.11555837724137508,0.05505317301849166,0.0733570622449865,0.29249395214112595,0.18209733158303976,0.19947212859104546,0.18542883679087585
0.10854838289561719,0.26724369991825997,0.18952274502994948,0.02643458633561946,0.0971244737351481,0.18201900714774244,0.2686474784111505,0.2632811709387778
0.09125113076908697,0.02585212160928707,0.023872514975257775,0.006684608038892148,0.06904857897756655,0.14429034706157484,0.1434804800989129,0.13430566052017
0.23510794735728946,0.16490394492198157,0.1715624186127267,0.13976907717683829,0.18761879626862454,0.27473360036640426,0.273288556217828,0.2622515079060592
0.2544966082428467,0.3177328141972374,0.2661856497959898,0.5994226929420957,0.2563233491587432,0.33401896839602063,0.38394873808041774,0.37379619877505665
0.04729453969544056,0.01564460291636488,0.016966316520531655,0.06413751193680006,0.02707696111732749,0.21567816641193177,0.17252338093105873,0.17874761146759977
0.055333779771788105,0.05062258533930708,0.07725106346036792,0.2566629047660387,0.17153477709254816,0.205242818063747,0.260810194909334,0.2467545205056076
0.03229100483347014,0.041006917890392125,0.03885471829151743,0.032009226991430384,0.08936620465787903,0.12724042715102657,0.15928631357301293,0.13394750594881377
0.03247050564160148,0.03744780874980247,0.04833166941574707,0.18997959892351773,0.028837495055112017,0.13708989840817076,0.2189210094549085,0.2087762717828523
0.0383528947043682,0.021405150434079756,0.07061138119628285,0.1293515062071361,0.09622713221169354,0.2129181413442336,0.25539449378622736,0.23628628875251256
0.07231946286564028,0.0923754341445776,0.08565782620019136,0.14789478253320598,0.2405873609895185,0.20578429198880765,0.1397611997480932,0.11997328068138136
0.09573883420012153,0.06308959455304658,0.015560378505079298,0.08007060798101684,0.26128930634996406,0.21727743556805812,0.21135286587970326,0.22311030346614658
0.07030480761931202,0.039036405294637255,0.0730957548398306,0.005584975547645921,0.17643445751428605,0.2837617834181594,0.21030817978745076,0.21230193362467203
0.060774193115662345,0.1134012905632672,0.07587051827415559,0.29149665769598054,0.08983641052413849,0.23151187406271478,0.18103753655322008,0.19216915071592822
0.0219420239591942,0.07154189724298293,0.037154917961630396,0.08144804236478859,0.04013126076722073,0.012824286333018464,0.026848458160625477,0.013390818470268684
0.13793629247991768,0.14718309812178287,0.11172410799548743,0.1084469137946002,0.05218368971229309,0.012888276680198762,0.0020744627139075433,0.01703744145220043
0.33571197176488776,0.3379013730506758,0.32346102092195506,0.5533032381283098,0.24810054605779425,0.3520558741453098,0.40550015015238483,0.42468069720664714
0.0058483554962163176,0.036845289448462104,0.030330323812831295,0.02276673322337011,0.15884279316995575,0.28260102744857607,0.20419517236322116,0.22363841011618213
0.08542145751542807,0.11888165709755372,0.10729034638423462,0.07762537257285063,0.1057168723183588,0.09183785723847027,0.09487152230416873,0.07947727891810752
0.0190540034123744,0.05155222847743268,0.018678270683220144,0.0019315912839655835,0.046472355628257134,0.020767985748576412,0.04117232581057473,0.056536667677259844
0.08624430799331084,0.12038052252585274,0.13955877246288673,0.1106432850073793,0.17756637971936012,0.08783747314303447,0.0011227700367230087,0.01865723416824383
0.09760806532367283,0.08286953024804089,0.08327198541539971,0.0807506438637614,0.05668828298201101,0.09229220720158504,0.08914050983643818,0.07242920979882317
0.08820733323218516,0.07786638982881539,0.08372059206528143,0.13219463495095057,0.08450573554158264,0.12796391211843744,0.10727815296424764,0.11786783056905997
0.01711829788145247,0.047133871337485145,0.023403507248892286,0.16846080388922668,0.048748737925157215,0.02716116020288495,0.05808009424520777,0.07853842203995443
0.06128100849955187,0.06941803530623514,0.04367371299592032,0.07585727927771507,0.005524295963732884,0.1680178951455863,0.1911402691907318,0.20079329152271963
0.08431907060897875,0.16651386101713483,0.027361533119194148,0.18612726799201312,0.006143269537261797,0.08230223315106461,0.10744244892796034,0.12754530921986212
0.3063890337762924,0.14909052360580638,0.2166941574789491,0.12555343345776543,0.30836470742438415,0.38971404302958984,0.3861775466102129,0.3966262812726305
0.258510088980617,0.1976755854086863,0.29579238649188433,0.5348120496570884,0.17899320056726237,0.3359022385613055,0.41210606122481064,0.43487900600530605
0.06723963112681675,0.12713072347388343,0.13643805885927662,0.04989582429030304,0.2633210089247363,0.26386480297204407,0.13539008976329947,0.16395488253063828
0.24758274369546546,0.13889080892672162,0.23432654744335352,0.3322337008420871,0.03209679858492176,0.15924520550528637,0.3042026696141154,0.2770579432052264
0.12648970303161655,0.05651888886661649,0.02569255143675553,0.13054208574653053,0.010054900477944884,0.04647813170425974,0.03111763963717118,0.002159767199797824
0.19788106341195993,0.1629562143892192,0.20772723326677706,0.12927709498592382,0.1811028973724383,0.12199628670762269,0.21946290168651222,0.18939807444566675
0.043210424273903536,0.057159621998229326,0.08086227103047305,0.02392568799374939,0.1489348944130886,0.20940290860395172,0.14188072683660935,0.17577922198128038
0.20228065582020893,0.2788631091362096,0.2820496570882891,0.22205548596728386,0.10242048989746222,0.22889491488085445,0.16885767931596563,0.20489367856925378
0.10688883856317954,0.1653573296531845,0.10503971698932169,0.2901169496360052,0.1766919013535312,0.2956105671108371,0.19029008837613337,0.21985593291238414
0.04540415968070349,0.02020457757963251,0.01221633822380358,0.3441270943658303,0.24441105399003976,0.17167696534763882,0.23424796226732553,0.20195694003709425
0.12550278602659382,0.22770508567878922,0.09499956593454151,0.03762479381890793,0.26093130883804605,0.26368844120651624,0.24267209795351108,0.28058741146229726
0.008011404921977716,0.010867678836889771,0.01657913013282475,0.0035072488931330303,0.2715839251685203,0.23664312083303685,0.096270615456294,0.12805990203976614
0.10586518752449703,0.049640498547155465,0.03694396214949436,0.23495095060335103,0.10831146697908978,0.29153915813828335,0.1596921628203949,0.18367844003708245
0.0530909068603691,0.05997181591426348,0.04000108516364309,0.07518013716468452,0.08546885137376892,0.021251277044426975,0.060488880503281384,0.028895134613299955
0.01613498700659599,0.010174003615858962,0.034848294122753476,0.17268570767138353,0.024824487143766727,0.021935342799726087,0.07451562228454589,0.04114828450157226
0.13036685998328645,0.04308781009991325,0.11664033336227098,0.021891367884943724,0.0200333547449858,0.13207870989487314,0.07728486179731309,0.10503561632942737
0.011458580630946735,0.026918028947794048,0.044388835836443596,0.14820441589258332,0.1604166651298189,0.050392015087050046,0.11754939713420587,0.08614146224214314
0.028751123995714334,0.042192698632737,0.022583991665944825,0.06654223456897301,0.035064023200520156,0.0665943756102585,0.02627658854065984,0.06190523128840686
0.033547988233078696,0.03847665300423375,0.0003377029256014241,0.012949619469282636,0.027342178993463806,0.20509054362077106,0.09120724610207998,0.11739488553087396
0.12166139239993334,0.08235806498908638,0.030542798854067743,0.17893625025320486,0.08773892730538879,0.024074581713761978,0.10322161797909268,0.07260796253382151
0.11172722575875427,0.15306943530937756,0.16967358277628364,0.05835286627890146,0.26169930531511587,0.19712094466840524,0.07806406698355439,0.1013103526023802
0.0959631885564497,0.07331115859025561,0.10791192811876094,0.07307181923034012,0.04225736844011929,0.16611723114046906,0.22344365888663814,0.2417593371291149
0.11818753449760977,0.1173260059364305,0.13777953815435318,0.01861272679920123,0.2239431616802452,0.24296838350685313,0.18783536370388598,0.211340393547662
0.0004642495048037265,0.07312125601191255,0.0021983245073349256,0.041626877333101775,0.00935270316285819,0.23418361710986835,0.07563165913706682,0.0938598726440143
0.3402365019326824,0.16381066274663558,0.27366655091587855,0.010873339699626672,0.16126218338552212,0.2445359705008988,0.12207560168507703,0.1440228012712208
0.01413516581643215,0.05941124079973681,0.013849292473305574,0.0011068669155309685,0.08476484295158981,0.2310901903528182,0.05258977468387083,0.06978742549343031
0.06390746382957468,0.1226241183752983,0.07846123795468263,0.11754492577480674,0.12734631997666968,0.03922188614594968,0.0780875175403869,0.10745399682427403
