LGBM,XGB,RF,DT,kNN,PLS,MLR,lasso
0.0704629902941577,0.05775677366332843,0.08121276350813032,0.05697589481373262,0.01952151504533778,0.1648217034019748,0.17031151265393485,0.020988392939355033
0.1159726429646408,0.13031251463764243,0.11501900148907866,0.13283940310967335,0.05386731672796241,0.2073267493767006,0.2082394860306137,0.04868032587448887
0.015502597521720451,0.019469527375887183,0.01748702853432589,0.01607012417823228,0.05037929818092582,0.03707605381010985,0.034703280282122995,0.08423449600576507
0.007397604357731409,0.009395535365889954,0.01808915382564029,0.042262339559636874,0.009370914430177062,0.03281864084547241,0.03545258316102875,0.09754987165524663
0.0038437141762974747,0.012225251309561966,0.0030003027020401515,0.013878743608473326,0.015238576450668066,0.012268693090393842,0.010203668938217596,0.10999751161621231
0.03637674661554579,0.039756072946161056,0.03888273380937476,0.0100177397474695,0.050286401884499454,0.06897646714534884,0.07046648604891381,0.0957573028332596
0.06588174249018941,0.08118035442848041,0.020701697698801973,0.013096107690702297,0.03572833381351212,0.0461784408680667,0.04450860552499908,0.14356483812029358
0.03874736488817732,0.031135620813858386,0.024225260837229978,0.029166231868934578,0.06079518662557147,0.08419030256148029,0.0826012069522445,0.17562845157019735
0.013193422434350392,0.0020543418068185576,0.004666519249530779,0.042262339559636874,0.020197766894236163,0.010351018005702678,0.011948767895026483,0.1335404480222422
0.02018335475197571,0.045252661948303866,0.02934379912179141,0.012313471772931267,2.8182743642538033e-05,0.014129126052381993,0.015872466675365286,0.1276033481408147
0.011825367660730883,0.030900509876201895,0.018706286126170334,0.01607012417823228,0.06817414078018362,0.09726978634501561,0.09747239210488266,0.08426536294266251
0.02340064622599801,0.029028779156774306,0.04010577621195383,0.047166857977668813,0.04830961962802184,0.0855003561747024,0.08666330820576286,0.07773887175895071
0.029804811139303625,0.01749365058172929,0.02806518211537514,0.023009495982468944,0.07983868307168121,0.03363545094522481,0.03467052050351351,0.14080154987542648
0.035683134433089805,0.051366936415433884,0.05394329036703555,0.0402796619012835,0.1230629441292276,0.021737150026273105,0.021104907480448718,0.17053222208041938
0.030186058747553556,0.028540043008516577,0.024606895643575197,0.006261087342168424,0.07966147244170367,0.10221278812924493,0.10008938918452216,0.15879271831610375
0.043530641263966316,0.06022281965160563,0.05956547225659197,0.06563706563706567,0.03627387901598546,0.02096266820882757,0.026393511985971535,0.08401649370823956
0.031208384067386047,0.015348181250954815,0.026597568611082117,0.04518418031931545,0.005471296543551725,0.1321217809182077,0.13636857310729866,0.04802744541495975
0.0014421826259738077,0.03479866005365999,0.008142006595674524,0.042262339559636874,0.013833196638539533,0.11911762672979766,0.12204901099064767,0.058374806831963444
0.041399247439622394,0.04306131601333618,0.047987226056724154,0.010330794114577893,0.06718409125823666,0.05606804918699884,0.057077149460081536,0.11120090505095119
0.02547005524886345,0.0021804015003560745,0.021909899971676056,0.0,0.05010052204086117,0.03506494571812853,0.0364679119920982,0.10117922759718731
0.015147334341939822,0.003139915096570703,0.014688821198473721,0.026192215381404593,0.13322367802672852,0.011619102926170008,0.010609184673139125,0.08427644047242427
0.09472110058350289,0.09851478719423949,0.08585080005543327,0.08462903057497656,0.03701229600101158,0.1681586646522249,0.16906542195306262,0.024998714742221692
0.010203662487692028,0.002763272859144447,0.0004668634436974656,0.029948867786705607,0.055944647015900434,0.009077404718354401,0.00961453141934122,0.10996574994403129
0.010567349646061944,0.016582004848385998,0.019282006358261154,0.01095690284879472,0.11425648090701664,0.009917946431808503,0.009371816171387388,0.0865835853277472
0.04587082669629279,0.040089201182127,0.04367995408535949,0.05259313367421477,0.141582871929165,0.10182554250659588,0.1007890847325217,0.1497471507346162
0.024960554279552016,0.033298790577317425,0.03970969217976942,0.04341020557236774,0.027899868675739473,0.00018290432775153187,0.0006148400814072752,0.1065486046859241
0.04436466741416095,0.040644943714141846,0.04733481371608786,0.0402796619012835,0.05061130763128734,0.05819500613898017,0.058668543130156146,0.1697720221667259
0.02436563153374799,0.018019821617270657,0.029969048612870947,0.01095690284879472,0.01630081203479674,0.06097302598151512,0.06030507468936311,0.10612807562089001
