group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0084,0.8416,-0.0261,0.0093,False
DT,MLR,0.0704,0.0,0.0528,0.0881,True
DT,PLS,0.0704,0.0,0.0527,0.0881,True
DT,RF,-0.0083,0.8442,-0.026,0.0094,False
DT,XGB,-0.0112,0.5345,-0.0289,0.0065,False
DT,kNN,0.031,0.0,0.0133,0.0487,True
DT,lasso,0.072,0.0,0.0543,0.0897,True
LGBM,MLR,0.0788,0.0,0.0611,0.0965,True
LGBM,PLS,0.0788,0.0,0.0611,0.0965,True
LGBM,RF,0.0,1.0,-0.0177,0.0177,False
LGBM,XGB,-0.0029,0.9997,-0.0205,0.0148,False
LGBM,kNN,0.0393,0.0,0.0217,0.057,True
LGBM,lasso,0.0804,0.0,0.0627,0.0981,True
MLR,PLS,-0.0,1.0,-0.0177,0.0177,False
MLR,RF,-0.0788,0.0,-0.0965,-0.0611,True
MLR,XGB,-0.0817,0.0,-0.0994,-0.064,True
MLR,kNN,-0.0395,0.0,-0.0572,-0.0218,True
MLR,lasso,0.0016,1.0,-0.0161,0.0193,False
PLS,RF,-0.0788,0.0,-0.0964,-0.0611,True
PLS,XGB,-0.0816,0.0,-0.0993,-0.064,True
PLS,kNN,-0.0394,0.0,-0.0571,-0.0217,True
PLS,lasso,0.0016,1.0,-0.0161,0.0193,False
RF,XGB,-0.0029,0.9997,-0.0206,0.0148,False
RF,kNN,0.0393,0.0,0.0216,0.057,True
RF,lasso,0.0804,0.0,0.0627,0.0981,True
XGB,kNN,0.0422,0.0,0.0245,0.0599,True
XGB,lasso,0.0833,0.0,0.0656,0.1009,True
kNN,lasso,0.0411,0.0,0.0234,0.0587,True
