LGBM,RF,DT,XGB,kNN,lasso,PLS,MLR
0.027377465716773075,0.06318176560068949,0.1853516336693793,0.09573177479820179,0.015305957960740982,0.0011819978049237984,0.03528261545752526,0.04251228670435946
0.05916291061697654,0.07491182877560111,0.05623709461921533,0.11371153068907358,0.112371277807791,0.1262162697341196,0.16119733506533424,0.16360358434827488
0.07766638238895358,0.12529278910944908,0.0267824608283736,0.12690768817585146,0.06245134971473995,0.06082147231829588,0.04533951478477315,0.04630241653729681
0.059777188107872595,0.03661431166964524,0.0,0.05994026131767788,0.06139792128055514,0.02954400513998645,0.05732945281821397,0.06071626438298988
0.1205839531704858,0.09765782678207514,0.16658569172841003,0.05115954718192468,0.012808121460630317,0.07305308156430874,0.05609871077943725,0.057452866264114485
0.15799158673754524,0.1148459712076256,0.13549131543787196,0.11205315495788376,0.18092656410244756,0.08863384697914514,0.14147962343287457,0.14272681978106477
0.008352510906612987,0.01585705123452602,0.04603425239888252,0.020261741087761853,0.016756344633386183,0.013486157159381701,0.010787796735196059,0.00811657685956102
0.21656135184082345,0.2207653343879355,0.23891655532612655,0.22183499726970557,0.237079227892259,0.15474907366578985,0.15542478840598545,0.1577042502552446
0.047259748606367266,0.06833854633598037,0.1045184015547188,0.08783706663576639,0.049905260570600254,0.066425281584325,0.04879869550559403,0.050270731446121694
0.09110894117111325,0.050433942525145624,0.030729989068383326,0.016349226236343384,0.07378835542023171,0.19538925998250165,0.14752482629859084,0.1456022520145653
0.22400516832046596,0.25458432551732374,0.18826673144661724,0.2506602155066167,0.31366246787272384,0.3340676160303182,0.3936310230768738,0.3950549973120076
0.05641130289605449,0.1010288391278611,0.06801894813555204,0.09641878079357379,0.08298668318153442,0.005519987654470995,0.054399137163229846,0.055648902408260835
0.019065253383730385,0.011671438645096593,0.01749058666342762,0.027231249679094904,0.22697683991562823,0.11884908542677572,0.17307103698949589,0.17479778395229648
0.11758933365270453,0.1422512269587301,0.04779545730596378,0.1711743333085432,0.05220036480810879,0.06567345822350572,0.022017437953450333,0.021008662672836756
0.06984160350308374,0.08564139730449849,0.05101421110166404,0.0840809482438124,0.033724101337831935,0.08338816187399695,0.06054318484619409,0.06470984145930189
0.05368595167284908,0.09525376208117153,0.09619822664885218,0.06593212485313416,0.10154215410347112,0.1814387938943737,0.16737170372840596,0.1607613475524156
0.007634958163376615,0.015444964636123715,0.01433256407141989,0.014003532933795013,0.027284591838112323,0.008662536250908723,0.04471116912300062,0.05093770845407987
0.046677838870491054,0.05709607146231097,0.061217053321996825,0.023005127906799316,0.013479717359629589,0.0555663945405622,0.0022572763526129136,0.006793515265647967
0.16005338662000942,0.14496007055905483,0.14211101664034975,0.1974134414566398,0.20122184497267556,0.14776945563099178,0.19515585481222597,0.1979198760513301
0.11240695419510244,0.09667009942565637,0.07725009109680554,0.09772218411072742,0.11933664887639477,0.08292382492854133,0.11158809786340765,0.1150911361538206
0.12036157477766277,0.1283874536322079,0.03880723915948013,0.15241172909736633,0.16247721914392496,0.055556248278583825,0.06317440751423828,0.06107942329552241
0.02229901755465332,0.0037352853354386886,0.01524353212680675,0.02677918459641372,0.01935272409008721,0.08652144278302588,0.008786468496849428,0.007819544583931269
0.014950284520307833,0.012260751592025068,0.0033402162030851806,0.030462057046346983,0.0037071896478895333,0.011354833205584086,0.0024847500969236574,0.004939822720779211
0.003204631658914908,0.010956263652471016,0.017369124256042756,0.028906644038610776,0.012106146654002739,0.011373520193748113,0.01770758686527281,0.0157950063209088
0.08479538640275208,0.04231915392275368,0.09158265516822543,0.039828937698450195,0.051270004139730305,0.0212361740951309,0.017609769091354727,0.013198368401069471
0.09632017216125079,0.08491867621881734,0.06388922628446496,0.07918058993328997,0.12853521746260335,0.021699651614743326,0.028864512455666097,0.031358027305637304
0.0008825977656806566,0.022027108168057682,0.017490586663427676,0.07433049521048914,0.03341693668398392,0.08693795281428761,0.08389134672657263,0.08238769915655893
0.053686950053426524,0.03306359822260002,0.028665128142839766,0.034942335293618176,0.04785313464539952,0.003839541221767412,0.03375802207712528,0.03022645311207539
0.009938697743706704,0.007135486254504254,0.003886797036317252,0.06290600914994522,0.054956711318710216,0.13145268945267163,0.13773742506715525,0.13083911514016955
0.053729113915454346,0.032531037983029934,0.034859710919470405,0.0363995252005402,0.25909268873673896,0.1663092617307071,0.14888033872668077,0.14534434238214383
0.03376885829896178,0.00179067183171093,0.035163366937932705,0.04163305974884106,0.10200798516837854,0.10436602937943563,0.11716940935393809,0.11464916264123591
0.020776334130002343,0.020644684983390546,0.022409814162516695,0.030652834562460082,0.17216528305961726,0.11712916104704037,0.14748393855106012,0.1451237995242653
0.028261243066686606,0.014448666106589958,0.010324304627717731,0.012637989135583741,0.031997628204114836,0.011653672694643222,0.027907317283393587,0.033738997700967915
0.19874853101003281,0.14176729718669928,0.28470788291023924,0.1673593721224126,0.00942395154536076,0.0421325281937721,0.07338528024060305,0.08046006265786898
0.01529209581715269,0.041935906649392,0.03880723915948013,0.0031805038452148438,0.019084360810737694,0.13459008316427062,0.13384134815999024,0.1387856859515053
0.07609114192298125,0.06280233499428356,0.07397060609741284,0.05681931972503662,0.08482872181393829,0.16545955490292233,0.18417081035049304,0.19057657946132966
0.05574766452733196,0.05984903945889469,0.11721122312644237,0.08094854931791977,0.08988521516771948,0.1432050321586389,0.1328921319097846,0.13664038954686042
0.0960451304505373,0.1224339774696875,0.08563099720636462,0.05833449959754944,0.12849391349185527,0.19009036642806648,0.2018412193518882,0.20819868979711378
0.07441500212451084,0.16491099540852808,0.08563099720636462,0.1414037048816681,0.16101590364515111,0.19017022070888367,0.21644197559092754,0.22252563953074275
0.17917547267693407,0.14972519455674893,0.15310336450868456,0.15921701631148705,0.1668725657202525,0.12841712364700958,0.1441174554301391,0.15311398371953305
0.16406063082397693,0.07239339806026451,0.09887039961132027,0.20159400077386247,0.2292383021275817,0.12930704001900611,0.1526166835186539,0.14815614358598517
0.11943971263423714,0.24817257530669257,0.2559212923600146,0.4097359269643835,0.05701436973733062,0.05037370527582369,0.07656683796442568,0.07750881590260494
