group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0223,0.973,-0.089,0.0445,False
DT,MLR,0.0598,0.1172,-0.0069,0.1266,False
DT,PLS,0.0646,0.066,-0.0021,0.1314,False
DT,RF,-0.0189,0.9897,-0.0856,0.0479,False
DT,XGB,-0.0233,0.9652,-0.09,0.0435,False
DT,kNN,0.0128,0.9991,-0.0539,0.0796,False
DT,lasso,0.044,0.4817,-0.0227,0.1108,False
LGBM,MLR,0.0821,0.0048,0.0154,0.1489,True
LGBM,PLS,0.0869,0.002,0.0201,0.1536,True
LGBM,RF,0.0034,1.0,-0.0634,0.0702,False
LGBM,XGB,-0.001,1.0,-0.0678,0.0657,False
LGBM,kNN,0.0351,0.7545,-0.0317,0.1018,False
LGBM,lasso,0.0663,0.0531,-0.0005,0.1331,False
MLR,PLS,0.0048,1.0,-0.062,0.0715,False
MLR,RF,-0.0787,0.0085,-0.1455,-0.012,True
MLR,XGB,-0.0831,0.004,-0.1499,-0.0164,True
MLR,kNN,-0.047,0.3919,-0.1138,0.0197,False
MLR,lasso,-0.0158,0.9965,-0.0826,0.0509,False
PLS,RF,-0.0835,0.0038,-0.1502,-0.0167,True
PLS,XGB,-0.0879,0.0017,-0.1547,-0.0212,True
PLS,kNN,-0.0518,0.2655,-0.1185,0.015,False
PLS,lasso,-0.0206,0.9827,-0.0873,0.0462,False
RF,XGB,-0.0044,1.0,-0.0712,0.0623,False
RF,kNN,0.0317,0.8391,-0.0351,0.0984,False
RF,lasso,0.0629,0.0818,-0.0039,0.1297,False
XGB,kNN,0.0361,0.7255,-0.0306,0.1029,False
XGB,lasso,0.0673,0.0462,0.0006,0.1341,True
kNN,lasso,0.0312,0.8494,-0.0355,0.098,False
