group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0042,1.0,-0.0746,0.0662,False
DT,MLR,0.0846,0.0066,0.0142,0.155,True
DT,PLS,0.0828,0.0088,0.0124,0.1532,True
DT,RF,-0.0006,1.0,-0.071,0.0698,False
DT,XGB,0.0006,1.0,-0.0698,0.071,False
DT,kNN,0.0367,0.763,-0.0337,0.1071,False
DT,lasso,0.0658,0.087,-0.0046,0.1362,False
LGBM,MLR,0.0888,0.0033,0.0184,0.1592,True
LGBM,PLS,0.087,0.0045,0.0165,0.1574,True
LGBM,RF,0.0035,1.0,-0.0669,0.0739,False
LGBM,XGB,0.0048,1.0,-0.0656,0.0752,False
LGBM,kNN,0.0408,0.6485,-0.0296,0.1112,False
LGBM,lasso,0.07,0.0529,-0.0004,0.1404,False
MLR,PLS,-0.0018,1.0,-0.0722,0.0686,False
MLR,RF,-0.0852,0.0059,-0.1556,-0.0148,True
MLR,XGB,-0.084,0.0072,-0.1544,-0.0136,True
MLR,kNN,-0.048,0.438,-0.1184,0.0224,False
MLR,lasso,-0.0188,0.9926,-0.0892,0.0516,False
PLS,RF,-0.0834,0.008,-0.1538,-0.013,True
PLS,XGB,-0.0822,0.0096,-0.1526,-0.0118,True
PLS,kNN,-0.0461,0.4915,-0.1165,0.0243,False
PLS,lasso,-0.017,0.9961,-0.0874,0.0534,False
RF,XGB,0.0012,1.0,-0.0692,0.0717,False
RF,kNN,0.0373,0.747,-0.0331,0.1077,False
RF,lasso,0.0664,0.0811,-0.004,0.1368,False
XGB,kNN,0.036,0.7789,-0.0344,0.1064,False
XGB,lasso,0.0652,0.0935,-0.0052,0.1356,False
kNN,lasso,0.0291,0.9154,-0.0413,0.0995,False
