XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0.022846908221036633,0.005371049410567541,0.023793010224144456,0.02750688163586318,0.017856760239442798,0.17128692953545338,0.1701402350533162,0.015600485759733773
0.03680121296569208,0.028052512257937617,0.04388443767204102,0.04119150609516317,0.031192284439677642,0.08823247361652703,0.0815334994788203,0.1403309747446176
0.005228223200745341,0.009855243006585836,0.00824616594573331,0.03308100668501769,0.05591351859308499,0.02127062912007807,0.008547611122117073,0.20205303850049888
0.013651677606919571,0.02720103286880976,0.00046868855682230537,0.048662996460872965,0.0422164961073932,0.04347019360852092,0.036233136159598764,0.1171197911040325
0.00010753287690225266,0.03196364113291211,0.020688900904443613,0.01887534408179317,0.042925117809300126,0.002575376562233958,0.015765753509768707,0.21449079073188526
0.06435512846560634,0.08368298426038755,0.046234516319308055,0.0946716476602438,0.004129789796347982,0.09205519616135324,0.08133161668132542,0.09890588545034437
0.04330200007873121,0.03982047135371794,0.028702565867086013,0.007569799449469124,0.05686036285228861,0.06553095892145606,0.07310730714050355,0.215272919191551
0.00806325352507177,0.012370276130276251,0.016904984270546694,0.007569799449469124,0.1464226151791086,0.07578596796172525,0.08423044967088272,0.2150282486378126
0.0415725345572078,0.03193708617058743,0.04601209201730228,0.0027034998033818244,0.19698405774062797,0.027924859443029026,0.041102489921639986,0.22918925616777716
0.02202506549656391,0.018164459384529142,0.03629841722375162,0.021844278411325198,0.09614823134380608,0.07986439408129906,0.09091295335884227,0.2497893524019644
0.05532706769441839,0.06345453469894932,0.02082260125835647,0.04447502949272514,0.021862491269634077,0.19668965316747858,0.18772930078246158,0.03057299598411628
0.08004269440414113,0.118277997903282,0.13045099292174622,0.1476602438065277,0.16218273996960114,0.023587991515442608,0.012126029614057308,0.14585919856617352
0.0657205923342864,0.0633580765918425,0.09351799056232785,0.040077336479224,0.12216241219321519,0.06031378434471693,0.052094279195762164,0.14607142568048712
0.03879209663799507,0.01089127809820184,0.04167002556036156,0.0026871149560886293,0.2094240218842595,0.07272782941740397,0.062330207906756405,0.10379572526188371
0.07156803748543647,0.09431695722814207,0.08224021824616591,0.08594671647660243,0.09069618076586053,0.01659316315553991,0.01213571506597097,0.088976468475059
0.10527707687335554,0.042038756874525615,0.08163291388124251,0.019052300432559982,0.23218411717537696,0.09697377716356757,0.09876916282560072,0.19078675226647573
0.05840596393178496,0.04521578912975047,0.02330810066850146,0.02511797090051121,0.04953708182871014,0.032048531019958804,0.03145069097738876,0.1604603773339441
0.03584613472610021,0.0028335804611437365,0.0281603912701532,0.036718442784113264,0.03389862126349022,0.020005895235673865,0.015721634150857644,0.17278174397294072
0.0359665286579659,0.004626647916105293,0.02235474832874542,0.036718442784113264,0.0773769648746518,0.03904125392897492,0.03281105033308415,0.17250542738373448
0.01864055854261415,0.033523884854500634,0.016818226504129112,0.003195045222178533,0.08837991650805171,0.04797510270736577,0.04248866583350867,0.1322148517979678
0.008042036244869849,0.00981696006226247,0.009203942194258755,0.004866299646087299,0.139989808289993,0.00442196946835377,0.010113711166157873,0.20129938886345694
0.029736049473285675,0.034559410835226796,0.0237809673613842,0.004866299646087299,0.07851363804752833,0.010803251567815697,0.02199846154346034,0.21142421923914959
0.019000728692635277,0.010551882304368179,0.016919976405819912,0.004866299646087299,0.08330833442595346,0.021769637579275886,0.02790011155376223,0.20135357225264836
0.011582922112054583,0.007819480160244231,0.008449665749115147,0.0038733779001179705,0.10704142017820051,0.011818157943888491,0.005895526560467289,0.17330288423960633
0.033160954486026434,0.013533849358635115,0.016739579237121383,0.03846342902084153,0.09096146833153937,0.02692062585113844,0.029004015374559905,0.16201227015213793
0.0013619643488457234,0.010072825492733875,0.0056478568619740405,0.019809280377506882,0.10050571023204455,0.012219971079890396,0.0185154173606323,0.173042160917068
0.04971337791882394,0.029607128825560894,0.02656262288635481,0.02434132913881242,0.059281216834098066,0.007657669287857383,0.013966525538042167,0.20172686823210847
0.037657011300325394,0.017924989417717925,0.02794091624066065,0.01108434919386551,0.06687850046257222,0.08438053347792776,0.08827794641127468,0.21146953170132426
0.01423655865026173,0.01415921539300789,0.007476897365316627,0.008356272119543831,0.1514096047509943,0.08847929323202781,0.08855990088215297,0.18880545243951857
0.027793547991521117,0.04671613324242761,0.03164372788045614,0.03405426661423515,0.11068863750665575,0.05175231635527594,0.05868796124586555,0.17884223737959346
0.012007238264984843,0.0022683790970474196,0.004131439244986115,0.0038733779001179705,0.06522088402734329,0.009997008518896067,0.014678173844970319,0.172985184201239
0.02358684502542019,0.029657503229532995,0.03171303578450658,0.03407392843098702,0.15854853866565838,0.0854089866739213,0.09176180998589425,0.2130373900322415
0.01693031883267873,0.018911069708658163,0.009314294140778778,0.020841525756979923,0.041574440650246625,0.01862054006021724,0.006831903508943055,0.046061920286411984
0.14464419696376027,0.2125827556665816,0.1479229748328746,0.1252850963429021,0.008114445240617815,0.13959527599173618,0.12880843019103527,0.17958691704229726
0.035926251173769436,0.0074862709846263975,0.03260052103814387,0.018560755013763294,0.10090507093776735,0.13596448026665223,0.12367871221604462,0.14004981826044527
0.03776117995809111,0.0453269601460564,0.07643727880456139,0.007235548564687375,0.14759478912335702,0.18905916293729774,0.1784084141043905,0.1899217638967983
0.08421952401354138,0.043302664163634874,0.04749360990955531,0.038373312360728745,0.1429080320642424,0.004247886151193203,0.008318634130383196,0.0287356331195269
0.013452039393579834,0.07339631711395118,0.03429758159653937,0.14210578057412507,0.05518801386175748,0.08128996515113351,0.07015674424584653,0.08979416035180612
0.05386094897809671,0.04858647310922856,0.09148471293747576,0.12755603617774283,0.09669246447950683,0.09215492926267024,0.08113788765373026,0.07497630431806945
0.06752691109420461,0.032308146173543384,0.05730239874164336,0.12154935116004714,0.14093893593361878,0.13335850972893792,0.12557338206349677,0.16965629239262506
0.15920781343882354,0.15103728328915333,0.13198338576484478,0.03313016122689735,0.05653264307206218,0.026621373871506454,0.014638534057113184,0.015192449588580653
0.19001025372820954,0.13212035368146316,0.12214018875344082,0.03499803381832481,0.014508283238776537,0.17563837659016787,0.15876110228040893,0.08533290872907243
0.11499455982524018,0.0890068771221014,0.0972087593393641,0.1320536767597326,0.1400394049459335,0.13677063843181306,0.1254245060067862,0.08215260489210832
0.09539890186762279,0.07216476745636088,0.07716255406999581,0.016048957923712165,0.04254200777209172,0.06943929800513263,0.08544922016142939,0.03559191743952905
0.072405379152748,0.07032864466187691,0.11791928824223358,0.10221686983877312,0.09615441724087456,0.051724142349511296,0.040275765150559736,0.15627503649994928
0.03253481012955453,0.06368657522357682,0.027348112465591573,0.044017892253244206,0.00461952440617,0.015172540171735055,0.002129721729463463,0.02570036669051884
0.05961998614489539,0.07264937804028615,0.10011059771922909,0.013212740857255212,0.030923306935725828,0.07332772812538413,0.06179176568514502,0.13850166548071538
0.043386466804096385,0.014581932334186726,0.03494027723161622,0.033975619347227676,0.06527859961418195,0.0016316256393765494,0.015271885378818378,0.009999952486137137
