,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HepG2
327,328,DOPE,1,1,9.784,2,9,36,2,744.0,4,50,40,10,0.405
328,329,DOPE,1,1,9.784,2,9,36,2,744.0,8,50,40,10,0.916
329,330,DOPE,1,1,9.784,2,9,36,2,744.0,12,50,40,10,1.099
330,331,DOPE,1,1,9.784,2,9,36,2,744.0,4,50,60,10,0.693
331,332,DOPE,1,1,9.784,2,9,36,2,744.0,8,50,60,10,1.253
332,333,DOPE,1,1,9.784,2,9,36,2,744.0,12,50,60,10,0.405
333,334,DOPE,1,1,9.784,2,9,36,2,744.0,4,50,80,10,1.253
334,335,DOPE,1,1,9.784,2,9,36,2,744.0,8,50,80,10,1.386
335,336,DOPE,1,1,9.784,2,9,36,2,744.0,12,50,80,10,2.803
336,337,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,20,10,0.693
337,338,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,20,10,0.693
338,339,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,20,10,0.405
339,340,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,40,10,1.099
340,341,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,40,10,0.916
341,342,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,40,10,0.916
342,343,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,60,10,0.693
343,344,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,60,10,0.916
344,345,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,60,10,1.253
345,346,DOPE,1,1,9.784,2,9,36,2,744.0,4,10,80,10,1.386
346,347,DOPE,1,1,9.784,2,9,36,2,744.0,8,10,80,10,2.639
347,348,DOPE,1,1,9.784,2,9,36,2,744.0,12,10,80,10,5.004
348,349,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,20,10,0.693
349,350,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,20,10,1.253
350,351,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,20,10,0.693
351,352,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,40,10,2.14
352,353,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,40,10,2.398
353,354,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,40,10,4.151
354,355,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,60,10,3.651
355,356,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,60,10,3.871
356,357,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,60,10,4.197
357,358,DOPE,1,1,9.784,2,9,36,2,744.0,4,1,80,10,5.582
358,359,DOPE,1,1,9.784,2,9,36,2,744.0,8,1,80,10,5.649
359,360,DOPE,1,1,9.784,2,9,36,2,744.0,12,1,80,10,5.911
360,361,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,500,3.512
361,362,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,500,2.674
362,363,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,500,3.714
363,364,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,500,3.512
364,365,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,500,2.015
365,366,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,500,2.14
366,367,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,500,1.504
367,368,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,500,1.504
368,369,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,500,1.386
369,370,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,500,1.792
370,371,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,500,0.916
371,372,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,500,1.872
372,373,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,500,1.609
373,374,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,500,3.114
374,375,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,500,2.442
375,376,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,500,2.14
376,377,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,500,1.609
377,378,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,500,1.946
378,379,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,500,1.099
379,380,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,500,1.099
380,381,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,500,0.693
381,382,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,500,0.693
382,383,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,500,1.609
383,384,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,500,1.504
384,385,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,500,3.068
385,386,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,500,1.386
386,387,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,500,1.792
387,388,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,500,1.609
388,389,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,500,2.442
389,390,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,500,2.442
390,391,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,500,0.916
391,392,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,500,1.253
392,393,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,500,1.946
393,394,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,500,0.916
394,395,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,500,0.693
395,396,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,500,1.946
396,397,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,500,2.079
397,398,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,500,1.872
398,399,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,500,3.332
399,400,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,500,2.079
400,401,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,500,1.792
401,402,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,500,2.197
402,403,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,500,2.015
403,404,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,500,3.219
404,405,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,500,3.114
405,406,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,500,1.253
406,407,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,500,1.504
407,408,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,500,2.398
408,409,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,500,6.13
409,410,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,500,6.897
410,411,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,500,4.673
411,412,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,500,6.752
412,413,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,500,7.247
413,414,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,500,4.016
414,415,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,500,5.25
415,416,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,500,7.638
416,417,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,500,6.446
417,418,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,500,4.82
418,419,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,500,5.239
419,420,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,500,6.284
420,421,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,100,2.14
421,422,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,100,0.405
422,423,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,100,0.693
423,424,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,100,1.099
424,425,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,100,1.099
425,426,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,100,0.693
426,427,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,100,0.693
427,428,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,100,0.693
428,429,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,100,0.916
429,430,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,100,1.099
430,431,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,100,1.0
431,432,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,100,1.253
432,433,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,100,1.705
433,434,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,100,0.693
434,435,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,100,1.253
435,436,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,100,1.504
436,437,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,100,1.099
437,438,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,100,1.504
438,439,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,100,1.099
439,440,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,100,0.405
440,441,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,100,0.405
441,442,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,100,0.916
442,443,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,100,1.0
443,444,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,100,1.099
444,445,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,100,0.916
445,446,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,100,1.099
446,447,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,100,0.693
447,448,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,100,1.504
448,449,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,100,0.693
449,450,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,100,1.099
450,451,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,100,0.693
451,452,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,100,1.099
452,453,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,100,2.015
453,454,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,100,1.099
454,455,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,100,1.253
455,456,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,100,1.253
456,457,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,100,5.489
457,458,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,100,4.668
458,459,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,100,5.885
459,460,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,100,6.134
460,461,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,100,6.306
461,462,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,100,6.244
462,463,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,100,5.697
463,464,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,100,5.773
464,465,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,100,5.717
465,466,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,100,3.481
466,467,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,100,3.784
467,468,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,100,2.398
468,469,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,100,7.643
469,470,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,100,8.974
470,471,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,100,8.962
471,472,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,100,8.723
472,473,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,100,9.233
473,474,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,100,8.639
474,475,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,100,6.978
475,476,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,100,8.448
476,477,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,100,8.674
477,478,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,100,5.807
478,479,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,100,7.031
479,480,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,100,6.692
480,481,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,20,10,1.253
481,482,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,20,10,1.386
482,483,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,20,10,1.872
483,484,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,40,10,1.504
484,485,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,40,10,1.386
485,486,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,40,10,1.099
486,487,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,60,10,1.504
487,488,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,60,10,0.916
488,489,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,60,10,2.079
489,490,DOTAP,1,0,12.515,0,4,36,2,663.1,4,200,80,10,0.693
490,491,DOTAP,1,0,12.515,0,4,36,2,663.1,8,200,80,10,1.386
491,492,DOTAP,1,0,12.515,0,4,36,2,663.1,12,200,80,10,0.693
492,493,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,20,10,1.099
493,494,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,20,10,0.916
494,495,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,20,10,1.099
495,496,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,40,10,1.386
496,497,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,40,10,0.693
497,498,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,40,10,0.693
498,499,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,60,10,0.916
499,500,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,60,10,1.253
500,501,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,60,10,2.14
501,502,DOTAP,1,0,12.515,0,4,36,2,663.1,4,100,80,10,0.405
502,503,DOTAP,1,0,12.515,0,4,36,2,663.1,8,100,80,10,0.916
503,504,DOTAP,1,0,12.515,0,4,36,2,663.1,12,100,80,10,0.916
504,505,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,20,10,2.079
505,506,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,20,10,1.253
506,507,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,20,10,1.0
507,508,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,40,10,0.693
508,509,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,40,10,1.253
509,510,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,40,10,1.253
510,511,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,60,10,1.099
511,512,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,60,10,1.099
512,513,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,60,10,1.872
513,514,DOTAP,1,0,12.515,0,4,36,2,663.1,4,50,80,10,1.099
514,515,DOTAP,1,0,12.515,0,4,36,2,663.1,8,50,80,10,0.693
515,516,DOTAP,1,0,12.515,0,4,36,2,663.1,12,50,80,10,1.386
516,517,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,20,10,0.916
517,518,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,20,10,0.916
518,519,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,20,10,1.099
519,520,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,40,10,2.079
520,521,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,40,10,2.803
521,522,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,40,10,4.277
522,523,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,60,10,2.14
523,524,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,60,10,2.803
524,525,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,60,10,3.829
525,526,DOTAP,1,0,12.515,0,4,36,2,663.1,4,10,80,10,0.693
526,527,DOTAP,1,0,12.515,0,4,36,2,663.1,8,10,80,10,1.705
527,528,DOTAP,1,0,12.515,0,4,36,2,663.1,12,10,80,10,1.253
528,529,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,20,10,4.363
529,530,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,20,10,4.443
530,531,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,20,10,4.103
531,532,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,40,10,5.503
532,533,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,40,10,6.449
533,534,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,40,10,5.838
534,535,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,60,10,5.268
535,536,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,60,10,5.782
536,537,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,60,10,5.476
537,538,DOTAP,1,0,12.515,0,4,36,2,663.1,4,1,80,10,5.472
538,539,DOTAP,1,0,12.515,0,4,36,2,663.1,8,1,80,10,5.984
539,540,DOTAP,1,0,12.515,0,4,36,2,663.1,12,1,80,10,5.709
540,541,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,500,1.792
541,542,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,500,1.792
542,543,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,500,1.386
543,544,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,500,1.386
544,545,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,500,1.609
545,546,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,500,1.099
546,547,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,500,1.099
547,548,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,500,1.386
548,549,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,500,1.386
549,550,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,500,1.099
550,551,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,500,0.693
551,552,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,500,1.609
552,553,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,500,1.099
553,554,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,500,0.693
554,555,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,500,1.386
555,556,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,500,1.0
556,557,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,500,1.0
557,558,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,500,1.386
558,559,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,500,0.693
559,560,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,500,1.609
560,561,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,500,1.099
561,562,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,500,1.946
562,563,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,500,1.099
563,564,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,500,1.099
564,565,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,500,0.693
565,566,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,500,1.099
566,567,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,500,1.609
567,568,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,500,1.099
568,569,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,500,1.792
569,570,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,500,1.386
570,571,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,500,1.0
571,572,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,500,0.693
572,573,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,500,1.099
573,574,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,500,0.693
574,575,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,500,1.099
575,576,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,500,1.099
576,577,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,500,2.773
577,578,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,500,1.099
578,579,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,500,1.792
579,580,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,500,2.944
580,581,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,500,2.197
581,582,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,500,1.946
582,583,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,500,2.773
583,584,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,500,1.792
584,585,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,500,1.946
585,586,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,500,3.091
586,587,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,500,2.197
587,588,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,500,3.829
588,589,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,500,0.693
589,590,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,500,1.099
590,591,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,500,1.099
591,592,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,500,0.693
592,593,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,500,2.485
593,594,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,500,2.708
594,595,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,500,0.693
595,596,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,500,1.0
596,597,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,500,0.693
597,598,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,500,1.099
598,599,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,500,1.609
599,600,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,500,1.099
600,601,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,100,2.303
601,602,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,100,1.946
602,603,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,100,1.386
603,604,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,100,2.079
604,605,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,100,1.386
605,606,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,100,1.0
606,607,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,100,1.099
607,608,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,100,1.099
608,609,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,100,1.609
609,610,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,100,1.0
610,611,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,100,0.693
611,612,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,100,1.099
612,613,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,100,2.079
613,614,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,100,1.609
614,615,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,100,1.0
615,616,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,100,2.197
616,617,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,100,1.386
617,618,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,100,2.197
618,619,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,100,0.693
619,620,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,100,1.609
620,621,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,100,1.386
621,622,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,100,1.099
622,623,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,100,1.0
623,624,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,100,0.693
624,625,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,100,1.386
625,626,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,100,0.693
626,627,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,100,0.693
627,628,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,100,2.833
628,629,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,100,1.0
629,630,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,100,0.693
630,631,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,100,2.079
631,632,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,100,2.303
632,633,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,100,1.946
633,634,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,100,1.609
634,635,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,100,1.0
635,636,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,100,0.693
636,637,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,100,3.314
637,638,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,100,2.773
638,639,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,100,2.079
639,640,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,100,5.549
640,641,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,100,4.585
641,642,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,100,4.22
642,643,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,100,5.874
643,644,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,100,3.676
644,645,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,100,4.745
645,646,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,100,4.357
646,647,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,100,3.45
647,648,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,100,1.386
648,649,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,100,1.792
649,650,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,100,1.253
650,651,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,100,0.693
651,652,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,100,2.485
652,653,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,100,3.784
653,654,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,100,5.139
654,655,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,100,0.916
655,656,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,100,1.386
656,657,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,100,1.386
657,658,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,100,0.693
658,659,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,100,1.504
659,660,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,100,1.504
