,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HepG2
660,661,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,20,10,0.916
661,662,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,20,10,1.253
662,663,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,20,10,0.405
663,664,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,40,10,0.916
664,665,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,40,10,0.405
665,666,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,40,10,0.916
666,667,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,60,10,0.693
667,668,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,60,10,0.693
668,669,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,60,10,1.099
669,670,DSPC,1,1,6.12,0,8,36,0,790.1,4,200,80,10,0.916
670,671,DSPC,1,1,6.12,0,8,36,0,790.1,8,200,80,10,1.504
671,672,DSPC,1,1,6.12,0,8,36,0,790.1,12,200,80,10,0.693
672,673,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,20,10,0.916
673,674,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,20,10,0.916
674,675,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,20,10,0.916
675,676,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,40,10,1.504
676,677,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,40,10,0.405
677,678,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,40,10,0.693
678,679,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,60,10,0.916
679,680,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,60,10,1.609
680,681,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,60,10,1.386
681,682,DSPC,1,1,6.12,0,8,36,0,790.1,4,100,80,10,0.693
682,683,DSPC,1,1,6.12,0,8,36,0,790.1,8,100,80,10,1.386
683,684,DSPC,1,1,6.12,0,8,36,0,790.1,12,100,80,10,0.916
684,685,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,20,10,0.405
685,686,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,20,10,0.405
686,687,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,20,10,0.916
687,688,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,40,10,1.099
688,689,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,40,10,0.693
689,690,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,40,10,0.916
690,691,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,60,10,0.916
691,692,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,60,10,2.015
692,693,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,60,10,1.872
693,694,DSPC,1,1,6.12,0,8,36,0,790.1,4,50,80,10,1.099
694,695,DSPC,1,1,6.12,0,8,36,0,790.1,8,50,80,10,1.253
695,696,DSPC,1,1,6.12,0,8,36,0,790.1,12,50,80,10,0.405
696,697,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,20,10,0.693
697,698,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,20,10,0.693
698,699,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,20,10,0.405
699,700,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,40,10,1.386
700,701,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,40,10,0.693
701,702,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,40,10,0.693
702,703,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,60,10,1.386
703,704,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,60,10,2.015
704,705,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,60,10,1.504
705,706,DSPC,1,1,6.12,0,8,36,0,790.1,4,10,80,10,2.197
706,707,DSPC,1,1,6.12,0,8,36,0,790.1,8,10,80,10,1.504
707,708,DSPC,1,1,6.12,0,8,36,0,790.1,12,10,80,10,1.253
708,709,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,20,10,1.099
709,710,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,20,10,0.693
710,711,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,20,10,1.099
711,712,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,40,10,1.099
712,713,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,40,10,0.405
713,714,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,40,10,0.916
714,715,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,60,10,0.405
715,716,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,60,10,0.405
716,717,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,60,10,1.0
717,718,DSPC,1,1,6.12,0,8,36,0,790.1,4,1,80,10,1.099
718,719,DSPC,1,1,6.12,0,8,36,0,790.1,8,1,80,10,1.099
719,720,DSPC,1,1,6.12,0,8,36,0,790.1,12,1,80,10,0.916
720,721,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,500,2.251
721,722,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,500,1.504
722,723,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,500,1.609
723,724,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,500,0.916
724,725,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,500,1.386
725,726,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,500,1.946
726,727,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,500,1.253
727,728,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,500,1.705
728,729,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,500,1.872
729,730,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,500,1.253
730,731,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,500,1.253
731,732,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,500,1.253
732,733,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,500,1.099
733,734,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,500,1.253
734,735,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,500,1.099
735,736,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,500,0.916
736,737,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,500,0.916
737,738,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,500,1.253
738,739,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,500,0.916
739,740,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,500,1.609
740,741,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,500,0.916
741,742,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,500,1.386
742,743,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,500,1.099
743,744,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,500,1.099
744,745,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,500,1.386
745,746,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,500,1.253
746,747,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,500,1.253
747,748,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,500,1.253
748,749,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,500,0.916
749,750,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,500,1.099
750,751,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,500,1.253
751,752,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,500,0.693
752,753,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,500,1.386
753,754,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,500,0.405
754,755,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,500,1.705
755,756,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,500,1.504
756,757,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,500,0.693
757,758,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,500,1.609
758,759,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,500,0.693
759,760,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,500,0.693
760,761,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,500,1.792
761,762,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,500,1.253
762,763,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,500,1.253
763,764,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,500,1.386
764,765,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,500,1.099
765,766,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,500,2.015
766,767,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,500,2.89
767,768,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,500,2.862
768,769,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,500,1.504
769,770,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,500,1.386
770,771,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,500,1.386
771,772,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,500,1.792
772,773,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,500,0.916
773,774,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,500,1.099
774,775,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,500,2.015
775,776,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,500,1.705
776,777,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,500,0.405
777,778,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,500,0.405
778,779,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,500,1.792
779,780,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,500,3.611
780,781,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,100,0.916
781,782,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,100,0.916
782,783,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,100,1.099
783,784,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,100,1.099
784,785,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,100,1.253
785,786,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,100,1.253
786,787,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,100,0.693
787,788,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,100,1.386
788,789,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,100,1.253
789,790,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,100,1.253
790,791,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,100,1.253
791,792,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,100,1.705
792,793,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,100,1.099
793,794,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,100,0.916
794,795,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,100,0.916
795,796,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,100,0.693
796,797,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,100,1.099
797,798,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,100,0.405
798,799,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,100,1.099
799,800,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,100,0.916
800,801,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,100,1.099
801,802,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,100,0.916
802,803,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,100,1.099
803,804,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,100,1.0
804,805,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,100,0.916
805,806,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,100,1.0
806,807,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,100,1.099
807,808,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,100,0.916
808,809,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,100,1.253
809,810,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,100,1.099
810,811,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,100,0.916
811,812,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,100,0.916
812,813,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,100,1.792
813,814,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,100,1.099
814,815,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,100,1.705
815,816,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,100,1.872
816,817,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,100,1.872
817,818,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,100,1.705
818,819,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,100,1.872
819,820,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,100,1.609
820,821,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,100,1.504
821,822,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,100,1.872
822,823,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,100,3.068
823,824,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,100,1.792
824,825,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,100,1.099
825,826,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,100,2.197
826,827,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,100,1.872
827,828,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,100,1.504
828,829,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,100,1.386
829,830,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,100,0.693
830,831,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,100,1.253
831,832,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,100,2.526
832,833,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,100,1.386
833,834,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,100,1.253
834,835,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,100,2.833
835,836,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,100,1.946
836,837,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,100,1.253
837,838,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,100,2.303
838,839,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,100,1.609
839,840,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,100,2.079
840,841,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,20,10,0.916
841,842,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,20,10,0.916
842,843,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,20,10,0.916
843,844,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,40,10,1.386
844,845,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,40,10,0.916
845,846,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,40,10,0.916
846,847,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,60,10,0.916
847,848,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,60,10,1.099
848,849,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,60,10,0.693
849,850,14PA,0,1,11.8502,2,8,28,0,592.8,4,200,80,10,0.916
850,851,14PA,0,1,11.8502,2,8,28,0,592.8,8,200,80,10,1.253
851,852,14PA,0,1,11.8502,2,8,28,0,592.8,12,200,80,10,1.253
852,853,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,20,10,0.916
853,854,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,20,10,0.693
854,855,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,20,10,0.916
855,856,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,40,10,0.916
856,857,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,40,10,0.693
857,858,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,40,10,1.253
858,859,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,60,10,0.916
859,860,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,60,10,0.693
860,861,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,60,10,0.916
861,862,14PA,0,1,11.8502,2,8,28,0,592.8,4,100,80,10,0.693
862,863,14PA,0,1,11.8502,2,8,28,0,592.8,8,100,80,10,1.099
863,864,14PA,0,1,11.8502,2,8,28,0,592.8,12,100,80,10,1.386
864,865,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,20,10,0.693
865,866,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,20,10,0.916
866,867,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,20,10,0.916
867,868,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,40,10,0.693
868,869,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,40,10,0.693
869,870,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,40,10,0.916
870,871,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,60,10,0.693
871,872,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,60,10,0.693
872,873,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,60,10,0.916
873,874,14PA,0,1,11.8502,2,8,28,0,592.8,4,50,80,10,1.099
874,875,14PA,0,1,11.8502,2,8,28,0,592.8,8,50,80,10,0.405
875,876,14PA,0,1,11.8502,2,8,28,0,592.8,12,50,80,10,0.916
876,877,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,20,10,1.386
877,878,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,20,10,0.916
878,879,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,20,10,0.916
879,880,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,40,10,1.253
880,881,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,40,10,0.693
881,882,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,40,10,0.693
882,883,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,60,10,0.916
883,884,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,60,10,1.099
884,885,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,60,10,1.504
885,886,14PA,0,1,11.8502,2,8,28,0,592.8,4,10,80,10,0.693
886,887,14PA,0,1,11.8502,2,8,28,0,592.8,8,10,80,10,0.916
887,888,14PA,0,1,11.8502,2,8,28,0,592.8,12,10,80,10,2.89
888,889,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,20,10,0.693
889,890,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,20,10,0.693
890,891,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,20,10,0.693
891,892,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,40,10,0.693
892,893,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,40,10,0.916
893,894,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,40,10,0.405
894,895,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,60,10,0.693
895,896,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,60,10,0.693
896,897,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,60,10,0.916
897,898,14PA,0,1,11.8502,2,8,28,0,592.8,4,1,80,10,1.386
898,899,14PA,0,1,11.8502,2,8,28,0,592.8,8,1,80,10,0.693
899,900,14PA,0,1,11.8502,2,8,28,0,592.8,12,1,80,10,0.693
900,901,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,20,500,1.792
901,902,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,20,500,2.303
902,903,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,20,500,3.135
903,904,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,40,500,1.386
904,905,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,40,500,1.099
905,906,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,40,500,4.682
906,907,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,60,500,2.079
907,908,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,60,500,1.609
908,909,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,60,500,4.828
909,910,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,80,500,4.394
910,911,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,80,500,3.761
911,912,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,80,500,5.525
912,913,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,20,500,0.693
913,914,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,20,500,2.398
914,915,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,20,500,3.714
915,916,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,40,500,1.099
916,917,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,40,500,0.693
917,918,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,40,500,2.833
918,919,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,60,500,1.386
919,920,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,60,500,4.466
920,921,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,60,500,5.505
921,922,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,80,500,2.303
922,923,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,80,500,2.944
923,924,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,80,500,4.883
924,925,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,20,500,2.565
925,926,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,20,500,1.099
926,927,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,20,500,3.466
927,928,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,40,500,0.693
928,929,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,40,500,1.099
929,930,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,40,500,2.197
930,931,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,60,500,1.386
931,932,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,60,500,1.099
932,933,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,60,500,5.165
933,934,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,80,500,2.833
934,935,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,80,500,2.833
935,936,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,80,500,6.05
936,937,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,20,500,2.639
937,938,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,20,500,3.664
938,939,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,20,500,1.386
939,940,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,40,500,1.946
940,941,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,40,500,2.639
941,942,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,40,500,3.807
942,943,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,60,500,2.773
943,944,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,60,500,4.06
944,945,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,60,500,5.565
945,946,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,80,500,4.956
946,947,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,80,500,5.991
947,948,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,80,500,6.834
948,949,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,20,500,5.945
949,950,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,20,500,2.485
950,951,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,20,500,1.099
951,952,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,40,500,5.545
952,953,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,40,500,3.892
953,954,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,40,500,1.946
954,955,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,60,500,5.328
955,956,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,60,500,4.585
956,957,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,60,500,2.197
957,958,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,80,500,6.131
958,959,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,80,500,6.138
959,960,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,80,500,5.79
960,961,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,20,100,2.773
961,962,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,20,100,2.197
962,963,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,20,100,1.099
963,964,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,40,100,4.078
964,965,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,40,100,2.398
965,966,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,40,100,4.595
966,967,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,60,100,0.693
967,968,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,60,100,2.996
968,969,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,60,100,4.836
969,970,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,80,100,5.257
970,971,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,80,100,5.922
971,972,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,80,100,4.787
972,973,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,20,100,3.761
973,974,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,20,100,1.099
974,975,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,20,100,2.398
975,976,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,40,100,2.708
976,977,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,40,100,1.099
977,978,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,40,100,1.792
978,979,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,60,100,2.996
979,980,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,60,100,3.784
980,981,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,60,100,3.219
981,982,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,80,100,3.045
982,983,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,80,100,1.099
983,984,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,80,100,4.143
984,985,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,20,100,3.367
985,986,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,20,100,1.792
986,987,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,20,100,4.317
987,988,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,40,100,4.984
988,989,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,40,100,1.609
989,990,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,40,100,4.796
990,991,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,60,100,5.71
991,992,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,60,100,3.178
992,993,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,60,100,4.82
993,994,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,80,100,4.466
994,995,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,80,100,4.078
995,996,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,80,100,1.0
996,997,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,20,100,3.199
