group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,0.3038,1.0,-4.0316,4.6392,False
DT,MLP,3.0886,0.3967,-1.2468,7.4241,False
DT,MLR,6.418,0.0002,2.0826,10.7534,True
DT,PLS,6.4089,0.0002,2.0735,10.7444,True
DT,RF,0.3455,1.0,-3.9899,4.6809,False
DT,XGB,0.1241,1.0,-4.2113,4.4595,False
DT,kNN,5.6846,0.0016,1.3492,10.02,True
DT,lasso,6.7134,0.0001,2.378,11.0488,True
LGBM,MLP,2.7849,0.5458,-1.5505,7.1203,False
LGBM,MLR,6.1143,0.0004,1.7789,10.4497,True
LGBM,PLS,6.1052,0.0005,1.7698,10.4406,True
LGBM,RF,0.0417,1.0,-4.2937,4.3771,False
LGBM,XGB,-0.1796,1.0,-4.5151,4.1558,False
LGBM,kNN,5.3809,0.0039,1.0455,9.7163,True
LGBM,lasso,6.4096,0.0002,2.0742,10.745,True
MLP,MLR,3.3294,0.2919,-1.006,7.6648,False
MLP,PLS,3.3203,0.2956,-1.0151,7.6557,False
MLP,RF,-2.7431,0.5669,-7.0785,1.5923,False
MLP,XGB,-2.9645,0.4562,-7.2999,1.3709,False
MLP,kNN,2.596,0.6406,-1.7394,6.9314,False
MLP,lasso,3.6248,0.1881,-0.7106,7.9602,False
MLR,PLS,-0.0091,1.0,-4.3445,4.3263,False
MLR,RF,-6.0725,0.0005,-10.4079,-1.7371,True
MLR,XGB,-6.2939,0.0002,-10.6293,-1.9585,True
MLR,kNN,-0.7334,0.9999,-5.0688,3.602,False
MLR,lasso,0.2954,1.0,-4.04,4.6308,False
PLS,RF,-6.0634,0.0005,-10.3988,-1.728,True
PLS,XGB,-6.2848,0.0003,-10.6202,-1.9494,True
PLS,kNN,-0.7243,0.9999,-5.0597,3.6111,False
PLS,lasso,0.3045,1.0,-4.0309,4.6399,False
RF,XGB,-0.2214,1.0,-4.5568,4.114,False
RF,kNN,5.3391,0.0043,1.0037,9.6745,True
RF,lasso,6.3679,0.0002,2.0325,10.7033,True
XGB,kNN,5.5605,0.0023,1.2251,9.8959,True
XGB,lasso,6.5893,0.0001,2.2539,10.9247,True
kNN,lasso,1.0288,0.9982,-3.3066,5.3642,False
