DT,XGB,LGBM,RF,MLP,kNN,PLS,MLR,lasso
0.10428056791693158,0.006067322892742588,0.051508351010598086,0.002310517765063247,0.04088873671820448,0.014783784453164306,0.20086373771977184,0.20394904281846027,0.19430289715854676
0.374931129476584,0.32522765444885704,0.3386138866516703,0.3253662499117041,0.2697971251933979,0.3940451561964374,0.41193667565429015,0.4121796982296702,0.4129016907116432
0.03521932612841705,0.00042790776340861925,0.00012521768701989622,0.0164226177862542,0.05750809145316299,0.022486264084594143,0.04213409385487937,0.04425434229632719,0.007707098149427716
0.054439499894045396,0.025577740027354356,0.035304319364892645,0.03924171787808106,0.013113377705123275,0.05184877603655308,0.018329722707644602,0.012957538620572973,0.02293870176798496
0.009297520661157015,0.027858092359413833,0.04065608040525523,0.05823620823620834,0.13771851521992967,0.16034746661601007,0.22610489918406573,0.22515222203845464,0.24430795067392874
0.04593134138588689,0.058390997626514174,0.04977564329740236,0.08053083280356016,0.05784751467152904,0.0868104890537168,0.15436008851942007,0.15007629377158344,0.10720082912547901
0.04948082220809491,0.002003528324570958,0.09108750509808128,0.004194391467118974,0.18402444845160626,0.0006169874223180827,0.003792638431260542,0.0056336109268240175,0.00045305790034766424
0.0014833651197287967,0.04118264460366605,0.02761320434226422,0.0384092675001757,0.1348472038646058,0.1670442708596711,0.2288052842794559,0.22826549772985572,0.2654644957316432
0.06639824821642992,0.08466509841564074,0.07291749506845946,0.0661460761460756,0.08922617012399037,0.04767805805776493,0.17265136329536623,0.17101345640527743,0.20942584914129259
0.020096065550610942,0.04340897188218973,0.03630122384606704,0.05527512891149333,0.06309415516237615,0.15800745812627126,0.07077192046696279,0.07354394396593456,0.12527817495557092
0.014356855265946156,0.0023390293613937962,0.04644383566901922,0.004843540298085536,0.07084640543578968,0.09002641677189543,0.013827139583995673,0.017916545144047058,0.018775853341271687
0.04743236561418379,0.09776306368330068,0.08596124549501355,0.09075192484283479,0.060480140482533085,0.08187560031663588,0.11697549835151705,0.11621971146602617,0.11777421696868928
0.01840962068234797,0.02091081589807714,0.012057409038469746,0.010294907113089169,0.052156323663944515,0.004906648572755357,0.05179382630498114,0.051172903670783976,0.008563791461616455
0.015204492477219743,0.01894069733392212,0.11034371009059335,0.031844317298862626,0.20834874417326849,0.1782011853787865,0.44614461314586473,0.4413455668599746,0.48801378795643024
0.00916507734689559,0.029372949529739956,0.09275359079741385,0.022736808645899498,0.09335214931318819,0.09962019981730946,0.20098858961121063,0.2041652929020143,0.19490690616141387
0.019018859927950826,0.019088810430944292,0.01563419398181881,0.016913541004449695,0.05595471089153409,0.13680407627458513,0.020882143102922746,0.01936328210539201,0.02152757241599268
0.003999788090697176,0.0017186152111501873,0.0009749227970797247,0.026818888182525202,0.01980628644717808,0.055471502146741625,0.058786676401172244,0.05711137621917434,0.0293943619291257
0.08063148972239881,0.08413138998896169,0.059357290959541176,0.07700854700854709,0.04598468966484187,0.1065830629290716,0.048072387105978,0.045391812917611574,0.04467287757888097
0.05151515151515157,0.05299850016308172,0.0825440264824121,0.04704139295048454,0.09363776497488224,0.019534184207651073,0.14735193294075594,0.1488322325328984,0.14201750767713006
0.2553771985590167,0.10070576966377248,0.07682698289608253,0.1100946528219251,0.07429117269335472,0.042566066839158756,0.043455516180574916,0.045229375492023605,0.0454903371533843
0.016634880271243935,0.03808837767171763,0.051567969425961535,0.04100798191707267,0.027557463468638188,0.05260675311071161,0.08495754017936397,0.0865275075404397,0.08562656286207576
0.12746344564526368,0.015564919200128369,0.031807143127170256,0.01321183866638509,0.027768772225096328,0.0859112181367756,0.039664707913038444,0.036307504075877295,0.07652964690518615
0.10515999152362787,0.014538279205440707,0.023486372283004597,0.009569117750935635,0.017600970122894244,0.014050290683418731,0.2785787401832618,0.27876997402646786,0.2695446877851916
0.03268700995973717,0.04113721020218164,0.06536840573910663,0.039313060676696265,0.008218356155159312,0.31720206138631685,0.13437823851932562,0.13588492602324576,0.13730773676604824
0.021614748887476137,0.017651103457471867,0.031681127773551865,0.011758140849050108,0.06195332844041071,0.2874746787245115,0.08097444981800914,0.0821614836627442,0.08586491501568091
0.03199830472557741,0.00954356190574246,0.004056083971124891,0.017009606555061313,0.055386805120961224,0.01485937198776588,0.03603250053845017,0.034527110684654444,0.01590903337366978
0.004556050010595503,0.014540647343827373,0.005815187527474841,0.00024122342304144784,0.02671093918304529,0.06355750018124778,0.047904879094246455,0.0473911908504861,0.0862499921793744
0.22994808222080937,0.03772885636091977,0.171108141359116,0.12482093663911864,0.044052916613565696,0.11619634539509521,0.0026418249622276457,0.00386266006700392,0.004179065421149208
0.10092180546726015,0.23078010794115555,0.14335932927187545,0.15579995761813936,0.3011390255629234,0.13111624374218234,0.02602800695086782,0.026482436425675937,0.029614455887474245
0.05313625768171221,0.014398135454833094,0.012969416829220815,0.014181323726777328,0.06790707587766176,0.018282827059249218,0.0024061343173602534,0.0058134272286725075,0.012350222036014546
0.007028325210143405,0.001915606061238584,0.00025139418991404483,0.020929575475030326,0.024874508906682136,0.04865787146327771,0.1012082854161,0.10295915019204843,0.058871837142804306
0.1480716253443526,0.07809899145515065,0.014726057784387209,0.07579501306773981,0.0893476849686245,0.025101716105421917,0.21505182935264971,0.21663519835596362,0.2119510280685269
0.06955922865013764,0.06602251559375927,0.07426262481576684,0.09427527018436205,0.08915163401247234,0.08486124337742712,0.08190220486238292,0.0861836914034102,0.045191260486593166
0.06266158084339901,0.027371720442657732,0.03995399829060614,0.02362294271385157,0.01412461506087448,0.028293879430537627,0.05696172447101222,0.05844864955715767,0.054842631943080145
0.05707423889242069,0.21503253657829435,0.13315070402193263,0.22927986155258795,0.42004308692616577,0.47922476056236285,0.3757944651438154,0.3726590504517532,0.41294229831745255
0.04532210214028398,0.0028062866360083483,0.013139312984744134,0.027086953450588758,0.19891523601687722,0.06882355277406327,0.2838754206671369,0.282325419577266,0.33164600101789954
0.08455181182453902,0.11739864955832069,0.13954727502039474,0.10116161616161637,0.10473532419103576,0.0879507632795295,0.06038234229832706,0.06140505795224094,0.058651202227127386
0.03149502013138378,0.05986915426622841,0.05961423163627416,0.05240552376916033,0.02569952653512904,0.16435544872686264,0.03669581628577273,0.03196119865005895,0.03405751316537281
0.12004662004662009,0.13291524845453917,0.14904507802957168,0.12044571590026132,0.11459862494700629,0.19157086660624056,0.3168532705351377,0.3196999857862587,0.32115336726539356
0.024793388429752095,0.053657517831793955,0.07937126774565739,0.024098679098678466,0.03374475460231785,0.06150049213621156,0.11240380282550883,0.1205040909910765,0.1251365939210698
0.13986013986013984,0.14660192178856346,0.15222247542821035,0.1588680511407782,0.1616442124776633,0.20654505113816593,0.11699968809138975,0.11848288901626128,0.17402507388188937
0.06975347884438787,0.044150488233636986,0.03715404249920906,0.03024546160909758,0.10700013223875826,0.24121982868834907,0.16846894859941286,0.17035178986531574,0.16212411853701936
0.013710531892350053,0.10012722231367177,0.10822228759499836,0.12290139153775526,0.1833969365278288,0.006061208289660114,0.168336645752184,0.16841469612977839,0.1632088825819799
0.21763085399449045,0.23994433879852295,0.07498479650061285,0.2680525535070992,0.49223093971485754,0.5956180141926218,0.37644956279038155,0.3721482772636817,0.419683397494784
0.013456240728967991,0.03155568999288244,0.014924172892406565,0.07062336653245715,0.17234819086090586,0.11384902083350126,0.2131348320217446,0.2111851332969169,0.1712694316292584
0.08767747404111048,0.029849895508417212,0.03504134783153315,0.03141414141414159,0.05842972158236398,0.2122014027550193,0.00925005553037253,0.013788733358015531,0.06150432143641893
0.12764886628522987,0.028346573215188853,0.00484302588982799,0.0008020767111677207,0.2460647373987357,0.5779177642806586,0.238792456630887,0.24307536985258094,0.28813120936806813
0.06296355159991522,0.17159835994243622,0.16594703643835942,0.14195592286501377,0.20043840330027568,0.06635902694965509,0.494891128940254,0.4951220445241406,0.5273888445351294
0.1491135127498764,0.06055381690756095,0.031053380200578018,0.05125697534788448,0.07743821117614974,0.10439674036466201,0.007917847186950322,0.0070722372531791255,0.00251034326779781
0.02145581691036237,0.027369127586929193,0.022721830219830028,0.023316380589107885,0.03884103437193184,0.014973061968251003,0.09314288568228654,0.08967627146075119,0.09949709830447126
0.11372465917920466,0.15789639340995043,0.13457333750530392,0.13610016246379902,0.14838452019950876,0.09302141059047514,0.24859324009694606,0.2487935365068611,0.24068631312084265
0.057215511760966314,0.1425674399295887,0.15129126196916567,0.1260913329095147,0.2115679194669392,0.18969875239256478,0.3656462500170012,0.35740943016868615,0.3688511175761324
0.034408773045136565,0.004330119873967586,0.05286871953373573,0.051830896376351854,0.07974741206329883,0.09977211488924914,0.14055297686693863,0.14027725919394557,0.17657974347146665
0.21598855689764787,0.07739357869739782,0.10892355941212134,0.0897902097902109,0.004922960137908883,0.1686954948643179,0.06881365103140824,0.06394552605075715,0.05075065758476327
0.006198347107438051,0.011661167953397833,0.007809261678636936,0.01822490640672486,0.08196824820499032,0.09896535699710696,0.051282384530781544,0.04834367067901607,0.037977826698534056
0.017652044924772126,0.08063184351051073,0.03065167300581939,0.07196157377975515,0.06622716780296228,0.11517993623966899,0.02847772155624423,0.03221907005141067,0.038794973249933584
0.02884085611358339,0.024450511504442274,0.0069508324763183915,0.011420498693225478,0.001207503587869474,0.10567795179291123,0.11395710099010908,0.11495101631731913,0.0971607268354458
0.0026488662852298672,0.016350644514908863,0.02785311010007202,0.01669244896517641,0.01131879574729161,0.006466323480876224,0.03496030242472725,0.03496363336062791,0.034481716461429834
0.2361729179910998,0.21591836836131406,0.1537217321424859,0.2448770926043644,0.21482191251009902,0.18431768048506253,0.12248007611306821,0.12346633668548518,0.16504796899576046
0.0002119093028184471,0.011867781489626472,0.018866001755411532,0.02104859786677918,0.0932463792020779,0.08764903626626053,0.09627261140145404,0.10059470410831345,0.068775745022715
0.08034894398530762,0.07921061816546948,0.11292256977025128,0.05465070283252166,0.04427132909265824,0.03929783669683873,0.0851303290210047,0.08795599026257739,0.04825578514350387
0.10712015257469798,0.07538571974614283,0.08488459657787817,0.0822801440983259,0.11335418526385871,0.0755565227978501,0.015723405285989533,0.009992265949300638,0.02486553302297312
0.022441195168467765,0.10812954589784529,0.06231657340143576,0.10932683478138072,0.0717375800723567,0.09261566250851277,0.18171111195631923,0.17864476385993966,0.1313652487093971
0.06431447340538243,0.1514865242467387,0.22995037035666654,0.176529985166348,0.17263086227473645,0.20789490647562514,0.15147375574612265,0.1535928966875052,0.1597098262031782
0.21882284382284384,0.16168911128914137,0.12476567347573442,0.12388818252454681,0.051918769204903126,0.05678837992892227,0.009954619496104322,0.01177396830350047,0.011651572903511376
0.04471286289468107,0.04463804318859915,0.04624917761058639,0.022756586847495985,0.05894261080515678,0.042234670662044616,0.08791986990361733,0.0966069551844384,0.10676936736566578
0.03118598573144024,0.09104779375940847,0.1019644421767496,0.13796531751077146,0.12189336246130772,0.0994744149770973,0.01575137491172257,0.013290654631715138,0.036105009604020744
0.007501589319771074,0.005599449652942401,0.0864988289639172,0.02733347460620328,0.04632089921637894,0.0844583571353556,0.1061072245166696,0.10414043878463275,0.09311138813254621
0.24856961220597573,0.20506613974248888,0.22147218918481737,0.26544359680723184,0.17635426062939152,0.01028068474374999,0.10399969491856209,0.10135689413617821,0.052730965943650565
0.009297520661157015,0.0007478716753819281,0.02913038474534617,0.11783040192131086,0.03431790023937513,0.6692651969182688,0.30902085251302297,0.30702217570073703,0.34688187046981306
0.023495443949989425,0.0053943162071525275,0.0024747833636147853,0.013262696899060344,0.029452161673800936,0.020162872300668322,0.04707713791773471,0.045224747038051405,0.009853118885520817
0.04391820300911209,0.009291285856165732,0.0205940466576221,0.009399590308682038,0.015068456641503358,0.04449609265795773,0.0049410237283164515,0.0044861250042292355,0.006194306451858533
0.058222080949353716,0.08407687258609248,0.03936899598599042,0.06168715123260571,0.022257951713647306,0.10063911507324985,0.009367102941198024,0.009671419009037951,0.057599887402631667
0.0015628311082856589,0.009669918692460588,0.035136777821949475,0.03263085399449053,0.16357806867935937,0.06658174026841748,0.44718203794763534,0.4460117850690801,0.4709668581969423
0.12356961220597584,0.044561677967802305,0.01880397159013958,0.0067517835699657525,0.1198107786441382,0.052077933231103546,0.10120030753843534,0.09731457849747838,0.09848549210364216
0.02871371053189231,0.05742353665093586,0.055906903842089295,0.06798686162322598,0.05335836015054096,0.13202215557660624,0.13069630422950446,0.12742242191815023,0.08719074760739981
0.057936003390548885,0.053739762073807096,0.010660110853155824,0.1033276824185912,0.281826862675229,0.09893658401136624,0.09057617776296828,0.09042346339440871,0.09120388661890716
0.02309811400720485,0.08425028790455547,0.09874811255936122,0.09591191636646146,0.07881910908609602,0.14315911195903264,0.09667767235209968,0.09674924584790046,0.0908755546287
0.048018648018648025,0.057351330972925385,0.0730334733152237,0.03481599208871988,0.07509283057168037,0.005464490456128179,0.06017693568613608,0.060762508671190374,0.01851152371562359
0.07660521296884934,0.0938664340737968,0.09474233294310266,0.07331214240305128,0.28997448564545325,0.16436270514120585,0.35413798536575924,0.3526308247196934,0.36950361646889796
0.009959737232464488,0.01753047832078053,0.020678044405437357,0.008695698241152877,0.04580554827940081,0.021090942853074723,0.17257071161325488,0.17396876900803998,0.17211441883858686
0.10113371477007843,0.010082603410331598,0.08343750072368211,0.01264957264957256,0.09520623779378298,0.5529241329055498,0.35699213149404563,0.3540231870383551,0.39931734447014855
0.0013774104683195731,0.03477924882190969,0.017872768357548197,0.0012802853711944007,0.028113739895414325,0.0013448352422383847,0.007473230560123889,0.013539192449596837,0.008259204352709826
0.08359821996185623,0.12498751312374279,0.16908464410195528,0.1026103694285519,0.08764608196368112,0.03654835847816906,0.22226278412384534,0.21750046443635127,0.16931918886194952
0.14351557533375708,0.06998490334870722,0.058468957995894355,0.06271808999081618,0.04587934493109824,0.06566033122118592,0.19749671062652213,0.2025573819946605,0.1728400278061114
0.025694002966730224,0.1318647414445877,0.16601257861499147,0.12742388924207104,0.19419561624304277,0.07458595837920874,0.49978187393611984,0.5000382017769558,0.5317724332079299
0.12444373808010162,0.13623245207908213,0.16248455532018413,0.1216935085116907,0.04928547208112044,0.059657282466230865,0.008184251270467624,0.0074326557822634864,0.03333113308300251
0.0052977325704598455,0.043353533758705876,0.06613505272778569,0.04796072614254476,0.04332089201899725,0.05003590780281775,0.06191332755898099,0.06203875867000119,0.06009140215136699
0.00579218761036937,0.035604398321059605,0.03993459366718516,0.043530055802783185,0.04508029350156062,0.00927869897268263,0.09856561204788378,0.09845390425231693,0.09232043348190633
0.04308822490640685,0.07687134380486094,0.0916003641811749,0.07351169032987198,0.010150836751732673,0.05921283042999137,0.10264747976571564,0.10550396761920472,0.09411769289271793
0.33061383061383054,0.3281670863104462,0.23315128958289832,0.3307211979939256,0.3257895192031341,0.33391809575261133,0.18362494034759924,0.17951603936176974,0.2182918061620019
0.10023310023310025,0.11256588148247215,0.15080801029882285,0.12326128417037485,0.2885680239552271,0.17195934236985008,0.3892403524405632,0.3927454436069112,0.4152450645170793
0.006887052341597866,0.07902765707915099,0.03363259350637221,0.06431164794801159,0.11628391317215836,0.033228292798033576,0.009278625969943388,0.009990730761650635,0.01065731633247291
0.08720067810976895,0.09301608845095788,0.07807340425865306,0.03763191354100548,0.03921196164713908,0.29380992904506376,0.001791375236255499,0.0023987062536429127,0.0048096306974059755
0.028572437663346772,0.019153109453042272,0.0014633191825889902,0.04644804690259213,0.02551947577866337,0.06136842430871636,0.1531038836469475,0.15472383923068683,0.15520636846206648
