,pred,test,AE,MAE,MAE_std,spearman,pearson
14PA,"[ 1.55502036e-02  4.56974933e-02  4.25671072e-02  1.19053932e-02
  3.40867576e-02  2.50304594e-02  4.15967940e-02  4.07894793e-02
  5.38551902e-02  1.39938175e-02  4.87398440e-02  8.85528703e-02
  8.66669563e-03  1.73482054e-02  1.56302397e-02  4.53026709e-03
  4.21512319e-02  1.98032915e-02  3.11410480e-02  5.17426182e-02
  5.64260233e-02  1.50388252e-02  5.98918952e-02  4.27279548e-02
  2.06842484e-02  1.43317821e-02  1.67294534e-02  4.35991419e-03
  2.63573531e-02  1.87128137e-02  3.05565767e-02  8.99337167e-02
  7.49346759e-02  1.25595331e-02  8.05636691e-02  6.47319250e-02
  1.17826355e-02  2.52950608e-02  1.84244977e-03  5.58430720e-03
  2.84583795e-02  5.58386075e-02  2.58064725e-02  6.19958859e-02
  1.19500290e-01  1.15450803e-03  7.97340043e-02  7.11446046e-02
  1.30690507e-02  1.15887925e-02  2.32830242e-02  9.70738430e-03
  1.74103954e-02  1.76643034e-02  3.59310705e-02  4.33367834e-02
  7.57213270e-02  1.98340783e-02  2.90326918e-02  5.59963491e-02
  1.11477749e-02  3.97031748e-02  4.95666479e-02  2.61614472e-02
  2.56971907e-02  4.24884714e-02  2.38667297e-02  2.87945889e-02
  6.84004681e-02  9.62137228e-03  1.87129921e-02  4.94072117e-02
  1.62317796e-02  1.85990443e-02  1.81027211e-02  1.61976538e-02
  1.63178796e-02  2.40466794e-02  8.62881729e-03  1.48282302e-02
  8.74509033e-02  5.64985470e-03  1.87535058e-02  5.66760243e-02
  3.43332593e-02  3.14184089e-02  4.56995149e-02  3.45352469e-03
  4.64667081e-02  3.92304982e-02  1.94265749e-02  3.23634977e-02
  9.39495370e-02  1.41422237e-02  2.60838427e-02  8.19304230e-02
  5.42358224e-02  2.81979225e-02  6.12488377e-02  1.11166330e-02
  4.43216545e-02  5.86008090e-02  4.20443366e-02  4.93582072e-02
  9.34100223e-02  1.69666798e-02  4.08331096e-02  5.30525138e-02
  4.28390163e-03  1.67796847e-02  6.06333238e-03  2.10949992e-02
  4.57901121e-02  4.78797120e-02  3.47841377e-02  5.27650194e-02
  1.13387287e-01  1.68119002e-02  4.79552837e-02  8.49795966e-02
  3.66716208e-03 -3.97165580e-03  9.75449954e-03 -1.44591481e-03
 -4.67482368e-03  1.18061513e-03  1.89794497e-02  2.06188452e-02
  7.46279361e-02  1.62071377e-02  4.87709998e-03  5.50931168e-02
  7.50691524e-04  5.07040239e-03  1.00167676e-02  1.34961605e-03
 -5.04672808e-03  8.98711004e-03  1.14133420e-02  2.68387728e-02
  6.54195621e-02  7.88481589e-03  7.66582071e-03  8.53690599e-02
  7.43737972e-03  4.04919784e-03  2.49815154e-02 -8.76769784e-03
 -4.15228690e-03  1.33620387e-02  1.10970952e-02  2.22857266e-02
  6.42960773e-02  4.65259009e-03  1.26065372e-02  8.11137664e-02
  3.06060046e-03 -2.38902486e-03  2.62924461e-03 -5.01981775e-03
  2.26073438e-03  1.74529842e-02  2.77409980e-02  1.98880635e-02
  5.50629779e-02  5.54025212e-05  5.33630917e-02  7.47811014e-02
 -1.31032637e-03 -9.68664691e-03  1.07401225e-02  9.13697610e-03
  1.98850647e-02  1.93802234e-02  2.63329108e-02  4.56700486e-02
  7.68743096e-02  2.57493625e-02  4.20223957e-02  8.54023125e-02]","[0.06374546 0.33854453 0.14015193 0.         0.01200044 0.01200044
 0.01200044 0.01200044 0.01200044 0.04910272 0.         0.
 0.         0.01200044 0.16470329 0.         0.04910272 0.
 0.         0.         0.         0.01200044 0.         0.
 0.         0.01200044 0.01200044 0.22624683 0.01200044 0.
 0.         0.         0.         0.         0.         0.
 0.27799185 0.30254321 0.11725201 0.01200044 0.         0.09886601
 0.         0.         0.11725201 0.         0.         0.
 0.06374546 0.04910272 0.01200044 0.         0.43542882 0.1253991
 0.         0.01200044 0.         0.04910272 0.         0.01200044
 0.01200044 0.07673676 0.06374546 0.         0.1253991  0.03214797
 0.         0.08840691 0.         0.         0.         0.
 0.03214797 0.1253991  0.03214797 0.         0.03214797 0.01200044
 0.         0.07673676 0.         0.         0.         0.
 0.01200044 0.14015193 0.         0.         0.09886601 0.10844435
 0.         0.07673676 0.         0.         0.01200044 0.
 0.14015193 0.15303314 0.16470329 0.03214797 0.14675768 0.01200044
 0.         0.07673676 0.         0.         0.01200044 0.03214797
 0.20929208 0.03214797 0.         0.34404932 0.         0.
 0.03214797 0.09886601 0.04910272 0.06374546 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06374546 0.09886601 0.         0.         0.
 0.         0.         0.01200044 0.         0.         0.04910272
 0.01200044 0.06374546 0.13299571 0.         0.03214797 0.
 0.         0.01200044 0.         0.01200044 0.07673676 0.
 0.         0.         0.22305406 0.         0.         0.
 0.         0.         0.         0.         0.04910272 0.10844435
 0.         0.1253991  0.03214797 0.         0.01200044 0.
 0.         0.         0.         0.06374546 0.27601013 0.06374546
 0.         0.         0.03214797 0.01200044 0.04910272 0.        ]","[4.81952549e-02 2.92847040e-01 9.75848250e-02 1.19053932e-02
 2.20863172e-02 1.30300190e-02 2.95963536e-02 2.87890390e-02
 4.18547498e-02 3.51089018e-02 4.87398440e-02 8.85528703e-02
 8.66669563e-03 5.34776497e-03 1.49073052e-01 4.53026709e-03
 6.95148746e-03 1.98032915e-02 3.11410480e-02 5.17426182e-02
 5.64260233e-02 3.03838479e-03 5.98918952e-02 4.27279548e-02
 2.06842484e-02 2.33134174e-03 4.72901307e-03 2.21886921e-01
 1.43569128e-02 1.87128137e-02 3.05565767e-02 8.99337167e-02
 7.49346759e-02 1.25595331e-02 8.05636691e-02 6.47319250e-02
 2.66209217e-01 2.77248152e-01 1.15409559e-01 6.41613318e-03
 2.84583795e-02 4.30274059e-02 2.58064725e-02 6.19958859e-02
 2.24828070e-03 1.15450803e-03 7.97340043e-02 7.11446046e-02
 5.06764078e-02 3.75139269e-02 1.12825838e-02 9.70738430e-03
 4.18018428e-01 1.07734794e-01 3.59310705e-02 3.13363430e-02
 7.57213270e-02 2.92686411e-02 2.90326918e-02 4.39959087e-02
 8.52665518e-04 3.70335862e-02 1.41788106e-02 2.61614472e-02
 9.97019065e-02 1.03405026e-02 2.38667297e-02 5.96123252e-02
 6.84004681e-02 9.62137228e-03 1.87129921e-02 4.94072117e-02
 1.59161891e-02 1.06800053e-01 1.40452476e-02 1.61976538e-02
 1.58300892e-02 1.20462390e-02 8.62881729e-03 6.19085308e-02
 8.74509033e-02 5.64985470e-03 1.87535058e-02 5.66760243e-02
 2.23328189e-02 1.08733523e-01 4.56995149e-02 3.45352469e-03
 5.23993053e-02 6.92138484e-02 1.94265749e-02 4.43732633e-02
 9.39495370e-02 1.41422237e-02 1.40834023e-02 8.19304230e-02
 8.59161098e-02 1.24835216e-01 1.03454454e-01 2.10313358e-02
 1.02436025e-01 4.66003687e-02 4.20443366e-02 2.73785538e-02
 9.34100223e-02 1.69666798e-02 2.88326692e-02 2.09045450e-02
 2.05008182e-01 1.53682840e-02 6.06333238e-03 3.22954324e-01
 4.57901121e-02 4.78797120e-02 2.63616898e-03 4.61009941e-02
 6.42845675e-02 4.69335584e-02 4.79552837e-02 8.49795966e-02
 3.66716208e-03 3.97165580e-03 9.75449954e-03 1.44591481e-03
 4.67482368e-03 1.18061513e-03 1.89794497e-02 4.31266134e-02
 2.42380773e-02 1.62071377e-02 4.87709998e-03 5.50931168e-02
 7.50691524e-04 5.07040239e-03 1.98367279e-03 1.34961605e-03
 5.04672808e-03 4.01156093e-02 5.87098429e-04 3.69066858e-02
 6.75761441e-02 7.88481589e-03 2.44821480e-02 8.53690599e-02
 7.43737972e-03 7.95124255e-03 2.49815154e-02 2.07681382e-02
 8.08890479e-02 1.33620387e-02 1.10970952e-02 2.22857266e-02
 1.58757980e-01 4.65259009e-03 1.26065372e-02 8.11137664e-02
 3.06060046e-03 2.38902486e-03 2.62924461e-03 5.01981775e-03
 4.68419850e-02 9.09913624e-02 2.77409980e-02 1.05511034e-01
 2.29150092e-02 5.54025212e-05 4.13626513e-02 7.47811014e-02
 1.31032637e-03 9.68664691e-03 1.07401225e-02 5.46084825e-02
 2.56125064e-01 4.43652351e-02 2.63329108e-02 4.56700486e-02
 4.47263409e-02 1.37489221e-02 7.08032368e-03 8.54023125e-02]",0.04824064960083378,0.06160532146318142,0.06755471775597155,-0.003921481141589717
18PG,"[ 6.41674049e-02  5.50663416e-02  9.79995039e-03  8.48329706e-03
  8.19917602e-02  1.33014465e-02  2.18822143e-02  2.52110445e-02
  4.48919873e-02  3.07565531e-02  3.26140961e-02  2.96611583e-02
  5.25656583e-02  5.71464665e-02  4.32731233e-03  6.38077484e-03
  3.53354969e-02  3.43158407e-02  3.03128584e-03  4.48978078e-02
  4.86818914e-02  2.59594424e-02  3.50573226e-02  3.43843610e-02
  6.00433589e-02  2.78621838e-02  6.39022840e-03  7.08890894e-03
  1.62359821e-02  5.08451768e-02  8.58015899e-03  8.10397453e-02
  3.51823117e-02  3.12659623e-02  3.57330216e-02  3.76579300e-02
  5.62093324e-02  2.16962693e-02  1.68037776e-02  2.52056968e-02
  4.67395849e-02  4.27005964e-02  3.29014535e-02  7.88952809e-02
  1.20700034e-01  1.77819574e-02  4.71365356e-02  5.04400279e-02
  4.25882364e-02  2.95989353e-03  4.15801525e-04  6.27254195e-02
  3.51178551e-02  3.46474286e-02  3.92711685e-02  7.43865993e-02
  1.85424942e-02  3.33274722e-02  3.68936466e-02  3.03983136e-02
  5.11751027e-02  9.17608665e-03 -1.17532551e-03  3.62651381e-02
  6.13279125e-04  4.88582950e-02  3.21256434e-02  3.46561468e-02
  5.39916315e-02  2.56359985e-02  3.82766904e-02  1.01046309e-01
  5.24689017e-02  2.38551704e-02  6.70557752e-02  1.79692214e-02
  1.09343421e-02  3.71878872e-02  2.43336463e-02  3.10409535e-02
  3.03289673e-02  2.15918723e-02  4.46731761e-02  3.57942133e-02
  5.29255126e-02  2.06735100e-03  2.31844989e-02  3.31897779e-02
  1.70257519e-02  5.15352588e-02  2.84120777e-02  3.50508416e-02
  6.18168124e-02  4.36962030e-03  7.34993499e-02  1.08116526e-01
  4.85348585e-02  6.71878823e-02  2.59152828e-02  3.93847531e-02
  1.80086508e-02  8.71197513e-02  4.10521664e-02  3.69635887e-02
  5.21067835e-02  1.19254061e-02  1.03966507e-02  3.82305397e-02
  6.30974040e-02  5.34427929e-02  5.23562741e-02  9.01262526e-02
  7.95274757e-02  5.88924418e-02  6.63009845e-02  5.38745073e-02
  1.08592894e-01  6.75300018e-02  4.36036928e-02  5.35006464e-02
 -2.88680971e-03 -2.09847335e-02 -5.53704955e-03 -1.05238179e-03
 -1.54906415e-02  2.49777473e-02  1.90096717e-02  1.34383423e-02
  2.88941865e-02  1.72673474e-02  1.81176194e-02  6.34548907e-02
  5.09655994e-03 -1.06180847e-02 -1.44607816e-02  6.45743276e-03
 -5.19487416e-05  3.28421975e-02  1.96366905e-02 -2.61199695e-03
  7.13240406e-02 -4.21299475e-03  2.50577176e-02  4.53464416e-02
  1.17202894e-02 -1.18978229e-02  3.61582868e-03  4.90052969e-03
  9.26135695e-03  4.04968268e-02  6.73064945e-03  2.39446883e-02
  5.08514635e-02  6.41973503e-03  4.02812500e-02  7.97122940e-02
  2.11795561e-02 -1.27886858e-02 -9.88721490e-03  5.93997563e-03
  1.38058882e-02  3.52039600e-02  1.32958561e-02  3.48334536e-03
  6.71682844e-02  7.70110422e-03  2.20069970e-02  7.06553966e-02
  6.59870203e-04  2.97533250e-02 -1.88144334e-02  2.99756500e-02
  5.57970244e-02  3.60681049e-02  3.62350647e-02  3.17013414e-02
  5.61449927e-02  2.76788198e-02  3.62746408e-02  4.60758984e-02]","[0.06374546 0.08268193 0.01200044 0.0704613  0.02256964 0.07673676
 0.11295827 0.         0.00044038 0.01200044 0.03214797 0.
 0.01200044 0.         0.         0.00044038 0.00044038 0.
 0.         0.00044038 0.00044038 0.         0.         0.
 0.         0.         0.         0.02256964 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00044038 0.00044038 0.         0.
 0.         0.         0.         0.         0.00044038 0.
 0.         0.         0.         0.         0.         0.00044038
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02256964 0.         0.         0.
 0.         0.         0.02256964 0.         0.         0.
 0.         0.         0.         0.01200044 0.         0.
 0.         0.         0.         0.         0.         0.
 0.06374546 0.04095563 0.04095563 0.04910272 0.03214797 0.
 0.04910272 0.01200044 0.         0.         0.00044038 0.
 0.         0.05669933 0.01200044 0.01200044 0.04095563 0.00044038
 0.         0.         0.02256964 0.         0.         0.
 0.01200044 0.00044038 0.         0.00044038 0.         0.
 0.         0.         0.         0.         0.00044038 0.
 0.         0.07673676 0.11295827 0.00044038 0.         0.
 0.04095563 0.         0.         0.10844435 0.01200044 0.
 0.         0.         0.         0.         0.         0.
 0.         0.01200044 0.         0.         0.         0.01200044
 0.00044038 0.         0.         0.         0.00044038 0.
 0.         0.         0.         0.         0.04095563 0.01200044
 0.00044038 0.01200044 0.00044038 0.         0.07673676 0.
 0.         0.00044038 0.         0.         0.         0.00044038]","[4.21946353e-04 2.76155917e-02 2.20049000e-03 6.19780043e-02
 5.94221246e-02 6.34353145e-02 9.10760594e-02 2.52110445e-02
 4.44516041e-02 1.87561127e-02 4.66127407e-04 2.96611583e-02
 4.05652179e-02 5.71464665e-02 4.32731233e-03 5.94039171e-03
 3.48951138e-02 3.43158407e-02 3.03128584e-03 4.44574247e-02
 4.82415082e-02 2.59594424e-02 3.50573226e-02 3.43843610e-02
 6.00433589e-02 2.78621838e-02 6.39022840e-03 1.54807266e-02
 1.62359821e-02 5.08451768e-02 8.58015899e-03 8.10397453e-02
 3.51823117e-02 3.12659623e-02 3.57330216e-02 3.76579300e-02
 5.62093324e-02 2.16962693e-02 1.68037776e-02 2.52056968e-02
 4.67395849e-02 4.27005964e-02 3.29014535e-02 7.88952809e-02
 1.20259650e-01 1.73415742e-02 4.71365356e-02 5.04400279e-02
 4.25882364e-02 2.95989353e-03 4.15801525e-04 6.27254195e-02
 3.46774719e-02 3.46474286e-02 3.92711685e-02 7.43865993e-02
 1.85424942e-02 3.33274722e-02 3.68936466e-02 2.99579305e-02
 5.11751027e-02 9.17608665e-03 1.17532551e-03 3.62651381e-02
 6.13279125e-04 4.88582950e-02 3.21256434e-02 3.46561468e-02
 5.39916315e-02 2.56359985e-02 3.82766904e-02 1.01046309e-01
 5.24689017e-02 2.38551704e-02 4.44861396e-02 1.79692214e-02
 1.09343421e-02 3.71878872e-02 2.43336463e-02 3.10409535e-02
 7.75933172e-03 2.15918723e-02 4.46731761e-02 3.57942133e-02
 5.29255126e-02 2.06735100e-03 2.31844989e-02 2.11893375e-02
 1.70257519e-02 5.15352588e-02 2.84120777e-02 3.50508416e-02
 6.18168124e-02 4.36962030e-03 7.34993499e-02 1.08116526e-01
 1.52106001e-02 2.62322510e-02 1.50403486e-02 9.71796631e-03
 1.41393180e-02 8.71197513e-02 8.05055293e-03 2.49631483e-02
 5.21067835e-02 1.19254061e-02 9.95626756e-03 3.82305397e-02
 6.30974040e-02 3.25653551e-03 4.03558337e-02 7.81258122e-02
 3.85718443e-02 5.84520587e-02 6.63009845e-02 5.38745073e-02
 8.60232580e-02 6.75300018e-02 4.36036928e-02 5.35006464e-02
 1.48872501e-02 2.14251166e-02 5.53704955e-03 1.49276492e-03
 1.54906415e-02 2.49777473e-02 1.90096717e-02 1.34383423e-02
 2.88941865e-02 1.72673474e-02 1.76772362e-02 6.34548907e-02
 5.09655994e-03 8.73548456e-02 1.27419055e-01 6.01704963e-03
 5.19487416e-05 3.28421975e-02 2.13189409e-02 2.61199695e-03
 7.13240406e-02 1.12657341e-01 1.30572772e-02 4.53464416e-02
 1.17202894e-02 1.18978229e-02 3.61582868e-03 4.90052969e-03
 9.26135695e-03 4.04968268e-02 6.73064945e-03 1.19442480e-02
 5.08514635e-02 6.41973503e-03 4.02812500e-02 6.77118536e-02
 2.07391729e-02 1.27886858e-02 9.88721490e-03 5.93997563e-03
 1.33655051e-02 3.52039600e-02 1.32958561e-02 3.48334536e-03
 6.71682844e-02 7.70110422e-03 1.89486344e-02 5.86549562e-02
 2.19487069e-04 1.77528846e-02 1.92548165e-02 2.99756500e-02
 2.09397366e-02 3.60681049e-02 3.62350647e-02 3.12609582e-02
 5.61449927e-02 2.76788198e-02 3.62746408e-02 4.56355153e-02]",0.03363791948952192,0.025541052389359026,0.023649933343219433,-0.031025115724873098
DDAB,"[ 6.64124510e-02  6.00069699e-03  2.47381120e-03  1.77782445e-02
  2.77522125e-02  1.79813073e-02  3.06349413e-02  1.22029914e-02
  7.24099913e-02  1.20098306e-02  1.09373634e-02  1.98931530e-02
  1.97519817e-02  5.43570967e-03  2.22982895e-03  1.09341264e-02
  1.37220464e-02  1.61964778e-02  2.60968072e-02  4.20175528e-02
  5.03920858e-02  4.35537214e-03  1.53859643e-02  2.56007945e-02
  2.85064302e-02 -3.35828295e-03 -9.43702344e-04  1.75131668e-02
  1.46711505e-02  5.28613799e-02  3.35915394e-02  5.63154656e-02
  7.47058407e-02  3.97462426e-03  3.02052756e-02  1.92418146e-02
  7.87841609e-02  2.05991028e-03  1.20529506e-02  1.90982620e-02
  4.85756097e-02  9.66461900e-02  6.42957225e-02  8.83497720e-02
  1.14913064e-01  1.86402097e-02  5.55827382e-02  8.02845204e-02
  1.07324821e-02 -1.06137728e-02  4.81327143e-02 -6.90465615e-03
  7.01925513e-02  2.10660266e-02  1.82311549e-02  8.15973598e-02
  1.29531031e-01  2.00625213e-02  6.02182470e-02  4.88711905e-02
  4.86895044e-02  4.91076156e-02  4.24569775e-04 -7.47002349e-03
 -4.46128131e-03 -2.13227185e-03 -1.20422568e-02  2.14528840e-02
  2.66617040e-02 -2.02962376e-02 -2.47083470e-04  2.03612498e-02
  5.27884980e-02  4.16615403e-02  3.04041509e-02  9.63153539e-03
 -2.54957222e-03 -9.91852632e-03 -8.43690793e-03  2.65074886e-02
  4.65956862e-02 -1.90409352e-02  2.64764660e-02  2.40426976e-02
  5.50479654e-02 -7.01705954e-05  2.86252234e-02 -3.16970709e-03
 -4.98973967e-03 -5.10564091e-03 -1.86929517e-02  3.28695051e-02
  3.85538278e-02  2.80819785e-03  1.36266406e-02  2.25421187e-02
  9.82209474e-02  1.42818750e-02  8.68584192e-02  6.33192660e-02
  6.11341801e-02  5.50340961e-02  5.26389626e-02  7.84464720e-02
  8.66223473e-02  2.70648458e-02  5.87369563e-02  6.74834086e-02
  8.16653323e-02  6.79761028e-02  7.51338998e-02  3.71548279e-02
  5.50462296e-02  9.26557483e-02  3.70025487e-02  9.35960306e-02
  1.00132997e-01 -9.39621966e-03  4.46189248e-02  5.23990140e-02
  1.75061744e-03 -8.29183691e-03 -1.23706223e-02  1.05242708e-02
 -2.90202013e-03  2.45924514e-04  1.04977874e-02  4.39535437e-03
  4.69556593e-02  5.17003535e-03  1.04123556e-02  5.24690596e-02
  4.37795740e-03  1.80474315e-02 -1.18685109e-02  3.23853313e-03
 -8.90542316e-03  2.73411432e-03  1.86518705e-02  1.51283932e-02
  4.95867384e-02  2.30578010e-02  6.20860138e-03  3.42101174e-02
  4.66528116e-03  7.37396384e-03 -1.06755712e-02  2.96896054e-03
 -5.29342011e-03  1.16207195e-02  1.38973695e-02  1.57317241e-02
  5.43926736e-02  1.55031855e-02  7.29810610e-03  2.94892454e-02
  3.72492245e-03  1.17161220e-02 -1.57521174e-03  6.02474376e-03
  2.54627897e-03  1.83664014e-02  1.87510164e-02  2.97775818e-02
  4.89041042e-02  8.47239478e-03  1.50274004e-02  3.17922840e-02
 -1.18644598e-03  1.09339468e-02 -4.85518356e-03  2.16496958e-03
 -1.34525621e-02  1.27476966e-02  2.36120721e-02  3.62096581e-02
  8.62892539e-02  1.07641658e-03  1.68591835e-02  8.72246854e-03]","[0.06374546 0.2324122  0.29946053 0.         0.01200044 0.62523395
 0.03214797 0.         0.60927006 0.28382693 0.25145877 0.67037322
 0.         0.20929208 0.4359793  0.01200044 0.07673676 0.50842233
 0.11725201 0.50423869 0.8042497  0.         0.18474072 0.74766046
 0.01200044 0.         0.29098316 0.         0.08840691 0.47462292
 0.19773203 0.20929208 0.41429043 0.11725201 0.23824728 0.66200595
 0.10844435 0.21292524 0.01200044 0.04910272 0.21292524 0.64174832
 0.14015193 0.39964769 0.78520313 0.07673676 0.43399758 0.75228449
 0.67400639 0.62468347 0.55389189 0.87603215 0.72520092 0.63228008
 0.83474623 0.63547286 0.64064736 0.76626665 0.75404602 0.673566
 0.15303314 0.22305406 0.14675768 0.69690631 0.45634702 0.48199934
 0.32004844 0.36992183 0.65562039 0.54959815 0.60409556 0.68358472
 0.38577562 0.         0.25641308 0.30100187 0.         0.39293185
 0.03214797 0.57514037 0.50170648 0.41924474 0.16470329 0.60189365
 0.29439612 0.18474072 0.4125289  0.69679621 0.14015193 0.56732357
 0.78630408 0.3628757  0.67070351 0.63305075 0.69998899 0.21644831
 0.04910272 0.2610371  0.52691842 0.72949466 0.394253   0.53946934
 0.89893207 0.79588242 0.85335242 0.72277882 0.80777276 0.54277221
 0.79709347 0.57403941 0.4779258  0.77265221 0.69657602 0.62622482
 0.78751514 0.64450072 0.66971265 0.75668832 0.80292855 0.60706815
 0.         0.         0.         0.         0.         0.03214797
 0.16470329 0.01200044 0.42618078 0.04910272 0.17009799 0.47429263
 0.         0.         0.         0.01200044 0.03214797 0.03214797
 0.01200044 0.16470329 0.3290763  0.08840691 0.35726082 0.58846196
 0.         0.         0.         0.         0.08840691 0.46394363
 0.06374546 0.13299571 0.65771221 0.04910272 0.29439612 0.52879005
 0.01200044 0.         0.01200044 0.04910272 0.14015193 0.36727953
 0.58262689 0.50170648 0.624133   0.59947154 0.33623252 0.55191016
 0.20169548 0.13299571 0.06374546 0.3628757  0.39634482 0.37322471
 0.7231091  0.78267092 0.62688539 0.71485192 0.72123748 0.64053727]","[2.66699247e-03 2.26411502e-01 2.96986719e-01 1.77782445e-02
 1.57517721e-02 6.07252646e-01 1.51302748e-03 1.22029914e-02
 5.36860074e-01 2.71817099e-01 2.40521406e-01 6.50480072e-01
 1.97519817e-02 2.03856374e-01 4.33749473e-01 1.06631403e-03
 6.30147146e-02 4.92225850e-01 9.11552020e-02 4.62221135e-01
 7.53857611e-01 4.35537214e-03 1.69354760e-01 7.22059670e-01
 1.65059898e-02 3.35828295e-03 2.91926858e-01 1.75131668e-02
 7.37357635e-02 4.21761542e-01 1.64140487e-01 1.52976618e-01
 3.39584592e-01 1.13277385e-01 2.08041999e-01 6.42764131e-01
 2.96601857e-02 2.10865335e-01 5.25102584e-05 3.00044574e-02
 1.64349635e-01 5.45102131e-01 7.58562097e-02 3.11297922e-01
 6.70290062e-01 5.80965513e-02 3.78414840e-01 6.71999967e-01
 6.63273903e-01 6.35297247e-01 5.05759172e-01 8.82936804e-01
 6.55008373e-01 6.11214057e-01 8.16515074e-01 5.53875502e-01
 5.11116333e-01 7.46204131e-01 6.93827773e-01 6.24694812e-01
 1.04343634e-01 1.73946441e-01 1.46333109e-01 7.04376332e-01
 4.60808303e-01 4.84131611e-01 3.32090699e-01 3.48468948e-01
 6.28958686e-01 5.69894388e-01 6.04342647e-01 6.63223469e-01
 3.32987127e-01 4.16615403e-02 2.26008928e-01 2.91370336e-01
 2.54957222e-03 4.02850377e-01 4.05848767e-02 5.48632884e-01
 4.55110798e-01 4.38285678e-01 1.38226826e-01 5.77850950e-01
 2.39348159e-01 1.84810895e-01 3.83903677e-01 6.99965920e-01
 1.45141672e-01 5.72429212e-01 8.04997036e-01 3.30006197e-01
 6.32149684e-01 6.30242556e-01 6.86362350e-01 1.93906191e-01
 4.91182280e-02 2.46755227e-01 4.40060000e-01 6.66175394e-01
 3.33118820e-01 4.84435242e-01 8.46293108e-01 7.17435946e-01
 7.66730069e-01 6.95713972e-01 7.49035806e-01 4.75288803e-01
 7.15428139e-01 5.06063312e-01 4.02791896e-01 7.35497380e-01
 6.41529792e-01 5.33569067e-01 7.50512589e-01 5.50904685e-01
 5.69579653e-01 7.66084538e-01 7.58309623e-01 5.54669135e-01
 1.75061744e-03 8.29183691e-03 1.23706223e-02 1.05242708e-02
 2.90202013e-03 3.19020442e-02 1.54205504e-01 7.60508602e-03
 3.79225118e-01 4.39326840e-02 1.59685630e-01 4.21823575e-01
 4.37795740e-03 1.80474315e-02 1.18685109e-02 8.76190725e-03
 4.10533919e-02 2.94138544e-02 6.65143014e-03 1.49574899e-01
 2.79489558e-01 6.53491130e-02 3.51052216e-01 5.54251844e-01
 4.66528116e-03 7.37396384e-03 1.06755712e-02 2.96896054e-03
 9.37003341e-02 4.52322911e-01 4.98480890e-02 1.17263982e-01
 6.03319536e-01 3.35995339e-02 2.87098019e-01 4.99300802e-01
 8.27551793e-03 1.17161220e-02 1.35756521e-02 4.30779756e-02
 1.37605653e-01 3.48913132e-01 5.63875869e-01 4.71928903e-01
 5.75228892e-01 5.90999145e-01 3.21205122e-01 5.20117878e-01
 2.02881921e-01 1.22061759e-01 6.86006421e-02 3.60710732e-01
 4.09797382e-01 3.60477009e-01 6.99497033e-01 7.46461266e-01
 5.40596136e-01 7.13775505e-01 7.04378293e-01 6.31814799e-01]",0.3447079632609502,0.2655341317639976,0.3993133128359343,0.3971185695830781
