,14PA,18PG,DDAB,DOPE,DOTAP,DSPC,aggregate
0,0.048195254900962936,0.00042194635296381733,0.0026669924715782,0.029811077017787596,0.05508796421671965,0.08426296571654689,0.048195254900962936
1,0.29284704043842713,0.02761559167767748,0.226411501618931,0.015739106838970153,0.003447182521196482,0.07870787990530816,0.29284704043842713
2,0.09758482495822421,0.0022004899961724517,0.2969867194636227,0.132545037858549,0.012184486563781993,0.06147985973780844,0.09758482495822421
3,0.011905393217190613,0.06197800427460901,0.017778244457132067,0.014027987683261106,0.14310251288124987,0.030660611062475192,0.011905393217190613
4,0.022086317241657834,0.05942212456881439,0.01575177211964646,0.03496159666626438,0.13987301815280215,0.036105902813027176,0.022086317241657834
5,0.013030018974351024,0.06343531446721147,0.6072526462676346,0.011199101462728877,0.00488377520666896,0.03471875084131029,0.013030018974351024
6,0.029596353582721224,0.09107605936179819,0.001513027482786946,0.052388869718416144,0.04031760725523249,0.2745538242950578,0.029596353582721224
7,0.028789038951609933,0.025211044545455242,0.012202991361325497,0.18500409772468823,0.01239023116079549,0.000508610525872628,0.028789038951609933
8,0.04185474977346868,0.044451604141391786,0.5368600736301569,0.0802555916671128,0.01109539389485139,0.03381060483747272,0.04185474977346868
9,0.03510890183134047,0.01875611270470397,0.27181709880854005,0.021790877825219428,0.1565877763761215,0.0021314534791086067,0.03510890183134047
10,0.04873984401445875,0.0004661274068320717,0.2405214057105114,0.009368594046657377,0.036233087049653855,0.009312605468524266,0.04873984401445875
11,0.08855287027604669,0.029661158342588333,0.6504800717176287,0.040945888321634594,0.011383013095339511,0.007244365645176378,0.08855287027604669
12,0.008666695633957344,0.04056521787801269,0.019751981731052946,0.22562910728386867,0.01250354055277237,0.09472824847995906,0.008666695633957344
13,0.0053477649744470696,0.05714646652391455,0.20385637444790783,0.38166656670498716,0.028519549939944627,0.13980061304929,0.0053477649744470696
14,0.14907305216556876,0.004327312332423039,0.4337494730436754,0.1048045747338884,0.01771275650764876,0.08729246633916073,0.14907305216556876
15,0.0045302670871419206,0.005940391705596818,0.001066314032433839,0.00029058388990228605,0.10514157688697541,0.0002941480647496142,0.0045302670871419206
16,0.006951487462760295,0.03489511375217067,0.06301471460575575,0.014699227525080471,0.0679834422771804,0.011756790884110293,0.006951487462760295
17,0.01980329149788311,0.03431584070105059,0.49222584967211885,0.012840073311848476,0.04294781647322133,0.023637883968795993,0.01980329149788311
18,0.031141047968311,0.0030312858377170163,0.09115520204645425,0.037438694617085676,0.05723095457747908,0.001159115246318517,0.031141047968311
19,0.051742618234163144,0.044457424680886384,0.46222113483199684,0.034756864362004536,0.01954633151173308,0.006043273533751538,0.051742618234163144
20,0.056426023326297765,0.04824150821842763,0.7538576113930896,0.021405271887712143,0.010415500967740292,0.13546851617983915,0.056426023326297765
21,0.0030383847868926377,0.025959442410797992,0.0043553721398772935,0.013721564998320345,0.055765060585293964,0.00633584667536419,0.0030383847868926377
22,0.05989189517664947,0.035057322644044805,0.16935476010119985,0.015101461208042918,0.09680110818536687,0.008494176428844941,0.05989189517664947
23,0.04272795480501819,0.0343843609630932,0.7220596701433687,0.010409573739895959,0.01090278027110981,0.07982605982881728,0.04272795480501819
24,0.020684248390585674,0.060043358873301415,0.016505989799116032,0.3062553538966011,0.0021513474467945402,0.06718436622911557,0.020684248390585674
25,0.0023313417407324778,0.02786218376222515,0.0033582829545995407,0.002051785303925158,0.04252526623507781,0.1193442313176768,0.0023313417407324778
26,0.0047290130652883205,0.006390228404537965,0.291926857689161,0.03424513294145502,0.033084806297347474,0.07471222285245473,0.0047290130652883205
27,0.22188692055297793,0.015480726641295954,0.017513166787835946,0.011385434344446783,0.13782431080314034,0.022207282053985967,0.22188692055297793
28,0.014356912757439291,0.016235982093788882,0.07373576352105513,0.04047727202913708,0.2714027021422966,0.06549611677130561,0.014356912757439291
29,0.018712813706105218,0.05084517684389551,0.421761542075298,0.006367047427075935,0.06487604751993425,0.029179088158271048,0.018712813706105218
30,0.030556576705771152,0.00858015898826673,0.16414048746927287,0.04161662870368739,0.031874057282922516,0.004602223290891746,0.030556576705771152
31,0.08993371671798528,0.08103974532125334,0.15297661849256664,0.05142613186093156,0.0722450641749798,0.027425019934534323,0.08993371671798528
32,0.07493467589027682,0.03518231166261392,0.33958459196615787,0.018844065758605682,0.00824408506810033,0.2781574253407728,0.07493467589027682
33,0.012559533064013957,0.031265962280048826,0.11327738498923945,0.014239185055255735,0.030194699702943462,0.004618071336630621,0.012559533064013957
34,0.08056366905674259,0.03573302161309936,0.20804199949800367,0.030141170955997214,0.0459858962046764,0.166540596635587,0.08056366905674259
35,0.0647319249615411,0.037657930032884736,0.6427641305579079,0.021543353620255848,0.022790111940355347,0.09466236094997518,0.0647319249615411
36,0.2662092174576499,0.056209332370417836,0.029660185714196582,0.10049391184632814,0.030288664598743492,0.11512618453844324,0.2662092174576499
37,0.2772481517606041,0.021696269276056616,0.21086533468321025,0.05322172169028348,0.057546406029350836,0.13013927369203326,0.2772481517606041
38,0.11540955947320589,0.016803777623528655,5.251025835461415e-05,0.014665847889284062,0.3364892305224603,0.07273093972131918,0.11540955947320589
39,0.006416133180697792,0.02520569677618831,0.030004457410282678,0.005024250597127817,0.14155573086462428,0.04974632957470229,0.006416133180697792
40,0.028458379509291507,0.04673958488708042,0.16434963530531843,0.0652901850292987,0.2740471042720299,0.09358288090786707,0.028458379509291507
41,0.04302740593479412,0.04270059637623844,0.5451021310451192,0.017647776337345718,0.4666131313571861,0.010450604456769083,0.04302740593479412
