,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.053219351827154815,0.11436445925736556,0.07999350387558742,0.12618425368345934,0.06536281142078781,0.052708871449836596
XGB,0.0591862148237658,0.11229634167388577,0.07637742365778857,0.13388957314168443,0.06497636002218253,0.0568632567663569
RF,0.052627808115120446,0.11723501576713546,0.07972645990925398,0.1286492482216792,0.06799533709457195,0.059969689593811805
MLR,0.10687956149925854,0.14567425888960236,0.13908099860342504,0.18773690992276262,0.09402906954751568,0.1155548343245238
lasso,0.09968574706357648,0.1586760308802248,0.13804912775217174,0.18444423817973107,0.09681350285787914,0.11988187717907485
PLS,0.09828118737792556,0.15572806653091376,0.13722901660814707,0.18790891940458412,0.0945770604779566,0.11785398596474274
kNN,0.06282851543635254,0.1287488177678896,0.10486703072303195,0.12259774839853586,0.07682796974688075,0.06850888015226457
DT,0.058242547278809675,0.13480140549151162,0.0864689187429501,0.1364014939309057,0.07236479828425689,0.06608192023312932
