,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.8309151917494665,0.7192832694293265,0.8909452428249924,0.7522601609822537,0.8069136037700373,0.8453161941814289
XGB,0.8456428442895885,0.7192491733952482,0.8728638807251552,0.7589606244846032,0.817755585435117,0.8436258709416031
RF,0.853702762039507,0.7172224888708738,0.8272170754790757,0.7241828430119371,0.7889175613374038,0.8286351069111324
MLR,0.49391533752897987,0.5520872239060736,0.5677080396608959,0.48364775420611245,0.6712312224785817,0.5665763576536016
lasso,0.39656837235687825,0.417417888979702,0.5616753499633949,0.4319659560928951,0.7190883348639157,0.5468147534996581
PLS,[0.43081501068887146],[0.49445144231907034],[0.562345863106174],[0.48219776111126206],[0.6689350746397292],[0.59996842396872]
kNN,0.5895316857932097,0.6542970124321483,0.764878828408684,0.7680572341768832,0.748879148366855,0.7937131955871846
DT,0.7501634458828272,0.5665392493345371,0.822320502707941,0.7151067247436498,0.729790783109038,0.7618232613422322
