,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.6822672757450171,0.7271517272294427,0.8604272318902706,0.7248189901087331,0.8192380329719395,0.5699639967098897
XGB,0.6693033032790263,0.7398449273375002,0.8643658501864032,0.791804415258671,0.8199851712677889,0.5388722096015083
RF,0.7041256901242038,0.7333624934688812,0.8187809649278951,0.6948456797065501,0.8086541558861104,0.6416776228909101
MLR,0.6015690954590402,0.6001619836260867,0.6236177041479233,0.540132132103463,0.6251481663631374,0.5568435932497618
lasso,0.48920133861257026,0.4592169998878862,0.5889647800236555,0.48873177884730334,0.7252803362653413,0.504452053695233
PLS,0.5243251755129652,0.5399026780650514,0.6393394134315749,0.5368045678997896,0.6298876879568415,0.5321830293039597
kNN,0.6258116198211717,0.6579903959616638,0.7403048599497697,0.7699026462186341,0.7203003581790888,0.7023453157305074
DT,0.7104367899642611,0.6313832438279923,0.8227341377338113,0.7331282548850484,0.7422389463924939,0.630593114030815
