,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8511027940578855,0.8863680583285181,0.8814474902381937,0.862979081901474,0.9242618679350727,0.8987103758663274
MLR,0.3673632126013821,0.48735751830473806,0.49647650992302905,0.38351237955434414,0.6739080658119837,0.6452350375308563
lasso,0.2952194907320765,0.4899241493064147,0.5109491779223136,0.47823041750468204,0.6732815639994708,0.6471076292534568
PLS,[0.4168446266909451],[0.4868080117148995],[0.5125784244928842],[0.3835123836005836],[0.675853054119647],[0.6654008889768028]
kNN,0.7060875273723176,0.8312576842812737,0.8022129586199896,0.7827791694753414,0.858777794476417,0.8604944248733315
LGBM,0.8460964897053993,0.8884114243461801,0.9065378543596565,0.8757483696653164,0.9269461801851144,0.8995692590375033
XGB,0.8373206959889469,0.8898445362715179,0.9348787581252294,0.8549661577033846,0.9328489607319882,0.9040784122776173
DT,0.7780235675075587,0.8435782039296437,0.8738029892765318,0.802485103545502,0.891216625091742,0.8236426614763332
