group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,0.5392,0.9997,-2.3536,3.432,False
DT,MLP,2.8705,0.0537,-0.0223,5.7633,False
DT,MLR,6.2292,0.0,3.3364,9.122,True
DT,PLS,6.5335,0.0,3.6407,9.4263,True
DT,RF,0.4026,1.0,-2.4901,3.2954,False
DT,XGB,1.2791,0.9077,-1.6137,4.1719,False
DT,kNN,3.9975,0.0006,1.1047,6.8903,True
DT,lasso,6.055,0.0,3.1622,8.9478,True
LGBM,MLP,2.3312,0.231,-0.5615,5.224,False
LGBM,MLR,5.69,0.0,2.7972,8.5828,True
LGBM,PLS,5.9943,0.0,3.1015,8.8871,True
LGBM,RF,-0.1366,1.0,-3.0294,2.7562,False
LGBM,XGB,0.7399,0.997,-2.1529,3.6326,False
LGBM,kNN,3.4583,0.0066,0.5655,6.3511,True
LGBM,lasso,5.5158,0.0,2.623,8.4086,True
MLP,MLR,3.3588,0.0097,0.466,6.2515,True
MLP,PLS,3.663,0.0028,0.7702,6.5558,True
MLP,RF,-2.4678,0.1671,-5.3606,0.425,False
MLP,XGB,-1.5914,0.7412,-4.4842,1.3014,False
MLP,kNN,1.127,0.9544,-1.7658,4.0198,False
MLP,lasso,3.1845,0.0186,0.2917,6.0773,True
MLR,PLS,0.3043,1.0,-2.5885,3.197,False
MLR,RF,-5.8266,0.0,-8.7194,-2.9338,True
MLR,XGB,-4.9502,0.0,-7.8429,-2.0574,True
MLR,kNN,-2.2317,0.2865,-5.1245,0.6611,False
MLR,lasso,-0.1742,1.0,-3.067,2.7186,False
PLS,RF,-6.1308,0.0,-9.0236,-3.2381,True
PLS,XGB,-5.2544,0.0,-8.1472,-2.3616,True
PLS,kNN,-2.536,0.1405,-5.4288,0.3568,False
PLS,lasso,-0.4785,0.9999,-3.3713,2.4143,False
RF,XGB,0.8764,0.9905,-2.0164,3.7692,False
RF,kNN,3.5949,0.0038,0.7021,6.4876,True
RF,lasso,5.6524,0.0,2.7596,8.5451,True
XGB,kNN,2.7184,0.085,-0.1744,5.6112,False
XGB,lasso,4.7759,0.0,1.8831,7.6687,True
kNN,lasso,2.0575,0.3999,-0.8353,4.9503,False
