DT,RF,LGBM,XGB,MLP,kNN,lasso,MLR,PLS
0.0,0.029370806139488694,0.012411933495139842,0.009619581513106823,0.015621900188401872,0.0,0.01880395918345734,0.011355211238091467,0.008713096237299267
0.0,6.308763837439859e-05,0.007295909734293132,0.006326657719910145,0.01121721812966417,0.020276760952656812,0.011011751550309201,0.02701587656174187,0.0009795891517811461
0.0,0.176143877598046,0.06971344283078572,0.15321139991283417,0.10121911490784027,0.00034227863490763163,0.07750130758402013,0.1323134872250451,0.10563482215640757
0.0,0.00020707264071013565,0.004265784428146906,0.0024638567119836807,0.01654205415093682,0.02410565051383446,0.15564184415224397,0.17815428757672658,0.14675960183053843
0.0961219411032766,0.06246063347224681,0.08356709319879752,0.15436727461619737,0.0890536710520825,0.09913867982172592,0.0831341811668504,0.10366093442639501,0.0838384248703668
0.04531314807133971,0.02967088605545838,0.024304596572346654,0.04231905353962595,0.023773256931764797,0.0611088068574589,0.042676245969609006,0.050562097455578825,0.07702876859561747
0.0,0.0001147222901681633,0.006402308529549595,0.006399047560989857,0.033354734813311,0.06289928423319117,0.15346328914460522,0.1615462331845634,0.13422059985996312
0.18526199364025991,0.07756888327657716,0.05533106684985264,0.07768699526786804,0.09059582999873092,0.09087719002756942,0.08540985193412537,0.09734696609926019,0.10684254355735559
0.001244296972210679,0.013202807239306724,0.09951248236952842,0.040752395095460026,0.037671871781970734,0.09852460877473757,0.1358205353936544,0.14445057184209165,0.1302605307838565
0.0,0.020656272880807486,0.013683964636619927,0.037690211087465286,0.06278974319207209,0.210910508406327,0.21161518084676095,0.17636081030640183,0.19918209784401086
0.009516567583759628,0.005185706578373444,0.008331908121002533,0.0010276490356773138,0.015553193166097462,0.0008206155642387444,0.040497738395797345,0.04052477325669679,0.044844328662124115
0.10886215954652287,0.05959647032231021,0.02981434391749075,0.05115760862827301,0.03847824869062036,0.0,0.09243618888559274,0.12258200582846912,0.06893483122335925
0.0,0.11705089191075295,0.05763514852158761,0.13986292481422424,0.1102188732976511,0.503607184649974,0.24137145337716986,0.22242494936341717,0.23050767289127982
0.003784736623807551,0.004437960510216882,0.0004594350189756227,0.014684815891087055,0.04009326799097426,0.0644810761101122,0.04139242663266801,0.10724048322623325,0.0712382919968971
0.003784736623807551,0.012266095240898745,8.150406704845939e-05,0.020795254036784172,0.03016828620875786,0.11269205584546318,0.008975742179570756,0.09574020881922818,0.04777995049792905
0.1024989630858565,0.10567807601403625,0.05493835230538493,0.06323503702878952,0.08780226957113138,0.040279970959513696,0.12591020615681175,0.17436985026180374,0.13776936228865705
0.0,4.3840882151588885e-05,0.00199958206168776,0.0030294558964669704,0.012150939879667602,0.0,0.05039073829918894,0.02982689299596597,0.06920198530419878
0.10211530485275816,0.1548696977477565,0.19670180205116233,0.19547246852043698,0.16938421650960378,0.1572324111149781,0.18177150202620612,0.20111493826556948,0.16497803285323687
0.0,0.0006548564702781333,0.0071460395246575525,0.010257544927299023,0.008591789148562068,0.0,0.032819468739078816,0.05957151260603066,0.061171983977735
0.10886215954652287,0.0679527540220199,0.054034790438724056,0.0491938591003418,0.08563261066997938,0.0,0.11880717603190855,0.1382839501203844,0.11433527701930996
0.0,0.003908479132756199,0.012784048734846006,0.00520620122551918,0.037518025628535207,0.0017382617088474907,0.06572146321692851,0.0764834463086177,0.09059225962298562
0.0,0.00960103665540721,0.01529914168160046,0.024617096409201622,0.027848597854704032,0.0,0.040020076374963576,0.052402014544765896,0.0850933331979936
0.0021844324623254583,0.008123763346254231,0.03472916475015143,0.061549339443445206,0.11594861854595206,0.06262721108327282,0.20214928684492312,0.1748699155488218,0.20255163804245616
0.13175722383519978,0.09052105429479962,0.13077044014199699,0.11259830743074417,0.07114707190987626,0.06615242297358968,0.1519415805972732,0.13937475277336075,0.15202302988583186
0.06435780450712014,0.054453415023614116,0.046907427802503135,0.08892685017700053,0.020176630395448425,0.030694011799361168,0.07202993682022146,0.0512285109524393,0.06784732518424982
