,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Zeta
617,1,1,0,12,100,40,100,3.32
618,1,1,0,4,100,60,100,0.096
619,1,1,0,8,100,60,100,-1.543333333
620,1,1,0,12,100,60,100,-0.458
621,1,1,0,4,100,80,100,-3.533333333
622,1,1,0,8,100,80,100,-2.693333333
623,1,1,0,12,100,80,100,-1.073
624,1,1,0,4,50,20,100,-4.583333333
625,1,1,0,8,50,20,100,-2.473333333
626,1,1,0,12,50,20,100,-0.988333333
627,1,1,0,4,50,40,100,-0.591633333
628,1,1,0,8,50,40,100,-1.048
629,1,1,0,12,50,40,100,1.671666667
630,1,1,0,4,50,60,100,0.497666667
631,1,1,0,8,50,60,100,1.216666667
632,1,1,0,12,50,60,100,-0.367833333
633,1,1,0,4,50,80,100,-2.813333333
634,1,1,0,8,50,80,100,0.119166667
635,1,1,0,12,50,80,100,-1.521333333
636,1,1,0,4,10,20,100,-3.486666667
637,1,1,0,8,10,20,100,1.181
638,1,1,0,12,10,20,100,-1.583333333
639,1,1,0,4,10,40,100,-1.696666667
640,1,1,0,8,10,40,100,1.110333333
641,1,1,0,12,10,40,100,-0.2816
642,1,1,0,4,10,60,100,-0.997666667
643,1,1,0,8,10,60,100,1.956666667
644,1,1,0,12,10,60,100,0.975666667
645,1,1,0,4,10,80,100,-4.646666667
646,1,1,0,8,10,80,100,-1.383
647,1,1,0,12,10,80,100,0.969
648,1,1,0,4,1,20,100,-7.95
649,1,1,0,8,1,20,100,-4.996666667
650,1,1,0,12,1,20,100,1.496666667
651,1,1,0,4,1,40,100,-12.68333333
652,1,1,0,8,1,40,100,-0.225866667
653,1,1,0,12,1,40,100,1.199666667
654,1,1,0,4,1,60,100,1.106666667
655,1,1,0,8,1,60,100,1.159666667
656,1,1,0,12,1,60,100,0.740633333
657,1,1,0,4,1,80,100,-5.563333333
658,1,1,0,8,1,80,100,-1.49
659,1,1,0,12,1,80,100,-0.068
660,1,1,0,4,200,20,10,-4.106666667
661,1,1,0,8,200,20,10,-4.78
662,1,1,0,12,200,20,10,-3.8
663,1,1,0,4,200,40,10,-8.67
664,1,1,0,8,200,40,10,-3.373333333
665,1,1,0,12,200,40,10,-1.295666667
666,1,1,0,4,200,60,10,-0.760666667
667,1,1,0,8,200,60,10,0.013
668,1,1,0,12,200,60,10,-1.82
669,1,1,0,4,200,80,10,-4.656666667
670,1,1,0,8,200,80,10,-2.406666667
671,1,1,0,12,200,80,10,-2.843333333
672,1,1,0,4,100,20,10,-9.143333333
673,1,1,0,8,100,20,10,-2.086666667
674,1,1,0,12,100,20,10,-2.69
675,1,1,0,4,100,40,10,-9.543333333
676,1,1,0,8,100,40,10,-1.101
677,1,1,0,12,100,40,10,-0.806
678,1,1,0,4,100,60,10,-0.956333333
679,1,1,0,8,100,60,10,-1.070666667
680,1,1,0,12,100,60,10,-1.873333333
681,1,1,0,4,100,80,10,-7.5
682,1,1,0,8,100,80,10,-3.133333333
683,1,1,0,12,100,80,10,-1.543333333
684,1,1,0,4,50,20,10,-8.303333333
685,1,1,0,8,50,20,10,-1.67
686,1,1,0,12,50,20,10,-4.006666667
687,1,1,0,4,50,40,10,-5.433333333
688,1,1,0,8,50,40,10,-0.782666667
689,1,1,0,12,50,40,10,-0.808
690,1,1,0,4,50,60,10,-2.59
691,1,1,0,8,50,60,10,-0.939333333
692,1,1,0,12,50,60,10,-1.427333333
693,1,1,0,4,50,80,10,-4.286666667
694,1,1,0,8,50,80,10,-3.123333333
695,1,1,0,12,50,80,10,-2.5
696,1,1,0,4,10,20,10,-5.833333333
697,1,1,0,8,10,20,10,-1.171666667
698,1,1,0,12,10,20,10,-3.613333333
699,1,1,0,4,10,40,10,-8.426666667
700,1,1,0,8,10,40,10,-0.833
701,1,1,0,12,10,40,10,-0.889
702,1,1,0,4,10,60,10,-3.496666667
703,1,1,0,8,10,60,10,-1.372
704,1,1,0,12,10,60,10,-2.23
705,1,1,0,4,10,80,10,-7.86
706,1,1,0,8,10,80,10,-1.491
707,1,1,0,12,10,80,10,-2.646666667
708,1,1,0,4,1,20,10,-16.8
709,1,1,0,8,1,20,10,-9.796666667
710,1,1,0,12,1,20,10,-6.03
711,1,1,0,4,1,40,10,-7.93
712,1,1,0,8,1,40,10,-1.069666667
713,1,1,0,12,1,40,10,-1.002
714,1,1,0,4,1,60,10,-6.88
715,1,1,0,8,1,60,10,-0.741333333
716,1,1,0,12,1,60,10,-1.561
717,1,1,0,4,1,80,10,-13.63333333
718,1,1,0,8,1,80,10,-3.446666667
719,1,1,0,12,1,80,10,-1.356666667
720,0,1,0,4,200,20,500,-5.068333333
721,0,1,0,8,200,20,500,-4.021666667
722,0,1,0,12,200,20,500,-2.968333333
723,0,1,0,4,200,40,500,-3.041666667
724,0,1,0,8,200,40,500,-1.898333333
725,0,1,0,12,200,40,500,-3.103333333
726,0,1,0,4,200,60,500,-1.049666667
727,0,1,0,8,200,60,500,-1.217666667
728,0,1,0,12,200,60,500,2.996666667
729,0,1,0,4,200,80,500,-6.603333333
730,0,1,0,8,200,80,500,0.623
731,0,1,0,12,200,80,500,0.325333333
732,0,1,0,4,100,20,500,-4.816666667
733,0,1,0,8,100,20,500,-3.873333333
734,0,1,0,12,100,20,500,-3.5
735,0,1,0,4,100,40,500,-2.638333333
736,0,1,0,8,100,40,500,0.246333333
737,0,1,0,12,100,40,500,-3.133333333
738,0,1,0,4,100,60,500,-9.153333333
739,0,1,0,8,100,60,500,-0.320666667
740,0,1,0,12,100,60,500,2.133333333
741,0,1,0,4,100,80,500,-9.556666667
742,0,1,0,8,100,80,500,0.087033333
743,0,1,0,12,100,80,500,3.74
744,0,1,0,4,50,20,500,-4.85
745,0,1,0,8,50,20,500,-2.693333333
746,0,1,0,12,50,20,500,-2.901666667
747,0,1,0,4,50,40,500,-1.799333333
748,0,1,0,8,50,40,500,-0.851333333
749,0,1,0,12,50,40,500,-1.121333333
750,0,1,0,4,50,60,500,-2.73
751,0,1,0,8,50,60,500,1.443333333
752,0,1,0,12,50,60,500,0.187266667
753,0,1,0,4,50,80,500,-5.206666667
754,0,1,0,8,50,80,500,0.386
755,0,1,0,12,50,80,500,0.998
756,0,1,0,4,10,20,500,-3.636666667
757,0,1,0,8,10,20,500,-2.656666667
758,0,1,0,12,10,20,500,-1.633
759,0,1,0,4,10,40,500,-1.138333333
760,0,1,0,8,10,40,500,-0.238
761,0,1,0,12,10,40,500,-0.738666667
762,0,1,0,4,10,60,500,-3.896666667
763,0,1,0,8,10,60,500,-0.527
764,0,1,0,12,10,60,500,-0.284666667
765,0,1,0,4,10,80,500,-1.926666667
766,0,1,0,8,10,80,500,-0.139
767,0,1,0,12,10,80,500,-0.031
768,0,1,0,4,1,20,500,-11.87166667
769,0,1,0,8,1,20,500,-8.006666667
770,0,1,0,12,1,20,500,-8.283333333
771,0,1,0,4,1,40,500,-15.03333333
772,0,1,0,8,1,40,500,-7.436666667
773,0,1,0,12,1,40,500,-8.44
774,0,1,0,4,1,60,500,-15.4
775,0,1,0,8,1,60,500,-3.776666667
776,0,1,0,12,1,60,500,-5.566666667
777,0,1,0,4,1,80,500,-6.826666667
778,0,1,0,8,1,80,500,-13.4
779,0,1,0,12,1,80,500,-4.993333333
780,0,1,0,4,200,20,100,-4.593333333
781,0,1,0,8,200,20,100,-3.04
782,0,1,0,12,200,20,100,-1.816666667
783,0,1,0,4,200,40,100,-13.76666667
784,0,1,0,8,200,40,100,-3.333333333
785,0,1,0,12,200,40,100,-2.323333333
786,0,1,0,4,200,60,100,-4.963333333
787,0,1,0,8,200,60,100,-2.55
788,0,1,0,12,200,60,100,-1.646666667
789,0,1,0,4,200,80,100,-6.486666667
790,0,1,0,8,200,80,100,-3.843333333
791,0,1,0,12,200,80,100,-4.066666667
792,0,1,0,4,100,20,100,-2.46
793,0,1,0,8,100,20,100,-3.883333333
794,0,1,0,12,100,20,100,-2.693333333
795,0,1,0,4,100,40,100,-5.593333333
796,0,1,0,8,100,40,100,-1.499
797,0,1,0,12,100,40,100,-1.446
798,0,1,0,4,100,60,100,-2.78
799,0,1,0,8,100,60,100,-1.616666667
800,0,1,0,12,100,60,100,-0.117666667
801,0,1,0,4,100,80,100,-4.66
802,0,1,0,8,100,80,100,-5.24
803,0,1,0,12,100,80,100,-2.843333333
804,0,1,0,4,50,20,100,-5.36
805,0,1,0,8,50,20,100,-4.023333333
806,0,1,0,12,50,20,100,-2.783333333
807,0,1,0,4,50,40,100,-1.955666667
808,0,1,0,8,50,40,100,-2.006
809,0,1,0,12,50,40,100,-2.606666667
810,0,1,0,4,50,60,100,-4.78
811,0,1,0,8,50,60,100,-2.276666667
812,0,1,0,12,50,60,100,-0.321666667
813,0,1,0,4,50,80,100,-5.69
814,0,1,0,8,50,80,100,-3.793333333
815,0,1,0,12,50,80,100,-2.906666667
816,0,1,0,4,10,20,100,-5.61
817,0,1,0,8,10,20,100,-2.116666667
818,0,1,0,12,10,20,100,-2.88
819,0,1,0,4,10,40,100,-3.836666667
820,0,1,0,8,10,40,100,-2.166666667
821,0,1,0,12,10,40,100,-2.34
822,0,1,0,4,10,60,100,-3.42
823,0,1,0,8,10,60,100,-2.623333333
824,0,1,0,12,10,60,100,-1.114333333
825,0,1,0,4,10,80,100,-5.173333333
826,0,1,0,8,10,80,100,-3.976666667
827,0,1,0,12,10,80,100,-1.926666667
828,0,1,0,4,1,20,100,-12.6
829,0,1,0,8,1,20,100,-5.433333333
830,0,1,0,12,1,20,100,-2.986666667
831,0,1,0,4,1,40,100,-17.43333333
832,0,1,0,8,1,40,100,-6.126666667
833,0,1,0,12,1,40,100,-6.946666667
834,0,1,0,4,1,60,100,-13.76666667
835,0,1,0,8,1,60,100,-5.553333333
836,0,1,0,12,1,60,100,-5.703333333
837,0,1,0,4,1,80,100,-24.16666667
838,0,1,0,8,1,80,100,-5.65
839,0,1,0,12,1,80,100,-6.5
840,0,1,0,4,200,20,10,-5.783333333
841,0,1,0,8,200,20,10,-4.143333333
842,0,1,0,12,200,20,10,-2.656666667
843,0,1,0,4,200,40,10,-2.87
844,0,1,0,8,200,40,10,-1.001333333
845,0,1,0,12,200,40,10,-1.304
846,0,1,0,4,200,60,10,-2.766666667
847,0,1,0,8,200,60,10,-2.24
848,0,1,0,12,200,60,10,-0.799666667
849,0,1,0,4,200,80,10,-4.306666667
850,0,1,0,8,200,80,10,-1.380333333
851,0,1,0,12,200,80,10,-2.326666667
852,0,1,0,4,100,20,10,-4.35
853,0,1,0,8,100,20,10,-1.746666667
854,0,1,0,12,100,20,10,-3.026666667
855,0,1,0,4,100,40,10,-10.29333333
856,0,1,0,8,100,40,10,-2.353333333
857,0,1,0,12,100,40,10,-1.74
858,0,1,0,4,100,60,10,-2.136666667
859,0,1,0,8,100,60,10,-1.166666667
860,0,1,0,12,100,60,10,-2.483333333
861,0,1,0,4,100,80,10,-4.096666667
862,0,1,0,8,100,80,10,-2.266666667
863,0,1,0,12,100,80,10,-0.218
864,0,1,0,4,50,20,10,-8.39
865,0,1,0,8,50,20,10,-2.456666667
866,0,1,0,12,50,20,10,-1.91
867,0,1,0,4,50,40,10,-1.44
868,0,1,0,8,50,40,10,-2.203333333
869,0,1,0,12,50,40,10,-2.22
870,0,1,0,4,50,60,10,-3.596666667
871,0,1,0,8,50,60,10,-2.566666667
872,0,1,0,12,50,60,10,-2.226666667
873,0,1,0,4,50,80,10,-1.386666667
874,0,1,0,8,50,80,10,-2.66
875,0,1,0,12,50,80,10,-1.334666667
876,0,1,0,4,10,20,10,-5.396666667
877,0,1,0,8,10,20,10,-4.446666667
878,0,1,0,12,10,20,10,-3.206666667
879,0,1,0,4,10,40,10,-2.336666667
880,0,1,0,8,10,40,10,-2.018333333
881,0,1,0,12,10,40,10,-1.347333333
882,0,1,0,4,10,60,10,-2.683333333
883,0,1,0,8,10,60,10,-2.823333333
884,0,1,0,12,10,60,10,-2.566666667
885,0,1,0,4,10,80,10,-4.26
886,0,1,0,8,10,80,10,-0.256
887,0,1,0,12,10,80,10,-1.372
888,0,1,0,4,1,20,10,-7.543333333
889,0,1,0,8,1,20,10,-4.23
890,0,1,0,12,1,20,10,-2.313333333
891,0,1,0,4,1,40,10,-5.043333333
892,0,1,0,8,1,40,10,-4.753333333
893,0,1,0,12,1,40,10,-5.64
894,0,1,0,4,1,60,10,-6.043333333
895,0,1,0,8,1,60,10,-6.406666667
896,0,1,0,12,1,60,10,-4.306666667
897,0,1,0,4,1,80,10,-8.64
898,0,1,0,8,1,80,10,-5.786666667
899,0,1,0,12,1,80,10,-3.573333333
900,1,0,0,4,200,20,500,12.13333333
901,1,0,0,8,200,20,500,11.56666667
902,1,0,0,12,200,20,500,12.93333333
903,1,0,0,4,200,40,500,7.903333333
904,1,0,0,8,200,40,500,6.54
905,1,0,0,12,200,40,500,2.443333333
906,1,0,0,4,200,60,500,-5.43
907,1,0,0,8,200,60,500,5.633333333
908,1,0,0,12,200,60,500,0.464333333
909,1,0,0,4,200,80,500,-21.8
910,1,0,0,8,200,80,500,2.466666667
911,1,0,0,12,200,80,500,-11.91333333
912,1,0,0,4,100,20,500,10.82
913,1,0,0,8,100,20,500,11.0
914,1,0,0,12,100,20,500,12.23333333
915,1,0,0,4,100,40,500,5.666666667
916,1,0,0,8,100,40,500,8.876666667
917,1,0,0,12,100,40,500,1.906666667
918,1,0,0,4,100,60,500,-10.13333333
919,1,0,0,8,100,60,500,0.829333333
920,1,0,0,12,100,60,500,4.373333333
921,1,0,0,4,100,80,500,-19.76666667
922,1,0,0,8,100,80,500,6.47
923,1,0,0,12,100,80,500,-3.599
924,1,0,0,4,50,20,500,10.9
925,1,0,0,8,50,20,500,10.6
926,1,0,0,12,50,20,500,9.493333333
927,1,0,0,4,50,40,500,8.536666667
928,1,0,0,8,50,40,500,9.536666667
929,1,0,0,12,50,40,500,-2.658333333
930,1,0,0,4,50,60,500,-5.226666667
931,1,0,0,8,50,60,500,-1.371333333
932,1,0,0,12,50,60,500,2.146666667
933,1,0,0,4,50,80,500,-12.03
934,1,0,0,8,50,80,500,6.88
935,1,0,0,12,50,80,500,-5.71
936,1,0,0,4,10,20,500,9.616666667
937,1,0,0,8,10,20,500,10.49333333
938,1,0,0,12,10,20,500,9.68
939,1,0,0,4,10,40,500,8.14
940,1,0,0,8,10,40,500,13.96666667
941,1,0,0,12,10,40,500,5.79
942,1,0,0,4,10,60,500,-0.544333333
943,1,0,0,8,10,60,500,2.826666667
944,1,0,0,12,10,60,500,1.908666667
945,1,0,0,4,10,80,500,-5.39
946,1,0,0,8,10,80,500,10.8
947,1,0,0,12,10,80,500,32.86666667
948,1,0,0,4,1,20,500,14.7
949,1,0,0,8,1,20,500,14.16666667
950,1,0,0,12,1,20,500,17.73333333
951,1,0,0,4,1,40,500,19.6
952,1,0,0,8,1,40,500,21.26666667
953,1,0,0,12,1,40,500,14.2
954,1,0,0,4,1,60,500,14.26666667
955,1,0,0,8,1,60,500,15.46666667
956,1,0,0,12,1,60,500,15.53333333
957,1,0,0,4,1,80,500,-0.805
958,1,0,0,8,1,80,500,22.93333333
959,1,0,0,12,1,80,500,38.2
960,1,0,0,4,200,20,100,1.65
961,1,0,0,8,200,20,100,-1.823333333
962,1,0,0,12,200,20,100,-0.158466667
963,1,0,0,4,200,40,100,4.643333333
964,1,0,0,8,200,40,100,1.453333333
965,1,0,0,12,200,40,100,2.91
966,1,0,0,4,200,60,100,7.4
967,1,0,0,8,200,60,100,6.18
968,1,0,0,12,200,60,100,8.59
969,1,0,0,4,200,80,100,8.573333333
970,1,0,0,8,200,80,100,1.683333333
971,1,0,0,12,200,80,100,2.076666667
972,1,0,0,4,100,20,100,-0.481
973,1,0,0,8,100,20,100,1.207666667
974,1,0,0,12,100,20,100,-0.237733333
975,1,0,0,4,100,40,100,-0.117666667
976,1,0,0,8,100,40,100,6.66
977,1,0,0,12,100,40,100,10.83333333
978,1,0,0,4,100,60,100,7.173333333
979,1,0,0,8,100,60,100,4.58
980,1,0,0,12,100,60,100,6.5
981,1,0,0,4,100,80,100,8.523333333
982,1,0,0,8,100,80,100,4.36
983,1,0,0,12,100,80,100,1.221
984,1,0,0,4,50,20,100,-0.675
985,1,0,0,8,50,20,100,-0.180233333
986,1,0,0,12,50,20,100,3.94
987,1,0,0,4,50,40,100,5.51
988,1,0,0,8,50,40,100,2.436666667
989,1,0,0,12,50,40,100,7.05
990,1,0,0,4,50,60,100,7.98
991,1,0,0,8,50,60,100,8.23
992,1,0,0,12,50,60,100,7.35
993,1,0,0,4,50,80,100,8.526666667
994,1,0,0,8,50,80,100,4.426666667
995,1,0,0,12,50,80,100,4.913333333
996,1,0,0,4,10,20,100,4.576666667
997,1,0,0,8,10,20,100,1.78
998,1,0,0,12,10,20,100,6.03
999,1,0,0,4,10,40,100,5.266666667
1000,1,0,0,8,10,40,100,4.823333333
1001,1,0,0,12,10,40,100,4.396666667
1002,1,0,0,4,10,60,100,5.976666667
1003,1,0,0,8,10,60,100,7.0
1004,1,0,0,12,10,60,100,5.493333333
1005,1,0,0,4,10,80,100,8.37
1006,1,0,0,8,10,80,100,2.646666667
1007,1,0,0,12,10,80,100,5.016666667
1008,1,0,0,4,1,20,100,3.523333333
1009,1,0,0,8,1,20,100,8.636666667
1010,1,0,0,12,1,20,100,7.9
1011,1,0,0,4,1,40,100,5.51
1012,1,0,0,8,1,40,100,7.95
1013,1,0,0,12,1,40,100,10.19
1014,1,0,0,4,1,60,100,8.826666667
1015,1,0,0,8,1,60,100,10.71
1016,1,0,0,12,1,60,100,14.23333333
1017,1,0,0,4,1,80,100,13.56666667
1018,1,0,0,8,1,80,100,18.53333333
1019,1,0,0,12,1,80,100,18.13333333
1020,1,0,0,4,200,20,10,-2.143333333
1021,1,0,0,8,200,20,10,-1.52
1022,1,0,0,12,200,20,10,-0.768
1023,1,0,0,4,200,40,10,-1.302666667
1024,1,0,0,8,200,40,10,-1.417333333
1025,1,0,0,12,200,40,10,-1.53
1026,1,0,0,4,200,60,10,-0.445353333
1027,1,0,0,8,200,60,10,-0.4119
1028,1,0,0,12,200,60,10,-1.150666667
1029,1,0,0,4,200,80,10,-0.866333333
1030,1,0,0,8,200,80,10,-1.256666667
1031,1,0,0,12,200,80,10,0.426333333
1032,1,0,0,4,100,20,10,-1.87
1033,1,0,0,8,100,20,10,-2.006666667
1034,1,0,0,12,100,20,10,-0.638
1035,1,0,0,4,100,40,10,-1.143666667
1036,1,0,0,8,100,40,10,-1.095
1037,1,0,0,12,100,40,10,-1.493333333
1038,1,0,0,4,100,60,10,-1.693333333
1039,1,0,0,8,100,60,10,-0.698333333
1040,1,0,0,12,100,60,10,-0.727
1041,1,0,0,4,100,80,10,-0.57
1042,1,0,0,8,100,80,10,-0.411666667
1043,1,0,0,12,100,80,10,-0.533333333
1044,1,0,0,4,50,20,10,-1.993333333
1045,1,0,0,8,50,20,10,-1.546666667
1046,1,0,0,12,50,20,10,-1.140333333
1047,1,0,0,4,50,40,10,-1.966666667
1048,1,0,0,8,50,40,10,-1.000666667
1049,1,0,0,12,50,40,10,-1.209
1050,1,0,0,4,50,60,10,-1.506666667
1051,1,0,0,8,50,60,10,-0.898333333
1052,1,0,0,12,50,60,10,-0.789
1053,1,0,0,4,50,80,10,-1.065666667
1054,1,0,0,8,50,80,10,0.4569
1055,1,0,0,12,50,80,10,0.340333333
1056,1,0,0,4,10,20,10,-1.64
1057,1,0,0,8,10,20,10,-1.626666667
1058,1,0,0,12,10,20,10,-1.343333333
1059,1,0,0,4,10,40,10,-1.109
1060,1,0,0,8,10,40,10,-1.138666667
1061,1,0,0,12,10,40,10,-0.974333333
1062,1,0,0,4,10,60,10,-1.029666667
1063,1,0,0,8,10,60,10,-1.553333333
1064,1,0,0,12,10,60,10,-0.7077
1065,1,0,0,4,10,80,10,-1.222
1066,1,0,0,8,10,80,10,10466.33333
1067,1,0,0,12,10,80,10,0.1946
1068,1,0,0,4,1,20,10,-1.523333333
1069,1,0,0,8,1,20,10,-0.928
1070,1,0,0,12,1,20,10,-1.003
1071,1,0,0,4,1,40,10,-1.225
1072,1,0,0,8,1,40,10,-1.238333333
1073,1,0,0,12,1,40,10,-0.524533333
1074,1,0,0,4,1,60,10,-0.473333333
1075,1,0,0,8,1,60,10,-0.883
1076,1,0,0,12,1,60,10,-0.294
1077,1,0,0,4,1,80,10,1.176666667
1078,1,0,0,8,1,80,10,1.081666667
1079,1,0,0,12,1,80,10,2.193333333
