,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_ARPE19
65,246,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,100,7.23
66,247,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,100,8.1
67,248,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,100,7.413
68,249,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,100,6.436
69,250,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,100,4.812
70,251,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,100,4.489
71,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,5.226
72,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,6.535
73,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,5.541
74,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,5.694
75,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,5.361
76,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,5.663
77,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,6.91
78,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,4.635
79,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,4.635
80,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,5.075
81,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,2.708
82,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,2.079
83,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,2.773
84,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,3.738
85,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,3.932
86,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,2.485
87,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,2.89
88,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,4.344
89,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,3.989
90,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,3.638
91,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,2.89
92,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,3.367
93,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,4.234
94,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,2.079
95,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,5.464
96,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,6.133
97,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,6.047
98,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,5.268
99,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,6.444
100,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,6.621
101,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,6.945
102,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,7.076
103,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,6.219
104,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,5.517
105,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,6.868
106,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,5.953
107,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,5.606
108,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,7.869
109,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,6.99
110,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,6.194
111,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,6.116
112,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,5.914
113,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,6.207
114,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,6.279
115,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,5.252
116,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,6.363
117,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,7.005
118,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,6.702
119,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,6.506
120,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,1.792
121,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,1.946
122,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,1.386
123,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,1.792
124,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,1.946
125,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,1.792
126,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,1.386
127,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,1.792
128,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,1.386
129,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,1.946
130,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,1.609
131,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,2.197
132,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,1.792
133,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,1.099
134,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,2.079
135,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,1.386
136,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,1.792
137,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,2.485
138,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,1.386
139,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,1.386
140,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,1.792
141,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,2.398
142,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,1.386
143,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,1.609
144,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,1.946
145,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,2.079
146,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,1.946
147,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,0.693
148,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,2.398
149,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,1.609
150,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,1.609
151,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,1.099
152,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,2.079
153,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,2.89
154,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,1.386
155,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,1.609
156,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,1.386
157,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,1.386
158,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,1.609
159,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,1.386
160,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,1.609
161,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,1.609
162,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,1.099
163,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,1.792
164,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,2.079
165,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,4.605
166,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,2.708
167,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,3.219
168,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,1.946
169,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,1.792
170,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,1.099
171,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,1.946
172,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,1.946
173,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,1.946
174,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,1.099
175,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,2.079
176,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,2.485
177,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,5.106
178,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,2.833
179,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,5.231
180,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,4.875
181,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.652
182,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,4.727
183,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,4.927
184,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.043
185,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,3.611
186,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,4.585
187,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,5.602
188,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,2.708
189,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,2.485
190,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,2.89
191,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,2.773
192,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,6.24
193,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,6.223
194,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,2.773
195,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,4.304
196,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.438
197,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,3.807
198,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,2.773
199,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,5.298
200,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.5
201,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,2.565
202,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,3.829
203,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,3.871
204,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,5.743
205,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.338
206,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,4.143
207,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.293
208,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.606
209,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,4.19
210,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.159
211,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,3.892
212,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,3.784
213,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.219
214,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.611
215,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,4.043
216,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,5.13
217,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,4.564
218,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,2.197
219,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,4.868
220,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,4.691
221,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,3.178
222,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,5.136
223,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,4.736
224,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,4.754
225,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,5.011
226,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,4.745
227,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,3.892
228,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,5.911
229,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,4.635
230,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,3.584
231,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,5.9
232,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,6.671
233,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.159
234,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,5.82
235,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,6.094
236,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,5.656
237,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,5.124
238,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,6.18
239,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,5.529
240,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.282
241,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.745
242,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,2.197
243,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,6.494
244,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,3.401
245,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.332
246,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,3.738
247,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,6.335
248,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,5.215
249,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,2.708
250,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,6.161
251,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,3.258
252,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,3.784
253,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,3.367
254,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,6.766
255,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,4.745
256,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,2.565
257,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,6.916
258,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,3.912
259,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,4.22
260,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,3.296
261,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.485
262,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,3.555
263,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,2.079
264,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,5.352
265,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,2.773
266,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,5.22
267,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,2.708
268,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,6.39
269,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,4.691
270,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,2.303
271,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,5.468
272,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,5.883
273,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,2.639
274,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,3.664
275,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,2.708
276,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.197
277,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,2.639
278,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,2.639
279,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,1.792
280,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,1.609
281,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,1.609
282,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,2.303
283,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,3.219
284,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,2.303
285,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,2.398
286,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,2.639
287,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,1.792
288,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,2.079
289,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,1.386
290,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,1.792
291,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.89
292,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.303
293,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,2.639
294,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,1.792
295,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,2.485
296,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,3.332
297,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,1.386
298,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,2.708
299,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,3.401
300,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,2.833
301,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,2.565
302,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,3.135
303,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,2.833
304,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,1.609
305,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,2.197
306,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,2.485
307,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,6.353
308,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,3.401
309,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,4.06
310,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,2.996
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,3.434
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,2.197
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,6.001
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,5.756
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,6.858
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,6.293
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.971
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,3.85
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.861
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,6.373
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,3.466
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,3.045
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,3.912
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,2.565
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,1.946
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,2.565
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.691
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,4.905
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,3.912
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,2.398
