,RF,XGB,LGBM,kNN,DT,MLR,PLS,lasso
61,0.1989236030708576,0.3062763214111328,0.19024565746453448,0.03730326672019352,0.10921568627450975,0.016070923895137534,0.016899083571466106,0.4004514168946079
62,0.2544614093785663,0.061947346832238015,0.47779676900428947,0.053295181064373476,0.26811764705882335,0.24655878191919145,0.2382425090218625,0.5740721640378997
63,0.10079319950202306,0.006328090218936655,0.2776707096350442,0.012000621462081862,0.04843137254901975,0.16896281802018304,0.16008908806516808,0.12025883034647161
64,0.08228911790642224,0.12272581035015628,0.3800268876661934,0.2536919394711826,0.7486764705882354,0.13284968157235644,0.14523540229172882,0.18227113386864788
65,0.26280445222533455,0.06545605159273338,0.1113618934577505,0.0,0.0,0.24857206662722725,0.24556492756276396,0.24234495234609338
66,0.1456617483660133,0.4850555956363678,0.04805874973527513,0.0,0.0,0.285011707924161,0.2916121494185928,0.36173727159113656
67,0.0002893246187363833,0.019474565982818604,0.09209878660855356,0.0,0.0,0.29300336009299754,0.299233657835793,0.09648717694869836
68,0.00018082788671023957,0.003848433494567871,0.30953283139111387,0.0,0.0,0.3027620877866807,0.31176569022681333,0.13708198990407922
69,0.02010029411764697,0.07657825946807861,0.40279095085576955,0.0,0.0,0.2501834485866379,0.265278381088979,0.2673802958697814
70,0.10368655929038283,0.06855529546737671,0.08648022435184863,0.0,0.008725490196078406,0.233052322768889,0.23642214120532706,0.1540788153671483
71,0.008816764705882345,0.2497397129208434,0.0009793535575646772,0.31371987666420403,0.028627450980392155,0.5806643839273764,0.5882871662134489,0.23085832406916362
72,0.6182093526299411,0.3366081578357548,0.3711163131979321,0.0,0.0,0.20537290788104673,0.20926323703438865,0.4470630210305198
73,0.28190232648615,0.08641240000724792,0.26604079794472235,0.0,0.0,0.23723210245442444,0.24027699027585855,0.39029860996073207
74,0.2671651423902897,0.5138168775100336,0.0020087264285452455,0.0,0.0,0.1927710378620039,0.20091626694695872,0.320684071856945
75,0.030364810405643754,0.45216145756197923,0.013213033521519335,0.10832410493266903,0.180686274509804,0.1728065783573305,0.18012219634246107,0.1299521112540874
76,0.22159132041705562,0.36415952184621014,0.0016942195901938648,0.1259264041683581,0.22184873949579836,0.33470128048051045,0.3403253577434475,0.2389103159533697
77,0.09490946311858092,0.0016503328903048065,0.011771659614618839,0.0,0.0,0.07237535058271821,0.05763287349827306,0.058682034500214364
78,0.004158570131756398,0.000982135534286499,0.046709311654482534,0.0,0.014509803921568615,0.06908740746259351,0.0544876015864115,0.126312111082144
79,0.2647552256458139,0.038040608167648315,0.23061874775320484,0.11580884770542162,0.0022058823529411686,0.17001194896946115,0.15961397583430673,0.22745711479191644
80,0.18316140574748432,0.02128317952156067,0.39858311776067956,0.2924251273839894,0.379281045751634,0.24805119947718868,0.2638021477173439,0.2288640454972362
81,0.09342064892623725,0.07353422833423995,0.13040574087180007,0.12326112237221654,0.19215686274509802,0.34137562205414496,0.3653170266642458,0.1727502504324102
82,0.12971090413943345,0.0278320226248574,0.062412478501639335,0.20381653389120766,0.08086834733893572,0.16160328017605996,0.18351683329965474,0.04167031314639069
83,0.0687929209461563,0.03518357622857182,0.19943590241217543,0.0040790675648876284,0.09274509803921571,0.3501576429449624,0.3696801640293049,0.25057830712229134
84,0.026677791264654027,0.027680546045303345,0.31582642149740753,0.08981176962883378,0.21932773109243703,0.11252275345384544,0.09906741239973996,0.21334810005534793
85,0.015973749610955476,0.02318611741065979,0.014634480688158008,0.011601862989332024,0.015735294117646986,0.08396445000347813,0.07835896424472627,0.028398559314030555
86,0.2790541614794067,0.28345102071762085,0.013419303169280708,0.03887409931388591,0.20403361344537824,0.1161677145266915,0.1054067459155553,0.22892533779360447
87,0.32572377243489986,0.148713618516922,0.09609705414707183,0.014363111439232579,0.20893557422969194,0.11638615738620223,0.10424661229501242,0.15818093865452423
88,0.10034909274821031,0.030285865582671878,0.14349459103250845,0.11316683324298993,0.12947712418300647,0.12863893085456085,0.1380301490575118,0.10196603818950795
89,0.047606576408341136,0.035053455852994686,0.12098315080675069,0.19268192317098595,0.0,0.01780193409386885,0.014007925835003043,0.0351361876073643
90,0.02051685729847493,0.14019934675272783,0.20201577737867304,0.0,0.03735294117647056,0.023221213598237783,0.01673906547691814,0.037880123918365274
91,0.03317883390393189,0.07333925242517514,0.1532293449200663,0.05266363813579418,0.10591503267973851,0.027310598945306047,0.02044744173133131,0.16568373942859888
92,0.07403862952588458,0.2057254945296867,0.1323095665925792,0.06524384655853138,0.316078431372549,0.17998385184953902,0.18484747810980112,0.2743767655499984
93,0.05344892156862745,0.057724099766974346,0.23825375149375547,0.017843137254901942,0.3475490196078432,0.1535471931566792,0.1504688393164042,0.059618195294425205
94,0.004626824618736369,0.08011037111282349,0.05875509958725238,0.1061369710982331,0.08245098039215684,0.011784727806116058,0.01581132731988337,0.04675218376387606
95,0.3611379486979978,0.06371303324605904,0.20121008289927622,0.0,0.0,0.04451561800240078,0.04340878239947135,0.5963865325898419
96,0.04800119047619042,0.10642917399312934,0.02418964816430197,0.16514131605530416,0.3983823529411765,0.266808198698291,0.26582028903847577,0.11268061986194877
97,0.17345259700176363,0.08977866060593565,0.045597564589311135,0.36895861347167097,0.47882352941176465,0.3548956666659586,0.35973422149414813,0.12453591076280555
98,0.04343909197012133,0.34901601950327543,0.21817586561086993,0.049857750505817866,0.42459383753501395,0.5033058883034371,0.5056867891497727,0.033941294411247686
99,0.00020849673202614363,0.017872124910354614,0.004241589993557354,0.27824953121295165,0.03196078431372551,0.49972223464145826,0.4983844013954161,0.04527953717067952
100,0.0,0.00034990906715393066,0.0025086429009658754,0.3432586676395647,0.10578431372549019,0.11932499711449529,0.1159678063174342,0.019288711690143456
101,0.004314847494553377,0.003373056650161743,0.017590854913583597,0.2445255024397609,0.1131372549019608,0.14235242560068345,0.14030917072394222,0.12938678596092693
102,0.034901960784313624,0.011340975761413574,0.0025086429009658754,0.0,0.0,0.0865700337420297,0.0841596846841299,0.04829600176168669
103,0.08199596483037656,0.008038341999053955,0.0025086429009658754,0.0,0.0,0.10222176782143261,0.10290755584509662,0.22515255644284998
104,0.0076939013383130975,0.0025733113288879395,0.0017460148645615273,0.0,0.008725490196078406,0.1127002441754823,0.1141629267788938,0.21588672987052143
105,0.0037676470588235305,0.0028424859046936035,0.01881126309128545,0.0,0.0,0.1020695559290351,0.10143099791529825,0.16645380841094837
106,0.02124564737005913,0.0005478560924530029,0.01043585487757374,0.0,0.03700980392156855,0.17172300049311828,0.1709641010050166,0.1797809101777586
107,0.0810143121693122,0.002283066511154175,0.01769953433270379,0.12947348821482177,0.0014705882352941124,0.11456627550238574,0.11585898765749071,0.125987604168746
108,0.1228430594460005,0.003298342227935791,0.08559777966517586,0.0,0.0,0.14152501893942387,0.13853471399435788,0.16900596276148377
109,0.25115205298786214,0.22118164983450206,0.22192392529052773,0.21839913116201348,0.0,0.09226518755235125,0.09163348415769743,0.1324727880928493
110,0.05162639239028942,0.02076312154531479,0.25430582038959604,0.08101831170614214,0.17490196078431364,0.10094931041648741,0.10417658978574094,0.09285944849851091
111,0.25191815767973863,0.019838768988847733,0.0014530618585413897,0.11980188322879667,0.05186274509803923,0.10377643528287772,0.10498536995663343,0.265728309060785
112,0.29069752392623727,0.1996987909078598,0.27710306366941617,0.19230966693762402,0.0,0.1854087478429957,0.18519177733382663,0.030150021915813285
113,0.022801692343604105,0.11219735443592072,0.27075638291205184,0.1825474338785636,0.0,0.03567348577544266,0.037712006976914986,0.13880076340036968
114,0.08600949404761903,0.27153900265693665,0.05632332293031165,0.0,0.0,0.03365964196541399,0.03000454783959547,0.14881227618583703
115,0.16285947022748493,0.13029509795647043,0.03730034319694327,0.07631056161129307,0.0,0.3638070880412996,0.36640891745532234,0.07106235705315853
116,0.1330742676237161,0.00464054336771369,0.18749120761947924,0.0,0.0,0.07943970066687395,0.08344686260873216,0.16077020834981892
117,0.19039536472922497,0.013474049046635628,0.17596209067115087,0.0,0.0,0.1212183209662342,0.12377824132118238,0.14851656410966788
118,0.00096580065359477,0.001787113375030458,0.2045812101395372,0.0,0.008823529411764675,0.0191006282949433,0.02298312217736162,0.013146276907493537
119,0.000960702614379084,0.003809108631685376,0.016767630467956273,0.07444780543912229,0.0,0.014504605376226831,0.011487578197086401,0.1477911298714533
120,0.032973982065048216,0.06317189038384186,0.011455082363265949,0.007051245855312582,0.22098039215686271,0.11248596776570596,0.11302618034692971,0.19622079546963078
121,0.003537820961718018,0.006631777156144381,0.07641227787499882,0.06912078779938106,0.0,0.07629241331419481,0.0734790533858114,0.11800624579050137
122,0.0021590032679738524,0.005936968605965376,0.009072372487854153,0.018252827016912422,0.0,0.0641511139072129,0.061841144230173783,0.11867998140659533
123,0.05166996732026142,0.029526418074965477,0.003540090587783099,0.0,0.0,0.14983432407876296,0.1512600677014116,0.06842996484703201
124,0.014336952614379086,0.0010967832058668137,0.04815464900492986,0.0,0.0,0.06669725707066665,0.06874154142556813,0.09446792671831443
125,0.031381916433239926,0.01372605562210083,0.06040685162389698,0.0,0.0,0.09501692812060686,0.09360356102750997,0.3046099762615173
126,0.0242746568627451,0.07531507313251495,0.047853674576903545,0.012701427882129947,0.0,0.03502241400557074,0.03360419995039329,0.21061360828994496
127,0.11852426217709322,0.01689009927213192,0.0507219432770751,0.05396431427693918,0.0505882352941176,0.05397096547338878,0.05202939229749176,0.2648928920899164
128,0.06439246770930591,0.18721661825901736,0.11166500019055148,0.19019607843137254,0.0,0.042540672504454924,0.041438640782466535,0.14901283927766212
129,0.14970704520697142,0.005833447445183992,0.08541976915279523,0.022786161285097237,0.0,0.16218985162089156,0.1613722439977887,0.20433862149822252
130,0.15993806800497984,0.16085970401763916,0.2731135055577845,0.07212943993594849,0.3715686274509804,0.05289552771119099,0.05115398621171624,0.2907932730826775
131,0.1649042676237163,0.08425480872392654,0.22479274722929443,0.012637511414153462,0.0,0.022137494275905778,0.023547245409287598,0.16200415151935688
132,0.06885557461873648,0.10007527098936198,0.0778552505704357,0.23112183423631433,0.020490196078431278,0.04186039208700065,0.045180006516046256,0.143888911973877
133,0.07320630738406475,0.10053599642772304,0.12915155517275761,0.16884370717995412,0.1411764705882353,0.08036926057652927,0.08453279420822318,0.25665571017875816
134,0.0788777709694991,0.013864369626138684,0.15286224067635573,0.06680938019011495,0.26098039215686275,0.2522840861741894,0.2528783650834597,0.06868208618137861
135,0.12177225587457219,0.00615434329883735,0.0659100626377564,0.024247322061317828,0.211372549019608,0.19399034412356975,0.18641302609386645,0.13801095503304572
136,0.10719438725490193,0.08658487802627046,0.16307687342775212,0.06202820015705762,0.1411764705882353,0.20709201080729644,0.20759550500233526,0.6458479655269225
137,0.022336849712107254,0.14962753704949927,0.03373633383884955,0.21687881331031578,0.03450980392156855,0.2537344529741855,0.24865959182843617,0.5632054653506721
138,0.19277819060705104,0.21411952743343288,0.044227941983972174,0.6707296869412602,0.3274509803921568,0.446729410109702,0.44561021734922,0.7880651685505045
139,0.014736824229691858,0.2707734202403649,0.27192583092837297,0.5760993235294299,0.25274509803921563,0.6102895373837721,0.6095516573457349,0.23174219216057473
140,0.0266146239884843,0.036319679839938335,0.035340237405224184,0.22914623562813607,0.35901960784313736,0.4865654147818579,0.49007131142519367,0.16627420156123396
141,0.18787853991596626,0.16316003144956115,0.05561591618657474,0.09280105568618569,0.27411764705882335,0.5232095143342592,0.5172623998452918,0.1777615754497775
142,0.10821962826797404,0.06088638745102237,0.2993804268418961,0.06487131982135819,0.19156862745098047,0.3960787744674118,0.3945079489025669,0.051756927582594425
143,0.02165216386554636,0.15493477236990827,0.21173207059223276,0.4648521674995263,0.14450980392156876,0.09618227598485068,0.0938229193568261,0.3595006000861043
144,0.23031559854497347,0.2135055031262192,0.040341024272930376,0.2772670593683225,0.2919607843137254,0.3134344420407327,0.3104846678988648,0.36555076476547865
145,0.2950709025832555,0.2712948007677116,0.18104309136388255,0.00739897256577382,0.2919607843137254,0.1658322283329544,0.16420729674037127,0.5198407748354387
146,0.016024305944599138,0.5875489341043959,0.34253430395664125,0.09531700319599648,0.1579411764705882,0.24387269264663958,0.2435871964425395,0.25338218104745225
147,0.3241139637799566,0.02789603801334617,0.04132440279550409,0.2295829721190571,0.13490196078431366,0.03851723017222475,0.044971360804295035,0.19313544272023608
148,0.04780904995331525,0.36380304546917186,0.3447612928397408,0.028395949774325913,0.36215686274509806,0.3225835120303181,0.32234231954341963,0.13095472080950044
149,0.12988236577964496,0.3762825106639489,0.006497903046789211,0.2183798804850915,0.2111764705882353,0.5859492978901772,0.5875713274832058,0.06977288132539122
150,0.0012401493930905688,0.2433674948823219,0.09469928633154334,0.041167388701495944,0.21490196078431367,0.35747461634000627,0.35904967151938294,0.2737853453777067
151,0.021976236772486765,0.016207157911038994,0.009628093225841381,0.06598298741775421,0.4617647058823531,0.2584093146504024,0.2580628198343877,0.2415013332328652
152,0.006755471521942102,0.10860680093952269,0.07596795001922924,0.18733412936746663,0.01666666666666683,0.09876481574653051,0.09737854322164036,0.11204106112815204
153,0.30712284897292264,0.042316701263189316,0.017084527101850364,0.0,0.0,0.27288812821616687,0.28168129648834356,0.18149657824641582
154,0.033497029114676155,0.060355354100465775,0.29839877764912187,0.07164486025300383,0.21872549019607845,0.3079753407784982,0.3128676893745127,0.10059066894838303
155,0.3718894024276378,0.05104007199406624,0.016471958289175234,0.0,0.0,0.17459239504212332,0.1749468420955021,0.0005584244564046936
156,0.2687114320728291,0.0006870170473121107,0.42668864932855965,0.0,0.0,0.015060545610272424,0.007489932008771072,0.21152207016580557
157,0.14056435943821932,0.0009916333947330713,0.27164188389090044,0.0,0.0,0.25887808227834985,0.2602486841439511,0.3715928014513798
158,0.21986718429038288,0.17369531095027924,0.1424752745610614,0.0,0.0,0.331278320665656,0.33277703860518915,0.28112749380482693
159,0.08816086931995037,0.1722509264945984,0.2301791680459009,0.0,0.1757843137254903,0.3658774273603437,0.36863898644739,0.04292610272502101
160,0.18320483815748545,0.3034340441226959,0.02440900297641241,0.2633809259644757,0.0,0.3373746901945758,0.34361609569476026,0.17304609789518005
161,0.13097031395891712,0.06317213539983713,0.12083621564844627,0.005848590685068822,0.41294117647058814,0.01637425241197754,0.019352701152236973,0.25183405220781746
162,0.3910330252100841,0.35550516843795776,0.07574910462239712,0.3288837309571633,0.07137254901960782,0.34690800523622556,0.3450401586217958,0.14068141888913288
163,0.23439614617816862,0.23108501048649055,0.4124674472797518,0.19366123832802928,0.3548039215686275,0.2660294562975729,0.2729843471805008,0.01102816344572416
164,0.23981423552754433,0.1513357868447316,0.1649779488842893,0.10780401185953709,0.0,0.09132590335180885,0.08808093511543152,0.05785485075422181
165,0.08583690184407095,0.17980709162558994,0.2881700494623024,0.0006321990674895694,0.07745098039215681,0.0911257707958068,0.10526632217598991,0.12278922646854762
166,0.42975099147992546,0.12022613880681066,0.06549167793231925,0.15595252980755336,0.13872549019607838,0.023972881880777064,0.023740888656658687,0.007497388893826895
167,0.07762526474478704,0.023644717043521446,0.5498737330680427,0.051720749057904775,0.0337254901960784,0.16022100398819283,0.15640404274314224,0.27936359662010307
168,0.09768704598506028,0.08427030243125622,0.06955327048262117,0.19912887970668958,0.1590196078431374,0.12630571987396688,0.13046655358898795,0.2613869733344884
169,0.29213907154528485,0.029987351006152685,0.09601358128613752,0.5394100087940208,0.045882352941176485,0.4847856259635066,0.48930663134728947,0.13649151137158938
170,0.3811362943510738,0.15985740985356123,0.28572215056584244,0.002544218673556309,0.48745098039215695,0.1052420785072859,0.10942654133233015,0.04335994434705037
171,0.18015219829598483,0.23968231257270367,0.3383584160274874,0.21613641629395453,0.42970588235294116,0.2129281111071134,0.21706611998434044,0.23617531871258246
172,0.04330290441176399,0.4234491756850598,0.15105797869060722,0.4075720449819654,0.08058823529411763,0.38540029782685603,0.38123947507376793,0.1604763758794367
173,0.19434922949735478,0.13485312125262094,0.041014438719266355,0.5967999046210996,0.09568627450980394,0.47077693846299334,0.46798319386705656,0.11793886458147512
174,0.0016301040694053914,0.2562821963487888,0.2773938053648255,0.4694103764495252,0.03117647058823536,0.1197704345654641,0.12212550775374076,0.2692808382539409
175,0.5386963865546224,0.16869835682943768,0.006268530118699989,0.2272074084160826,0.3701960784313726,0.029491686166452147,0.02973229555529562,0.267115907765458
176,0.024990467949806163,0.029039806711907423,0.4983195468905218,0.01575647316803308,0.43656862745098063,0.20451765842650121,0.20284865043284986,0.30029219169923693
177,0.00354383286647992,0.05734273042748961,0.05462609030966483,0.16150620844960828,0.0,0.06673203141869394,0.06490045558857878,0.2946195822705753
178,0.03321786142234671,0.5797545181302464,0.015652290477709007,0.1768471215620031,0.0,0.7001519913534979,0.7003834290333244,0.22942162987713116
179,0.029188934990662913,0.349518026978362,0.08593239995731305,0.29622926790194753,0.026470588235294024,0.558090209915963,0.5570479652196583,0.24414720719557362
180,0.4575078680361033,0.08489391143415481,0.06393584350724008,0.07278530328781296,0.11450980392156862,0.06752352817056778,0.06765452830711846,0.31271237022113985
181,0.1526141219265485,0.033057584692450126,0.4830251240281279,0.06440053932991335,0.0,0.19473355634744466,0.19565601696710022,0.2354615071556483
182,0.0908404814956286,0.3293043076992035,0.03188124276484228,0.34367435802852814,0.4123529411764708,0.14694942749292106,0.1453873933598639,0.2593452294362959
183,0.4958769846574995,0.13180103470297433,0.0346397766804795,0.26388147111399085,0.10421568627450994,0.5528965105253447,0.5504597083728153,0.20256407617519895
184,0.42338660533910555,0.006064065732061863,0.5426221777392514,0.0,0.09382352941176475,0.18642447260067235,0.18759205554155306,0.18485412772864607
185,0.3558851015406162,0.006640917155891657,0.4979284851538639,0.0,0.008823529411764675,0.08333696751098879,0.08489385500630103,0.36933593595476233
186,0.04415690009337063,0.014271619729697704,0.4176606735538567,0.0,0.48872549019607836,0.13128481567387668,0.13082710222636068,0.07630628847060206
187,0.01517721872082165,0.09860184043645859,0.01829669329121185,0.11159109853379984,0.2366666666666668,0.24638889593605506,0.24867520897547302,0.07338242986115504
188,0.06448120554282309,0.06069050415619903,0.013855906580876197,0.131661309127737,0.1182352941176471,0.24682082582018494,0.25030183417302254,0.17041586823484528
189,0.006355441176470586,0.14048160999428994,0.03208811621073686,0.015687324646855974,0.2703921568627452,0.1522084051073045,0.15190341364481855,0.22682917464986097
190,0.04076855800653589,0.3162551820278168,0.011646532702238022,0.2247867731595319,0.04294117647058815,0.13708678975805488,0.1361599273253858,0.29950803657671143
191,0.10952560282446283,0.053848524888356564,0.0634604143318297,0.03513016666083846,0.0651960784313726,0.019263288900519482,0.015987949435719684,0.12407908734130335
192,0.0062614536647992505,0.0004802570623509972,0.11149464811961268,0.00053571981731243,0.1283333333333334,0.1306253078136868,0.13893834180717746,0.31195717820821456
193,0.022982838468720797,0.15174603462219238,0.004574920492889441,0.0622959853531802,0.029117647058823526,0.20232146538922496,0.1970951749116958,0.13461705003563113
194,0.01983615312791782,0.26650686469732543,0.0045456724904178675,0.3726967245620722,0.018823529411764683,0.2944583204441913,0.3022504476150018,0.09040781508826948
