,RF,XGB,LGBM,kNN,DT,MLR,PLS,lasso
0,0.1857942639277933,0.2888156647541944,0.003588256577199552,0.5525048905305306,0.09779411764705886,0.09462536277443107,0.10029974905764713,0.03153829796219826
1,0.16003118425147816,0.0006480515003204346,0.03810361243276024,0.0,0.0022058823529411686,0.0859928911600511,0.0995231625812205,0.23913443861450012
2,0.17795943796036942,0.14354567429598653,0.1563534591381303,0.04462763713864004,0.1849019607843137,0.3647987282063546,0.37514629235993446,0.23561763642990066
3,0.0605841176470588,0.30195509581004876,0.004228039589493448,0.1763312094489562,0.11446078431372542,0.06572789447952249,0.055833562303583384,0.04457481455641618
4,0.0009181419234360401,0.027201354503631592,0.2969957600834206,0.0,0.0022058823529411686,0.10758842196729823,0.12193785125093724,0.002422403719174432
5,0.13700243464052286,0.08206266164779663,0.10118902123514273,0.0,0.027205882352941163,0.10666290353194613,0.1197869842426499,0.03617264589364577
6,0.006277374727668843,0.13414306813595345,0.006032336559230086,0.0,0.0,0.0032309688837730277,0.0015551345608554035,0.1301049574347395
7,0.03898449424214129,0.11215390771043066,0.004352218561052365,0.0,0.0,0.0827290325686385,0.08331299934572495,0.0061725767472411985
8,0.03599758325552446,0.14038702845573425,0.006032336559230086,0.10063304388328348,0.1939215686274509,0.21238926546510734,0.20820132460796276,0.003399968169739004
9,0.01403654217242452,0.0031271278858184814,0.006264119773422199,0.05113035632251705,0.0,0.06968345288658984,0.06266922909077155,0.056298158455150626
10,0.17140926704014936,0.028933674097061157,0.02480431688270117,0.1350980392156862,0.051797385620915,0.2070471943486233,0.20213255506562716,0.27693137623254194
11,0.007873311546840955,0.05611547827720642,0.0018165305128388595,0.0,0.0,0.16458699573464808,0.16320987754509522,0.16852262937832416
12,0.016897304699657632,0.009361743927001953,0.00681571746195535,0.0,0.0,0.042848842187210884,0.04793461215399106,0.10668323274701916
13,0.007369596949891066,0.012194722890853882,0.006146655168452443,0.0,0.0,0.03612453450301051,0.03717742154481213,0.10718209607798253
14,0.0023051851851851823,0.11693257093429565,0.005415785175246621,0.02167796636851596,0.08509803921568626,0.12735133553416114,0.11762801304576415,0.18814826555296593
15,0.00665244319950202,0.025537550449371338,0.007638953761231594,0.0,0.047549019607843135,0.07060286095562107,0.07426595198426245,0.06328917053122167
16,0.03550322284469342,0.0024535059928894043,0.09967643840208987,0.25800545430146665,0.11054901960784314,0.22635655743287364,0.23205114216600076,0.06413312827692967
17,0.034776610644257674,0.009221404790878296,0.033451960996876993,0.25819604423540443,0.11141176470588232,0.1721072064669461,0.18027182293408117,0.049311227893181236
18,0.007400638032990971,0.03304857740215228,0.19292548003165388,0.18439306048763293,0.5194771241830067,0.22599342392716992,0.2318662598459585,0.07916108153451151
19,0.03173255291005291,0.09484195709228516,0.005796502137918076,0.231896158841036,0.3469281045751633,0.10101914698030867,0.10358114256895867,0.14167559752863051
20,0.2562736157796453,0.14882228888717353,0.07050736029984944,0.14096378006210397,0.05780392156862746,0.19407770450176365,0.21297141520254792,0.23689354639779997
21,0.06485473934018052,0.16482479240380088,0.09068663373281571,0.13651654415594777,0.272717086834734,0.3236616833502075,0.3188985674687262,0.17948262856321812
22,0.2285723355638551,0.07056477665901184,0.0007711351681931045,0.2365244943088074,0.309450980392157,0.21746939535478504,0.21975699285956468,0.26841984528060964
23,0.05373993464052282,0.10683880060326822,0.02267397392737125,0.2267761176966624,0.27494117647058836,0.20054406445401385,0.19833502395805236,0.2522000876950038
24,0.0962205921493175,0.18885854300330673,0.04563690237967588,0.4434547747204063,0.22252100840336136,0.2838778084687501,0.2785576039952589,0.17099390600596143
25,0.1175244120240691,0.016151832529142762,0.007171523004337058,0.2957185897276383,0.1539607843137255,0.028102486529082316,0.029413500914601154,0.12368046430128099
26,0.07749338157485212,0.12418958670952751,0.027236552895990557,0.19404429814773483,0.009803921568627527,0.1129635457092042,0.12096550796035943,0.26364705423365253
27,0.03604793261749195,0.08604927165835519,0.15483782827528011,0.26641992874687626,0.06524509803921585,0.6061877095784981,0.6099357566563334,0.06264133853282228
28,0.4255183470795728,0.002827695117277207,0.31530890851814897,0.04547136114211092,0.07262745098039225,0.5010117293761573,0.5013891678956466,0.13704059800531443
29,0.21606584215167524,0.2380296150843304,0.2296006043472819,0.25515725546513846,0.26211764705882334,0.7189864407458262,0.7165730955773191,0.44005256286824135
30,0.27946657978005995,0.07896008666823895,0.1092615532527168,0.35529411764705887,0.24612745098039224,0.17118308341393224,0.16466555294508903,0.5054067768068182
31,0.4085614890030089,0.02922769445998996,0.12971199268638534,0.06828140357037049,0.3841960784313725,0.11423201864778343,0.11155886494732353,0.67897710802297
32,0.41787035766158326,0.3463465365942787,0.0002026044563512297,0.09721408437447725,0.2917647058823529,0.22806535868776878,0.23200728086695094,0.6583241904152743
33,0.35022660908807973,0.01345886737692581,0.21072394566734962,0.21639859853858567,0.5836078431372548,0.10524550378491115,0.11004605048756205,0.2961010301847221
34,0.2931103752982674,0.007591853024912831,0.17921475921745444,0.15206854846933765,0.28878431372549035,0.3168845005036349,0.3131396163209494,0.1572935738297233
35,0.08632429971988786,0.2902914881706238,0.22796664345675427,0.041243107480292585,0.08784313725490211,0.31773979316967815,0.31275758749117594,0.1811963749562388
36,0.2375044275858491,0.24173034424875284,0.4386546884179586,0.18100698044491714,0.1707843137254902,0.46822646718971245,0.4587198948548814,0.13829668452007837
37,0.38210169415914497,0.0980228457731358,0.058011608725160646,0.0,0.0,0.32493848019055616,0.32800183038362185,0.26899265393414923
38,0.3741670214752569,0.25163381127750184,0.342049047999101,0.0,0.0,0.26355493239079725,0.2673084258586175,0.2818787089342979
39,0.24615425744371855,0.015281892383799844,0.32773191470882207,0.0,0.09495098039215688,0.18221356264812744,0.18288085860391967,0.42645798389696077
40,0.10035948101462822,0.15373575897777791,0.2450466669286393,0.0,0.0,0.07215845489576472,0.07087683994145844,0.29111061405228456
41,0.22294429997925136,0.036038994789123535,0.05123644120998361,0.0,0.0,0.3140347020178412,0.3161825722149485,0.3684890642723602
42,0.0313624914410211,0.02216118574142456,0.07680214845333333,0.0,0.0,0.30578251308328175,0.31601260563475175,0.21441932100240163
43,0.0,0.027618736028671265,0.0025281206685621956,0.0,0.0,0.09521780041432004,0.0968866797683791,0.22654704783262888
44,0.0004078431372549013,0.2837270536843469,0.006704056020839784,0.0,0.0,0.23313986184321822,0.23984486029815424,0.16750517717504393
45,0.0015162114845938325,0.037892669439315796,0.09410686634669944,0.1427432286619521,0.003660130718954213,0.10379351258899117,0.10962186184711498,0.30881587692386736
46,0.091443781512605,0.39794078990524895,0.0012460983921408991,0.12389085042627385,0.1458169934640523,0.003718710782800394,0.002866855861275608,0.32498321206943287
47,0.01884185340802988,0.20001227152113832,0.0020087264285452455,0.15719777009868857,0.1036470588235294,0.1684519120600761,0.1596947826403164,0.26229830495400497
48,0.03085280734516029,0.056525635228437565,0.2250706161185097,0.2427125253451415,0.36397058823529416,0.38604806482293996,0.38288473513950977,0.14668413935108615
49,0.03355599128540296,0.20060033503700714,0.07965030130635281,0.2892326845115745,0.1036470588235294,0.27642554205882025,0.27620103479483776,0.15861314983328978
50,0.027489694989106746,0.09310035859837262,0.3800408631876049,0.22643878894976055,0.19514705882352945,0.06178137317341337,0.07041012096205407,0.2659215151045271
51,0.3369144592281356,0.15285837119700862,0.03318663282730078,0.125826355382673,0.12575163398692824,0.15214721940117393,0.14848973210771432,0.21069335090243346
52,0.23043742530345496,0.12303547538963022,0.33782803125191974,0.32459725618730806,0.06070588235294125,0.2472047410366328,0.24952133928293324,0.2068616892812949
53,0.18051211336049555,0.31559449434280396,0.31119035095174064,0.10099492897232032,0.07495098039215697,0.17494449391075828,0.17370373834573227,0.23311164637710174
54,0.08692356753812629,0.23129649251115092,0.08504565907803077,0.03811907000147868,0.13475490196078432,0.012303680405061135,0.011830599586604873,0.20141384817036057
55,0.07934582633053183,0.2702049205349941,0.16159729568476267,0.3421285472147547,0.2346078431372549,0.08489080329922971,0.09439278894345232,0.11748811950260585
56,0.04472204877910757,0.07522062271249064,0.07324661624502121,0.17855899470945646,0.18460784313725487,0.12663444931633683,0.12833508700660434,0.03305466967514886
57,0.10283963118580813,0.43531107902526855,0.10492562098789704,0.1563905262041289,0.18127450980392157,0.0414533997699259,0.04400916100007335,0.19061489606554127
58,0.2685073050533348,0.008174330954458187,0.0036733042531756355,0.8017155101265023,0.8471372549019607,0.2662971065413246,0.26509920758672034,0.2881249529799504
59,0.15228690226258873,0.13215627717036826,0.14975487536586907,0.4698603999511365,0.7965490196078431,0.25593362958033705,0.26173402115390565,0.23410187791038028
60,0.041794661790642285,0.23311133193034772,0.24684035090346956,0.06799159293123763,0.2198039215686275,0.1201140021616447,0.12059248068836309,0.12550871870243452
