,RLU_HEK293
0,0.7124750412362185
1,0.639638857539717
2,0.6364267731573922
3,0.6813959545099402
4,0.854674884972654
5,0.7167288827155135
6,0.7477211563503776
7,0.764302456810487
8,0.8276760135428424
9,0.2636513586248807
10,0.7581387273200799
11,0.12336140289955726
12,0.3498567583991667
13,0.5445785224411841
14,0.605434499522528
15,0.7386057817518882
16,0.7305321642503689
17,0.7368695199236045
18,0.6712388228144804
19,0.7145585554301589
20,0.7565760916746246
21,0.6416355586422433
22,0.7555343345776543
23,0.1319558989495616
24,0.29316780970570366
25,0.5583818039760395
26,0.5656741036548312
27,0.7196805278235957
28,0.7711606910322076
29,0.6563937841826548
30,0.6556124663599271
31,0.7015365917180311
32,0.7109992186821773
33,0.72350030384582
34,0.7977254970049484
35,0.16338223804149665
36,0.5110686691553086
37,0.7590068582342218
38,0.733831061724108
39,0.746418959979165
40,0.6844344127094366
41,0.6415487455508291
42,0.6685476169806408
43,0.8346210608559772
44,0.8455595103741644
45,0.9129264693115723
46,0.9291605174060248
47,0.23083601007031862
48,0.28561507075266956
49,0.24663599270770037
50,0.18352287524958766
51,0.4146193245941488
52,0.2905634169632781
53,0.12032294470006076
54,0.18352287524958766
55,0.22545359840263918
56,0.2264085424081952
57,0.23587116937234143
58,0.24368434759961805
59,0.2587898255056863
60,0.682784963972567
61,0.5015192290997482
62,0.6006597794947479
63,0.6655959718725584
64,0.7384321555690598
65,0.7515409323726018
66,0.7409497352200712
67,0.7640420175362445
68,0.8642243250282143
69,0.6218421737998091
70,0.8044101050438407
71,0.9606736695893742
72,0.6486674190467923
73,0.5117631738866221
74,0.6522267557947738
75,0.6786179355846862
76,0.7418178661342131
77,0.7621321295251324
78,0.7903463842347426
79,0.7709870648493793
80,0.884712214601962
81,0.6359927077003212
82,0.42312700755273897
83,0.9838527649969616
84,0.6251410712735481
85,0.5814740862922129
86,0.6543102699887142
87,0.6737564024654917
88,0.7551870822119976
89,0.8042364788610122
90,0.8071881239690946
91,0.8525913707787134
92,0.903463842347426
93,0.8318430419307232
94,0.9013803281534855
95,0.9904505599444396
96,0.38996440663252024
97,0.6145498741210175
98,0.6016147235003039
99,0.6313048007639552
100,0.6247938189078912
101,0.6928552825766126
