XGB,LGBM,RF,DT,MLP,kNN,lasso,MLR,PLS
0.04827671592885796,0.041723187917685256,0.08864174062049068,0.021515151515151598,0.3869808355528946,0.290423160934698,0.42247444679996865,0.38486773020040116,0.38510494409183693
0.02306455373764038,0.05343777061465577,0.08546475589225583,0.06598484848484851,0.16072784660461542,0.20690552570607082,0.14671369580372162,0.1892631892138222,0.1890573493062544
0.10709700970938718,0.04181190275556329,0.10399029220779232,0.10924242424242431,0.10881431987756401,0.19649233795332188,0.11124222905672115,0.07957663230957601,0.07698385325762303
0.10665134314334757,0.15815877642077492,0.011936428571428404,0.05249999999999999,0.2767842856619436,0.466960809344269,0.1367613532428451,0.09818262015768364,0.09885501320944767
0.057946959842335,0.03694628318809545,0.00433046176046159,0.1775252525252523,0.09102546865864652,0.07391008162307688,0.14829887804840375,0.15199800769031313,0.15222803998667145
0.0007448353911891081,0.018600270796345693,0.04347212121212123,0.027474747474747492,0.0030252835707399034,0.16904588077522,0.14492587310868163,0.13064675510111318,0.13098724150158755
0.013930692419861307,0.051411113447022136,0.03985842712842716,0.18424242424242426,0.010254964399433394,0.032982073384887,0.03970291787687183,0.014895079399927243,0.015533546370443213
0.04032751141172469,0.009781110222827738,0.040172349687349784,0.05151515151515154,0.11652038273719555,0.031607336367563466,0.06137033522596641,0.056470615521799716,0.056585874389520174
0.20610241481752106,0.22255513764625232,0.15931281024531022,0.1646969696969697,0.1798899749890246,0.05779368232758886,0.020292919100656726,0.035922482984047155,0.03472724784054987
0.07785744609254774,0.08402684143193095,0.04327275974025935,0.04068181818181815,0.18985678421228347,0.29856903557590775,0.1669005147359467,0.11819247717060544,0.118724311196852
0.2410950849995469,0.22040623874562232,0.2472647649110149,0.15734848484848485,0.04394973583299977,0.15039100196465288,0.47261135327791615,0.4846406181656211,0.48511645067158515
0.10838907285170118,0.12001127530280875,0.11734878607503585,0.4003535353535353,0.3077702042469834,0.29326696788190015,0.15106664398276437,0.1516330072539841,0.15158643106451186
0.017108513550324833,0.06689961178282211,0.008849141414141615,0.1715656565656566,0.02915356100708405,0.05572609601469375,0.02197687798372011,0.024933529944246635,0.024190610725514206
0.12365289525552231,0.13426550110852942,0.1258918290043291,0.07590909090909093,0.11848606558314395,0.027471534183036633,0.15399767338923204,0.16109286190066813,0.16123555809669
0.2855749656214859,0.3103218091415577,0.3082346753246751,0.3223737373737374,0.10816182825318965,0.314425494667792,0.10339906760441014,0.10256215427703003,0.1026334939834963
0.010154306888580322,0.020149444828852135,0.038612130230880254,0.008257575757575755,0.15162517063900732,0.045416802139219156,0.1337208760153722,0.17042631357560403,0.1701701844729868
0.04578741900848621,0.1646020178726617,0.06998374999999996,0.05931818181818181,0.01892663462581813,0.030621181444069043,0.0929818917190885,0.13113187523826098,0.1317195793401612
0.03355409120068406,0.036811390618925015,0.06375191919191919,0.03323232323232323,0.0483041120170145,0.06220755468679377,0.0015673502010304652,0.01706366522352608,0.016861888831521427
0.11830115246050288,0.17751673175219135,0.14744176587301583,0.1600000000000001,0.37723806393280485,0.04895542897567784,0.28798669701205987,0.33411496885363134,0.3336999212389464
0.19482650428107284,0.0204746909662748,0.08914821969696968,0.024595959595959616,0.024265130734818396,0.08822196116291015,0.0001383207760016214,0.006100204052919556,0.005430309323354976
0.12658565383968934,0.18478399412616764,0.027868225108225064,0.02477272727272728,0.0849443461923669,0.01683798907107459,0.08370458369907852,0.045032317162438384,0.045628776952525096
0.020565641576593463,0.0075619199109470125,0.0482269973544972,0.09053030303030318,0.16255500316893778,0.08829594989383993,0.2682454427281779,0.22908725779432326,0.22969430209568475
0.21816787105618107,0.035301737533175115,0.12082186147186158,0.1553787878787879,0.04268669900940847,0.030232735263013177,0.057691176659461885,0.11194293145844247,0.11208935391916908
0.16483915292855467,0.12457415004153938,0.19739793831168817,0.34424242424242424,0.03633654899113209,0.00634859328502263,0.030186436822750295,0.06505730206767518,0.06565254937909126
0.028815076712406018,0.07231910119699025,0.021185268759018716,0.18424242424242424,0.011767550726971054,0.025650572472628974,0.03250903584288645,0.031068844609889568,0.030981821871217174
0.14092267108686052,0.1920225978013343,0.0852814953102452,0.005681818181818232,0.13674038961033586,0.006476216953887448,0.17297110756125,0.12812467389897897,0.12854605091275606
0.02363726496696472,0.0032086187553429023,0.040952857142857145,0.008257575757575755,0.24744695596380317,0.06800507408208725,0.4540118303888068,0.41185259858276946,0.4107681904534122
0.2942709874023091,0.1892268866437104,0.21317234848484845,0.17500000000000004,0.19032772223698163,0.08620624294639484,0.2561680310515047,0.2630632114285541,0.2630784908434223
0.12883639725771823,0.05577305144766542,0.1230685702260701,0.04196969696969699,0.10069851844170374,0.1940722233979973,0.05930571291684539,0.05986195504313807,0.060055772935020846
0.012841081402518495,0.017989661673706067,0.008808258778258762,0.008535353535353563,0.005087021166462827,0.05537716814478037,0.12799174433307026,0.10069819670950575,0.10017589475552685
0.0844157338142395,0.022089561476812423,0.12862572150072146,0.03378787878787878,0.0703225322645359,0.09023708141416126,0.07894511780185987,0.07990685134766443,0.07973450872256063
0.15736203125028903,0.26032540203766275,0.18825407948532955,0.0782575757575758,0.1577863198507753,0.13997816774048943,0.251560396353382,0.25915212503969587,0.25937709510544804
0.1509732801986463,0.1391684081352761,0.22175774290524308,0.11863636363636365,0.48338399266578364,0.3233200147570643,0.42188052173501234,0.4205237280716277,0.4204103940846555
0.1707589515050253,0.25863750653284856,0.2427440692640695,0.21325757575757576,0.40670389003617663,0.22166395615986922,0.3366087181008439,0.33746915522115345,0.3371805721073704
0.1768840642408891,0.20756451806134213,0.14167874639249622,0.14222222222222214,0.07478082435657829,0.11654881307760678,0.0698492423909064,0.10998354054211945,0.10972167392686255
0.04481195493177936,0.055751612939240136,0.08233871031746037,0.2777272727272727,0.09334118673803404,0.09327675610777036,0.020246931973773086,0.02927110525954002,0.029049235457065337
0.04904974561749076,0.02933153037865366,0.055935140692640384,0.09525252525252514,0.11145572826495592,0.1698720003026959,0.034431677469288546,0.03322381532686902,0.034207740552650856
0.04425492882728577,0.052195410492396205,0.05809183261183262,0.043989898989899,0.07518969783226821,0.33461277667173767,0.1611332236189531,0.152369634022216,0.15401036065004317
0.03827254725225043,0.004753517792442957,0.032835019841269825,0.2453030303030303,0.029909413198890497,0.0034381184507336696,0.022519052114547355,0.027171600631685815,0.027779601008918242
0.0774595046043397,0.05394956278567686,0.05340915945165958,0.11568181818181833,0.27152430757583246,0.2955731432375269,0.22783419774815183,0.188079178855177,0.18774252103168065
0.31985356504266904,0.40186337668003863,0.3930448629148626,0.7232828282828282,0.39395471854951536,0.4307923047175488,0.4128641899451621,0.4127494308181267,0.4124163512802551
0.052334770939566955,0.02748289865349962,0.002486636002885567,0.14505050505050504,0.012254425828839177,0.13761553203988247,0.07746570609902692,0.08136508824971339,0.08153228106765975
0.23705855788606583,0.22194238543377404,0.3218022264309765,0.08277777777777778,0.12292313589980797,0.3264308645090624,0.18063216001688165,0.18699260602015344,0.18738264338063204
0.04371700286865232,0.0480140186719466,0.02031576358826359,0.15007575757575764,0.07895154272115018,0.08674579444269592,0.06926611134061739,0.024587772908060634,0.024923999544866127
0.03460997563419921,0.07562747058663427,0.05746167388167389,0.006818181818181834,0.06890400716609019,0.08462879390217543,0.030925388048853808,0.03513512083218251,0.03492481327130925
0.04212051102609338,0.09231043950506698,0.08856501803751798,0.21924242424242413,0.05905384717242279,0.030604277274630998,0.060250344079961715,0.10061328193758967,0.10037907878163821
0.04104482809702553,0.02417990803659402,0.009189843073593051,0.05825757575757576,0.044998646771714376,0.014163689051984812,0.04996550992774723,0.05339123855055977,0.0536091666783588
0.04804072445089158,0.0811401247508956,0.12961868326118287,0.14189393939393935,0.2951843609084713,0.34806077278380454,0.37831928332001963,0.33996967512955756,0.33994492172576835
0.39274695389198533,0.4539189888528731,0.308130265151515,0.23871212121212115,0.132327256402486,0.27277177445928247,0.10298200737521157,0.15139121298207758,0.15113554078812286
0.055240626226772005,0.11356174425213683,0.02943109668109664,0.10924242424242418,0.0033197362911148165,0.04418751765997074,0.1261819903319828,0.12694258904079053,0.1270655768385966
0.04907825589179993,0.033351130735629314,0.06848534632034627,0.043989898989899,0.010029537349512216,0.2134953804678408,0.01989270389864617,0.0201860641288079,0.02131561331604609
0.08327657139662537,0.02135306153196148,0.021423416305916265,0.07363636363636367,0.06755706009741741,0.026019018459701282,0.08987907793306316,0.0879201414597246,0.08761074135507207
0.059106096354397786,0.1591581641333104,0.042305619288119156,0.18666666666666665,0.0176071019005975,0.009811222602940095,0.06146058052144926,0.05287326437039219,0.05287126274163345
0.06529394846973996,0.07731992902761822,0.0718534271284271,0.08393939393939391,0.11141435251007802,0.03559426485344888,0.07796601732075997,0.13193131468526456,0.13269317368930467
0.14702233018297128,0.18025728114567174,0.0878552513227513,0.04878787878787871,0.22144225388363226,0.2712696630537512,0.09467498799037222,0.10485599532480144,0.10416805630767545
0.07160951776938007,0.05533388431834807,0.13516321729196745,0.2560606060606061,0.11301763236049917,0.19685209020027114,0.06881483203986527,0.06633801397411382,0.06588094043519177
0.02170441475781537,0.07035737415576737,0.1575124981962479,0.06742424242424228,0.4435014106390774,0.4854233030998946,0.4126315237748351,0.36863060034265405,0.3683898376745899
