XGB,LGBM,RF,DT,MLP,kNN,lasso,MLR,PLS
0.057617008686065674,0.04340781870870517,0.0754931060606061,0.005505050505050503,0.18262402832039115,0.1866811175825078,0.1960408190238394,0.23848673964753028,0.23799218894355034
0.025196059689377298,0.09184107774536064,0.05454665404040404,0.1109090909090909,0.005665665686430801,0.28263288380346974,0.0020746254620263305,0.0526048288573859,0.0525863303121136
0.18083569049835213,0.2695574492968553,0.28235750683239313,0.3062878787878789,0.5438820393210191,0.7478377367951787,0.38575203991885254,0.337906539125322,0.33820593988551684
0.0011921823024749756,0.015218625171101027,0.034330656565656564,0.005505050505050503,0.07599492857511665,0.011211250453091338,0.2815788693350215,0.24850859167583184,0.24829580644174182
0.10651602828141415,0.09002079822625042,0.018306049783549716,0.0834848484848485,0.006001114373513972,0.03683796288941235,0.09328728791587598,0.10111527145438193,0.10142427629674972
0.0680302083492279,0.05110122323492886,0.0560147474747475,0.07005050505050504,0.02731130380085796,0.05174519047275567,0.17921985162904475,0.17050119546820353,0.1705019583001562
0.04364114331476615,0.07929001901691975,0.036019549062049,0.004292929292929321,0.028124701837941635,0.021765476534954947,0.0008167882254458969,0.005803491390329457,0.006200351363416123
0.1250717284462669,0.1313351212907738,0.035725930735930785,0.07946969696969701,0.13451444789677497,0.06765811508482603,0.3316512305928505,0.32618669841818354,0.32588836599448
0.17249972202561115,0.04128439542622181,0.10482856060606055,0.03797979797979802,0.19800558644159122,0.10355104363703521,0.11671378059408288,0.1540533181382057,0.1533979217777786
0.22479415734608965,0.23176865490362342,0.16502610449735444,0.18280303030303025,0.07808764173871091,0.1225267672258773,0.011191358500075799,0.026831833397334526,0.027341533851362954
0.08931066310766977,0.027205815625775953,0.12672714646464667,0.02810606060606069,0.14072738626741288,0.11138055632923782,0.04123030814328599,0.02753029912112359,0.028518713739614232
0.2651184343569207,0.22882284700798122,0.2902418554593557,0.3525000000000001,0.1351885707839504,0.26818004164781084,0.25186835757475345,0.26093316700782937,0.2605009797499196
0.012275707721710272,0.015071648309249452,0.047189839466089345,0.06477272727272732,0.09450951135005342,0.048637583582231914,0.10174522611768222,0.12181927618728683,0.12006900907686535
0.0010984329021338501,0.006688098667422981,0.0021123160173159294,0.03757575757575757,0.011829286372123049,0.018597875655480656,0.08629330452062706,0.08630347696440227,0.08629750932810942
0.27966401324127665,0.23034002329059536,0.3313274314574315,0.10219696969696956,0.24674187104340833,0.180354020458085,0.13516161405413396,0.17524431213743033,0.1758878288609276
0.07081944805203061,0.08978528971183497,0.09554725829725828,0.08404040404040403,0.056073549275201126,0.12082348873257126,0.04576921946020612,0.07519791215632701,0.0756882570995443
0.02226133014216569,0.004778796048789058,0.007648455988455871,0.04580808080808085,0.14182714898394577,0.032463723420246726,0.13457365298135454,0.09460785601805971,0.09480210148712831
0.16571687189015477,0.17708048621935418,0.13847676406926412,0.1838636363636364,0.0112338451581655,0.07608317654334837,0.13524569458645114,0.12531990341702853,0.12519457817928753
0.07686032605893683,0.025010485200239047,0.1152407142857142,0.022121212121212125,0.278990959474126,0.4015718101582066,0.2706852059285996,0.22379715984483378,0.22306347500510432
0.13372008367018262,0.17360564258411992,0.06787352453102435,0.09113636363636368,0.0678649931716489,0.03194957098497575,0.038083213265867166,0.03331023896385815,0.033278777657693825
0.06897792158704807,0.07761557256964646,0.1304505140692641,0.003484848484848424,0.3600369596370982,0.22879782724469044,0.30807346807362124,0.3070494081491107,0.3069406221620472
0.044755996935295306,0.08008918644330199,0.07501516272027642,0.016818181818181843,0.22370732057791748,0.032216424676979605,0.23206373783608736,0.21748218172942657,0.21753495688618707
0.06139721335786763,0.05722058745659206,0.005680393217893237,0.09515151515151518,0.04291789343658041,0.12019661329054052,0.09444764927436256,0.14314295459866636,0.14385826028212395
0.33800824176181443,0.22180984846459084,0.30892219696969697,0.16792929292929287,0.20247123711925968,0.07210906776604409,0.4082892427450576,0.4220125693288004,0.42205188227545665
0.23048469572356245,0.1930553488174097,0.2644124440836939,0.1742424242424242,0.4731819209739283,0.5618865600593012,0.3579596832206742,0.3075145454919844,0.30779756644018075
0.07056797034812695,0.053624561922025436,0.004590550745550717,0.017828282828282825,0.014223454044645964,0.5292225634851668,0.01934029141137311,0.01833933579374504,0.01946366423979995
0.04827659838127368,0.06538868261694802,0.06625042207792209,0.08113636363636362,0.14533845037516313,0.07309083156504728,0.24755593124496256,0.2117412815514354,0.21135007145810142
0.05651503873593877,0.04012494933239852,0.002272533451396941,0.19280303030303036,0.08790013539479152,0.10102407595655988,0.04317627294360393,0.04513597451101137,0.04513307769193203
0.053190399227720286,0.1932100837256424,0.08774746572871556,0.13234848484848488,0.07161786872918874,0.18427594873786757,0.08210760668815847,0.1309712565942855,0.13080116742815662
0.048990607261657715,0.01237933009356386,0.18241129870129857,0.005505050505050503,0.08130459069432501,0.08550626395779211,0.3031874312352912,0.27846639786077826,0.27816404672861056
0.10986686547597246,0.03381670428762118,0.05925503607503613,0.04676767676767685,0.02230496751880684,0.06565045014398241,0.04879567589664846,0.05098063046501489,0.050576456064777675
0.28692955530051034,0.2529347720759582,0.30641103535353553,0.004166666666666541,0.3603515388880458,0.34393143442884855,0.22454507489927256,0.2661156382762787,0.26624229110906367
0.08866977536317078,0.16632672969125084,0.14191550505050504,0.04234848484848491,0.3058715316637258,0.10824050755514558,0.16489206486941876,0.16262687073412668,0.16238425895092035
0.18886704285939537,0.14611112227175993,0.20913086580086576,0.1655050505050505,0.20661462921763002,0.04868663086234348,0.29383737822355505,0.3009042653685913,0.3010306347995042
0.05792348774996681,0.01362436278634932,0.08819828282828324,0.041060606060606186,0.04687575706195668,0.05308515678384251,0.0389245311508597,0.08229656259979712,0.08209166308171878
0.015056073665618896,0.02185186450693135,0.03094913059163059,0.008257575757575755,0.17593728243133527,0.058050924134917914,0.34484661822732005,0.3257566390339381,0.32743085188223614
0.01751270315863873,0.04765143101100099,0.009143492063492117,0.05393939393939398,0.05465356184096143,0.014945899449500893,0.2253696098364374,0.2249208436220167,0.22510057266541839
0.030010104179382324,0.04842616483503098,0.1186222222222221,0.0,0.13567495508827815,0.5525700768746358,0.3500206693767059,0.30687298760753806,0.30639678007990473
0.027136779553962487,0.03430009019353382,0.007164565295815328,0.14737373737373743,0.05841734162047539,0.09092240560251344,0.015062939383943152,0.017513874970795845,0.017362286366927132
0.19637288859396262,0.0858159841630779,0.17463684704184687,0.19727272727272718,0.34435576518708166,0.3303246791161577,0.45181779276661793,0.5007799502275312,0.5013886137501521
0.15729106671882398,0.07348253625295909,0.10428973927587576,0.1248989898989899,0.03055135525824576,0.20556002500849313,0.03275873091027465,0.00666698539462196,0.006439806508754808
0.03962436318397522,0.05493812538935682,0.02077877705627706,0.005505050505050503,0.09165044021772158,0.0020008320931303196,0.3015275270189718,0.269992416593613,0.2695362402955477
0.07930423209161469,0.08140397183652072,0.047522368326118364,0.1142424242424242,0.04365846022587433,0.05250870542097949,0.1390710307347346,0.17918768158803483,0.17997953301377695
0.1491211845296802,0.16866965227970943,0.19455822510822518,0.09848484848484848,0.18736958385038865,0.2558299629900814,0.2340706961755099,0.23473736297614833,0.23482463385532293
0.10071393070798934,0.11974160398999567,0.04615071608946611,0.10121212121212125,0.05232792898413863,0.08642539193565316,0.07415799208404505,0.07791022158317756,0.07833033703209741
0.18190860101670936,0.12338116396093113,0.221713170995671,0.1619191919191919,0.08350362240605386,0.12202943312828268,0.04676087233619264,0.036836126162066996,0.03660044538724189
0.3997855549870116,0.42671146023199336,0.3452011796536798,0.5128787878787879,0.3829669380735165,0.44393198062531214,0.26143756130534446,0.22335602809961352,0.22351575263412743
0.03159758448600769,0.0062454963296894326,0.11414568979841701,0.008257575757575755,0.24090668808153098,0.0808317468372867,0.3070746992920975,0.2805492842692287,0.2818217007889227
0.28924634073719835,0.29699075727089685,0.30674502705627704,0.20840909090909088,0.3910933943213653,0.23507663965608894,0.40647556495075216,0.40753682768857463,0.4074739030902798
0.27322455727692807,0.29466181799859187,0.27617367604617615,0.18045454545454542,0.19269051584039049,0.012373317790468463,0.1974059220317954,0.20357770436654815,0.2036038675029484
0.1735875904560089,0.22971147107016734,0.1911963546176046,0.22904040404040402,0.18463746440566892,0.17247593134839365,0.2752515212483865,0.27304893474836084,0.2731501675235998
