,B16,HepG2,PC3,HEK293,N2a,ARPE19
LGBM,0.9149118315759623,0.8812162036806696,0.8987793693360364,0.8047001229462916,0.901396353795187,0.8471855191928843
lasso,0.6635273547045679,0.48206749489691536,0.6495329816411841,0.3780479607071542,0.4205057723977816,0.4382965131912461
RF,0.893968994388662,0.8379985204964933,0.8564955891402292,0.7816541548333793,0.8898387564089585,0.8205285449509235
DT,0.8264553753432853,0.7671708612280856,0.8057804112705261,0.6364765817130461,0.8298711595432794,0.7772364986904718
kNN,0.6467734468615807,0.555778071904176,0.6777643360191901,0.5629894746870305,0.5963489053309754,0.6540984802093925
XGB,0.8863614045140001,0.8462623706843877,0.8724128046325588,0.7749948322243111,0.8873840136632024,0.8364627866772276
PLS,0.6753363862436692,0.4896041586711183,0.6509340417121752,0.4186143323582299,0.488628703082442,0.4480528371254551
MLR,0.6761531796769125,0.41900193624943033,0.6512887222419155,0.42024459431800065,0.49301439059945307,0.4482479329672307
