,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8038531352094009,0.807435359552549,0.8616620633526296,0.8176327661350136,0.8865387076881523,0.889307268148876
MLR,0.6332947865588465,0.5202414931225345,0.576158641221418,0.35315524742739884,0.6131420200545583,0.6826642843046024
lasso,0.6242542762971958,0.5169065780109954,0.5429740838302488,0.3447994504834695,0.581145313324267,0.796109691559497
PLS,[0.6331488162380174],[0.5264032795574907],[0.5685224729498582],[0.35318051044855536],[0.6127564857162161],[0.6878041365274522]
kNN,0.5134804593972345,0.5984372821444617,0.7287012965561999,0.7787040572734085,0.7357196324335824,0.8161893527897819
LGBM,0.7829313931032457,0.832905913243845,0.7861691121578418,0.7990877727856553,0.8765259521103249,0.8832799109222602
XGB,0.7931290810234273,0.8320742387258777,0.8531630524423055,0.8254847593451455,0.8929250034082259,0.880945498913286
DT,0.6611560753966339,0.7870426287144475,0.7845568744823792,0.774506937311227,0.8474384354908172,0.8488944541185807
