,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.1043251777628768,0.09436369182489496,0.06882672206662063,0.11827129223467799,0.07366248404517767,0.08269242284938746
MLR,0.1306601001127036,0.14680765986551456,0.1330242594116406,0.18649432266615226,0.10629067746244883,0.13448890504849886
lasso,0.13206914086914046,0.14636337574249428,0.13432907232457206,0.1898777175315848,0.11232486451478021,0.12713840993682132
PLS,0.13068531466098918,0.14698742191206132,0.13230018486450698,0.18649339698468495,0.10634762696397564,0.13343720291831032
kNN,0.1175922141660855,0.12395100094411005,0.0921288957663505,0.12049334481536114,0.09740801330063345,0.10126571813205058
LGBM,0.09690378173144094,0.0899596148692069,0.07201804876664582,0.10577063750558437,0.06649671251114206,0.08220253742267358
XGB,0.10001674961792734,0.08989435686102382,0.0709905571706917,0.116165217483678,0.06927021238359428,0.085269252392337
DT,0.1115402854179674,0.1042373465294448,0.08753513127049677,0.11807082522068839,0.0821489952601517,0.09282713256158782
