,18PG,DOPE,DOTAP,DSPC,aggregate
0,0.3853380203969551,0.007971652637828508,0.09079264510761609,0.28090006048029115,0.3853380203969551
1,0.2952329163117843,0.2019677322561091,0.09356927481564603,0.0903253328438961,0.2952329163117843
2,0.32129466045986527,0.14595680475234996,0.2252789841276226,0.02593438856529473,0.32129466045986527
3,0.4902999698754513,0.2463297801667994,0.2517905647826918,0.19924582857074158,0.4902999698754513
4,0.45038343993100255,0.19277968442801274,0.20112391775304617,0.01157620979077889,0.45038343993100255
5,0.48474451895916104,0.22924673087669145,0.4603641559138443,0.13847850640614834,0.48474451895916104
6,0.32824298251758927,0.283786179116278,0.17070099837852248,0.11867864334222045,0.32824298251758927
7,0.38170372384967227,0.09087900746952404,0.03766018484577982,0.1188575479117307,0.38170372384967227
8,0.5895629963730321,0.2636431667660222,0.415467683763215,0.0001979263262315012,0.5895629963730321
9,0.27094194293022156,0.07003863070950364,0.08760962558515145,0.037300949205051726,0.27094194293022156
10,0.2678340549541242,0.07753722620732856,0.035600759405078286,0.11538347117828601,0.2678340549541242
11,0.3145085713718877,0.05314947229443173,0.09469130122300351,0.040089542757381136,0.3145085713718877
12,0.06693269671815816,0.14548552758765942,0.18902084177190615,0.1023666420127407,0.06693269671815816
13,0.019267957788525192,0.23535958449045813,0.04231819210630472,0.056882843104275715,0.019267957788525192
14,0.10685791297392411,0.2960762946894675,0.36646306001778806,0.21809423880143597,0.10685791297392411
15,0.45508485035462815,0.3120545104778175,0.25766153350020893,0.3948346270936908,0.45508485035462815
16,0.3212551947795984,0.24098770307772088,0.0544263990720113,0.18688103213454732,0.3212551947795984
17,0.24664053425644383,0.22511350447481338,0.2738569621606307,0.12071971141930782,0.24664053425644383
18,0.30104922193469424,0.16311458515398425,0.2647889801227685,0.13246954155690743,0.30104922193469424
19,0.4090956481297811,0.06840686238173277,0.0805181388421492,0.3079758777040424,0.4090956481297811
20,0.5516457509272026,0.340391055092667,0.05083744092421094,0.07893327749136725,0.5516457509272026
21,0.038802490740111384,0.0789285440155954,0.3107784043658864,0.177132951743675,0.038802490740111384
22,0.2078091155760216,0.026084846041419252,0.02636646353837213,0.13902333953163837,0.2078091155760216
23,0.297259122133255,0.2743425614544839,0.15113864826433587,0.2073061119787621,0.297259122133255
