group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0072,0.9998,-0.0557,0.0414,False
DT,MLR,0.0619,0.0028,0.0134,0.1104,True
DT,PLS,0.0589,0.0058,0.0104,0.1074,True
DT,RF,-0.0045,1.0,-0.0531,0.044,False
DT,XGB,-0.0068,0.9999,-0.0554,0.0417,False
DT,kNN,0.0224,0.8579,-0.0261,0.0709,False
DT,lasso,0.0619,0.0028,0.0133,0.1104,True
LGBM,MLR,0.0691,0.0004,0.0205,0.1176,True
LGBM,PLS,0.0661,0.001,0.0175,0.1146,True
LGBM,RF,0.0026,1.0,-0.0459,0.0512,False
LGBM,XGB,0.0003,1.0,-0.0482,0.0489,False
LGBM,kNN,0.0296,0.5872,-0.019,0.0781,False
LGBM,lasso,0.0691,0.0004,0.0205,0.1176,True
MLR,PLS,-0.003,1.0,-0.0515,0.0455,False
MLR,RF,-0.0664,0.0009,-0.115,-0.0179,True
MLR,XGB,-0.0687,0.0005,-0.1173,-0.0202,True
MLR,kNN,-0.0395,0.21,-0.088,0.009,False
MLR,lasso,-0.0,1.0,-0.0485,0.0485,False
PLS,RF,-0.0634,0.0019,-0.112,-0.0149,True
PLS,XGB,-0.0657,0.0011,-0.1143,-0.0172,True
PLS,kNN,-0.0365,0.305,-0.085,0.012,False
PLS,lasso,0.003,1.0,-0.0456,0.0515,False
RF,XGB,-0.0023,1.0,-0.0508,0.0462,False
RF,kNN,0.0269,0.6986,-0.0216,0.0755,False
RF,lasso,0.0664,0.0009,0.0179,0.115,True
XGB,kNN,0.0293,0.6015,-0.0193,0.0778,False
XGB,lasso,0.0687,0.0005,0.0202,0.1173,True
kNN,lasso,0.0395,0.2103,-0.0091,0.088,False
