,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293,Exp_HEK293
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,5.61992254343903,275.86801461952905
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,6.414511764548756,610.6425506843544
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,5.919240079904635,372.12881823371424
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,7.158810216793643,1285.3806983940085
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,8.22468316880935,3731.9388212362296
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,5.511249731744416,247.46019276116672
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,7.272964710182081,1440.815728320186
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,9.127087407713086,9201.18360714953
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,3.2957025435723697,26.99637353790015
517,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,4.262788248221214,71.00769477071093
518,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,5.26222923113637,192.91105565204543
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,7.539331717020581,1880.5728503077826
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,7.667687950442369,2138.1322583277083
521,522,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,8.492053023705031,4875.86607325375
522,523,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,8.117985738533847,3354.25758418003
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,8.913346713176644,7430.487241679129
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,9.339878886860344,11383.029522248635
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,6.932800526479612,1025.3615145173542
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,8.282532163366998,3954.194381980303
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,10.141394215824235,25371.81562413333
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,7.057645289559214,1161.706460277881
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,5.478646338665852,239.52225580867332
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,7.5970320291000055,1992.2741000396918
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,8.627792200398721,5584.734656784347
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,9.079140845774583,8770.427639207113
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,9.348871015795378,11485.84878058232
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,7.713477660527371,2238.3128308269406
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,8.707654523407754,6049.037959413882
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,9.367854629725601,11705.974479477962
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,7.471705816580046,1757.6022769892277
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,9.170041664062726,9605.024866033153
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,10.584253146677815,39507.79000170233
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,5.474813658206323,238.6060005176941
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,6.725076915698954,833.0360476321968
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.679740967145407,292.8735562227811
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,5.4317408319661045,228.5467608268517
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.874504283564768,355.84821713173096
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,3.7493204833891625,42.492198033212
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,7.135991209351759,1256.3817090690259
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,7.6895861752964,2185.4699736065354
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,8.231664477124962,3758.0837936297094
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,5.20164943110139,181.5714846710621
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,5.790055393306022,327.03113921021907
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,8.551933580423515,5176.754427175995
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.787051416286925,119.94717245212352
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,5.718401247957754,304.4178450507868
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,6.219111021717983,502.25653834457916
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,4.158896544087842,64.00086149240104
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,4.407012417022935,82.02404344444511
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,4.732193488213304,113.54434758328101
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,7.137975306404387,1258.8769669132553
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,6.258330028909945,522.3459087756864
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,8.083091925422497,3239.2332366446813
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,2.944332606715115,18.997979030914447
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,6.225972127727027,505.71442258816154
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,7.6129523547606395,2024.2455753878817
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,6.323106544355889,557.3015881848789
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,6.04107749220617,420.3457101924512
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,6.592796763819105,729.8191500695154
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,4.363243702109667,78.51138939587396
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,4.142889154013742,62.98453083967617
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,7.090365821572256,1200.3468330678986
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,7.495570883378655,1800.0520918436703
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,7.938573527046807,2803.358739351802
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,8.338394424526612,4181.370842589327
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,4.234502036832201,69.02729712230101
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,7.751311061092819,2324.618134003844
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,8.81748230621349,6751.245640762416
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,6.942703481204106,1035.5660673890873
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,7.473694448748339,1761.1009790790617
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,7.6099671972394525,2018.2118937094979
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,5.836621284410627,342.619768083449
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,8.451138855245166,4680.399999533658
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,7.607977116868856,2014.1994836695874
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,7.179648531500751,1312.4468934328333
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,9.598678413120888,14745.281512332724
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,9.443792109444757,12629.518731655426
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,3.921731166263939,50.487771894822544
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,3.8715286485800133,48.01572918485793
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,10.366314800229858,31771.177829971908
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,3.2387756955737586,25.502479827510633
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,5.842446672237403,344.6214858400697
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,5.9357870073825945,378.3376335455896
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,4.494454458132215,89.51931912497668
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,6.703343900726637,815.1269766913389
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,6.055723243376443,426.5472914253727
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,3.2769203601385932,26.494054786377255
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,5.525647916130611,251.04894399802745
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,6.25636835529359,521.3222409671664
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,2.6389732352794555,13.998822728800372
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,6.118268771676999,454.07790111328336
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,6.898147852986595,990.4385778774429
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,7.486621106340498,1784.013903123943
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,7.698545178142488,2205.137574818319
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,7.357398983656122,1567.7535027226859
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,7.381247709339544,1605.5918304990491
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,8.03325019448009,3081.741673272096
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,8.570897223705899,5275.861295090523
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,8.408232727206151,4483.82935572235
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,9.066155764967,8657.279138654574
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,9.689619421466732,16149.097124216107
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,5.577551790715525,264.42344875566005
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,6.664831687118516,784.3314407857657
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,9.478764875586664,13079.022314068385
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,7.217364387761386,1362.8922673742566
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,7.653753886467096,2108.5459938035315
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,6.633246190028636,759.9450971118824
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,7.96846809628606,2888.429177923745
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,6.798220303778475,896.2508172590603
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,8.416214956333686,4519.763535639036
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,8.855427074792784,7012.342395565933
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,9.10710936262577,9019.185977846771
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,9.737590400096295,16942.667106159093
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,7.290840890933598,1466.803600611811
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,7.22034240849356,1366.9570382841666
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,8.225680490572774,3735.662621647359
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,5.337283888652739,207.94713498108757
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,7.171709728946342,1302.0688856657546
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,6.450916740954999,633.2825828635836
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,7.296800107300882,1475.5706972039845
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,7.330573535422304,1526.2568833990376
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,8.641767306416043,5663.329824436018
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,8.463113369305628,4736.78241744816
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,9.01421741724401,8219.111705973108
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,10.009449830446993,22235.59874107261
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,6.588851680172359,726.9456243520393
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,8.085085757272974,3245.698165892244
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,8.785530470247144,6538.940774491098
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,6.390909468377409,596.398738905676
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,7.2312623755540235,1381.9659634540367
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,7.034845548495134,1135.5195159488906
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,7.145912009215276,1268.9080534958202
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,9.298915653290662,10926.165031210534
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,9.791559372685619,17882.169403968743
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,9.623661668581514,15118.306939778793
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,10.697226101180007,44232.986966803284
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,9.781564992886734,17704.338347136225
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,7.2958068877064335,1474.1058590479279
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,9.99445662721169,21904.70268465741
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,9.152060573753138,9433.85952792668
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,3.829017899120732,46.01732238181185
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,4.93836084760596,139.5413324870601
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,5.428872284585334,227.89210302207175
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,3.892169207612109,49.01709954849662
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,5.654639959544408,285.61363175026906
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,7.379260178192553,1602.4038358953198
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,4.189356345717404,65.98030878164415
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,6.485373477518119,655.4837269650616
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,6.60167399133177,736.3267627508812
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,3.6887314215198947,39.994079134489695
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,7.187587817980909,1322.908258245661
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,8.186786946564151,3593.1586684094545
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,4.7659892696587045,117.44724683441099
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,6.259310893893999,522.8585109428291
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,5.981572735283452,396.06278049144953
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,7.550273543047532,1901.262737417665
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,7.3226261600771085,1514.175219423221
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,6.866476113307022,959.5612159986713
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,7.301766306107152,1482.9169008946462
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,8.429186379507872,4578.773193326976
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,8.62579578516661,5573.596329510834
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,3.9701295586018484,52.991395886114645
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,5.779393552309332,323.56290692773194
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,8.144906317631728,3445.78256613417
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,5.666222235130949,288.9409191281872
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,6.51886336535434,677.807527811548
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,6.075258912113892,434.9621048966806
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,7.515460873140744,1836.2135428166089
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,7.5880774064738095,1974.5136749350143
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,6.85064418314772,944.4891347292101
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,7.324612964678787,1517.1865802190762
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,8.447147418601967,4661.7557129677
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,8.60583202922295,5463.429741000845
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,4.255918766002127,70.5215802631833
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,6.496206568199541,662.6232433116054
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,8.606830199784069,5468.885898365856
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,5.759049223728931,317.0467450491635
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,6.449932539467237,632.6596118181574
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,5.820121577605461,337.01302437597104
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,7.463751514643171,1743.677233215231
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,7.700536117436221,2209.532243171419
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,6.845697252978483,939.828350725536
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,7.053679790026205,1157.1088358158574
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,8.739602458537291,6245.412408296935
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,9.34087800879831,11394.408240181616
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,5.071766114598219,159.45569583784652
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,7.111192681327064,1225.608435025834
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,9.034193325145095,8384.94676286309
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,4.212310793408556,67.51236683101938
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,6.397792500238837,600.5179304283271
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,5.893947674396845,362.8348145636562
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,8.437168977129204,4615.469970265415
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,7.988399539973151,2946.5773044899192
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,7.436908456849657,1697.494224124854
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,7.998365770846371,2976.0903970556183
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,9.782564428335588,17722.04153560232
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,9.43879607832989,12566.57861940297
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,6.751757085378047,855.5607358510367
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,7.652758631432564,2106.4484967330536
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,8.970272144720195,7865.741934369276
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,2.6741246303783845,14.499651727984507
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,2.833250342481756,17.000628984869827
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,3.1355228402877575,23.00065836967064
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,2.602751143451792,13.500829708595866
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,4.762330471947649,117.0183162800893
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,6.35847186235357,577.363391185623
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,3.218845704509294,24.999247002367667
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,4.863388943556181,129.46219960089533
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,6.414511764548756,610.6425506843544
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,4.255918766002127,70.5215802631833
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,5.85507181789878,348.9999635980292
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,8.336399212421819,4173.036438086783
720,721,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,500,6.660882786794823,781.2403014228661
721,722,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,500,6.543499034996446,694.7131558652184
722,723,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,500,8.59085969106964,5382.238749646377
723,724,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,500,7.1965200889861904,1334.7777652322482
724,725,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,500,7.823012175502336,2497.416747174243
725,726,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,500,7.853889944030478,2575.734316834799
726,727,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,500,7.277930093630949,1447.98772200435
727,728,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,500,9.292921161187955,10860.864139600655
728,729,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,500,8.125961983113738,3381.118947044476
729,730,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,500,4.787051416286925,119.94717245212352
730,731,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,500,3.9888295327515,53.991656898689
731,732,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,500,4.430759455052305,83.99518325966169
732,733,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,500,6.445011765676827,629.554084048338
733,734,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,500,7.376278927999993,1597.633783044449
734,735,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,500,8.23665120559038,3776.871141828064
735,736,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,500,5.999122226244724,403.0748296584938
736,737,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,500,7.555247310028137,1910.742731339579
737,738,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,500,5.571779355682296,262.9014785396821
738,739,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,500,6.84866537958125,942.6220241926586
739,740,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,500,7.312692531745564,1499.2084259195788
740,741,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,500,8.518000385700857,5004.037600767997
741,742,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,500,3.2957025435723697,26.99637353790015
742,743,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,500,4.5434584955371875,94.01539030687962
743,744,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,500,5.0240420863747035,152.02455994428766
744,745,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,500,6.636206771871364,762.1983105334407
745,746,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,500,7.4816492028168415,1775.1659718696417
746,747,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,500,7.6129523547606395,2024.2455753878817
747,748,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,500,7.217364387761386,1362.8922673742566
748,749,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,500,5.679740967145407,292.8735562227811
749,750,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,500,7.389198081017235,1618.4077605115376
750,751,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,500,7.5890723444541885,1976.4791711942864
751,752,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,500,7.345475984435028,1549.1721716518769
752,753,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,500,7.873813064642218,2627.565588187496
753,754,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,500,3.5554367595855143,35.00310457104625
754,755,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,500,5.811389798971708,334.08311154122845
755,756,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,500,4.38859637218298,80.52730924577533
756,757,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,500,8.338394424526612,4181.370842589327
757,758,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,500,7.641811138921255,2083.5139346169967
758,759,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,500,7.952523933677683,2842.7407928390326
759,760,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,500,8.599843044287105,5430.807128260848
760,761,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,500,6.703343900726637,815.1269766913389
761,762,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,500,6.449932539467237,632.6596118181574
762,763,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,500,6.875382736882539,968.1458398036497
763,764,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,500,7.860862861844718,2593.7574644749247
764,765,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,500,8.293504496865305,3997.8200213074133
765,766,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,500,4.599943003898012,99.47864558532044
766,767,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,500,7.247147513162554,1404.0939708664566
