,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293,Exp_HEK293
251,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,10.437293227580737,34108.20422972413
252,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,8.612819261416046,5501.737670517248
253,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,8.750584941972615,6314.380574273474
254,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,8.483071565104293,4832.269756295519
255,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,8.734610484429606,6214.313159168353
256,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,8.278542299414895,3938.4491159780705
257,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,8.51999639291447,5014.035670706785
258,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,10.306334263135865,29921.55082512986
259,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,9.55570821061251,14125.093996507643
260,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,10.889186606541903,53593.68947979861
261,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,7.2600555217479394,1422.3355055623538
262,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,9.418812153650203,12317.941704010744
263,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,10.48527948703474,35784.835277087295
264,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,8.074119834791643,3210.300529990329
265,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,8.49105507564642,4871.002639302761
266,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,9.018212560246694,8252.013913342138
267,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,8.509018452192016,4959.292915471136
268,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,8.203740033214878,3654.5930787218194
269,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,10.186376872603557,26539.165720711648
270,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,9.977464454414585,21535.638671379947
271,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,10.071422793654955,23657.20014953603
272,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,11.058157593172272,63459.525830877996
273,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,7.611957297331375,2022.232336599659
274,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,10.174381421450923,26222.718214461558
275,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,3.611036958995064,37.004404977174104
276,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,9.23997127532306,10300.7426681582
277,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,10.091414423514179,24134.90528043755
278,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,10.078419845052709,23823.311261187067
279,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,10.44329147373842,34313.40845215748
280,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,9.919492182483735,20322.66780079121
281,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,10.377311356939176,32122.479402466637
282,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,11.27012748923194,78442.99716507368
283,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,10.989168850080693,59229.13529626953
284,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,10.42329736102315,33634.15545470451
285,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,9.969468184079002,21364.12054925971
286,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,10.762211873566494,47202.95962684872
287,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,10.57125645864381,38997.64187904331
288,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,8.780538135864282,6506.3775465285735
289,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,10.771209975458877,47629.61332522449
290,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,11.063156807234668,63777.567902624425
291,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,11.497101600133636,98430.06747480975
292,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,11.654086838687535,115161.04726535938
293,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,11.174140334026315,71263.55559688828
294,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,11.550096355788673,103787.0368200868
295,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,11.218134293607456,74468.708321811
296,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,11.494101905376143,98135.24972013061
297,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,11.117148564820939,67315.68603809862
298,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,10.730218762412779,45716.692026400815
299,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,10.592251129836784,39825.039628225866
300,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,7.6238983098513735,2046.5245866327518
301,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,6.21519081860384,500.29144499801794
302,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,5.420268912151301,225.9398723106141
303,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,9.868517928227478,19312.694952702703
304,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,6.841739898268057,936.1164660411812
305,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,5.664291520297837,288.38359480003356
306,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,8.864414297780538,7075.647924695366
307,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,9.11410162846433,9082.471520675843
308,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,8.652747989464311,5725.859736512555
309,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,6.569129534979656,712.749149822952
310,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,8.356351760651878,4257.1353527163465
311,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,10.335324710264684,30801.686078281622
312,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,7.405100000306387,1644.3492632855498
313,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,6.333910227041888,563.3551391453462
314,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,4.436928638938833,84.51496666194011
315,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,9.397829382071427,12062.169931382683
316,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,8.304477132274483,4041.928191722587
317,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,7.8200242058790606,2489.9656791230973
318,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,9.198012916578499,9877.482164144742
319,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,9.101116035086003,8965.292703482508
320,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,8.997238277337065,8080.736330189975
321,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,7.726419955288577,2267.4700086544735
322,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,8.333406412200041,4160.566043716872
323,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,8.764562924597163,6403.262624932493
324,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,7.145912009215276,1268.9080534958202
325,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,5.91729387706802,371.4052843722859
326,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,3.951510573829026,52.013878324544635
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,8.899365686798063,7327.324246253678
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,8.516004386464816,4994.05950698627
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,9.060162716360203,8605.550804011486
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,9.081138567660345,8787.966027027225
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,9.073147707487209,8718.022446166475
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,8.606830199784069,5468.885898365856
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,7.540326402135691,1882.4443587563562
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,6.339804035526861,566.6852503234251
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,9.085134025062306,8823.14820858889
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,7.7572853273483,2338.547589385672
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,6.71816123691328,827.2949127139341
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,3.783911058128969,43.98774437241097
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,9.559705384425088,14181.667443957323
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,8.387280056280805,4390.858549370888
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,7.6059870562586775,2010.1950904302855
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,9.786562175764887,17793.031587194528
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,8.905357522753231,7371.360167386918
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,9.102114920230353,8974.252475325276
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,7.194535087635199,1332.1308574918269
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,8.560916272863558,5223.465099750542
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,10.416299449539968,33399.60823950846
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,6.496206568199541,662.6232433116054
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,6.544484647657611,695.3982114918092
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,2.9177403331836493,18.499437628886124
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,7.885767666887153,2659.165596093999
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,8.426192941297503,4565.0874126822955
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,9.942480994167491,20795.273289487803
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,8.840448626652215,6908.09109906072
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,8.90036432272461,7334.64523038191
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,8.924331990317427,7512.563191463918
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,8.404241665978002,4465.969781261136
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,10.168383716418628,26065.912791858576
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,10.785207056586549,48300.97648835702
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,2.862242444705852,17.500727381202964
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.976699286020957,394.1372843408172
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,4.791635520028359,120.49828494747194
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,3.839207213049911,46.48860426783334
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.654639959544408,285.61363175026906
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,5.087708439543088,162.01816191632957
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,7.213393795454426,1357.4915070264676
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,5.190314088184865,179.52493073720086
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,6.148596316771141,468.05991759470436
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,8.00833233660459,3005.9001011327755
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,7.034845548495134,1135.5195159488906
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.9867229751782185,146.45569729472766
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,5.22055828334874,185.03745857179763
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,5.845359746876848,345.6268576012029
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,5.059586373889223,157.52534624995593
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,4.0943253910687325,59.99884974182383
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.976699286020957,394.1372843408172
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,7.278923190923135,1449.4264289599403
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,5.693266163047381,296.8616374399733
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,7.042775374758537,1144.5597849377205
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.8523210043217055,128.0372201819104
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,6.943693829429859,1036.5921464104808
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,8.770553582384856,6441.737509912444
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,8.202742770862477,3650.950307332352
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,4.732193488213304,113.54434758328101
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,6.51886336535434,677.807527811548
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,3.7493204833891625,42.492198033212
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,4.9867229751782185,146.45569729472766
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.484396558825855,240.90352901934028
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,4.126929979930108,61.98732817800774
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,6.292671348293696,540.5955208509548
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,6.146639088186613,467.14471326890896
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,7.195527584589152,1333.453649635157
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,6.3152506585468355,552.9406425204099
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,8.011322371138933,3014.9012964782914
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,9.066155764967,8657.279138654574
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,4.151308125475601,63.51703422749116
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,5.746461849569521,313.0809707476484
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,7.240197541021815,1394.369388816244
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,5.241381625956147,188.930954074522
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,7.16079467262946,1287.9340122535511
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,7.835960457265921,2529.964265379586
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,9.85352575365294,19025.315264423196
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,10.21736537088463,27374.449871117336
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,10.667232986183985,42926.00018210817
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,10.01344803512127,22324.679178137132
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,10.062426615157264,23445.330193114372
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,10.462285988801126,34971.40437946619
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.185789731018907,3589.5773007233374
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,9.183028216984765,9730.574493719265
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,8.99823704044386,8088.811103233785
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.695226553783602,44144.62937990915
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,10.102409890765493,24401.744161749644
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,9.780565558002392,17686.652853009924
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.774209346542277,47772.68666790912
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,10.587252388471489,39626.46128963588
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,10.202370891734535,26967.046288707163
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,11.206135914728508,73580.54346901865
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,10.95917399188388,57478.945348869514
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,10.638239840885914,41699.30916595169
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.081121372607087,437.5195421655602
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,5.370628513137436,214.99795428683365
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,6.251464500815565,518.7720106510983
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,7.351437369285886,1558.43496527429
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,7.1677405103361425,1296.9109329058804
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,7.663706695649062,2129.636731675068
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,7.952523933677683,2842.7407928390326
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,9.907498122773232,20080.372466723144
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,9.681624395159977,16020.499423877389
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,9.335882407894541,11337.628267204724
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,9.034193325145095,8384.94676286309
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,10.530267190544238,37431.47438347849
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,4.9867229751782185,146.45569729472766
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,5.541015461773554,254.936746583243
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,5.9464978132294775,382.4117138761822
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,6.729028993327269,836.3347848989436
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,7.103258214674362,1215.9223634907607
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,8.128953123568088,3391.247489102291
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,8.183795308265427,3582.4253005061055
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,8.943306937784715,7656.474722332479
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,10.056429181991803,23305.13920549126
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,9.125089583519204,9182.81961005367
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,10.110406625384904,24597.660736455156
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,9.477765640551935,13065.959824087853
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.521807553956884,250.08667404496762
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,6.727052930839002,834.6837668974865
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,6.382061043758671,591.1448283170228
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,8.249617007744218,3826.1601510803766
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,8.20573456610335,3661.8895589273047
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,8.484069496715625,4837.094437990603
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,9.579691421705252,14467.95411673883
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,10.351319557065992,31298.315496161456
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,9.833536371733375,18648.78679469732
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,10.359317011211628,31549.62592151128
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,11.58909267041885,107914.29976620185
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,9.809549396794987,18206.781194887404
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.038148966639218,419.116517772398
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.346680933921115,570.5957177439317
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,7.668683275789999,2140.2614550069416
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,7.803093061173745,2448.162595541199
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,7.81803224612356,2485.0107043912412
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,8.620804778459313,5545.8477770538775
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,9.943480513529225,20816.068958879
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,9.018212560246694,8252.013913342138
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,9.842531567322853,18817.293016431944
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,9.574694886267094,14395.84476975034
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,10.045433928024899,23050.296876694225
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,10.188376119753183,26592.277145874443
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,7.591062235511679,1980.4160651183024
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.982256979745697,7960.578720258346
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,9.016214986319804,8235.54635855943
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,11.023163206137129,61277.20580127015
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,10.61024665049219,40548.19925295199
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,9.456781882664705,12794.643460403762
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,9.41181785633772,12232.086954280006
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,10.35731764576771,31486.609706888263
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,9.947478595773049,20899.45990541969
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.345873631623455,11451.472823957472
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,10.672231824295228,43141.117528223076
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,10.902184196578965,54294.82494929097
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,3.4815756695178,32.51090818610169
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,3.8502122242353036,47.00303735682629
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,4.304166211097287,74.00748310242206
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,5.411668966087503,224.00513284687906
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,5.29069603084366,198.48152660687433
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,5.627633664855772,278.00348924580453
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,5.7058309880741,300.61518391649304
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,6.4204137967774715,614.2572392099785
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,8.091067326443094,3265.17071411465
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,4.615247100958922,101.01278580510677
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,6.942703481204106,1035.5660673890873
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,9.566700465698679,14281.217133484155
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.944332606715115,18.997979030914447
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,4.119387380295129,61.52154140892301
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,3.997801289906292,54.47823640552873
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,5.413579767665222,224.43357140832157
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,5.404982506049531,222.51232783012514
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,5.607396747205507,272.434099240279
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,6.928839614472369,1021.3081805316996
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,6.671742746819649,789.7707763350863
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,8.628790410696753,5590.312179737822
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,5.788116608885144,326.3977105715799
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,7.185602951201019,1320.285065796017
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,8.83645442854306,6880.553845887155
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.862242444705852,17.500727381202964
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,4.158896544087842,64.00086149240104
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,4.381593311295266,79.96534163939202
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,5.173325301198228,176.50078098331866
