,0,1,2,3,4,5,6,7,8,9
3,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854,0.0417214035987854
17,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438,0.01475408673286438
31,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166,0.012144625186920166
45,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716,0.011158496141433716
59,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633,0.010640382766723633
73,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905,0.010321468114852905
87,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994,0.010104238986968994
101,0.010249318494508653,0.010673454944397313,0.009947925806045532,0.01057022161265625,0.010416374768454707,0.009947925806045532,0.010265199532456807,0.010207057800863617,0.009947925806045532,0.009947925806045532
115,0.012215876784978432,0.01210830530338973,0.01243404549481153,0.012277398622822898,0.012127078998842673,0.012334738299811505,0.012289788614417296,0.012063617125826025,0.012344129814962818,0.012186839160980486
129,0.012085502188026532,0.01214885570618995,0.012073475079634481,0.01190466053288032,0.012085303921723639,0.01202190874497659,0.011960133235823397,0.012048534011875967,0.012062481580470047,0.011896999487820645
143,0.01207349530767127,0.01211256762783152,0.0121579854918374,0.012011383484439194,0.012137303263642318,0.012141140427274051,0.011936199210903723,0.011918687991492257,0.01212566676971937,0.011968174410178724
157,0.012162178962218271,0.01210930482078028,0.012119581686587588,0.012001475038617046,0.012123117532823992,0.012240199350213272,0.012023065055826435,0.012000361418843036,0.012157527825759212,0.011989293937285761
171,0.012488631695502087,0.012649189329172675,0.012435487497089998,0.012384392298336738,0.01237736202212691,0.012467279809530146,0.012327485861717734,0.012205313305573836,0.012428088351851304,0.012566746774336076
185,0.013686913313484577,0.01373917848578889,0.013551284659377105,0.013688106208538437,0.013946789259356048,0.013767207431430195,0.013715600244578411,0.013936384184983355,0.013697882178214082,0.013629912615993358
199,0.013816988471962072,0.014299425436731645,0.013803298443001604,0.014010327249359722,0.013911406247561814,0.01374895577525074,0.013791546338714369,0.014114239399079529,0.014103685035972025,0.013821485198186979
213,0.01389030953970124,0.014278899686377624,0.013815376405211102,0.014118715211370075,0.014113801554673589,0.014040834518766112,0.013986695170835253,0.014084085206501947,0.013965598484341979,0.013697410979372323
228,0.01359936728889118,0.013981513731932882,0.013432517008376882,0.013630083292750766,0.013928967125883599,0.013864503414331908,0.013526893415330412,0.013753173159943352,0.013694420990655732,0.013564051282301851
242,0.014159347435008315,0.015189873694564381,0.014286574869334096,0.014053346953583245,0.014181273369651498,0.014433466688105783,0.013757505727467548,0.014617758150809141,0.014012187539584612,0.014622280784353922
256,0.01708592816906488,0.016947829389405998,0.016529697558494906,0.0174506424874761,0.017294393280970793,0.016570369234092074,0.016939414442048568,0.017391563146288536,0.01710840808482197,0.016317420863745644
270,0.018248625827719134,0.01806534590145687,0.017630667220675664,0.017986691483019977,0.018655187817769717,0.017841932835153694,0.017766851110603495,0.017634553248011924,0.01789456753256629,0.01789327084143045
284,0.01896085338598725,0.018844172127838028,0.018427168052037503,0.018502886170991932,0.01895384966970748,0.01924313642742691,0.018983848632005057,0.018290122481325805,0.018737845447239703,0.019013409069839865
298,0.01803508597508135,0.018855609358028217,0.01830610544086127,0.018675957186407074,0.018560723702535677,0.018653356325596337,0.018242099027512098,0.018565829683987026,0.018206952018084904,0.018649066734428253
312,0.018895394403233234,0.01862094323173378,0.01834635089047454,0.01862395494491714,0.018878044986472765,0.018557325143575287,0.018339697447537752,0.018680049650866098,0.017887161700747473,0.019224011778143507
326,0.020009924362938757,0.02069155384964585,0.020452004005433188,0.020490263239569376,0.020449864299003414,0.0206468650930355,0.020217575932807035,0.020670806471303406,0.02049324066536084,0.020456420035896646
340,0.021023121933178103,0.020841571869579932,0.021051413691295574,0.021054850401841626,0.0207512086937159,0.02120325811018243,0.02058188902350468,0.020928815891241386,0.02075969315555375,0.020747099134569166
354,0.020827097811444005,0.020904754643990057,0.021020104784652032,0.02093953347124556,0.020724643821547973,0.021000358320777256,0.02063238261616348,0.02097513482739349,0.020811395095583274,0.02092772026715522
368,0.02130721174539348,0.021275376299311866,0.021100607029349717,0.021025392643456774,0.021228756488949032,0.021358742023495823,0.020913990842968418,0.021193885715612367,0.02134355880638201,0.021413828353164546
382,0.02129084941048228,0.021101735146414113,0.02133637491503827,0.020904054789331817,0.021262818396032165,0.021490972746165266,0.020976248135743614,0.021079229415148046,0.02127552079183718,0.02123836889206484
396,0.021163598713707266,0.021082970316768018,0.02142487656791326,0.021032059883653153,0.02129845044883976,0.02138894702828547,0.021167248710575997,0.021388822213515228,0.021436605094442698,0.021379089656264123
