group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,0.5757,0.9996,-2.4369,3.5884,False
DT,MLP,2.5168,0.1894,-0.4959,5.5294,False
DT,MLR,6.203,0.0,3.1903,9.2156,True
DT,PLS,6.3425,0.0,3.3299,9.3551,True
DT,RF,0.411,1.0,-2.6016,3.4237,False
DT,XGB,0.7565,0.9974,-2.2561,3.7692,False
DT,kNN,4.9248,0.0,1.9121,7.9374,True
DT,lasso,6.2605,0.0,3.2478,9.2731,True
LGBM,MLP,1.941,0.5425,-1.0716,4.9537,False
LGBM,MLR,5.6272,0.0,2.6146,8.6399,True
LGBM,PLS,5.7668,0.0,2.7541,8.7794,True
LGBM,RF,-0.1647,1.0,-3.1774,2.8479,False
LGBM,XGB,0.1808,1.0,-2.8319,3.1934,False
LGBM,kNN,4.349,0.0003,1.3364,7.3616,True
LGBM,lasso,5.6847,0.0,2.6721,8.6974,True
MLP,MLR,3.6862,0.0047,0.6735,6.6988,True
MLP,PLS,3.8257,0.0027,0.8131,6.8384,True
MLP,RF,-2.1058,0.4251,-5.1184,0.9069,False
MLP,XGB,-1.7603,0.6722,-4.7729,1.2524,False
MLP,kNN,2.408,0.241,-0.6047,5.4206,False
MLP,lasso,3.7437,0.0038,0.731,6.7563,True
MLR,PLS,0.1395,1.0,-2.8731,3.1522,False
MLR,RF,-5.792,0.0,-8.8046,-2.7793,True
MLR,XGB,-5.4464,0.0,-8.4591,-2.4338,True
MLR,kNN,-1.2782,0.9261,-4.2909,1.7344,False
MLR,lasso,0.0575,1.0,-2.9551,3.0701,False
PLS,RF,-5.9315,0.0,-8.9441,-2.9188,True
PLS,XGB,-5.586,0.0,-8.5986,-2.5733,True
PLS,kNN,-1.4177,0.8729,-4.4304,1.5949,False
PLS,lasso,-0.082,1.0,-3.0947,2.9306,False
RF,XGB,0.3455,1.0,-2.6671,3.3582,False
RF,kNN,4.5137,0.0001,1.5011,7.5264,True
RF,lasso,5.8494,0.0,2.8368,8.8621,True
XGB,kNN,4.1682,0.0006,1.1556,7.1809,True
XGB,lasso,5.5039,0.0,2.4913,8.5166,True
kNN,lasso,1.3357,0.9064,-1.6769,4.3484,False
