DT,RF,LGBM,XGB,MLP,kNN,MLR,lasso,PLS
0.0,0.09250700011046899,0.11319664046408104,0.08887869119644165,0.061598530036738194,0.013173411344189099,0.1438647818103099,0.1118004289948212,0.18286812536773334
0.0005172636751584192,0.004827733690472933,0.016096749415415678,0.00845077633857727,0.03292326893737363,0.014124333931682005,0.08055477035999807,0.0985134730125285,0.11728452963224625
0.0,0.011499915398838854,0.009827720240583794,0.004276961088180542,0.026693449598274716,0.06637056752818576,0.06966515303816473,0.06864094377045997,0.09797230221652785
0.0,0.01807624261541727,0.052261815055409076,0.03196588158607483,0.05397283789778198,0.22709263042162783,0.18906071840669808,0.26249756033490046,0.20325415627178095
0.33337643863959654,0.1251028682763133,0.16641411688333554,0.15071240067481995,0.13356216684676875,0.0489018539018017,0.18390924284819948,0.13231532917051422,0.18754555915187376
0.021595758437863655,0.08836999948124347,0.08434938684079862,0.11527729471843146,0.04752837468683624,0.06570726752037376,0.05908440978347865,0.0019464507523166974,0.047422379333269704
0.0,0.018024196946744814,0.012629655946731641,0.02215990424156189,0.059693296220988123,0.03417435541293505,0.009146750408915716,0.06146895415166126,0.0024366724853680244
0.05845079529290059,0.06289401220411986,0.08467038847665151,0.0842930298680617,0.06269470491394433,0.05584362982153411,0.06798331659640303,0.08025469018311152,0.09551528195434217
0.13106168369326268,0.0012627044573814417,0.031687971071617776,0.08324657205420483,0.15391666346805044,0.0866232125003203,0.10035556029900344,0.1000235225220461,0.11793585876248891
0.0,0.029762281225498913,0.004054664544187875,0.023419531141973204,0.02601617087794207,0.057541378201225526,0.03082137334091025,0.006168229301945875,0.0132109277167749
0.0,0.02548130458955817,0.03883871078971234,0.010478585958480835,0.027321063266197224,0.2811532378337935,0.17781504061682618,0.2294537770241749,0.17201302379139968
0.007047717574033371,0.035338028481569174,0.01896185791254464,0.05865868926048279,0.019544670893947097,0.04530450999184687,0.18012715052062117,0.1605958162579044,0.20825652629440017
0.062200956937799035,0.15776852494854854,0.19337629600729606,0.1341262288448435,0.20275393003872588,0.2157151297637802,0.3366351680397225,0.3651156049850108,0.30732615749093095
0.01700504332083279,0.013719857129845199,0.006067351825351258,0.030767039665040602,0.04742043252524422,0.020578851432482545,0.03379055258614892,0.04814617776161853,0.06537847686751971
0.09711625501099186,0.09252935511009674,0.08912643943738056,0.08681028410378056,0.11252162011063957,0.08806759592892761,0.10712201968707775,0.08152274507011256,0.1456150190845366
0.007047717574033371,0.007347607091028144,0.011048899050483608,0.0004457831382751465,0.10369962623476067,0.04818204008656168,0.06928884902463908,0.09907768430372127,0.11560019510598514
0.0,0.0037134385752806832,0.0023446991521502295,0.012551456689834595,0.028803961176325055,0.08630927936729624,0.0006555576358174107,0.006630505646629842,0.06705763452546791
0.0,0.0037436119475593166,0.002278381915209795,0.003937244415283203,0.04700829434471504,0.0023311843423233416,0.007541839306440314,0.016015940587841407,0.058348987384463966
0.004914004914004955,0.07230128661139446,0.04485234571514629,0.06359282317097437,0.10095429869025929,0.057626642863294664,0.05096425834166085,0.01735987540542616,0.010489003165151667
0.11017716280874174,0.12020902432445477,0.09470062502449852,0.13666604710753666,0.0012374916633712263,0.019531341103955158,0.18198127803845035,0.1236385942588499,0.13638324345041122
0.07390404758825814,0.1678659023428758,0.2985419056831072,0.16916770889890714,0.26365295231811786,0.1681553960269483,0.1650595270559374,0.10454502818638944,0.16185733575057926
0.026509763351868637,0.02440634666621511,0.012408912625050452,0.02068227683682347,0.011190865287375062,1.550783227660668e-05,0.01161598843174608,0.05607193999241469,0.011710541700818825
0.006077848183111301,0.07342920993758312,0.05598364608070408,0.10085652670144385,0.0075037634568208,0.12182789331087192,0.003015655718195287,0.053426602891858216,0.003060246728087579
0.0,0.027538856751177333,0.06230971501353771,0.042259931564331055,0.02515236806915814,0.03578404650341041,0.0027484389991580213,0.020469634212164675,0.03328047226209431
0.0,0.006280206065792193,0.006234190516966224,0.00278395414352417,0.03581725851769496,0.038393122254225635,0.12320890935312724,0.007160743674598798,0.0772432039957021
0.0,0.006448770070480602,0.0020331065761087985,0.02003490924835205,0.02961058498162579,0.020439629187526218,0.13577161238335153,0.005746747247734614,0.08328373167474377
0.0636234320444847,0.005430582384230692,0.024784624800682824,0.02634614079392894,0.052100645266763584,0.041913894711767874,0.11315346339754456,0.05802225438658691,0.0475754629332176
0.0377602482865641,0.006868314560599265,0.2254577506360711,0.032428005831401596,0.1108852639770739,0.261800810317226,0.170212885951622,0.21405883401614995,0.20272381686655022
0.0,0.002010708076497551,0.01133553583685627,0.003410845994949341,0.00839995664790777,0.014345703904228778,0.011027219743578492,0.04797751642329864,0.022904794747967097
0.0,0.005734365182929784,0.026156726995611737,0.01932305097579956,0.07692913444973745,0.06316418095354465,0.21698890446970165,0.2154707743750796,0.2468959154398389
0.1038406827880512,0.09272161535409142,0.07910523165533306,0.08482826141849859,0.07607705120819222,0.06714352601194687,0.07721906743823502,0.013422597328120914,0.08094100184303787
0.026897711108237354,0.09682921574039999,0.01889469754385359,0.08268313020271212,0.455473869994148,0.4965535829938328,0.4477310699644796,0.6134134524036136,0.4629254653772359
0.0,0.04230720731288915,0.019376074885091084,0.058986812829971313,0.009309466826939256,0.05072976472939824,0.1788472028210452,0.15732243567661808,0.20798685303490771
0.2144057933531618,0.10473369937783783,0.13487789196094524,0.13276725835962344,0.011072610135913513,0.09917347420499306,0.019098999219254037,0.05462275175544995,0.005415819225735696
0.0940126729600414,0.002618799250378029,0.00620487168199052,0.02584988444554115,0.04997508647326446,0.0012218300466660392,0.0727013478162589,0.014752399698471808,0.0640468874556468
0.4313979050821156,0.28491847341219356,0.23162467240805307,0.2503814697265625,0.30306255491241885,0.24148281197530835,0.18623198650262707,0.16397937993310024,0.21739255670744062
0.012285012285012331,0.022133844425112334,0.02068723981857902,0.013170752806819508,0.028469887328013727,0.035018896455828036,0.08955347041461736,0.02749201826127798,0.0821943294809748
0.04810552178973235,0.027980291439920653,0.014608511724950868,0.018714531055632005,0.005574240301213174,0.03711827939365113,0.008023247023528052,0.009345630033150379,0.0337060404621036
0.0,0.007204056881090377,0.017037651357961286,0.0005289018154144287,0.0007752760381744273,0.08514764186610284,0.02366081186642,0.08955445783943072,0.019002389996141858
0.1038406827880512,0.11046184001297632,0.1252944225119052,0.1892651876972546,0.011525796335364283,0.06778416292983391,0.001828161807507625,0.02882723870538416,0.04819873960702781
0.13707487391697915,0.01648975819789239,0.0627828749322018,0.056980310182560334,0.004151428210076746,0.048604832654967955,0.06276409200101707,0.08156225946001178,0.03464452848183541
0.0,0.009658398914977868,0.005551381909148476,0.0070251524448394775,0.08768881872823608,0.15738592317039857,0.16998645105273008,0.21705974770755815,0.16270939171364704
0.14677356782619932,0.03929560016132974,0.032347354030276665,0.015897461679856506,0.12794417131671312,0.14262098539714865,0.20175215441029468,0.1216665989576593,0.18740226495862725
0.0,0.053611773848017935,0.08767792309781987,0.05409481533745597,0.12331897096563105,0.12487780322882039,0.19431962060184674,0.1622382547944207,0.16301941808852438
0.0005172636751584192,0.007100002771055398,0.00022162558153918555,6.835195975979369e-05,0.027429372891961984,0.0004843849763734332,0.013369006534940981,0.04014688892030983,0.031671756068568965
0.13267813267813267,0.20604791738105122,0.22060495987770928,0.15392288643484753,0.13529169103378802,0.3821202028086948,0.4320409836598851,0.4484059804152986,0.3813606473464169
0.0,0.0028470827023458624,0.0025401514235306073,0.005154430866241455,0.016768547859563138,0.009167312804324708,0.0775939178303946,0.03291822967824092,0.04467877952402505
0.026509763351868637,0.01789932152761102,0.012790095522193956,0.014500649324845322,0.06693407840378687,0.19326929251758565,0.16852807680090826,0.23993854056494254,0.17576486222120366
0.04758825811457387,0.02828231905474729,0.00676879627995608,0.008596277542939346,0.007715468256517699,0.015342295029516853,0.10227709618823858,0.056110574396707635,0.10157627531204194
0.0,0.054075399524861255,0.032059751596098605,0.07616621255874634,0.1429204451310106,0.2650474090415518,0.18953256013247102,0.17622996176715472,0.22406315246648367
0.19423251002198372,0.08232629101289368,0.15981120066549437,0.1353914681973809,0.05307321941407006,0.28928025044506855,0.3276372178358112,0.36015667840998666,0.3071924686823104
0.0005172636751584192,0.01426877043653359,0.09642122362545026,0.04259891841369351,0.08876031611535876,0.23666578702895558,0.21444232746178438,0.27508490777136224,0.26938706702121173
0.05166170955644636,0.028789919782144652,0.020554949538737252,0.08126908154948848,0.1174118999459037,0.1555961403431776,0.028112818346974183,0.09715024463603383,0.050263922527180815
0.10228889176257594,0.010069358248185944,0.028203060088201226,0.011478080025592363,0.16092478419965842,0.11186367344781445,0.17966585884072875,0.2033464458982462,0.15906204900731327
0.0,0.004891380716141486,0.0034144148663413274,0.0010954439640045166,0.016480790529887185,0.011507718090384356,0.01703093483181194,0.023992144235528118,0.08898329340706883
0.0,0.0032593058478225974,0.001553411503727163,0.0007316172122955322,0.002063342516972058,0.007899372447215476,0.0019527896628780707,0.02784117982560498,0.09320163144988917
0.008922798396482634,0.0020415834811768063,0.0022384161305288863,0.021727776224487072,0.054217150528062225,0.09350948274513349,0.1163007466873309,0.07381560388851874,0.08097561773094242
0.0,6.896849002112257e-07,0.0031447729628289547,0.002295464277267456,0.05969994203292184,0.0,0.007682745401556551,0.0042229606981661755,0.07132862371241376
0.0,0.006148584550498426,0.010634000113667701,0.01728227734565735,0.008583966138934057,0.021202286863478942,0.1505932681372876,0.12305029173513327,0.17867899381166202
0.0,0.005080844274026095,0.047006893407380804,0.05227309465408325,0.057105990720350344,0.04997501515151286,0.14108469075150168,0.018370863179042567,0.09855550406227417
0.0,0.07110101778672362,0.06415576314805672,0.08090591430664062,0.09454266564074396,0.09102246530690081,0.07769872573652963,0.06407951598819905,0.04617812397894719
0.08392603129445242,0.10269372132260901,0.1130537379889468,0.10209488812446232,0.16932067467517475,0.23253132043249292,0.1307976301814031,0.1603220717204637,0.10837915900396766
0.014095435148066743,0.0025860099675889276,0.013363743558655777,0.005711505418605073,0.009870056241787467,0.013690380782938296,0.0011484317183858145,0.012826285456329568,0.057581336760786486
0.0,0.03327637788074393,0.005235694153024881,0.020563721656799316,0.025840753306088482,0.029452069424077847,0.042124305348368425,0.04088725411504328,0.014944579167099195
0.4447174447174448,0.3528726060379769,0.19796206509891112,0.26863950016920035,0.3308851189129278,0.5495748835512573,0.5147059449155722,0.4839225697508121,0.4705755312458915
0.22565627828785723,0.02682627259032755,0.060107114150342256,0.01630884361162266,0.032700496613393804,0.11966819385350291,0.16603165454597046,0.18567099092633227,0.12526986164137918
0.0005172636751584192,0.021838443528036832,0.019561305989341055,0.0325567278619357,0.07700103230444642,0.08566306455734393,0.04094273229497801,0.04573292691595471,0.02273064147992189
0.0,0.012553676221738433,0.005254183525317825,0.006285727024078369,0.04994220986335224,0.00562084142228036,0.005770578784493199,0.02337723691918113,0.07995152836057982
0.0,0.015496057054071423,0.0033688767556222725,0.002369910478591919,0.006875786087962715,0.047833273095900485,0.052854184984151314,0.032309288744954215,0.002280626391351459
0.01913875598086126,0.09716772336748411,0.0834637022108975,0.10844805836677551,0.12023510178822433,0.10300277767690778,0.025762503416563724,0.08420948968019046,0.08482438502084605
0.04215698952541058,0.04288942396149331,0.02652148303907309,0.013074137431351551,0.05569742614565998,0.02996293058289551,0.0368806726458305,0.06290136587591716,0.05481583942699053
0.13604034656666236,0.022545073530719384,0.026917840463059617,0.024701323721027457,0.0007865395711221246,0.1763755855485401,0.11339237580867312,0.14846785561824827,0.09602993160905815
0.0377602482865641,0.007689431100615316,0.030910005444592048,0.04529055953025818,0.13215209027913782,0.09385795732619383,0.14063946752796616,0.08704107823689872,0.1625900485408785
0.011121169015905846,0.0021206655994335105,0.006262739437920994,0.010275565828710365,0.011281647801566763,0.03757280195451726,0.05619028417357922,0.019452842322425043,0.026378438048941813
0.10396999870684082,0.12668110729414558,0.1527804507502003,0.1225160620668242,0.1763767394014568,0.23850290039378774,0.21871959844766187,0.17693983629102875,0.18969679241428755
0.11004784688995217,0.0895905325250421,0.08920181391479019,0.0959828196530137,0.08346893451646453,0.05510150209997114,0.04555645279146778,0.07028878568090553,0.0393938374108843
0.0,1.7619293935083428e-05,0.001931978534571201,0.0031078457832336426,0.017756572854940228,0.005459145185116396,0.00595939736867471,0.008600817196745235,0.0797840617438089
0.23393249709039188,0.11314110857980508,0.052661043025890586,0.057310242926058574,0.1222654404070791,0.31817491529577147,0.3076308197800799,0.28338217147372585,0.27576890848536983
0.00413810940126727,0.040500989991121644,0.025378284570103868,0.04077401233107897,0.006672825643847885,0.01419347459202519,0.042836928209765146,0.006850145818807399,0.00205673260511266
0.0002586318375792096,0.0013264818288741679,0.023593053307817385,0.019375995134884916,0.09811645585952278,0.01581140382127676,0.13156271836367187,0.0764292850664381,0.13804966685924014
0.014095435148066743,0.0776018118760343,0.08394278908864143,0.09450620412826538,0.11958179830917118,0.031427858048408,0.04630958991047529,0.10381985568909458,0.0399282784381058
0.0,0.009140293788320108,0.002546603704841021,0.0070261359214782715,0.008405801015101744,0.0,0.013246448999051624,0.037536440661155634,0.0360405803030661
0.08961593172119484,0.03796640809619274,0.047867487840589265,0.03335924566632234,0.055063903703025635,0.005999840101245553,0.00831487016665871,0.02497277804445902,0.017396442799474887
0.0,0.06024672881341544,0.022669375749137324,0.08176848292350769,0.055041334825478544,0.05298156708794884,0.014153404142885047,0.029033768199027483,0.04039697694427481
0.0,0.04427283603898435,0.1037098663358509,0.10816165804862976,0.12926942010897494,0.2627177872736371,0.1898547810763316,0.2715176763262574,0.20497292155421676
0.0,0.0008280285582917169,0.004393466989272071,0.0010490715503692627,0.025036718315063905,0.02321753877307479,0.008007424185584937,0.003219832235517868,0.07157056798310028
0.04810552178973235,0.0045020551994236204,0.0019143286923957153,0.007569164037704468,0.026231466024842054,0.028118700838147517,0.07410459894350412,0.02773941856241079,0.034750069550953444
0.0,0.004342528362265208,0.0014627252127008073,0.0048055946826934814,0.0029474326801087747,0.012202734279048326,0.08467753739043626,0.10125470492845792,0.11352011243243776
0.0,0.014040181260576006,0.001225529997481031,0.011384516954421997,0.006404622173220784,0.04076188779734543,0.05603215289471866,0.03178197575404851,0.001843534165054797
0.17237811974654083,0.0430870701743907,0.026568693646167374,0.051336917360926826,0.0562009489311176,0.1302512979468657,0.03713525360379835,0.06658601629486793,0.003479318410051113
0.023664813138497345,0.040010965717006255,0.006055614430954009,0.042962165629125304,0.06863427822716775,0.08512017305082925,0.21676318116738447,0.1932188460663074,0.21672734869783905
0.007047717574033371,0.007087999611025932,0.013307774428493247,0.005927234888076782,0.01606082271963502,0.03312277662917731,0.022866095470810893,0.1093128432821922,0.040606643216498386
0.11716022242338031,0.2968837210921541,0.2293348302231521,0.2815851496799202,0.3136102999704841,0.31223169021333197,0.2667275243789965,0.32170036811006436,0.26921004500077383
0.0,0.038307033801651055,0.025495442543556786,0.027894318103790283,0.018065601774318,0.019724434076731013,0.04477492558674554,0.022920715391547226,0.005525925602755916
0.2582438898228372,0.17489047736356278,0.12472799457718808,0.16320977520236646,0.2891949300482459,0.3544060640196836,0.33580647511506256,0.3593444623121067,0.32189126243963284
0.0,0.017092573485217047,0.011898569794562865,0.02168259024620056,0.029283991833769348,0.04008645619240908,0.003238184543711434,0.027602990232404784,0.026153740608240897
0.0,0.04897642169442408,0.05765647985792159,0.035967886447906494,0.10524497514112915,0.17856456912680457,0.16420473695953444,0.14566475248697475,0.20312212854858785
0.014418724945040734,0.1163760753234438,0.05220123492729585,0.159682879345577,0.05184947023978494,0.22312326684947675,0.13014502798032668,0.20608835363423644,0.15399727653713552
0.02728565886460632,0.07447088062698098,0.08636237032313054,0.03034433435379391,0.13249896296664843,0.28472593552228,0.28229195722686173,0.30363947107136924,0.2588986503350684
0.029484029484029395,0.16090351881530107,0.1449073609120655,0.13807395504483833,0.2615573927757062,0.30575429233497853,0.3299396441531787,0.25199569584582765,0.3186164986376496
0.0,0.014267900073223044,0.011376828002342923,0.00288468599319458,0.01766818139564802,0.05724489572385925,0.017273187505977214,0.08561512574549406,0.020365711203832695
0.13164360532781585,0.012423621897306097,0.005866785401619794,0.008137216562443511,0.028762805392913815,0.001350600589741166,0.013227337714736206,0.08570707740033467,0.016063450858602585
0.07448596922281137,0.05286527497173424,0.04199166798210316,0.04217504930884691,0.03716574613431117,0.037726332958183506,0.03676970432686029,0.051709523267408186,0.016589775620073424
0.0,0.0041459504267518646,0.00031233653816790084,0.010826259851455688,0.012319595324492005,0.02474247403948769,0.13851345758786432,0.031191176392245855,0.08548976516771914
0.04564851933272983,0.0057381638443241845,0.009011709454863112,0.059653466220785656,0.0021073289534853934,0.028122078621110165,0.0585494157963003,0.00870464496972484,0.05457182815578074
0.010797879218931827,0.056073539429699615,0.11690149798309826,0.09281177033540056,0.13130544876207376,0.1685170815113882,0.16929484563538183,0.13707797806875446,0.14645059755585763
0.0,0.0009422612119980549,0.011311233660715708,0.009398460388183594,0.06570845643082249,0.09704090402470199,0.17950309740821874,0.2171347512270287,0.1562760240570019
0.0,0.02149614233166865,0.00931791322617482,0.0061207115650177,0.02707816663233306,0.017633997615927394,0.153752777794899,0.02423826698214627,0.09007451904658803
0.01719901719901723,0.07809314872771811,0.12601114554466353,0.06263653925716006,0.06530372174031096,0.005675489877807582,0.0020338285104045256,0.05300904467908382,0.04534732133130119
0.0,0.10626848513212142,0.12808621610336232,0.11432346701622009,0.1602884765565085,0.30406731196191056,0.21134414063546014,0.28923903825934266,0.21835896735419638
0.026509763351868637,0.0025006586388165407,0.1585104464360003,0.03758704508166408,0.09560487691054187,0.2679490963159865,0.17930024681115753,0.20746991430502412,0.19764519233706
0.1793611793611793,0.12463047502700607,0.1208443592285647,0.11220249735983778,0.056228049539914865,0.04201231463843952,0.009754838677662497,0.013913183201520796,0.02819175316001349
0.0,0.004507319236685267,0.01844232211192026,0.01808956265449524,0.051375762715846374,0.03965734096886394,0.036559258846878516,0.05178039401751323,0.0778507616433986
0.1457390404758826,0.011898135145742806,0.00784795609095283,0.012307405471801758,0.02914378538146284,0.06871695817683841,0.026332151194276458,0.09771782483407587,0.0340262617450407
0.03724298461140568,0.033762171565401254,0.024862092583116988,0.018090238673526993,0.008349088425478407,0.02572576624450776,0.036661454092000945,0.04888286765217813,0.06779094386230615
0.11754817017974906,0.08622400152274559,0.12370247487100733,0.0563128267201819,0.16387449332492396,0.1824764029945023,0.2248272455308919,0.15524184955487347,0.22496908656710868
0.10203025992499679,0.1738413417238178,0.15333729248757066,0.18646078347604825,0.1450080975242506,0.04058792185983976,0.15945130628584483,0.10694949398381895,0.16666798526203577
0.29406439932755724,0.18780255673317875,0.10264100953462812,0.11835278253667525,0.23215531296402225,0.1765906635009868,0.3076504896806775,0.2522007789558631,0.31211534184210793
0.02366481313849736,0.04396805144921173,0.021047787092728913,0.05409894336954857,0.07745805755458648,0.10373332131845192,0.0035105278167419443,0.06184919110326352,0.007127437914444271
0.08806414069571966,0.011086328454151383,0.012269675965900381,0.009675368749508029,0.05704101041098811,0.04574088682470738,0.09683320203324192,0.0531781089816961,0.11643017035976139
0.0,0.005150171551188298,0.019306965887832168,0.011207014322280884,0.01718425219432476,0.018836908503353254,0.014832369557608012,0.09501017050560279,0.026445368235314806
0.0,0.021609094013699277,0.034331556861039676,0.022567927837371826,0.09614823894259135,0.026931520019035267,0.1653806867724671,0.06849782861264626,0.12791559559004662
0.050627182206129565,0.018250752145788023,0.03161964927815353,0.01660130926311887,0.03423597179357149,0.12999364080210657,0.15792168849703409,0.13496422959368976,0.17839262088214342
0.059808612440191394,0.0956791512984695,0.09407335715144816,0.10746710714047686,0.10804596809524161,0.09326956574520766,0.05355996046509176,0.08786573904812825,0.05502339906115631
0.08470192680719002,0.17373147715073595,0.0554692585730715,0.11881888031450816,0.15293250547046355,0.2559867871556679,0.29552789673704183,0.3063622158313974,0.2949265293307669
0.0,0.0078034652047810045,0.006914119560551104,0.017002731561660767,0.07730455651422091,0.048060340637733914,0.007551070382629733,0.062451640720792144,0.007311173366219073
0.07390404758825814,0.14980964693165633,0.2653400101376181,0.20110161669362525,0.11511550303977269,0.032040648143510486,0.03740940567886214,0.03666685439786582,0.051509034805596876
0.12181559549980608,0.09851802786132938,0.09125484341889,0.10212448584251849,0.009133085984072531,0.059656048039963286,0.028774611024425384,0.018702007721789066,0.04381119470943362
0.0377602482865641,0.1380107766181331,0.15462490186145175,0.20068082213401794,0.21327357912669825,0.3238016814211923,0.20461080019244604,0.27473458510867377,0.20446642389118935
0.0005172636751584192,0.013770013900994756,0.02426564443871037,0.025476798748547635,0.16882924439069993,0.1645553753311923,0.2232577472437107,0.26058608961989904,0.27142128545997607
0.08961593172119486,0.07832363413792852,0.10017842160195775,0.10167246750960235,0.09191223796299872,0.13482289683420187,0.11326725499692478,0.10384068380127012,0.10054235826450617
0.07836544678649943,0.07928334539488852,0.05696101836310244,0.07730854501024986,0.07989893881992555,0.015148687473019007,0.12204678617750556,0.05299977710198041,0.11936437497315186
0.0,0.053651430126908595,0.02409908069789271,0.02292993664741516,0.05904603044195175,0.15600375342676762,0.034574827356453744,0.06696665467393248,0.007882042849293669
0.08677098150782364,0.21414659845251954,0.18024239995249844,0.16147721406868698,0.228812663017614,0.16045052658839676,0.14671921373403649,0.2790544126848048,0.1848482771063345
0.4818311134100608,0.38759367350575485,0.25932445712822627,0.3697218993426017,0.378393480144658,0.36729124394357693,0.4093534711729151,0.3831819950937212,0.3643006756717948
0.0,0.07801039793055344,0.07740186993084874,0.07861226797103882,0.1214254881024508,0.023123523862731594,0.049079991402846974,0.11220604642639831,0.04720687729907974
0.04810552178973235,0.03787749112749115,0.028383983217524552,0.03050316750163115,0.07135691599550975,0.09755019548969135,0.1840247636574116,0.14551499394677678,0.16218239165914947
0.0,0.013824794703084176,0.00889062217119181,0.0036076605319976807,0.04422194042584898,0.07262709980664696,0.013443007997944597,0.06212000601490683,0.0024341460443923907
0.09013319539635328,0.06254384566555614,0.03703801586592412,0.05635855125992445,0.04576270225769788,0.015915938821391126,0.08464128241005345,0.04039390816133985,0.10411100900921014
0.0074356653304022,0.03925489088946027,0.019755968235196507,0.03401403137386716,0.05838692816002178,0.0069632846653599825,0.017056872185559208,0.04187305816043796,0.05817855684807366
0.0,0.03668687576163652,0.027685484122345467,0.0252397358417511,0.0014840579934645437,0.022157002191493993,0.04399467189028774,0.021396679157345784,5.544516815493561e-05
0.12207422733738527,0.03283279449547402,0.09109058948751736,0.034680102380361344,0.06188309998359606,0.12923665859492436,0.09961770681102164,0.08079229257117264,0.059098115054357636
0.11379800853485067,0.024226379423448074,0.03515782294221503,0.04650949842945562,0.04064940837689035,0.23662304345790464,0.20381950488388556,0.24160526407967547,0.2074196303965023
