LGBM,XGB,RF,DT,MLP,kNN,MLR,PLS,lasso
0.049188208541441486,0.0648450766643085,0.06884178679743186,0.02088502894954508,0.006725606670002382,0.058016776820510985,0.06755814685959571,0.06641089339826639,0.07210553381276427
0.005747460740006219,0.0054090130142867565,0.006111630528969236,0.00041356492969396585,0.02873264645908189,0.00019593752315214954,0.06459024638046201,0.06634590834245399,0.07622208758588975
0.048861653637691155,0.013517336332916324,0.0008222507778959109,0.03773779983457401,0.011520046484821717,0.04294881606709079,0.2482236193918145,0.2448885710135317,0.2014942625876127
0.04444431253581687,0.037694833234470176,0.02853318489306393,0.01929969671905156,0.08507325928502224,0.01345237128509734,0.02956276375417441,0.027899449210798344,0.03521461267438422
0.0746093335328181,0.11513556408132772,0.12324775165097743,0.059475806451612906,0.33176000387739446,0.23071616161757727,0.1029229806661259,0.09995892881974941,0.11667461829990819
0.05299381992875496,0.002974019797998051,0.025882294415560336,0.05071339950372222,0.053637671702257805,0.20387821423570596,0.0034368772324614993,0.0005112963466519238,0.0488113058109384
0.0348355639351959,0.015318788588047028,0.03245982512111542,0.07916322029225255,0.028101743024044258,0.07435069214254823,0.04110311860248167,0.04245924254167288,0.05567746633212295
0.03155648676295267,0.009374722320743628,0.017068931180826252,0.04693961952026468,0.05502271945043,0.03817225500294549,0.00909536160409416,0.004723835532687515,0.0041771726942584075
0.03896201811182659,0.05270745632962026,0.02072344404400872,0.08984698097601324,0.1634792412717868,0.03980070152993692,0.050190246257725224,0.05401533956900939,0.03902439796958379
0.024365379873212047,0.041269734501838684,0.04721542547953838,0.0,0.016910469881775435,0.09788373962637606,0.16943826271397922,0.15611594158809294,0.1609547385768545
0.030650499537655362,0.025100031859920074,0.04719281122103705,0.007650951199338271,0.03418595428071208,0.05060800614001046,0.04429739229685972,0.04993843300755624,0.05538857766470248
0.005037665949851945,0.03341549634933472,0.02399342973334909,0.0,0.05427295941582241,0.021372731999138188,0.020516111230958922,0.035283844950772775,0.03043413944271095
0.028145117525837177,0.030740385875105858,0.0364873998089724,0.005634822167080222,0.023082989103946995,0.4577763651960339,0.15001670144315205,0.14093613070695454,0.14613980150211858
0.06427356794383995,0.05215138026857499,0.033702068316987716,0.11052522746071139,0.07019341079358685,0.05315316579443294,0.0915624199410133,0.09151528993417643,0.04749419204520308
0.0007160435706232013,0.016860574519306393,0.03158746898263027,0.05572787427626136,0.15385886154629314,0.10863385558319899,0.3101274974064829,0.3192060803477908,0.2741488508977437
0.020941047412915137,0.0525698866402442,0.051547367134060884,0.22345430107526887,0.02324615225733656,0.15389855508416025,0.06792949217228761,0.06889391731467798,0.10634538611636224
0.030756111528602234,0.008334077189070227,0.004260629603371521,0.12496553625585882,0.0482629728485936,0.11965855297660372,0.005232708684001136,0.00818503569099388,0.0016451436920781048
0.05457914422232224,0.020477960075693163,0.027002107211784504,0.12524124620898813,0.031242203086068898,0.039187008718352984,0.06990727339584976,0.06364771190250576,0.08094449685960872
0.07652278957692973,0.04265803345182492,0.026678223098586057,0.03654880066170388,0.029800617265763607,0.00970021962808773,0.04758428492151448,0.04622174239882826,0.05383401090132578
0.008955005017870363,0.009736643208235474,0.017886557662767335,0.02620967741935483,0.04666881791800733,0.02469360158328455,0.01060223250830658,0.003944153706714165,0.005510350031498024
0.04476799921529502,0.03751229994596775,0.013538784841204243,0.029363110008271298,0.011565181027981875,0.0070449203476466715,0.041342848139797744,0.04566839973761369,0.047912926480024154
0.06800140422540446,0.03664527273897891,0.031146593997400357,0.03949545078577335,0.07878672574755671,0.07054336012320847,0.08258516923212086,0.09265292217230633,0.09870781351460217
0.01258882531798821,0.013536556849581244,0.006663217830556567,0.0330507306313758,0.06959174273704777,0.012680025947372504,0.14795247910142115,0.14522296509653668,0.14736711449582282
0.08209913298891669,0.07586540425977406,0.07017246355048806,0.13165150261924458,0.018975905288514117,0.029124723493458127,0.00998920972183892,0.010574671066332642,0.006679589208942405
0.05303274956905951,0.04980872620769128,0.04175571605813527,0.07175351530190233,0.03308021220535673,0.10936649610859045,0.01922342907192559,0.021793626048239312,0.04117705723342019
0.04524371235493843,0.028010619485348692,0.005087701612903089,0.06379239040529358,0.038541956623629275,0.022316648101175812,0.044881377028689634,0.041479423164553914,0.041943768663092046
0.002411311728279196,0.011053653433918953,0.0038937138130686454,0.0,0.030575410865654205,0.062013441841869146,0.03686688847374141,0.04256687084670141,0.026545432394158464
0.13000245840364227,0.055137536156463496,0.07519444321359639,0.13983664185277087,0.11197118951553345,0.015689312248250667,0.18633224987432645,0.1963978106715079,0.20042295206709138
0.06276709810767922,0.02159266871445628,0.025769860963409358,0.05345326716294457,0.013754965514431616,0.007998953645491344,0.01531279344449521,0.023995771037497268,0.016027683590743774
0.027773897639186973,0.03821111761951762,0.07752093016004302,0.06860008271298593,0.016233725223326695,0.20417088468211408,0.1018276629244857,0.10037518745603474,0.1020451891260627
0.11818082208569888,0.10845270794812464,0.14022971562487693,0.028225806451612892,0.15288983658707211,0.17494792250693747,0.381839731289783,0.38339997755120825,0.34326115938539126
0.1218038710059835,0.09832386336018961,0.0772546599905472,0.10388234077750208,0.04104200428776139,0.09169510142533388,0.04527663872082738,0.04974949531266859,0.03557475738109955
0.005908892410765143,0.023501500820107823,0.08201550499231958,0.10308105872622003,0.1757212773837322,0.22602600763627484,0.176741591959166,0.1739385525200733,0.17210965284197172
0.07516994179377212,0.1147449364141554,0.12732825239276835,0.11021505376344082,0.1345806418498824,0.10542814566875375,0.3289596833284823,0.3277313408851661,0.3209046117487778
0.015067674921649475,0.011610139161348343,0.03320109963960769,0.011269644334160445,0.08050957379805154,0.12675315421155936,0.1699391117870212,0.17381911544029638,0.178724241117784
0.07706089468738786,0.09815081724753746,0.06095040667218085,0.0407706093189964,0.06899656030083395,0.16373304074655692,0.05131493550092403,0.05545720713233873,0.0606201131217263
0.02520747829453968,0.009564261918932171,0.013077371105596904,0.00041356492969396585,0.02161182611888305,0.0013659482394233454,0.030150656556820338,0.0282924341523961,0.014763894622795426
0.028288908441942234,0.010225742537685462,0.004077842520382985,0.17762613730355664,0.07370327665069101,0.009093016643040963,0.022727733483629026,0.029844411715499203,0.034043092517968526
0.017282260897116285,0.005140147637575865,0.020923214778053482,0.025882271850013776,0.13014149261734467,0.27057020066605764,0.10913418525064567,0.09990908234213229,0.1098199312137873
0.21499580054806713,0.14797445961618547,0.1416163237524126,0.17349048800661707,0.017689847107446505,0.19370348730021617,0.05448450920224304,0.052254084013477614,0.07312365819480535
0.003067712249205503,0.016928263008594513,0.004279294182519988,0.0,0.008286549810541145,0.0,0.09251851143091455,0.09277095397110167,0.10099369374757128
0.08969364079891473,0.16028075049592005,0.15840837239224337,0.041304797353184375,0.08276960159290869,0.21108408331512024,0.0859696316028234,0.08863815124961555,0.1338332443436932
0.06431422202054038,0.049898613142612236,0.06876446738745134,0.019023986765922263,0.07143537786109991,0.01038581925138432,0.1280020310925466,0.12183716355486926,0.12139317954524736
0.09063317682625538,0.08467248313874623,0.08148499596281858,0.11314447201543973,0.1271272653741173,0.06417776956112645,0.15991467886049968,0.15791116527689134,0.11577666017248381
0.0018495101642123876,0.03172620013356209,0.029167619343022567,0.0,0.11831030802280962,0.19384040022399307,0.3340502949112266,0.3360634641885209,0.29429737264786715
0.00824585281481299,0.0006607793860069489,0.001106384654771744,0.0,0.010985583171349046,0.002134965121173263,0.021142483639029486,0.027242275970507684,0.00743394717776058
0.05775486351246472,0.07960358451870081,0.05268294750351202,0.00041356492969396585,0.12128827893050254,0.23873601701268005,0.10360031464817257,0.09542603414536105,0.10821564131057168
0.024939994787483877,0.010870567178607876,0.01781746524085226,0.09393093465674107,0.010372364127383571,0.021447894100822193,0.02053430743341847,0.019405317367339373,0.01177236331075196
0.011773972549696868,0.00032455514883622527,0.018089551577454798,0.0,0.030052405581345996,0.004653480678267905,0.11649655527644942,0.12105778602484302,0.11969143388561268
0.009390029945973988,0.048214053274482804,0.009820379888928255,0.14326578439481663,0.005912083459219092,0.11773794651217423,0.05813960696664561,0.05713012923745883,0.05898386289771057
0.04712371982272212,0.0011660966920498117,0.01640062994800906,0.04430314309346561,0.13990122831660384,0.5742578313695045,0.3040909457237243,0.2895830807747938,0.3501802344767706
0.024188458861271522,0.04953927343990114,0.04620208431801184,0.06620485249517502,0.0027426460531346786,0.0777426306307607,0.18436340600443482,0.18626867002461076,0.14598055726337403
0.07928215343536155,0.07076264990569159,0.003635623449131653,0.06027708850289504,0.05182361182816281,0.03719584699509915,0.016425626349202804,0.01878657286253782,0.002555141391673621
0.04505455837348443,0.06567798676916736,0.008976287713182818,0.08090363937138129,0.07669179024488793,0.12667736054161122,0.011388634936326691,0.01016411749281615,0.008536330949609205
0.13446894864031203,0.16956690796847382,0.1685932236073365,0.20704094292803968,0.11457730046628048,0.1766549770397046,0.12926206897541773,0.12835542832684818,0.1480527386967568
0.024856706888613633,0.022525817279089866,0.04493994692583403,0.06115591397849457,0.02523403309622574,0.02078881664430443,0.012683566991317119,0.014558815913010004,0.030970736786952946
0.07679170123713852,0.037126416382067845,0.008765151738942073,0.010907775020678218,0.10198744597403503,0.1257536128424493,0.021105093936601205,0.016904482198116383,0.009453894128661072
0.04603002867888986,0.0586222663916173,0.051890402831935065,0.02693341604631927,0.15978062297813939,0.011182941890294389,0.13520941693740565,0.1385877913581713,0.1392786858296765
0.017687981159797306,0.016903252863903706,0.07501030794175961,0.014371381306865216,0.09268943367864022,0.19676937627239283,0.0879340514601345,0.09285526645754116,0.07383467506280611
0.035466635689681725,0.07913797810316281,0.03579395358226001,0.130893300248139,0.06623423010701135,0.017575148273555274,0.02259964977631196,0.023931026897505592,0.007114322079008306
0.12533609169064716,0.09235379988492473,0.09258696433494817,0.07930107526881719,0.07792309295495953,0.032869012460739894,0.11321054320914628,0.1091573561547291,0.11022869055420847
