,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293
74,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,8.481
75,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,8.733
76,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,8.276
77,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,8.518
78,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,10.306
79,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,9.555
80,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,10.889
81,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,7.253
82,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,9.418
83,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,10.485
84,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,8.071
85,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,8.489
86,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,9.017
87,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,8.507
88,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,8.201
89,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,10.186
90,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,9.977
91,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,10.071
92,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,11.058
93,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,7.607
94,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,10.174
95,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,3.296
96,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,9.239
97,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,10.091
98,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,10.078
99,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,10.443
100,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,9.919
101,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,10.377
102,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,11.27
103,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,10.989
104,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,10.423
105,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,9.969
106,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,10.762
107,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,10.571
108,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,8.779
109,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,10.771
110,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,11.063
111,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,11.497
112,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,11.654
113,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,11.174
114,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,11.55
115,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,11.218
116,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,11.494
117,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,11.117
118,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,10.73
119,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,10.592
120,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,7.619
121,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,6.195
122,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,5.375
123,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,9.868
124,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,6.831
125,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,5.629
126,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,8.863
127,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,9.113
128,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,8.651
129,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,6.555
130,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,8.354
131,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,10.335
132,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,7.399
133,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,6.316
134,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,4.311
135,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,9.397
136,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,8.302
137,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,7.816
138,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,9.197
139,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,9.1
140,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,8.996
141,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,7.722
142,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,8.331
143,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,8.763
144,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,7.138
145,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,5.89
146,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,3.738
147,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,8.898
148,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,8.514
149,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,9.059
150,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,9.08
151,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,9.072
152,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,8.605
153,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,7.535
154,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,6.322
155,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,9.084
156,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,7.753
157,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,6.706
158,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,3.526
159,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,9.559
160,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,8.385
161,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,7.601
162,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,9.786
163,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,8.904
164,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,9.101
165,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,7.187
166,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,8.559
167,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,10.416
168,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,6.481
169,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,6.53
170,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,2.14
171,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,7.882
172,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,8.424
173,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,9.942
174,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,8.839
175,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,8.899
176,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,8.923
177,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,8.402
178,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,10.168
179,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,10.785
180,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,2.015
181,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.951
182,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,4.705
183,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,3.597
184,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.619
185,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,5.024
186,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,7.206
187,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,5.133
188,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,6.127
189,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,8.005
190,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,7.026
191,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.916
192,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,5.165
193,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,5.816
194,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,4.994
195,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,3.912
196,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.951
197,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,7.272
198,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,5.659
199,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,7.034
200,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.771
201,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,6.934
202,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,8.769
203,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,8.2
204,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,4.64
205,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,6.504
206,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,3.481
207,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,4.916
208,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.442
209,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,3.951
210,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,6.274
211,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,6.125
212,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,7.188
213,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,6.297
214,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,8.008
215,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,9.065
216,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,3.98
217,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,5.714
218,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,7.233
219,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,5.187
220,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,7.153
221,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,7.832
222,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,9.853
223,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,10.217
224,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,10.667
225,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,10.013
226,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,10.062
227,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,10.462
228,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.183
229,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,9.182
230,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,8.997
231,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.695
232,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,10.102
233,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,9.78
234,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.774
235,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,10.587
236,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,10.202
237,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,11.206
238,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,10.959
239,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,10.638
240,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.058
241,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,5.323
242,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,6.232
243,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,9.681
244,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,9.335
245,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,9.033
246,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,10.53
247,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,4.916
248,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,5.501
249,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,5.92
250,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,10.056
251,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,9.124
252,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,10.11
253,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,9.477
254,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.481
255,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,6.715
256,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,6.365
257,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,9.833
258,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,10.359
259,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,11.589
260,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,9.809
261,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.014
262,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.329
263,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,7.664
264,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,9.842
265,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,9.574
266,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,10.045
267,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,10.188
268,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,7.586
269,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.981
270,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,9.015
271,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,9.947
272,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.345
273,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,10.672
274,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,10.902
275,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,3.114
276,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,3.611
277,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,4.159
278,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,5.366
279,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,8.088
280,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,4.511
281,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,6.933
282,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,9.566
283,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.197
284,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,3.942
285,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,3.795
286,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,5.368
287,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,8.627
288,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,5.757
289,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,7.178
290,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,8.835
291,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.015
292,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,3.989
293,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,4.248
294,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,5.115
295,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,8.222
296,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,5.47
297,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,7.266
298,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,9.126
299,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,2.833
300,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,4.111
301,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,5.209
302,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,7.534
303,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,9.339
304,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,6.923
305,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,8.28
306,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,10.141
307,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,7.049
308,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,5.436
309,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,7.592
310,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,8.626
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,9.367
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,7.466
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,9.169
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,10.584
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,5.432
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,6.713
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.645
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,5.387
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.846
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,3.481
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,7.128
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,7.685
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,8.229
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,5.145
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,5.759
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,8.55
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.7
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,5.685
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,6.199
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,3.989
