,B16,HepG2,PC3,HEK293,N2a,ARPE19
0,0.062150556228451836,0.022596030801358358,0.06296204444698016,0.1863396055018166,0.021438544340829757,0.04827671592885796
1,0.009348144964234615,0.001338994981987649,0.0006732536168613107,0.14231331383107487,0.19505159658163157,0.02306455373764038
2,0.00963960031511285,0.09596825454770758,0.11632005734493983,0.11683834335159282,0.21777226957393786,0.10709700970938718
3,0.05139721527716774,0.017067551937129225,0.1135881250243653,0.05556141141461013,0.05496433888041874,0.10665134314334757
4,0.03281348958577604,0.08132699090332851,0.15774905205573952,0.17805852646350528,0.07357817397400501,0.057946959842335
5,0.017283329865630803,0.05709761121955369,0.02208560432070155,0.02300073666467667,0.012631854623974217,0.0007448353911891081
6,0.009125927647303918,0.0019327746454543934,0.0492411946221468,0.04486825283830931,0.12176291844022152,0.013930692419861307
7,0.04207173396581945,0.024224502171488804,0.0010422100616725802,0.022608591657399035,0.01708939189922898,0.04032751141172469
8,0.06606318247691134,0.1023849297212836,0.1025407511833446,0.10787846912637167,0.06999383213644195,0.20610241481752106
9,0.0025291470190699273,0.02672980265360535,0.0034363966837343256,0.19627866954817003,0.0554039174548856,0.07785744609254774
10,0.05217358559971619,0.016562040589033603,0.018811207034768268,0.07228605268355204,0.06390055656919946,0.2410950849995469
11,0.012428178713300065,0.038328453558499176,0.01596661894363566,0.017855311937582552,0.00849889786077207,0.10838907285170118
12,0.017001616293309624,0.08042532319732114,0.009809667328401514,0.4169425231670978,0.057352223383615675,0.017108513550324833
13,0.11367964623972496,0.018181112923535837,0.011528883456238665,0.04835799649474132,0.0704580208233373,0.12365289525552231
14,0.014644626393045384,0.04107028902249952,0.002353224496622438,0.06448595561060688,0.3589734445636046,0.2855749656214859
15,0.07090309046388849,0.048875778007751766,0.00022216856132795115,0.014652917133822774,0.005710744743060381,0.010154306888580322
16,0.005394782890523232,0.011761146049110893,0.1084905503679527,0.06810036705604594,0.03197463869213693,0.04578741900848621
17,0.03911618877875142,0.06690534219063865,0.14116719770921557,0.05425835273382584,0.034166722636250604,0.03355409120068406
18,0.06183561722280184,0.040095637216232625,0.004647833764502438,0.04574059094834437,0.08255964760751583,0.11830115246050288
19,0.0025551031657678816,0.027173566403225016,0.011952667140104768,0.20185127676675474,0.028833783264769264,0.19482650428107284
20,0.00041779046907589046,0.031858736484046024,0.014074456371455348,0.08725864964228636,0.034833945407022227,0.12658565383968934
21,0.018101611070406393,0.002634878677690402,0.017066364372223274,0.04611126533884635,0.06262797141070642,0.020565641576593463
22,0.0102022536786616,0.07934860949060853,0.005813781499802768,0.1243111801917372,0.038327219110335264,0.21816787105618107
23,0.05894487260088854,0.15209324776106192,0.41642198897947647,0.17188667286533765,0.04382385489043206,0.16483915292855467
24,0.006242409654276138,0.08035643349364138,0.05711805753427954,0.052366372919657955,0.06305030821272178,0.028815076712406018
25,0.0390593542908432,0.02132212685542225,0.015652209703007375,0.14044229955940574,0.03366976180511794,0.14092267108686052
26,0.0024336145651339346,0.06424689661926557,0.007964842418634424,0.07365574220802196,0.06831190418555268,0.02363726496696472
27,0.12487854848862864,0.024705633675269567,0.04618873679816307,0.12334703591125407,0.09355771706943153,0.2942709874023091
28,0.01786122910990673,0.006075745381065631,0.012434481369076898,0.015266567489794491,0.022427717066657027,0.12883639725771823
29,0.0475881841045131,0.07500197381821498,0.4234659448223636,0.19179398650561263,0.0025743790769258146,0.012841081402518495
30,0.09371351476846168,0.019991397176415987,0.026991867765562574,0.016591416829185746,0.09602618400001317,0.0844157338142395
31,0.08668763788046113,0.18039202055098774,0.3300037398694993,0.12102173087950541,0.06993080888466541,0.15736203125028903
32,0.06070783006932068,0.04756276149749129,0.028466652347766234,0.12349389667964461,0.05822929355037987,0.1509732801986463
33,0.05917910934021209,0.08491039279722196,0.003918039506029723,0.0017554787899095592,0.033674479789905065,0.1707589515050253
34,0.002187943600678608,0.01446479858452568,0.03278840214845753,0.0066178845885461746,0.04301795927847385,0.1768840642408891
35,0.04675566056269084,0.0005801488149165285,0.0009658531162011946,0.05648932099934578,0.010776969572177192,0.04481195493177936
36,0.014975253853685866,0.0019689752331869185,0.00194936603318057,0.025404448370463073,0.027299561594534727,0.04904974561749076
37,0.017948800933848763,0.09339360920930345,0.10530258818614031,0.07656282880274101,0.03509553695571059,0.04425492882728577
38,0.005219835798479328,0.10716604273129132,0.046724253368398444,0.08044850500531864,0.0006511024798462606,0.03827254725225043
39,0.20660225490351516,0.07196622909645317,0.1100596009814181,0.05025014736027977,0.006659448694887327,0.0774595046043397
40,0.00030895092275886053,0.015099098870690697,0.01985641265187206,0.10169795745649268,0.1770802398325848,0.31985356504266904
41,0.17269153475347204,0.02984203071523031,0.0037150686187650966,0.04457241461749095,0.08704104691581127,0.052334770939566955
42,0.0591845720685695,0.05472700260985912,0.026375403259147827,0.10515108575543419,0.006928218734674918,0.23705855788606583
43,0.09084333217520671,0.0001189525437728263,0.0010746972243033705,0.09088699577800602,0.014495926036861062,0.04371700286865232
44,0.030691836824280963,0.003227559980454724,0.011547011631832494,0.0056889610797314916,0.007772592040712761,0.03460997563419921
45,0.0076030949317774125,0.010974356412454533,0.006568945133016306,0.050683697882571654,0.14423512544921607,0.04212051102609338
46,0.05215673983077467,0.08755626151051782,0.0075243402265067864,0.2607109598693821,0.022062144380324777,0.04104482809702553
47,0.021851500806082946,0.01199848830156177,0.11207311924199295,0.07538801833532471,0.10617849207673402,0.04804072445089158
48,0.00159940539366207,0.01905640765668779,0.0010772861449889137,0.1842963880389358,0.018158560863996143,0.39274695389198533
49,0.046149987036306656,0.09110844810135828,0.019647609460858625,0.005340516313413479,0.11630743473218888,0.055240626226772005
50,0.10177083985451962,0.11517187957052816,0.058141184449029146,0.0055427889057386714,0.04779433534613236,0.04907825589179993
