,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_ARPE19,Exp_ARPE19
239,240,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,500,7.8190282239993305,2487.4869530135907
240,241,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,100,7.566190054625684,1931.7663191297443
241,242,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,100,6.271082731824691,529.0498870343572
242,243,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,100,5.991321476724821,399.942775940367
243,244,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,100,7.291834076772714,1468.2611328570847
244,245,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,100,7.837952559884723,2535.0092372005083
245,246,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,100,7.237219088196893,1390.2225040870533
246,247,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,100,8.103030793881494,3304.4680752838403
247,248,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,100,7.419015449877929,1667.3910692651366
248,249,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,100,6.451900957984154,633.9061771916453
249,250,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,100,4.8901786353372305,132.97732637925878
250,251,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,100,4.595446756075354,99.03236897865307
251,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,5.278355062260219,196.04712465804988
252,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,6.549412923290329,698.8337843239079
253,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,5.5794762271892555,264.93280483946995
254,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,5.727106884794467,307.07956543136834
255,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,5.406892709180268,222.9377777939325
256,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,5.6971316802248495,298.01138194575265
257,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,6.919928130571935,1012.2472422902518
258,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,4.727634850102258,113.02791799522927
259,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,4.727634850102258,113.02791799522927
260,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,5.135634847078308,169.97219197938654
261,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,3.218845704509294,24.999247002367667
262,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,2.890175541218196,17.99646844628277
263,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,3.258349652044817,26.006581797544204
264,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,3.951510573829026,52.013878324544635
265,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,4.111019648733195,61.008893506405094
266,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,3.0910933727360477,22.001120254831193
267,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,3.33196553882205,27.993309601550315
268,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,4.4660803334224255,87.01498397499613
269,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,4.158896544087842,64.00086149240104
270,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,3.8715286485800133,48.01572918485793
271,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,3.33196553882205,27.993309601550315
272,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,3.6633416783292767,38.99142219924015
273,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,4.369354830091417,78.99265157411662
274,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,2.890175541218196,17.99646844628277
275,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,5.505492894264261,246.0396973523101
276,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,6.15446850368524,470.8165386937114
277,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,6.070374145878,432.84259755618694
278,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,5.318254882262713,204.02751909333514
279,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,6.459775251905266,638.9174449534929
280,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,6.634233037674035,760.6954173065652
281,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,6.954588288416768,1047.9469972058562
282,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,7.0844159561253175,1193.2261355242017
283,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,6.238716696716378,512.2007800560721
284,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,5.556392655392217,258.8872543132765
285,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,6.878351795771026,971.0245932942317
286,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,5.978648591705649,394.90632769650705
287,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,5.64209798638641,282.0538432960144
288,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,7.872816872342647,2624.9493309459494
289,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,6.999168307644489,1095.7214761859207
290,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,6.214210816750373,499.8013986170474
291,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,6.137832598822976,463.04886979204065
292,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,5.9406551714471885,380.1839336170392
293,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,6.226952363409474,506.2103849506005
294,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,6.297579084286636,543.255141967125
295,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,5.303045085165243,200.94778238229958
296,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,6.380094909697075,589.983700175573
297,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,7.014032423916132,1112.130055010192
298,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,6.714209682921233,824.0322627132781
299,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,6.520833887505553,679.1444793730825
300,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,2.7726789280592854,16.001443358210743
301,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,2.833250342481756,17.000628984869827
302,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,2.6389732352794555,13.998822728800372
303,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,2.7726789280592854,16.001443358210743
304,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,2.833250342481756,17.000628984869827
305,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,2.7726789280592854,16.001443358210743
306,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,2.6389732352794555,13.998822728800372
307,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,2.7726789280592854,16.001443358210743
308,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,2.6389732352794555,13.998822728800372
309,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,2.833250342481756,17.000628984869827
310,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,2.707904251597284,14.997810917177775
311,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,2.944332606715115,18.997979030914447
312,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,2.7726789280592854,16.001443358210743
313,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,2.5650388426503046,13.001163359504929
314,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,2.890175541218196,17.99646844628277
315,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,2.6389732352794555,13.998822728800372
316,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,2.7726789280592854,16.001443358210743
317,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,3.0910933727360477,22.001120254831193
318,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,2.6389732352794555,13.998822728800372
319,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,2.6389732352794555,13.998822728800372
320,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,2.7726789280592854,16.001443358210743
321,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,3.044577296196901,21.00115205954286
322,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,2.6389732352794555,13.998822728800372
323,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,2.707904251597284,14.997810917177775
324,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,2.833250342481756,17.000628984869827
325,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,2.890175541218196,17.99646844628277
326,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,2.833250342481756,17.000628984869827
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,2.4848821211989405,11.999705660541164
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,3.044577296196901,21.00115205954286
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,2.707904251597284,14.997810917177775
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,2.707904251597284,14.997810917177775
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,2.5650388426503046,13.001163359504929
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,2.890175541218196,17.99646844628277
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,3.33196553882205,27.993309601550315
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,2.6389732352794555,13.998822728800372
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,2.707904251597284,14.997810917177775
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,2.6389732352794555,13.998822728800372
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,2.6389732352794555,13.998822728800372
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,2.707904251597284,14.997810917177775
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,2.6389732352794555,13.998822728800372
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,2.707904251597284,14.997810917177775
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,2.707904251597284,14.997810917177775
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,2.5650388426503046,13.001163359504929
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,2.7726789280592854,16.001443358210743
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,2.890175541218196,17.99646844628277
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,4.700325652454673,109.98298284927229
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,3.218845704509294,24.999247002367667
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,3.5554367595855143,35.00310457104625
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,2.833250342481756,17.000628984869827
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,2.7726789280592854,16.001443358210743
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,2.5650388426503046,13.001163359504929
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,2.833250342481756,17.000628984869827
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,2.833250342481756,17.000628984869827
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,2.833250342481756,17.000628984869827
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,2.5650388426503046,13.001163359504929
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,2.890175541218196,17.99646844628277
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,3.0910933727360477,22.001120254831193
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,5.164837384325914,175.00899705168902
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,3.2957025435723697,26.99637353790015
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,5.283100625713562,196.97968975122993
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,4.948576563013163,140.9741532108186
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.686502762372153,294.86061771774524
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,4.811828072254186,122.9561849821966
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,4.9969757315233485,147.9649958885052
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.105546126788335,164.93412088167287
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,3.8502122242353036,47.00303735682629
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,4.682160737263872,108.00318714210871
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,5.638240077197388,280.96780145456876
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,3.218845704509294,24.999247002367667
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,3.0910933727360477,22.001120254831193
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,3.33196553882205,27.993309601550315
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,3.258349652044817,26.006581797544204
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,6.259310893893999,522.8585109428291
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,6.242638755284325,514.2136061447059
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,3.258349652044817,26.006581797544204
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,4.430759455052305,83.99518325966169
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.480562919082845,239.98175967098499
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,4.007609338438118,55.01519052366997
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,3.258349652044817,26.006581797544204
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,5.346805279146349,209.93653676147983
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.605341484320912,100.01713130052181
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,3.1355228402877575,23.00065836967064
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,4.025646267335598,56.016498719574216
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,4.060276659574407,57.9903524460855
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,5.774548456735373,321.9990054050269
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.38493579875192,218.0961016160607
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,4.290343171499893,72.99151280907057
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.342044014272123,208.93934912423893
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.64209798638641,282.0538432960144
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,4.3310331763890195,76.02279096040995
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.304166211097287,74.00748310242206
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,4.077686690120483,59.00880618379953
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,3.9888295327515,53.991656898689
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.5554367595855143,35.00310457104625
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.8502122242353036,47.00303735682629
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,4.204649003638895,66.9970778083385
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,5.1874814328040335,179.01711804488718
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,4.663123756075638,105.96657943780268
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,2.944332606715115,18.997979030914447
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,4.942074725801565,140.06053553082538
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,4.778804849341256,118.96208743196001
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,3.526322527024296,33.998708106421155
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,5.193147216964081,180.03426915503547
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,4.820099122573316,123.97737912763962
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,4.836659197464535,126.0475475737055
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,5.075515730914962,160.05471586255422
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,4.82837617937763,125.0078055031094
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,4.077686690120483,59.00880618379953
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,5.937734195980434,379.07504597931023
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,4.727634850102258,113.02791799522927
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,3.829017899120732,46.01732238181185
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,5.927025935286853,375.0374678653289
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,6.683591700612579,799.1843943963296
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.304166211097287,74.00748310242206
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,5.849244239614442,346.97205363007134
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,6.11631286008555,453.19063287505116
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,5.690367366843811,296.00234211511207
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,5.181817547294194,178.00605156924235
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,6.200492858195156,492.9919563527855
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,5.567931797015609,261.89189314243123
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.300523942846562,544.8573094426142
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.82837617937763,125.0078055031094
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,2.944332606715115,18.997979030914447
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,2.6389732352794555,13.998822728800372
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,7.051697091631319,1154.8169108331836
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,7.163771414144913,1291.7735707483857
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,3.526322527024296,33.998708106421155
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,6.916957811659614,1009.2450061692392
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,6.509011629008151,671.1627318862661
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,3.6887314215198947,39.994079134489695
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.63743547207347,37.99427430059613
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,3.951510573829026,52.013878324544635
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,6.3525760899947485,573.9694029850692
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,5.267919090091771,194.01182097964656
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,3.218845704509294,24.999247002367667
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,3.583449217486555,35.99749013259223
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,6.664831687118516,784.3314407857657
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,6.444027657754125,628.9348396380983
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,5.055840777448287,156.9364234956948
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,3.8502122242353036,47.00303735682629
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,6.181881868962538,483.9017397026312
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,3.583449217486555,35.99749013259223
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,3.9888295327515,53.991656898689
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,3.6633416783292767,38.99142219924015
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,6.777457062719977,877.8336076252546
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,4.82837617937763,125.0078055031094
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,3.1355228402877575,23.00065836967064
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,7.424979572612141,1677.3653084756584
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,7.418021450252906,1665.7345066152427
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,6.279913364432278,533.7424207448038
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,7.4816492028168415,1775.1659718696417
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,7.010068462313248,1107.7303400862845
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,6.925869032236449,1018.2788023294419
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,4.0943253910687325,59.99884974182383
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,4.357138020334611,78.03348428941966
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,3.611036958995064,37.004404977174104
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.500146320827424,665.23896423908
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,3.806391785748705,44.98781996769358
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,2.890175541218196,17.99646844628277
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,5.65946531954912,286.99515082855254
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,5.978648591705649,394.90632769650705
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,6.8694448953794565,962.4141769483716
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,5.2470649503109135,190.00776700733059
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,5.25748903323734,191.99878295609244
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,5.39829814917668,221.0299359599551
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,3.258349652044817,26.006581797544204
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,5.2726619840056275,194.9341840706834
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,3.218845704509294,24.999247002367667
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,6.406643290877726,605.8565796880164
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,4.778804849341256,118.96208743196001
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,2.995939748575446,20.004149930917713
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,7.2312623755540235,1381.9659634540367
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,5.768735335379387,320.1326161395575
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,6.015703945575584,409.81422431092756
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,6.730017042298122,837.1615329889921
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,5.361095857994434,212.95819056059906
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,5.509330630426871,246.9857469795746
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,5.910482993737946,368.8842811869168
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,3.178020388471803,23.99919740839273
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,3.892169207612109,49.01709954849662
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,3.218845704509294,24.999247002367667
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.944332606715115,18.997979030914447
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,3.178020388471803,23.99919740839273
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,3.178020388471803,23.99919740839273
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,3.044577296196901,21.00115205954286
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,3.2957025435723697,26.99637353790015
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,3.044577296196901,21.00115205954286
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,2.995939748575446,20.004149930917713
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,2.7726789280592854,16.001443358210743
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,2.707904251597284,14.997810917177775
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,2.707904251597284,14.997810917177775
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,2.995939748575446,20.004149930917713
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,3.5554367595855143,35.00310457104625
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,2.995939748575446,20.004149930917713
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,3.044577296196901,21.00115205954286
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,3.178020388471803,23.99919740839273
