,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_ARPE19,Exp_ARPE19
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,2.995939748575446,20.004149930917713
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,2.944332606715115,18.997979030914447
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,2.833250342481756,17.000628984869827
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,2.6389732352794555,13.998822728800372
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,2.7726789280592854,16.001443358210743
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,2.890175541218196,17.99646844628277
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,2.6389732352794555,13.998822728800372
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,2.7726789280592854,16.001443358210743
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,3.33196553882205,27.993309601550315
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.995939748575446,20.004149930917713
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,3.178020388471803,23.99919740839273
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,2.7726789280592854,16.001443358210743
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,3.044577296196901,21.00115205954286
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,3.218845704509294,24.999247002367667
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,3.0910933727360477,22.001120254831193
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,2.995939748575446,20.004149930917713
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,3.0910933727360477,22.001120254831193
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,3.63743547207347,37.99427430059613
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,2.6389732352794555,13.998822728800372
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,3.218845704509294,24.999247002367667
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,3.6887314215198947,39.994079134489695
517,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,3.2957025435723697,26.99637353790015
518,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,3.1355228402877575,23.00065836967064
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,3.496163133734871,32.9886358420348
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,3.829017899120732,46.01732238181185
521,522,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,4.204649003638895,66.9970778083385
522,523,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,2.995939748575446,20.004149930917713
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,3.0910933727360477,22.001120254831193
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,3.2957025435723697,26.99637353790015
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,2.707904251597284,14.997810917177775
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,2.944332606715115,18.997979030914447
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,3.0910933727360477,22.001120254831193
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,6.370265241710872,584.212765936053
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,3.6887314215198947,39.994079134489695
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,4.219129855549327,67.97431107895926
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,3.401375873923419,30.00535524575865
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,6.749780484978183,853.8713043739557
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,4.554188930993927,95.0296483678605
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,2.944332606715115,18.997979030914447
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,4.488238847770193,88.96462757651007
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,3.7135817413769767,41.00039666349822
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,2.944332606715115,18.997979030914447
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,6.025461119099799,413.8324240678797
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,5.7871472612089985,326.08147100714405
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,6.868455291059302,961.4622388198153
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,6.311323141289377,550.7732176898885
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.996196763087776,401.89737223874084
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,4.042929562737194,56.993063231579285
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.88908581369476,361.0750435844739
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,6.38992624392889,595.8126332684315
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,3.737870841523859,42.0084522264643
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,3.4343107393317647,31.01003120287951
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,4.0943253910687325,59.99884974182383
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,3.1355228402877575,23.00065836967064
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,2.833250342481756,17.000628984869827
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,3.1355228402877575,23.00065836967064
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.778804849341256,118.96208743196001
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,4.976477916643472,144.96291000681063
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,4.0943253910687325,59.99884974182383
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,3.044577296196901,21.00115205954286
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,4.344072888241162,77.02059766630471
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,4.625163510471169,102.01945296781778
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,3.0910933727360477,22.001120254831193
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,3.044577296196901,21.00115205954286
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,3.611036958995064,37.004404977174104
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,2.7726789280592854,16.001443358210743
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,2.890175541218196,17.99646844628277
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,2.833250342481756,17.000628984869827
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,5.749366166724251,313.9915788891473
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,6.049864320618781,424.0554905548301
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,5.198814889678499,181.0575415172371
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,4.262788248221214,71.00769477071093
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,4.753188957529992,115.95346624121831
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,5.318254882262713,204.02751909333514
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,3.611036958995064,37.004404977174104
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,3.178020388471803,23.99919740839273
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,3.6633416783292767,38.99142219924015
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,2.707904251597284,14.997810917177775
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,2.6389732352794555,13.998822728800372
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,2.890175541218196,17.99646844628277
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,6.086984637116277,440.09237018412995
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,6.00594915265607,405.8360063095865
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,3.783911058128969,43.98774437241097
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,3.5554367595855143,35.00310457104625
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,3.8502122242353036,47.00303735682629
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,3.178020388471803,23.99919740839273
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,3.526322527024296,33.998708106421155
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,3.951510573829026,52.013878324544635
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,3.806391785748705,44.98781996769358
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,3.829017899120732,46.01732238181185
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,2.6389732352794555,13.998822728800372
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,3.5554367595855143,35.00310457104625
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,5.693266163047381,296.8616374399733
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,4.811828072254186,122.9561849821966
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,3.465706716309491,31.999066045941937
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,3.1355228402877575,23.00065836967064
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,3.9121194432994737,50.00482212608044
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,3.892169207612109,49.01709954849662
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,3.737870841523859,42.0084522264643
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,3.6633416783292767,38.99142219924015
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,4.454582952676914,86.02026884056038
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,2.944332606715115,18.997979030914447
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,2.833250342481756,17.000628984869827
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,3.829017899120732,46.01732238181185
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,5.214883463865133,183.9903782027133
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,5.075515730914962,160.05471586255422
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,3.5554367595855143,35.00310457104625
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,4.778804849341256,118.96208743196001
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,4.867080542627582,129.9410053724344
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,4.554188930993927,95.0296483678605
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,2.995939748575446,20.004149930917713
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,2.944332606715115,18.997979030914447
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,3.737870841523859,42.0084522264643
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,3.33196553882205,27.993309601550315
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,2.890175541218196,17.99646844628277
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,2.5650388426503046,13.001163359504929
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,3.7135817413769767,41.00039666349822
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,3.9888295327515,53.991656898689
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,2.995939748575446,20.004149930917713
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,3.33196553882205,27.993309601550315
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,3.465706716309491,31.999066045941937
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,3.496163133734871,32.9886358420348
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,3.1355228402877575,23.00065836967064
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,3.8502122242353036,47.00303735682629
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,3.0910933727360477,22.001120254831193
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,3.367008244715225,28.991661226245515
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,2.707904251597284,14.997810917177775
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,3.367008244715225,28.991661226245515
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,7.04971442757403,1152.5295651196795
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,6.901117608306483,993.3843099999602
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,5.14128284309528,170.9349103983663
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,5.003504187439868,148.9341389029446
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,5.370628513137436,214.99795428683365
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,6.12511513960422,457.1973517605954
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,5.105546126788335,164.93412088167287
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,5.484396558825855,240.90352901934028
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,4.142889154013742,62.98453083967617
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,3.258349652044817,26.006581797544204
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,3.1355228402877575,23.00065836967064
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,3.783911058128969,43.98774437241097
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,7.378266421918514,1600.8122279960076
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,7.043766642103905,1145.6949121916916
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,6.905077421534561,997.3257248143701
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,7.044757918101416,1146.8311751406686
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,6.616471777226717,747.303786048461
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,6.364368247438651,580.7778045295346
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,3.4343107393317647,31.01003120287951
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,5.081141911619247,160.95775055269758
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,4.691239028118217,108.98813554766788
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,4.0943253910687325,59.99884974182383
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,4.060276659574407,57.9903524460855
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,4.189356345717404,65.98030878164415
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,6.304450673077844,547.0010232497143
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,5.505492894264261,246.0396973523101
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,5.840504763310293,343.9529116654223
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,5.761954737787593,317.969268377411
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,5.3887527429330415,218.93015301325102
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,6.238716696716378,512.2007800560721
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,4.605341484320912,100.01713130052181
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,5.480562919082845,239.98175967098499
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,6.1309842896046245,459.8886015467731
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,2.5650388426503046,13.001163359504929
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,3.806391785748705,44.98781996769358
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,5.3277670758447435,205.97752807914975
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,2.6389732352794555,13.998822728800372
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,2.6389732352794555,13.998822728800372
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,2.707904251597284,14.997810917177775
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,2.833250342481756,17.000628984869827
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,3.044577296196901,21.00115205954286
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,2.995939748575446,20.004149930917713
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,2.833250342481756,17.000628984869827
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,2.995939748575446,20.004149930917713
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,3.218845704509294,24.999247002367667
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,2.7726789280592854,16.001443358210743
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,2.6389732352794555,13.998822728800372
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,2.890175541218196,17.99646844628277
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,2.6389732352794555,13.998822728800372
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,2.7726789280592854,16.001443358210743
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,2.833250342481756,17.000628984869827
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,2.833250342481756,17.000628984869827
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,2.944332606715115,18.997979030914447
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,3.0910933727360477,22.001120254831193
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,2.5650388426503046,13.001163359504929
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,3.526322527024296,33.998708106421155
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,2.890175541218196,17.99646844628277
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,2.707904251597284,14.997810917177775
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,2.5650388426503046,13.001163359504929
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,2.7726789280592854,16.001443358210743
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,2.995939748575446,20.004149930917713
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,2.5650388426503046,13.001163359504929
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,2.707904251597284,14.997810917177775
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,2.833250342481756,17.000628984869827
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,2.6389732352794555,13.998822728800372
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,2.944332606715115,18.997979030914447
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,2.6389732352794555,13.998822728800372
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,2.890175541218196,17.99646844628277
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,3.2957025435723697,26.99637353790015
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,2.833250342481756,17.000628984869827
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,2.6389732352794555,13.998822728800372
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,2.707904251597284,14.997810917177775
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,2.6389732352794555,13.998822728800372
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,2.707904251597284,14.997810917177775
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,2.707904251597284,14.997810917177775
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,2.833250342481756,17.000628984869827
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,3.0910933727360477,22.001120254831193
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,3.2957025435723697,26.99637353790015
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,3.258349652044817,26.006581797544204
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,3.218845704509294,24.999247002367667
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,3.4343107393317647,31.01003120287951
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,3.218845704509294,24.999247002367667
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,3.1355228402877575,23.00065836967064
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,3.178020388471803,23.99919740839273
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,2.833250342481756,17.000628984869827
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,2.6389732352794555,13.998822728800372
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,2.6389732352794555,13.998822728800372
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,2.833250342481756,17.000628984869827
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,2.944332606715115,18.997979030914447
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,2.944332606715115,18.997979030914447
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,3.401375873923419,30.00535524575865
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,4.248199910271204,69.97932982795868
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,4.304166211097287,74.00748310242206
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,4.025646267335598,56.016498719574216
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,4.290343171499893,72.99151280907057
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,4.796221526312029,121.05215990569917
