,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.002495602940218184
1,P_charged_centers,1.0,1.0,0.00269400182954906
2,N_charged_centers,1.0,1.0,-0.0775449826649364
3,N_charged_centers,0.0,0.0,0.15286720917948965
4,Double_bonds,1.0,1.0,0.008045318525276257
5,Double_bonds,2.0,2.0,-0.01610821634124931
6,Double_bonds,0.0,0.0,0.014816061781575685
7,NP_ratio,4.0,4.0,-0.006498265819236594
8,NP_ratio,8.0,8.0,-0.012688155092306204
9,NP_ratio,12.0,12.0,0.01847050760796063
10,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.04499621554421626
11,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.05352183343344686
12,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.04476002402238866
13,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.02357396619826732
14,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.1214995601409984
15,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.033337086786740036
16,Dlin-MC3+Helper lipid percentage,40.0,40.0,-0.005391438911353059
17,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.021492258796864613
18,Dlin-MC3+Helper lipid percentage,80.0,80.0,0.019497801751524803
19,Chol_DMG-PEG_ratio,500.0,500.0,-0.008424540509815838
20,Chol_DMG-PEG_ratio,100.0,100.0,0.02540134495750627
21,Chol_DMG-PEG_ratio,10.0,10.0,-0.016832762104596843
22,Size,"(75.0, 528.9473684210527)",301.97368421052636,-0.00024897102474186086
23,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,-0.0017621168262216902
24,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,0.0025781018988257865
25,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,-0.0002864952653933281
26,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,0.003604672649369817
27,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,-0.006757718491869049
28,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,0.003914680015751131
29,Size,"(8246.052631578947, 8700.0)",8473.026315789473,-0.0003889806929106561
30,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,9.158161629509646e-05
31,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,-0.004324862903865863
32,Zeta,"(-37.0, 515.8421052631579)",239.42105263157896,-0.004185029307638906
33,Zeta,"(9914.157894736843, 10467.0)",10190.578947368422,0.012587205205711256
