,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.01922371948801001
1,P_charged_centers,1.0,1.0,0.007255494810658776
2,N_charged_centers,1.0,1.0,-0.0009106437996240879
3,N_charged_centers,0.0,0.0,0.003093589999762193
4,cLogP,9.3028,9.3028,-0.08157699120381896
5,cLogP,9.784,9.784,0.06913798175629546
6,cLogP,12.515,12.515,0.05367779994377165
7,cLogP,6.12,6.12,-0.05407154624862191
8,Hbond_D,3.0,3.0,-0.019116553932074246
9,Hbond_D,2.0,2.0,0.008835384811582532
10,Hbond_D,0.0,0.0,0.004184041472231767
11,NP_ratio,4.0,4.0,0.0009224334635139312
12,NP_ratio,8.0,8.0,0.004963245885917737
13,NP_ratio,12.0,12.0,-0.005072884761490812
14,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.019309890558013958
15,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.03960165225989809
16,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.02477347714432381
17,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.0056526152723537625
18,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.07589251674091846
19,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.05915876758610508
20,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.04969604528872179
21,Dlin-MC3+Helper lipid percentage,60.0,60.0,-0.025450040003444988
22,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.08931665509316752
23,Chol_DMG-PEG_ratio,500.0,500.0,0.05068078603509221
24,Chol_DMG-PEG_ratio,100.0,100.0,0.12158383611486481
25,Chol_DMG-PEG_ratio,10.0,10.0,-0.1833187829221656
26,Size,"(75.0, 528.9473684210527)",301.97368421052636,-7.24912319317216e-05
27,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,0.00859172892965102
28,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,0.010061583583376669
29,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,0.007725572924816743
30,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,0.007199188170945936
31,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,0.005888969362076621
32,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,0.009888599335054395
33,Size,"(8246.052631578947, 8700.0)",8473.026315789473,0.0052142775334269205
34,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,0.00651144442161118
35,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,0.002931154568924687
36,Zeta,"(-11.105263157894736, -6.789473684210527)",-8.947368421052632,0.01685901336040064
37,Zeta,"(-6.789473684210527, -2.473684210526315)",-4.631578947368421,0.014399855404673955
38,Zeta,"(-2.473684210526315, 1.8421052631578974)",-0.31578947368420884,0.004677047355162006
39,Zeta,"(-28.36842105263158, -24.05263157894737)",-26.210526315789473,0.02684841180949205
40,Zeta,"(-15.421052631578945, -11.105263157894736)",-13.26315789473684,0.033953109704782304
41,Zeta,"(-19.736842105263158, -15.421052631578945)",-17.57894736842105,0.022635748001121093
42,Zeta,"(-24.05263157894737, -19.736842105263158)",-21.894736842105264,0.031420389307235445
43,Zeta,"(6.15789473684211, 10.473684210526315)",8.315789473684212,-0.0030325334153243795
44,Zeta,"(1.8421052631578974, 6.15789473684211)",4.0000000000000036,-0.013107387416636728
45,Zeta,"(-32.68421052631579, -28.36842105263158)",-30.526315789473685,0.06191686382413242
46,Zeta,"(10.473684210526315, 14.789473684210527)",12.631578947368421,-0.013925264540041837
47,Zeta,"(-37.0, -32.68421052631579)",-34.84210526315789,0.009897687556418917
48,Zeta,"(14.789473684210527, 19.10526315789474)",16.947368421052634,-0.013456616162632568
49,Zeta,"(19.10526315789474, 23.421052631578945)",21.263157894736842,-0.015192191495982789
50,Zeta,"(23.421052631578945, 27.736842105263165)",25.578947368421055,-0.022217851536104557
51,Zeta,"(40.684210526315795, 45.0)",42.8421052631579,-0.022364494985421583
52,Zeta,"(27.736842105263165, 32.05263157894737)",29.894736842105267,0.017828188120984672
