,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.02661645612193977
1,P_charged_centers,1.0,1.0,0.01192394803712602
2,N_charged_centers,1.0,1.0,-0.004493027665265949
3,N_charged_centers,0.0,0.0,0.01130933969908165
4,cLogP,9.3028,9.3028,-0.04277655114244604
5,cLogP,9.784,9.784,0.044436819927509516
6,cLogP,12.515,12.515,0.025559070928767306
7,cLogP,6.12,6.12,-0.03731565808593158
8,NP_ratio,4.0,4.0,0.006209341315061899
9,NP_ratio,8.0,8.0,-0.002630062938573741
10,NP_ratio,12.0,12.0,-0.003284347324452058
11,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.06569733648236221
12,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.06302377450718907
13,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.044994273740872726
14,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.025713438525639842
15,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.14559683996035597
16,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.00438410181302104
17,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.0060816241184895505
18,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.015415839347632297
19,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.020576306961557676
20,Chol_DMG-PEG_ratio,500.0,500.0,0.07026267865894782
21,Chol_DMG-PEG_ratio,100.0,100.0,0.04370280950500981
22,Chol_DMG-PEG_ratio,10.0,10.0,-0.11618931723303402
23,Size,"(75.0, 528.9473684210527)",301.97368421052636,-0.001125941328343276
24,Size,"(982.8947368421053, 1436.842105263158)",1209.8684210526317,0.0030992633125595387
25,Size,"(528.9473684210527, 982.8947368421053)",755.921052631579,0.0039969677362757085
26,Size,"(1436.842105263158, 1890.7894736842106)",1663.8157894736842,0.001946834539920575
27,Size,"(1890.7894736842106, 2344.7368421052633)",2117.763157894737,0.015284889062035203
28,Size,"(3706.5789473684213, 4160.526315789473)",3933.5526315789475,0.023470551630046285
29,Size,"(2344.7368421052633, 2798.684210526316)",2571.7105263157896,0.003258800276165858
30,Size,"(8246.052631578947, 8700.0)",8473.026315789473,0.012698342250402051
31,Size,"(4614.473684210527, 5068.421052631579)",4841.447368421053,0.012598594401181148
32,Size,"(2798.684210526316, 3252.631578947369)",3025.6578947368425,0.0031714290576830622
33,Zeta,"(-11.105263157894736, -6.789473684210527)",-8.947368421052632,0.009085632760923607
34,Zeta,"(-6.789473684210527, -2.473684210526315)",-4.631578947368421,0.006939273530155957
35,Zeta,"(-2.473684210526315, 1.8421052631578974)",-0.31578947368420884,-0.00048501790164514176
36,Zeta,"(-28.36842105263158, -24.05263157894737)",-26.210526315789473,0.021985450849851335
37,Zeta,"(-15.421052631578945, -11.105263157894736)",-13.26315789473684,0.024029414719428502
38,Zeta,"(-19.736842105263158, -15.421052631578945)",-17.57894736842105,0.016129120015262618
39,Zeta,"(-24.05263157894737, -19.736842105263158)",-21.894736842105264,0.012154377203258408
40,Zeta,"(6.15789473684211, 10.473684210526315)",8.315789473684212,0.0006331688322273239
41,Zeta,"(1.8421052631578974, 6.15789473684211)",4.0000000000000036,-0.00273109452928429
42,Zeta,"(-32.68421052631579, -28.36842105263158)",-30.526315789473685,0.03311478976136848
43,Zeta,"(10.473684210526315, 14.789473684210527)",12.631578947368421,-0.0029840764311700567
44,Zeta,"(-37.0, -32.68421052631579)",-34.84210526315789,0.0051210943098762675
45,Zeta,"(14.789473684210527, 19.10526315789474)",16.947368421052634,0.006029271828513575
46,Zeta,"(19.10526315789474, 23.421052631578945)",21.263157894736842,0.003366881451952104
47,Zeta,"(23.421052631578945, 27.736842105263165)",25.578947368421055,0.0009545015329494472
48,Zeta,"(40.684210526315795, 45.0)",42.8421052631579,0.0013867966036273365
49,Zeta,"(27.736842105263165, 32.05263157894737)",29.894736842105267,0.018399088568538297
