group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.7345,0.8591,-2.329,0.86,False
DT,MLR,6.385,0.0,4.7905,7.9795,True
DT,PLS,6.3062,0.0,4.7117,7.9007,True
DT,RF,-1.3169,0.1937,-2.9114,0.2776,False
DT,XGB,-1.5614,0.06,-3.1559,0.0331,False
DT,kNN,3.4236,0.0,1.8292,5.0181,True
DT,lasso,6.3594,0.0,4.7649,7.9539,True
LGBM,MLR,7.1195,0.0,5.525,8.714,True
LGBM,PLS,7.0407,0.0,5.4462,8.6352,True
LGBM,RF,-0.5824,0.9554,-2.1769,1.0121,False
LGBM,XGB,-0.8269,0.767,-2.4214,0.7676,False
LGBM,kNN,4.1582,0.0,2.5637,5.7526,True
LGBM,lasso,7.0939,0.0,5.4994,8.6884,True
MLR,PLS,-0.0788,1.0,-1.6733,1.5157,False
MLR,RF,-7.7019,0.0,-9.2964,-6.1075,True
MLR,XGB,-7.9464,0.0,-9.5409,-6.3519,True
MLR,kNN,-2.9614,0.0,-4.5559,-1.3669,True
MLR,lasso,-0.0256,1.0,-1.6201,1.5688,False
PLS,RF,-7.6231,0.0,-9.2176,-6.0287,True
PLS,XGB,-7.8676,0.0,-9.4621,-6.2731,True
PLS,kNN,-2.8826,0.0,-4.4771,-1.2881,True
PLS,lasso,0.0532,1.0,-1.5413,1.6476,False
RF,XGB,-0.2445,0.9998,-1.839,1.35,False
RF,kNN,4.7406,0.0,3.1461,6.3351,True
RF,lasso,7.6763,0.0,6.0818,9.2708,True
XGB,kNN,4.985,0.0,3.3906,6.5795,True
XGB,lasso,7.9208,0.0,6.3263,9.5153,True
kNN,lasso,2.9357,0.0,1.3412,4.5302,True
