RF,LGBM,DT,XGB,MLP,kNN,MLR,PLS,lasso
0.003861747220081327,0.004581939385229283,0.016073984366398772,0.011343394792593081,0.06601889868091099,0.027943958968993925,0.1673722714981608,0.13841478897760529,0.06603606298225224
0.01913038093141023,0.0007389433418052172,0.0,0.027357548475265503,0.056262674333146766,0.04019716293499097,0.2112179854900045,0.1832617886726103,0.10244099296591866
0.011480237806891993,0.0028096987742930552,0.0004403831333259778,0.01692599058151245,0.018771108721449013,0.004803136295687281,0.06309382171582434,0.05886896936047914,0.03015927660883734
0.007785285698557725,0.03031595652311187,0.012000440383133304,0.04898187634927331,0.05288780824048597,0.11482388411778477,0.1415151444634492,0.13051543141484853,0.16868104601116035
0.00815658372784322,0.1075733064140153,0.012000440383133304,0.056631237268447876,0.034151429241954946,0.1155182878031791,0.013059227750539935,0.009393992287417496,0.025837039364843134
0.0018205713971154883,0.00032444247993161825,0.0,0.018134325742721558,0.09715382417577792,0.0002458056237696511,0.16348896300800894,0.1631987813263654,0.1473491778336038
0.07993270395243862,0.023361486187275654,0.039304194649344926,0.020044213990788234,0.04405314609436153,0.06101661468159295,0.05677769548000119,0.07119672171293069,0.021047608120547262
0.12243449300891782,0.05807485258153272,0.1209952658813167,0.059526047727078174,0.023187236089735497,0.15194160108402266,0.04019258784634944,0.08709613171947825,0.24850749762695296
0.021492623582516725,0.0046095407442830055,0.0,0.028544003688775937,0.06786849502363668,0.016568394214682897,0.23067859124627701,0.24531663004470375,0.19333238259099328
0.12621669602554147,0.23054688172369298,0.017890564791368524,0.3389106970270155,0.11955181653915575,0.08551433216791338,0.014080439671522282,0.008008966071537227,0.0567420098089183
0.12180722228338658,0.010238448784672588,0.10244412638995923,0.015720085705690306,0.1747322565495467,0.024150693336105672,0.2556942922049874,0.23005915727162277,0.17831255602870624
0.3289922107233306,0.33040818431673746,0.4121435649014643,0.38627077916192676,0.31502001172103167,0.256129319996378,0.17339156288227134,0.19419131820217053,0.1445304867899774
0.09623417373114612,0.16050650261206564,0.14400528459759993,0.08110384089718645,0.10543189357271834,0.15496982233149864,0.1100944291790392,0.09267014391619935,0.035584875005037625
0.030527083562699578,0.050173321464494214,0.049102719365848285,0.031250442802203876,0.05089216055653733,0.04109779317597781,0.06457494734985744,0.05024086675162756,0.03903594375247081
0.00242293295166795,0.020254364368452814,0.0,0.042970746755599976,0.014824391390467019,5.8564518838119085e-05,0.029233996250775687,0.004634719776478752,0.056730455578437006
0.18926043157547073,0.16377426254342242,0.24485302212925242,0.18230703473091125,0.1269233493609369,0.015149233616782262,0.24897471753338066,0.2609428997600346,0.19527148224147717
0.08186626114719797,0.13169966177863213,0.08070020918198828,0.07076670419247177,0.08486123789578315,0.03362354669656531,0.125349893635731,0.1006176264313614,0.14935911201070107
0.0029390069360343274,0.11308736847431147,0.012000440383133304,0.0625946831463009,0.06639139058076968,0.14054575663712202,0.13202831549691602,0.14398781161313876,0.16628402215667118
0.009177171639326194,0.08607727313161664,0.01007376417483212,0.04805991170388757,0.09319625773635201,0.048212833570739445,0.0408029234739043,0.043307863336034896,0.09385490488100015
0.008700044038313325,0.0008831430233285097,0.0,0.010231941938400269,0.06104966919826026,0.10770126226677765,0.012736981769074425,0.016124585462430452,0.016504062767281082
0.01988632610371026,0.021806039568551927,0.032147968732797544,0.017321879589044492,0.05317178536761461,0.006822947478437001,0.01196087595412225,0.03910655216965689,0.014837825132054748
0.08495018165804258,0.05695072868457218,0.028514807882858095,0.01226498273373644,0.04467624380004864,0.0425463546820245,0.3578509779631311,0.3204547242079423,0.37783188114735466
0.011195777826709198,0.012461928310521796,0.02014752834966424,0.03171053645593225,0.03154852197137029,0.04280568847479372,0.014030686018449548,0.0008655517120860073,0.013773797598610804
0.007267009798524698,0.011349212713344534,0.012000440383133304,0.017821283316436398,0.04005310549615169,0.005339652588814421,0.16237901222153553,0.18636099200145556,0.21635598025283415
0.028731421336562993,0.019677111760029786,0.06831443355719478,0.034989146137374055,0.051979285894132525,0.07806672616189608,0.16905190048781746,0.15686509827745151,0.10620497584926467
0.04748995375977104,0.006935577032234325,0.01464273918308931,0.016490121310625827,0.10182085645396352,0.235913111594791,0.21090140147330905,0.23903664863179203,0.191101112305679
0.2664467962127052,0.26447594398261143,0.07827810194869533,0.19969414492660353,0.30528419765471615,0.6325545128527583,0.5779194068161885,0.5703581579502441,0.6273405700611725
0.0048663712429813915,0.0137301994328577,0.0,0.011527389287948608,0.05555152297025253,0.06818205264802203,0.16388258681440807,0.17586251961255872,0.20800409554383065
0.003529946053066238,0.008867664551067696,0.06330507541561162,0.017832945162381375,0.15654746081828438,0.18069433471838153,0.0421684067902033,0.06550681286249108,0.08494793619182692
0.07965209732467249,0.05748435488263337,0.05620389739072984,0.03559635630607294,0.19474123160281992,0.19893335024381414,0.27630776456614486,0.26922139143483814,0.313399485355616
0.004857701200044035,0.002972221429337143,0.0,0.001348048448562622,0.03616603215153607,0.0,0.016652456158375174,0.08171123870751412,0.03546201306104747
0.020975173400858728,0.02689655095397603,0.0,0.022288411855697632,0.02074783185639304,0.0017998011854055862,0.0012920294116196241,0.03877670957378748,0.010570305295593722
0.0010115050093581412,0.004626788677874651,0.0,0.00880458950996399,0.02787173307827257,5.1113883774833254e-05,0.0034879052192415003,0.00024441345376993717,0.036846734287236005
0.01575154134096662,0.021939992897140458,0.0,0.027933567762374878,0.008739558692816375,0.0353667216681866,0.012005421940677738,0.02493032272529433,0.012243492146380135
0.048502834966420647,0.012272902329154303,0.01855113949135749,0.01480248687249719,0.11331309315549953,0.015509522117612456,0.2204512620867956,0.23263877698885188,0.17838643592031386
0.04212361004073556,0.059075313204146246,0.05174501816580429,0.03138630551663474,0.049355557479907636,0.019593009582362125,0.15466917277792938,0.13746347609646586,0.05315494037187107
1.1009578333149444e-06,0.011658474400688965,0.0,0.007982015609741211,0.08096431826283582,0.048725173344600706,0.04781317403069651,0.0055337658205407425,0.0446977730381813
0.0016672630188263593,0.026718521164139086,0.0060552680832325345,0.014601230877264504,0.0013567751103223946,0.17403308436308806,0.11584667944285842,0.09128974278458979,0.14412265178338401
0.040938566552901026,0.016511474692110395,0.00847737531652537,0.02743660980392812,0.0435183153739267,0.01812272444475188,0.029179671962810887,0.0695511358257137,0.01877079296188216
0.021254541451062384,0.0033186601185577996,0.0,0.005017399787902832,0.02190598763004189,0.020619194979722495,0.01584436286882329,0.06752298017571412,0.06744542851984286
0.47544107123197193,0.4414890825517131,0.2877903776285369,0.45905729397913186,0.491923199459681,0.4804832900750884,0.36009914235041207,0.3172486170334231,0.3015727792041033
0.1053521688869315,0.10569276253582016,0.11989430804800172,0.05927060441299903,0.1101163715663363,0.12026673656873965,0.27539376830070794,0.2409486733216895,0.29447138611958557
0.001213668391500576,0.06382412046630472,0.08070020918198828,0.049963479316747744,0.11044612385028482,0.1322174052186609,0.009431228305148906,0.0009430213528698744,0.03359614498647574
0.0071790707915886775,0.012864371054096541,0.0,0.002443373203277588,0.03123904906978344,0.0017149547072961633,0.005515324113313366,0.058242175640462523,0.020452557212245925
0.03162983045249363,0.01313518763840026,0.0,0.007545560598373413,0.023439288947461508,0.07420922128661656,0.0039748115730087585,0.03405273779436052,0.043308349675823886
0.0026951447759550797,0.0029478807808526884,0.0,0.00705835223197937,0.055348036335749286,0.006337014902055679,0.0009756824252147914,0.02133229069837818,0.05300591222119559
0.06085723329296482,0.061412043683796214,0.022074204557965424,0.06937578320503235,0.11951940773731573,0.2564909380473102,0.19369104749112998,0.19734933546829797,0.21400909476170346
0.12532354398326512,0.11091843064315332,0.23015523505449742,0.29373933395388685,0.014492303502398052,0.42149177117264974,0.2430847588327274,0.23595217124776197,0.28576817333691273
0.049600352306506786,0.058560174839923866,0.03611141693273148,0.05410487736083858,0.13950103629451896,0.05004718077802606,0.1411853578405512,0.1565586563291581,0.08501916521559841
0.0010552680832324115,0.009483255378521864,0.0002201915666629889,0.036740005016326904,0.009288373461980644,0.1676988056646349,0.012279826716443277,0.008794412028697615,0.0442772082991628
0.0012943135527909277,0.0005710251133226251,0.0,0.006354421377182007,0.009608598472025408,0.018587195522457724,0.014194275971513202,0.0010509125290048826,0.03983798685582479
0.014165198722888902,0.06182848719386516,0.02014752834966424,0.040356756424728024,0.06045443359346919,0.054878183266550626,0.004428660396053826,0.016564623206014317,0.01939355676496644
0.014711411427942293,0.031397272324403584,0.0,0.02320149540901184,0.04458625783229981,0.0366136128224268,0.008333190055054451,0.029095397615976043,0.003989597496916181
0.043355031377298306,0.04856421326932836,0.09886601343168558,0.03134089932428061,0.043310341942553565,0.18852848359947486,0.10073149023726694,0.11820882480709699,0.1369151504084919
0.007691429043267653,0.022509175462403355,0.0004403831333259778,0.007584816041555004,0.030920860955131003,0.0002961317763226619,0.021532260564968278,0.030436131642516323,0.06793786665385271
0.011418171309038647,0.008418804283713957,0.0331938786744468,0.010407348102007663,0.0897419591815661,0.014803068804934337,0.14558809328159386,0.1333798727057993,0.07305804207866734
0.002378894638335351,0.07472102873924247,0.04794671364086757,0.03762933611869812,0.11528090183128972,0.11900624207693074,0.046943889466252844,0.06559583989970139,0.09705164236962266
0.006710200374325651,0.014134255831230656,0.012000440383133304,0.02667596819418372,0.055961143835322004,0.0027886600790533924,0.006152211720989866,0.032622194385823894,0.022442900103846683
0.00012027964328966172,0.019501217081886187,0.0002201915666629889,0.027150958776474,0.0013719484430230675,0.05691766582935432,0.011023919836856242,0.003642459643955487,0.031666343638030704
0.03377656060772868,0.034392663596036675,0.0,0.08855926990509033,0.058967564630047715,0.008474515615545332,0.020482600279754598,0.02121823205394882,0.05559174926762493
0.04473728393702522,0.057943038719006336,0.049102719365848285,0.03219359689880727,0.05382324310896275,0.09599400766184765,0.12086239684331287,0.14513171625862378,0.17795474707199815
0.016336149950456923,0.01746050455922045,0.049102719365848285,0.0025617437951695743,0.031379598624808935,0.028711241576406067,0.03850397180375047,0.06319739552965487,0.03158809486033341
0.005983843443796092,0.004968084903753244,0.0,0.00301399827003479,0.01584537266566085,0.017258848069926794,0.021724591570526672,0.006323974269791588,0.01199745318017598
0.019820406253440538,0.014685022456587694,0.0,0.019756669723474424,0.018029236485820728,0.07124590324926075,0.0012725634729657195,0.01562885222058638,0.0335285319812932
0.015763376637674804,0.02786374253336061,0.032147968732797544,0.024971569501840513,0.03391557255598678,0.030663234386772105,0.03393392627866468,0.07475911182493769,0.08378396146249213
0.0779853847847626,0.020880452488611367,0.12760101288120665,0.037884575987549934,0.02304960106032189,0.07831670970000851,0.16355786537585817,0.17469932120845263,0.11252637235822999
0.18497454035010474,0.15465871516165686,0.43752064295937465,0.15099193254362886,0.11024858410261945,0.05069796242676544,0.11193234407965214,0.11320816408841072,0.07742879709263184
0.002344489706044242,0.023507754822428138,0.012550919299790839,0.03419429180604516,0.018573320092420763,0.009578448701787309,0.01767366894611493,0.020627221627288528,0.07517817500590748
0.41521234724210077,0.2698352473657653,0.24044919079599247,0.2062332074960842,0.48684593037597945,0.39698706157317204,0.3649000926357938,0.3836649025547959,0.4369733152160724
0.0031780524055928655,0.004238167481387334,0.0004403831333259778,0.009667247533798218,0.0010678338501074955,0.017602534349256904,0.0165375972957255,0.02800927677858625,0.012475368421104787
0.1506417207970936,0.22774204740537485,0.3017174942199715,0.2559608389440644,0.21136630967124936,0.010840065143993605,0.04064233808164053,0.022650164945883844,0.06939824234346192
0.007110260927006489,0.0008562417316250712,0.0,0.019736558198928833,0.06034796294673032,0.01311127826424066,0.004040613212548778,0.04447206933171691,0.009426995299946266
0.17113384894858516,0.16450301320735436,0.2597710007706705,0.07613273667275977,0.07846577122056747,0.05672598850856159,0.10545195546595951,0.06743942378601031,0.12161799309932705
0.019730265330837753,0.005435042526825672,0.0,0.030887722969055176,0.1387592481296015,0.4112510223856501,0.14568424987170978,0.18114020784384163,0.20200496708880675
0.05620210833425099,0.005298487435049792,0.0790487724320158,0.09450886591565155,0.016096875046282433,0.17250529054821329,0.342689509428402,0.3325919650693058,0.3772776684846434
0.00206291974017395,0.013867132481505777,0.0,0.020140022039413452,0.08503533067971675,0.02611776378529603,0.0407478890930253,0.031765257329971916,0.08353642032579219
0.0018589673015523434,0.015982061847336793,0.012000440383133304,0.007827700352492917,0.03101773455080565,0.03300508470832192,0.010614070230667724,0.0010187452073062847,0.04800777627653674
0.006486017835516891,0.040739330987968,0.0,0.03659626841545105,0.02355357498056474,0.08775508949838982,0.033284911579302405,0.022743360616674868,0.07602150524206538
0.0026006000220191398,0.04189760034555226,0.012550919299790839,0.07662621257287561,0.09160722388523587,0.03409992308968159,0.04406581879709031,0.04987481675046339,0.10366738868395978
0.06404519431905747,0.028579243441192198,0.022074204557965424,0.015295654535293579,0.010886331555820576,0.018890807885297328,0.21645035748275593,0.17689183444327022,0.11916646832159872
0.06773477925795429,0.09600492219117973,0.016018936474733042,0.10168499317539823,0.03248363713373845,0.08119124697350538,0.06999200275798687,0.05105960428493819,0.009270473496221926
0.0023102223934823285,0.000501907481561278,0.0,0.006678670644760132,0.00969188408951447,0.04504226563881363,0.011495120316602983,0.0033355508273580636,0.03471658609272725
0.02151794561268305,0.007387078439936391,0.032147968732797544,0.022109930789983828,0.03582933369918276,0.056886399713225205,0.1224082418732019,0.11738022269945445,0.14230534860686483
0.03565286799515574,0.012792868983898382,0.0,0.029602617025375366,0.035054035954511904,0.04754686780872274,0.2973280919486206,0.24172861617273822,0.1736726725397732
0.0053106077287239884,0.0100827607992559,0.0,0.007672309875488281,0.021126481967269135,0.004476275160265949,0.03569607054755447,0.05178100981916042,0.08581882782027972
0.002831113068369481,0.07508460763506511,0.022074204557965424,0.06300857663154602,0.0828249571041706,0.31458136042641915,0.1924177229855138,0.184931703878165,0.23606437955525214
0.003347737531652536,0.021020547683025016,0.006000220191566652,0.010212689638137817,0.03390133760224149,0.023161000901123923,0.1498034649624094,0.12495037279483692,0.15982761803850015
0.1182119068589681,0.009868094717820353,0.2696245733788396,0.10496447334517389,0.09339893036963542,0.1390875387203665,0.11272579134551164,0.0964997786193944,0.14272555430582212
0.009634344379610318,0.007683644662337848,0.032147968732797544,0.006809676610910337,0.009589759186316126,0.02314927823447313,0.05019074794638652,0.0362461977192948,0.02706903187972233
0.13707241550148627,0.11543979220963546,0.14015193218099745,0.10812823408949049,0.07021279368926114,0.08863493414367818,0.10796286091942874,0.10731459363762372,0.05942507784753538
0.0005543322690740177,0.00708258740572483,0.09104921281514916,0.0003560441129338565,0.03713205314989082,0.014254815157635714,0.026580744539582143,0.0023152115221171665,0.010884508446352692
0.041585792139161075,0.034189096121693505,0.001156005724980716,0.0002646701924931827,0.05618756929179353,0.039669745125733916,0.00918496429808626,0.0011058004436968055,0.05170991798784111
0.16248995375977085,0.32688868282131167,0.3161950897280634,0.3205922997583184,0.13003548315328298,0.03125703900428829,0.18039177472303017,0.17535833863279107,0.11794213771750925
0.00131137839920731,0.027615949830391246,0.049102719365848285,0.08600753545761108,0.08460258060759004,0.05347013528387408,0.043167989211865494,0.032794157107128116,0.07705640020724402
0.027661840801497403,0.06521060047983149,0.005835076516569407,0.05669184242866643,0.01222643489249775,0.06678925575361644,0.03536688175490989,0.02820285696692705,0.008326141854116398
0.023160987559176283,0.0519609864140802,0.051965209732467224,0.04210949367354991,0.1315288176837415,0.1988862890664368,0.18504114974403085,0.1996320904842093,0.1380367372229474
0.016013982164483066,0.0706413529388058,0.0,0.06199520826339722,0.017397238824382218,0.035080511656321124,0.021233681847460384,0.010755426623816025,0.06377602125925742
0.13852554222173302,0.14322868173962763,0.01464273918308931,0.10939709382685586,0.10429712075752626,0.044860485719014236,0.24908407819506756,0.2206310144503832,0.16160339420704883
0.03744440162941756,0.03224280115856862,0.0,0.06486756032775523,0.19826605031777472,0.24271451674966318,0.25305731337395865,0.27903308461335097,0.2318796560188683
0.3122416877683584,0.312960314374575,0.3586920620940217,0.3345738422052983,0.3249717556683448,0.3346167887246747,0.38451838155378,0.4025264724846821,0.4108400497112046
0.1433324617417152,0.19201197033786574,0.2319167675878014,0.16866474758026084,0.0830513326379782,0.08808636732600261,0.053275658194635284,0.024414550260427992,0.009095162889129954
0.0010201750522954964,0.0409802870364987,0.0,0.03564348816871643,0.05309001916146514,0.030617661696075053,0.01009392224652273,0.000715229517094379,0.0397070798910494
0.02488783992073096,0.11153597639102528,0.243862160079269,0.06747985390476044,0.1201462823554417,0.15139607966498617,0.15883095235217784,0.16425682267171818,0.1754697956664715
0.22302157877353318,0.24056524889744363,0.245843884179236,0.20461790934475754,0.10978497131258699,0.21074078717235167,0.04906207967422396,0.0466303408766483,0.10822294879061772
0.007252422107233291,0.03358443591531157,0.022074204557965424,0.07423382997512817,0.06486583376924376,0.0775601450798889,0.18364996226914435,0.16553388130395424,0.21575075980036337
0.0029661180226797303,0.008502368331049535,0.0,6.383657455444336e-05,0.07029884752348464,0.24768790981617042,0.17363433435002504,0.18840391250437663,0.19738635679486047
0.0005102939557414947,0.0026683503902086483,0.0,0.010320067405700684,0.0504111959777633,0.0511302280336098,0.02461252754847904,0.003308240596251094,0.017734602720746548
0.03381124077947789,0.020093538947544065,0.022294396124628385,0.04297965539915241,0.06183869917986856,0.1643857465060511,0.11928467564595227,0.1019959403017218,0.03808491582522197
0.11426992733678297,0.09167576063371488,0.06781900253220298,0.06302796516349682,0.004766231051104547,0.09895589584547373,0.08592776758130308,0.0914788204770166,0.06665065347256027
0.4047257238797753,0.3534780948219594,0.1289221622811847,0.31804381648730073,0.4532928700398452,0.5328188635577947,0.34223172433620286,0.3571241881375057,0.4577921417515781
0.03057318617196972,0.004939114623138688,0.04167125399097217,0.035282750552569186,0.004609040961407379,0.044423423155068475,0.0420547916675926,0.004692248978560326,0.010280943481669705
0.11371476934933389,0.002692697332924404,0.06781900253220298,0.053430484866408195,0.01482333724054366,0.013910975540519052,0.06724346074181223,0.04640817698736563,0.013926604753127889
0.0008626004624023049,0.007427598487992739,0.0004403831333259778,0.027384763780202465,0.11527976112905386,0.11629047578069174,0.18111743918752346,0.15726276814663182,0.15361108253967304
0.0009381536937135301,0.006116854417723916,0.0,0.0001742541790008545,0.0441585421888649,0.015827205266786278,0.017050848480715173,0.009322651773327625,0.03858391322566451
3.110205879114821e-05,0.004140709676763888,0.0,0.01799073815345764,0.04419128204364509,0.05415305383551578,0.007816051928165674,0.03166928954370543,0.013889487677473302
0.1049153638665639,0.1033355531345048,0.11125178905647912,0.11126743469169506,0.07063564120890958,0.11725200924804577,0.09439445177832918,0.06803123411464694,0.051066772427546564
0.0072526973466916144,0.005739121787393459,0.0,0.00803828239440918,0.05836197090924841,0.013882590857708679,0.015674469135091757,0.040340979826359924,0.0035201683048787305
0.0541001045909942,0.02341234168440759,0.08840691401519321,0.050348943929295314,0.05202331214208863,0.0866906270930317,0.06604064306731343,0.05003254915463026,0.03840860807634837
0.13724361444456668,0.1851403291663558,0.14488605086425188,0.1429899448433939,0.05151304443133298,0.15663591209441718,0.3054410461534373,0.31272981150704005,0.3572907928574647
