group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.928,0.9965,-4.4693,2.6133,False
DT,MLP,-0.0362,1.0,-3.5775,3.5051,False
DT,MLR,4.6085,0.0018,1.0672,8.1497,True
DT,PLS,4.6254,0.0017,1.0841,8.1667,True
DT,RF,-0.6806,0.9996,-4.2219,2.8607,False
DT,XGB,-0.3904,1.0,-3.9317,3.1509,False
DT,kNN,2.0178,0.7021,-1.5235,5.5591,False
DT,lasso,4.4953,0.0027,0.954,8.0366,True
LGBM,MLP,0.8918,0.9973,-2.6495,4.4331,False
LGBM,MLR,5.5364,0.0,1.9951,9.0777,True
LGBM,PLS,5.5534,0.0,2.0121,9.0947,True
LGBM,RF,0.2473,1.0,-3.2939,3.7886,False
LGBM,XGB,0.5376,0.9999,-3.0037,4.0789,False
LGBM,kNN,2.9457,0.1941,-0.5955,6.487,False
LGBM,lasso,5.4232,0.0001,1.882,8.9645,True
MLP,MLR,4.6446,0.0016,1.1034,8.1859,True
MLP,PLS,4.6616,0.0015,1.1203,8.2029,True
MLP,RF,-0.6444,0.9998,-4.1857,2.8969,False
MLP,XGB,-0.3542,1.0,-3.8955,3.1871,False
MLP,kNN,2.054,0.6811,-1.4873,5.5953,False
MLP,lasso,4.5315,0.0024,0.9902,8.0728,True
MLR,PLS,0.017,1.0,-3.5243,3.5582,False
MLR,RF,-5.2891,0.0001,-8.8304,-1.7478,True
MLR,XGB,-4.9988,0.0004,-8.5401,-1.4575,True
MLR,kNN,-2.5907,0.3596,-6.132,0.9506,False
MLR,lasso,-0.1132,1.0,-3.6545,3.4281,False
PLS,RF,-5.306,0.0001,-8.8473,-1.7647,True
PLS,XGB,-5.0158,0.0004,-8.5571,-1.4745,True
PLS,kNN,-2.6076,0.3503,-6.1489,0.9337,False
PLS,lasso,-0.1301,1.0,-3.6714,3.4112,False
RF,XGB,0.2903,1.0,-3.251,3.8315,False
RF,kNN,2.6984,0.303,-0.8429,6.2397,False
RF,lasso,5.1759,0.0002,1.6346,8.7172,True
XGB,kNN,2.4081,0.4651,-1.1331,5.9494,False
XGB,lasso,4.8856,0.0007,1.3444,8.4269,True
kNN,lasso,2.4775,0.4238,-1.0638,6.0188,False
