,B16,HepG2,PC3,HEK293,N2a,ARPE19
DT,0.8556805749307304,0.7540635232051307,0.6220919288099584,0.6326649724318332,0.8823744113280889,0.8510805069241949
kNN,0.5035012091105662,0.46379306083461963,0.5230290747131864,0.5144924110221932,0.5777367240381348,0.5854517464114073
RF,0.8877546251253932,0.7231159390084704,0.6481539297877564,0.8515504321792567,0.8905084921302375,0.8457707195425899
lasso,0.5905373349199018,0.39135744622391416,0.5448175581986703,0.4652404417125737,0.43687506943212123,0.6793213246356548
MLP,0.833884680646902,0.6060786031810657,0.6366499046829167,0.8192215061383531,0.8630051611517547,0.7175121897267883
PLS,0.6788829125887225,0.4355102378108045,0.5865900358650521,0.5548051295550598,0.5242310234911175,0.7177936362719267
LGBM,0.9232985514815902,0.7305464118169479,0.6571575872753384,0.8441847943826236,0.9090441743038858,0.8718736940340566
XGB,0.8970621976298535,0.7027870639182918,0.6261801623322402,0.8447027459195777,0.8930910987467202,0.8599623038101545
MLR,0.6854315859810284,0.36812170160026797,0.5556811740946559,0.5549462607640391,0.5238593568562733,0.7177459334676658
