,B16,HepG2,PC3,HEK293,N2a,ARPE19
Model_Name,LGBM,DT,RF,LGBM,LGBM,LGBM
Retained_Features,"['18PG', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']","['18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'Size', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']","['18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']","['18PG', '14PA', 'DOPE', 'DSPC', 'DOTAP', 'DDAB', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']","['18PG', 'DSPC', 'DOTAP', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']","['18PG', 'DOPE', 'DSPC', 'DOTAP', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']"
# of Features,9,10,10,10,7,8
MAE,0.045569707326389826,0.06140702903860799,0.057840540809856414,0.07895954062678086,0.055994393493570126,0.09604208029927253
Spearman,0.9295946264532107,0.6927992478107919,0.718311823360428,0.847327732092473,0.9053360078965534,0.8672881861387566
Pearson,0.942513122203206,0.8101071758490239,0.8987523113758616,0.8323304337438302,0.9224359284699204,0.879513215244932
