,B16,HepG2,PC3,HEK293,N2a,ARPE19
Model_Name,LGBM,DT,RF,LGBM,LGBM,LGBM
Hyper_Params,"{'subsample': 1.0, 'reg_lambda': 0.01, 'reg_alpha': 0, 'num_leaves': 64, 'n_estimators': 400, 'min_child_weight': 0.001, 'min_child_samples': 2, 'max_depth': 10, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'dart'}","{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 0}","{'oob_score': True, 'n_estimators': 400, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 0, 'bootstrap': True}","{'subsample': 0.4, 'reg_lambda': 0.015, 'reg_alpha': 0.015, 'num_leaves': 32, 'n_estimators': 150, 'min_child_weight': 0.1, 'min_child_samples': 20, 'max_depth': 30, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'subsample': 0.4, 'reg_lambda': 0.015, 'reg_alpha': 0, 'num_leaves': 64, 'n_estimators': 100, 'min_child_weight': 0.01, 'min_child_samples': 2, 'max_depth': 6, 'max_bin': 20, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}","{'subsample': 0.4, 'reg_lambda': 0.005, 'reg_alpha': 0.01, 'num_leaves': 256, 'n_estimators': 250, 'min_child_weight': 10.0, 'min_child_samples': 20, 'max_depth': 14, 'max_bin': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}"
MAE,0.04949983985937321,0.052195736406262724,0.060334715816958276,0.08984439801243276,0.06557753790139176,0.10999344737640133
Spearman,0.9232985514815902,0.7540635232051307,0.6481539297877564,0.8441847943826236,0.9090441743038858,0.8718736940340566
Pearson,0.9333338366389461,0.8281030223953755,0.8547238157438255,0.819658112200313,0.9180255548914992,0.8617780336108274
