group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-3.551,0.0404,-7.0225,-0.0795,True
DT,MLP,-2.9178,0.1828,-6.3893,0.5537,False
DT,MLR,1.9835,0.6989,-1.488,5.455,False
DT,PLS,1.9299,0.7299,-1.5416,5.4014,False
DT,RF,-2.6218,0.3151,-6.0933,0.8497,False
DT,XGB,-3.3939,0.0612,-6.8654,0.0776,False
DT,kNN,0.7434,0.9992,-2.7281,4.2149,False
DT,lasso,2.6983,0.2766,-0.7732,6.1698,False
LGBM,MLP,0.6332,0.9997,-2.8383,4.1047,False
LGBM,MLR,5.5345,0.0,2.063,9.006,True
LGBM,PLS,5.4809,0.0,2.0094,8.9524,True
LGBM,RF,0.9292,0.9959,-2.5423,4.4007,False
LGBM,XGB,0.1571,1.0,-3.3144,3.6286,False
LGBM,kNN,4.2943,0.004,0.8228,7.7659,True
LGBM,lasso,6.2493,0.0,2.7778,9.7208,True
MLP,MLR,4.9013,0.0004,1.4298,8.3728,True
MLP,PLS,4.8477,0.0005,1.3762,8.3192,True
MLP,RF,0.296,1.0,-3.1755,3.7675,False
MLP,XGB,-0.4761,1.0,-3.9476,2.9954,False
MLP,kNN,3.6612,0.0297,0.1897,7.1327,True
MLP,lasso,5.6161,0.0,2.1446,9.0876,True
MLR,PLS,-0.0536,1.0,-3.5251,3.4179,False
MLR,RF,-4.6053,0.0013,-8.0768,-1.1338,True
MLR,XGB,-5.3774,0.0001,-8.8489,-1.9059,True
MLR,kNN,-1.2401,0.9729,-4.7116,2.2314,False
MLR,lasso,0.7148,0.9994,-2.7567,4.1863,False
PLS,RF,-4.5517,0.0016,-8.0232,-1.0802,True
PLS,XGB,-5.3238,0.0001,-8.7953,-1.8523,True
PLS,kNN,-1.1865,0.9794,-4.658,2.285,False
PLS,lasso,0.7685,0.9989,-2.703,4.24,False
RF,XGB,-0.7721,0.9989,-4.2436,2.6994,False
RF,kNN,3.3652,0.0659,-0.1063,6.8367,False
RF,lasso,5.3201,0.0001,1.8486,8.7916,True
XGB,kNN,4.1373,0.0069,0.6658,7.6088,True
XGB,lasso,6.0922,0.0,2.6207,9.5637,True
kNN,lasso,1.955,0.7155,-1.5165,5.4265,False
